from	to	cluster
PRKCB	RANBP9	cluster2
PRKCB	SLC12A2	cluster2
PRKCB	SYT7	cluster2
PRKCB	PRKACB	cluster2
PRKCB	RAB15	cluster2
PRKCB	CNTNAP1	cluster2
PRKCB	ANKS1B	cluster2
PRKCB	ATL1	cluster2
PRKCB	DLGAP1	cluster2
PRKCB	CTNNA2	cluster2
PRKCB	LMO7	cluster2
PRKCB	STXBP5	cluster2
HACE1	PRKCB	cluster2
DNAJC10	NBEA	cluster2
NBEA	KIF5C	cluster2
NBEA	HOMER1	cluster2
RNF144A	NBEA	cluster2
NBEA	KALRN	cluster2
NBEA	NAPG	cluster2
NBEA	GRIA2	cluster2
NBEA	ADAM11	cluster2
NBEA	DCLK1	cluster2
NBEA	CDC42BPA	cluster2
NBEA	FAM171A1	cluster2
NBEA	RANBP9	cluster2
NBEA	SLC12A2	cluster2
NBEA	SYT7	cluster2
NBEA	PRKACB	cluster2
NBEA	RAB15	cluster2
NBEA	CNTNAP1	cluster2
NBEA	ANKS1B	cluster2
NBEA	ATL1	cluster2
NBEA	DLGAP1	cluster2
NBEA	CDH10	cluster2
NBEA	CTNNA2	cluster2
NBEA	LMO7	cluster2
NBEA	STXBP5	cluster2
HACE1	NBEA	cluster2
DNAJC10	KIF5C	cluster2
DNAJC10	HOMER1	cluster2
DNAJC10	RNF144A	cluster2
DNAJC10	KALRN	cluster2
DNAJC10	GRIA2	cluster2
DNAJC10	ADAM11	cluster2
DNAJC10	CDC42BPA	cluster2
DNAJC10	PRKACB	cluster2
DNAJC10	RAB15	cluster2
DNAJC10	CNTNAP1	cluster2
DNAJC10	PDE1A	cluster2
DNAJC10	ATL1	cluster2
DNAJC10	DLGAP1	cluster2
DNAJC10	CDH10	cluster2
DNAJC10	GUK1	cluster2
DNAJC10	LMO7	cluster2
DNAJC10	STXBP5	cluster2
DNAJC10	HACE1	cluster2
KIF5C	DMD	cluster2
KIF5C	HOMER1	cluster2
RNF144A	KIF5C	cluster2
KIF5C	KALRN	cluster2
KIF5C	NAPG	cluster2
KIF5C	GRIA2	cluster2
KIF5C	ADAM11	cluster2
KIF5C	DCLK1	cluster2
KIF5C	CDC42BPA	cluster2
KIF5C	FAM171A1	cluster2
KIF5C	RANBP9	cluster2
KIF5C	SLC12A2	cluster2
KIF5C	SYT7	cluster2
KIF5C	PRKACB	cluster2
KIF5C	RAB15	cluster2
KIF5C	CTTN	cluster2
KIF5C	CNTNAP1	cluster2
KIF5C	ANKS1B	cluster2
KIF5C	ATL1	cluster2
KIF5C	DLGAP1	cluster2
HSPA12A	KIF5C	cluster2
KIF5C	CDH10	cluster2
KIF5C	CTNNA2	cluster2
KIF5C	LMO7	cluster2
KIF5C	STXBP5	cluster2
HACE1	KIF5C	cluster2
RNF144A	DMD	cluster2
DMD	GRIA2	cluster2
DMD	ADAM11	cluster2
DMD	CDC42BPA	cluster2
DMD	FAM171A1	cluster2
DMD	SLC12A2	cluster2
DMD	PRKACB	cluster2
DMD	RAB15	cluster2
DMD	CTTN	cluster2
DMD	CNTNAP1	cluster2
DMD	ATL1	cluster2
HSPA12A	DMD	cluster2
RNF144A	HOMER1	cluster2
HOMER1	KALRN	cluster2
HOMER1	NAPG	cluster2
HOMER1	GRIA2	cluster2
HOMER1	ADAM11	cluster2
HOMER1	DCLK1	cluster2
HOMER1	CDC42BPA	cluster2
HOMER1	FAM171A1	cluster2
HOMER1	RANBP9	cluster2
HOMER1	SLC12A2	cluster2
HOMER1	SYT7	cluster2
HOMER1	PRKACB	cluster2
HOMER1	RAB15	cluster2
HOMER1	CNTNAP1	cluster2
HOMER1	KIAA1045	cluster2
HOMER1	ANKS1B	cluster2
HOMER1	ATL1	cluster2
HOMER1	DLGAP1	cluster2
HOMER1	CTNNA2	cluster2
HOMER1	LMO7	cluster2
HOMER1	STXBP5	cluster2
HACE1	HOMER1	cluster2
RNF144A	KALRN	cluster2
RNF144A	NAPG	cluster2
RNF144A	GRIA2	cluster2
RNF144A	ADAM11	cluster2
RNF144A	DCLK1	cluster2
RNF144A	CDC42BPA	cluster2
RNF144A	FAM171A1	cluster2
RNF144A	RANBP9	cluster2
RNF144A	SLC12A2	cluster2
RNF144A	SYT7	cluster2
RNF144A	PRKACB	cluster2
RNF144A	RAB15	cluster2
RNF144A	CTTN	cluster2
RNF144A	CNTNAP1	cluster2
RNF144A	KIAA1045	cluster2
RNF144A	ANKS1B	cluster2
RNF144A	ATL1	cluster2
RNF144A	DLGAP1	cluster2
RNF144A	HSPA12A	cluster2
RNF144A	CTNNA2	cluster2
RNF144A	LMO7	cluster2
RNF144A	STXBP5	cluster2
RNF144A	HACE1	cluster2
KALRN	NAPG	cluster2
KALRN	GRIA2	cluster2
KALRN	ADAM11	cluster2
KALRN	DCLK1	cluster2
KALRN	CDC42BPA	cluster2
KALRN	FAM171A1	cluster2
KALRN	RANBP9	cluster2
KALRN	SLC12A2	cluster2
KALRN	SYT7	cluster2
KALRN	PRKACB	cluster2
KALRN	RAB15	cluster2
KALRN	CNTNAP1	cluster2
KALRN	KIAA1045	cluster2
KALRN	ANKS1B	cluster2
KALRN	ATL1	cluster2
KALRN	DLGAP1	cluster2
HSPA12A	KALRN	cluster2
KALRN	CDH10	cluster2
KALRN	CTNNA2	cluster2
KALRN	LMO7	cluster2
KALRN	STXBP5	cluster2
HACE1	KALRN	cluster2
NAPG	GRIA2	cluster2
NAPG	ADAM11	cluster2
NAPG	CDC42BPA	cluster2
NAPG	FAM171A1	cluster2
NAPG	SYT7	cluster2
NAPG	PRKACB	cluster2
NAPG	RAB15	cluster2
NAPG	CNTNAP1	cluster2
NAPG	KIAA1045	cluster2
NAPG	ANKS1B	cluster2
NAPG	ATL1	cluster2
NAPG	DLGAP1	cluster2
NAPG	CTNNA2	cluster2
NAPG	LMO7	cluster2
NAPG	STXBP5	cluster2
HACE1	NAPG	cluster2
GRM3	FAM171A1	cluster2
GRM3	CTTN	cluster2
GRM3	ATL1	cluster2
GRIA2	ADAM11	cluster2
GRIA2	DCLK1	cluster2
GRIA2	CDC42BPA	cluster2
GRIA2	FAM171A1	cluster2
GRIA2	RANBP9	cluster2
GRIA2	SLC12A2	cluster2
GRIA2	SYT7	cluster2
GRIA2	PRKACB	cluster2
GRIA2	RAB15	cluster2
GRIA2	CTTN	cluster2
GRIA2	CNTNAP1	cluster2
GRIA2	ANKS1B	cluster2
GRIA2	ATL1	cluster2
GRIA2	DLGAP1	cluster2
HSPA12A	GRIA2	cluster2
GRIA2	CDH10	cluster2
GRIA2	CTNNA2	cluster2
GRIA2	LMO7	cluster2
GRIA2	STXBP5	cluster2
HACE1	GRIA2	cluster2
ADAM11	DCLK1	cluster2
ADAM11	CDC42BPA	cluster2
ADAM11	FAM171A1	cluster2
ADAM11	RANBP9	cluster2
ADAM11	SLC12A2	cluster2
ADAM11	SYT7	cluster2
ADAM11	PRKACB	cluster2
ADAM11	RAB15	cluster2
ADAM11	CTTN	cluster2
ADAM11	CNTNAP1	cluster2
ADAM11	KIAA1045	cluster2
ADAM11	ANKS1B	cluster2
ADAM11	ATL1	cluster2
ADAM11	DLGAP1	cluster2
HSPA12A	ADAM11	cluster2
ADAM11	CTNNA2	cluster2
ADAM11	LMO7	cluster2
ADAM11	STXBP5	cluster2
HACE1	ADAM11	cluster2
DCLK1	CDC42BPA	cluster2
DCLK1	FAM171A1	cluster2
DCLK1	RANBP9	cluster2
DCLK1	SLC12A2	cluster2
DCLK1	SYT7	cluster2
DCLK1	PRKACB	cluster2
DCLK1	RAB15	cluster2
DCLK1	CNTNAP1	cluster2
DCLK1	ANKS1B	cluster2
DCLK1	ATL1	cluster2
DCLK1	DLGAP1	cluster2
DCLK1	CTNNA2	cluster2
DCLK1	LMO7	cluster2
DCLK1	STXBP5	cluster2
HACE1	DCLK1	cluster2
CDC42BPA	FAM171A1	cluster2
CDC42BPA	RANBP9	cluster2
CDC42BPA	SLC12A2	cluster2
CDC42BPA	SYT7	cluster2
CDC42BPA	PRKACB	cluster2
CDC42BPA	RAB15	cluster2
CDC42BPA	CTTN	cluster2
CDC42BPA	CNTNAP1	cluster2
CDC42BPA	ANKS1B	cluster2
CDC42BPA	ATL1	cluster2
CDC42BPA	DLGAP1	cluster2
HSPA12A	CDC42BPA	cluster2
CDC42BPA	CTNNA2	cluster2
CDC42BPA	LMO7	cluster2
CDC42BPA	STXBP5	cluster2
HACE1	CDC42BPA	cluster2
FAM171A1	RANBP9	cluster2
FAM171A1	SLC12A2	cluster2
FAM171A1	SYT7	cluster2
FAM171A1	PRKACB	cluster2
FAM171A1	RAB15	cluster2
FAM171A1	CTTN	cluster2
FAM171A1	CNTNAP1	cluster2
FAM171A1	ANKS1B	cluster2
FAM171A1	ATL1	cluster2
FAM171A1	DLGAP1	cluster2
HSPA12A	FAM171A1	cluster2
FAM171A1	CTNNA2	cluster2
FAM171A1	LMO7	cluster2
FAM171A1	STXBP5	cluster2
HACE1	FAM171A1	cluster2
CRIP2	INF2	cluster2
CRIP2	GUK1	cluster2
RANBP9	SYT7	cluster2
RANBP9	PRKACB	cluster2
RANBP9	RAB15	cluster2
RANBP9	CNTNAP1	cluster2
RANBP9	KIAA1045	cluster2
RANBP9	ANKS1B	cluster2
RANBP9	ATL1	cluster2
RANBP9	DLGAP1	cluster2
RANBP9	CTNNA2	cluster2
RANBP9	LMO7	cluster2
RANBP9	STXBP5	cluster2
HACE1	RANBP9	cluster2
SLC12A2	SYT7	cluster2
SLC12A2	PRKACB	cluster2
SLC12A2	RAB15	cluster2
SLC12A2	CTTN	cluster2
SLC12A2	CNTNAP1	cluster2
SLC12A2	KIAA1045	cluster2
SLC12A2	ATL1	cluster2
SLC12A2	DLGAP1	cluster2
HSPA12A	SLC12A2	cluster2
SLC12A2	LMO7	cluster2
SLC12A2	STXBP5	cluster2
HACE1	SLC12A2	cluster2
SYT7	PRKACB	cluster2
SYT7	RAB15	cluster2
SYT7	CNTNAP1	cluster2
SYT7	KIAA1045	cluster2
SYT7	ANKS1B	cluster2
SYT7	ATL1	cluster2
SYT7	DLGAP1	cluster2
SYT7	CTNNA2	cluster2
SYT7	LMO7	cluster2
SYT7	STXBP5	cluster2
HACE1	SYT7	cluster2
PRKACB	RAB15	cluster2
PRKACB	CTTN	cluster2
PRKACB	CNTNAP1	cluster2
PRKACB	ANKS1B	cluster2
PRKACB	ATL1	cluster2
PRKACB	DLGAP1	cluster2
HSPA12A	PRKACB	cluster2
PRKACB	CTNNA2	cluster2
PRKACB	LMO7	cluster2
PRKACB	STXBP5	cluster2
HACE1	PRKACB	cluster2
RAB15	CTTN	cluster2
RAB15	CNTNAP1	cluster2
RAB15	KIAA1045	cluster2
RAB15	ANKS1B	cluster2
RAB15	ATL1	cluster2
RAB15	DLGAP1	cluster2
HSPA12A	RAB15	cluster2
RAB15	CTNNA2	cluster2
RAB15	LMO7	cluster2
RAB15	STXBP5	cluster2
HACE1	RAB15	cluster2
CTTN	CNTNAP1	cluster2
CTTN	ATL1	cluster2
HSPA12A	CTTN	cluster2
CNTNAP1	KIAA1045	cluster2
CNTNAP1	ANKS1B	cluster2
CNTNAP1	ATL1	cluster2
CNTNAP1	DLGAP1	cluster2
HSPA12A	CNTNAP1	cluster2
CNTNAP1	CTNNA2	cluster2
CNTNAP1	LMO7	cluster2
CNTNAP1	STXBP5	cluster2
HACE1	CNTNAP1	cluster2
PDE1A	INF2	cluster2
PDE1A	GUK1	cluster2
KIAA1045	ATL1	cluster2
KIAA1045	STXBP5	cluster2
HACE1	KIAA1045	cluster2
ANKS1B	ATL1	cluster2
ANKS1B	DLGAP1	cluster2
ANKS1B	CTNNA2	cluster2
ANKS1B	LMO7	cluster2
ANKS1B	STXBP5	cluster2
HACE1	ANKS1B	cluster2
ATL1	DLGAP1	cluster2
HSPA12A	ATL1	cluster2
ATL1	CDH10	cluster2
ATL1	CTNNA2	cluster2
ATL1	LMO7	cluster2
ATL1	STXBP5	cluster2
HACE1	ATL1	cluster2
DLGAP1	CDH10	cluster2
DLGAP1	CTNNA2	cluster2
DLGAP1	LMO7	cluster2
DLGAP1	STXBP5	cluster2
HACE1	DLGAP1	cluster2
CDH10	STXBP5	cluster2
HACE1	CDH10	cluster2
CTNNA2	STXBP5	cluster2
HACE1	CTNNA2	cluster2
LMO7	STXBP5	cluster2
HACE1	LMO7	cluster2
HACE1	STXBP5	cluster2
CALM2	KPNA1	cluster3
CALM2	PPIA	cluster3
FBXO9	CALM2	cluster3
CALM2	RTN4	cluster3
CALM2	RAC1	cluster3
CALM2	GDI1	cluster3
CALM2	NRGN	cluster3
CALM2	NAPA	cluster3
CALM2	SNAP25	cluster3
CALM2	NDUFB8	cluster3
CALM2	TOLLIP	cluster3
CALM2	TUBA1B	cluster3
CALM2	NRN1	cluster3
CALM2	ARC	cluster3
CALM2	YWHAB	cluster3
CALM2	CFL1	cluster3
CALM2	DSTN	cluster3
CALM2	SNX3	cluster3
CALM2	GLS	cluster3
CALM2	ABI2	cluster3
CALM2	RPS14	cluster3
PEBP1	KPNA1	cluster3
PEBP1	PPIA	cluster3
PEBP1	RPL31	cluster3
PEBP1	NRCAM	cluster3
PEBP1	MDH1	cluster3
FBXO9	PEBP1	cluster3
PEBP1	TOMM20	cluster3
PEBP1	RTN4	cluster3
PEBP1	GAP43	cluster3
PEBP1	NFASC	cluster3
PEBP1	RAC1	cluster3
PEBP1	RPL7	cluster3
PEBP1	RAP1GAP	cluster3
PEBP1	SYNJ1	cluster3
PEBP1	DYNLRB1	cluster3
PEBP1	GDI1	cluster3
PEBP1	ARHGEF7	cluster3
PEBP1	THY1	cluster3
FBXW7	PEBP1	cluster3
PEBP1	YWHAH	cluster3
PEBP1	NAPA	cluster3
PEBP1	SNAP25	cluster3
PEBP1	NDUFB8	cluster3
PEBP1	DPYSL2	cluster3
PEBP1	TPT1	cluster3
PEBP1	YWHAZ	cluster3
PEBP1	SIRPA	cluster3
PEBP1	GNG3	cluster3
PEBP1	TUBA1B	cluster3
PEBP1	SCN3A	cluster3
PEBP1	HIGD1A	cluster3
PEBP1	CALM1	cluster3
PEBP1	YWHAB	cluster3
PEBP1	CFL1	cluster3
PEBP1	DSTN	cluster3
NAP1L1	PEBP1	cluster3
PEBP1	GLS	cluster3
PEBP1	ABI2	cluster3
PEBP1	RPS14	cluster3
PEBP1	EPHA4	cluster3
PEBP1	CACNA1A	cluster3
UBE3A	PEBP1	cluster3
KPNA1	LYNX1	cluster3
KPNA1	PDK3	cluster3
KPNA1	NRCAM	cluster3
KPNA1	MDH1	cluster3
FBXO9	KPNA1	cluster3
KPNA1	TOMM20	cluster3
KPNA1	RTN4	cluster3
KPNA1	GAP43	cluster3
KPNA1	NFASC	cluster3
KPNA1	RPL7	cluster3
KPNA1	RAP1GAP	cluster3
KPNA1	SYNJ1	cluster3
KPNA1	DYNLRB1	cluster3
KPNA1	GDI1	cluster3
KPNA1	ARHGEF7	cluster3
KPNA1	THY1	cluster3
FBXW7	KPNA1	cluster3
KPNA1	YWHAH	cluster3
KPNA1	NAPA	cluster3
KPNA1	SNAP25	cluster3
KPNA1	NDUFB8	cluster3
KPNA1	DPYSL2	cluster3
KPNA1	TPT1	cluster3
KPNA1	YWHAZ	cluster3
KPNA1	SIRPA	cluster3
KPNA1	GNG3	cluster3
KPNA1	TOLLIP	cluster3
KPNA1	SCN3A	cluster3
KPNA1	HIGD1A	cluster3
KPNA1	CALM1	cluster3
KPNA1	YWHAB	cluster3
KPNA1	DSTN	cluster3
NAP1L1	KPNA1	cluster3
KPNA1	GLS	cluster3
KPNA1	ABI2	cluster3
KPNA1	RPS14	cluster3
KPNA1	EPHA4	cluster3
KPNA1	CACNA1A	cluster3
UBE3A	KPNA1	cluster3
PPIA	MDH1	cluster3
FBXO9	PPIA	cluster3
PPIA	TOMM20	cluster3
PPIA	RTN4	cluster3
PPIA	RAC1	cluster3
PPIA	RPL7	cluster3
PPIA	SYNJ1	cluster3
PPIA	DYNLRB1	cluster3
PPIA	GDI1	cluster3
PPIA	ARHGEF7	cluster3
PPIA	THY1	cluster3
PPIA	ACTB	cluster3
PPIA	YWHAH	cluster3
PPIA	NAPA	cluster3
PPIA	SNAP25	cluster3
PPIA	NDUFB8	cluster3
PPIA	DPYSL2	cluster3
PPIA	TPT1	cluster3
PPIA	YWHAZ	cluster3
PPIA	GNG3	cluster3
PPIA	TUBA1B	cluster3
PPIA	HIGD1A	cluster3
PPIA	NRN1	cluster3
PPIA	CALM1	cluster3
PPIA	PDP1	cluster3
PPIA	YWHAB	cluster3
PPIA	CFL1	cluster3
PPIA	DSTN	cluster3
PPIA	SNX3	cluster3
NAP1L1	PPIA	cluster3
PPIA	GLS	cluster3
PPIA	RPS14	cluster3
LYNX1	PDK3	cluster3
LYNX1	NRCAM	cluster3
FBXO9	LYNX1	cluster3
LYNX1	SNAP25	cluster3
LYNX1	HIGD1A	cluster3
RPL31	NRCAM	cluster3
RPL31	MDH1	cluster3
FBXO9	RPL31	cluster3
RPL31	TOMM20	cluster3
RPL31	RTN4	cluster3
RPL31	GAP43	cluster3
RPL31	NFASC	cluster3
RPL31	RPL7	cluster3
RPL31	RAP1GAP	cluster3
RPL31	SYNJ1	cluster3
RPL31	DYNLRB1	cluster3
RPL31	ARHGEF7	cluster3
RPL31	THY1	cluster3
RPL31	YWHAH	cluster3
RPL31	NAPA	cluster3
RPL31	SNAP25	cluster3
RPL31	NDUFB8	cluster3
RPL31	DPYSL2	cluster3
RPL31	TPT1	cluster3
RPL31	YWHAZ	cluster3
RPL31	SIRPA	cluster3
RPL31	GNG3	cluster3
RPL31	SCN3A	cluster3
RPL31	HIGD1A	cluster3
RPL31	CALM1	cluster3
RPL31	YWHAB	cluster3
RPL31	DSTN	cluster3
NAP1L1	RPL31	cluster3
RPL31	GLS	cluster3
RPL31	ABI2	cluster3
RPL31	RPS14	cluster3
UBE3A	RPL31	cluster3
PDK3	NRCAM	cluster3
PDK3	SNAP25	cluster3
PDK3	NDUFB8	cluster3
PDK3	HIGD1A	cluster3
PDK3	GLS	cluster3
PDK3	ABI2	cluster3
PDK3	LIN7A	cluster3
NRCAM	MDH1	cluster3
FBXO9	NRCAM	cluster3
NRCAM	TOMM20	cluster3
NRCAM	RTN4	cluster3
NRCAM	GAP43	cluster3
NRCAM	NFASC	cluster3
NRCAM	RPL7	cluster3
NRCAM	RAP1GAP	cluster3
NRCAM	SYNJ1	cluster3
NRCAM	DYNLRB1	cluster3
NRCAM	GDI1	cluster3
NRCAM	ARHGEF7	cluster3
NRCAM	THY1	cluster3
FBXW7	NRCAM	cluster3
NRCAM	YWHAH	cluster3
NRCAM	NAPA	cluster3
NRCAM	SNAP25	cluster3
NRCAM	NDUFB8	cluster3
NRCAM	DPYSL2	cluster3
NRCAM	TPT1	cluster3
NRCAM	YWHAZ	cluster3
NRCAM	SIRPA	cluster3
NRCAM	GNG3	cluster3
NRCAM	SCN3A	cluster3
NRCAM	HIGD1A	cluster3
NRCAM	CALM1	cluster3
NRCAM	YWHAB	cluster3
NAP1L1	NRCAM	cluster3
NRCAM	GLS	cluster3
NRCAM	ABI2	cluster3
NRCAM	RPS14	cluster3
NRCAM	EPHA4	cluster3
NRCAM	CACNA1A	cluster3
UBE3A	NRCAM	cluster3
FBXO9	MDH1	cluster3
MDH1	TOMM20	cluster3
MDH1	RTN4	cluster3
MDH1	GAP43	cluster3
MDH1	NFASC	cluster3
MDH1	RAC1	cluster3
MDH1	RPL7	cluster3
MDH1	RAP1GAP	cluster3
MDH1	SYNJ1	cluster3
MDH1	DYNLRB1	cluster3
MDH1	GDI1	cluster3
MDH1	ARHGEF7	cluster3
MDH1	THY1	cluster3
FBXW7	MDH1	cluster3
MDH1	YWHAH	cluster3
MDH1	NAPA	cluster3
MDH1	SNAP25	cluster3
MDH1	NDUFB8	cluster3
MDH1	DPYSL2	cluster3
MDH1	TPT1	cluster3
MDH1	YWHAZ	cluster3
MDH1	SIRPA	cluster3
MDH1	GNG3	cluster3
MDH1	SCN3A	cluster3
MDH1	HIGD1A	cluster3
MDH1	CALM1	cluster3
MDH1	YWHAB	cluster3
MDH1	DSTN	cluster3
NAP1L1	MDH1	cluster3
MDH1	GLS	cluster3
MDH1	ABI2	cluster3
MDH1	RPS14	cluster3
MDH1	EPHA4	cluster3
MDH1	CACNA1A	cluster3
UBE3A	MDH1	cluster3
FBXO9	TOMM20	cluster3
FBXO9	RTN4	cluster3
FBXO9	GAP43	cluster3
FBXO9	NFASC	cluster3
FBXO9	RPL7	cluster3
FBXO9	RAP1GAP	cluster3
FBXO9	SYNJ1	cluster3
FBXO9	DYNLRB1	cluster3
FBXO9	GDI1	cluster3
FBXO9	ARHGEF7	cluster3
FBXO9	THY1	cluster3
FBXO9	FBXW7	cluster3
FBXO9	YWHAH	cluster3
FBXO9	NAPA	cluster3
FBXO9	SNAP25	cluster3
FBXO9	NDUFB8	cluster3
FBXO9	DPYSL2	cluster3
FBXO9	TPT1	cluster3
FBXO9	YWHAZ	cluster3
FBXO9	SIRPA	cluster3
FBXO9	GNG3	cluster3
FBXO9	SCN3A	cluster3
FBXO9	HIGD1A	cluster3
FBXO9	CALM1	cluster3
FBXO9	YWHAB	cluster3
FBXO9	DSTN	cluster3
FBXO9	NAP1L1	cluster3
FBXO9	GLS	cluster3
FBXO9	ABI2	cluster3
FBXO9	RPS14	cluster3
FBXO9	EPHA4	cluster3
FBXO9	CACNA1A	cluster3
FBXO9	UBE3A	cluster3
TOMM20	RTN4	cluster3
TOMM20	GAP43	cluster3
TOMM20	NFASC	cluster3
TOMM20	RAC1	cluster3
TOMM20	RPL7	cluster3
TOMM20	RAP1GAP	cluster3
TOMM20	SYNJ1	cluster3
TOMM20	DYNLRB1	cluster3
TOMM20	GDI1	cluster3
TOMM20	ARHGEF7	cluster3
TOMM20	THY1	cluster3
FBXW7	TOMM20	cluster3
TOMM20	YWHAH	cluster3
TOMM20	NAPA	cluster3
TOMM20	SNAP25	cluster3
TOMM20	NDUFB8	cluster3
TOMM20	DPYSL2	cluster3
TOMM20	TPT1	cluster3
TOMM20	YWHAZ	cluster3
TOMM20	SIRPA	cluster3
TOMM20	GNG3	cluster3
TOMM20	SCN3A	cluster3
TOMM20	HIGD1A	cluster3
TOMM20	CALM1	cluster3
TOMM20	YWHAB	cluster3
TOMM20	DSTN	cluster3
NAP1L1	TOMM20	cluster3
TOMM20	GLS	cluster3
TOMM20	ABI2	cluster3
TOMM20	RPS14	cluster3
TOMM20	EPHA4	cluster3
TOMM20	CACNA1A	cluster3
UBE3A	TOMM20	cluster3
RTN4	GAP43	cluster3
RTN4	NFASC	cluster3
RTN4	RAC1	cluster3
RTN4	RPL7	cluster3
RTN4	RAP1GAP	cluster3
RTN4	SYNJ1	cluster3
RTN4	DYNLRB1	cluster3
RTN4	GDI1	cluster3
RTN4	ARHGEF7	cluster3
RTN4	THY1	cluster3
FBXW7	RTN4	cluster3
RTN4	YWHAH	cluster3
RTN4	NAPA	cluster3
RTN4	SNAP25	cluster3
RTN4	NDUFB8	cluster3
RTN4	DPYSL2	cluster3
RTN4	TPT1	cluster3
RTN4	YWHAZ	cluster3
RTN4	SIRPA	cluster3
RTN4	GNG3	cluster3
RTN4	SCN3A	cluster3
RTN4	HIGD1A	cluster3
RTN4	CALM1	cluster3
RTN4	YWHAB	cluster3
RTN4	DSTN	cluster3
NAP1L1	RTN4	cluster3
RTN4	GLS	cluster3
RTN4	ABI2	cluster3
RTN4	RPS14	cluster3
RTN4	EPHA4	cluster3
RTN4	CACNA1A	cluster3
UBE3A	RTN4	cluster3
GAP43	NFASC	cluster3
GAP43	RPL7	cluster3
GAP43	RAP1GAP	cluster3
GAP43	SYNJ1	cluster3
GAP43	DYNLRB1	cluster3
GAP43	GDI1	cluster3
GAP43	ARHGEF7	cluster3
GAP43	THY1	cluster3
GAP43	YWHAH	cluster3
GAP43	NAPA	cluster3
GAP43	SNAP25	cluster3
GAP43	NDUFB8	cluster3
GAP43	DPYSL2	cluster3
GAP43	TPT1	cluster3
GAP43	YWHAZ	cluster3
GAP43	SIRPA	cluster3
GAP43	GNG3	cluster3
GAP43	TOLLIP	cluster3
GAP43	SCN3A	cluster3
GAP43	HIGD1A	cluster3
GAP43	NRN1	cluster3
GAP43	CALM1	cluster3
GAP43	YWHAB	cluster3
NAP1L1	GAP43	cluster3
GAP43	GLS	cluster3
GAP43	ABI2	cluster3
GAP43	RPS14	cluster3
GAP43	CACNA1A	cluster3
GAP43	LIN7A	cluster3
UBE3A	GAP43	cluster3
NFASC	RPL7	cluster3
NFASC	RAP1GAP	cluster3
NFASC	SYNJ1	cluster3
NFASC	DYNLRB1	cluster3
NFASC	GDI1	cluster3
NFASC	ARHGEF7	cluster3
NFASC	THY1	cluster3
FBXW7	NFASC	cluster3
NFASC	YWHAH	cluster3
NFASC	NAPA	cluster3
NFASC	SNAP25	cluster3
NFASC	NDUFB8	cluster3
NFASC	DPYSL2	cluster3
NFASC	TPT1	cluster3
NFASC	YWHAZ	cluster3
NFASC	SIRPA	cluster3
NFASC	GNG3	cluster3
NFASC	SCN3A	cluster3
NFASC	HIGD1A	cluster3
NFASC	CALM1	cluster3
NFASC	YWHAB	cluster3
NFASC	DSTN	cluster3
NAP1L1	NFASC	cluster3
NFASC	GLS	cluster3
NFASC	ABI2	cluster3
NFASC	RPS14	cluster3
NFASC	EPHA4	cluster3
NFASC	CACNA1A	cluster3
UBE3A	NFASC	cluster3
RAC1	RPL7	cluster3
RAC1	SYNJ1	cluster3
RAC1	DYNLRB1	cluster3
RAC1	GDI1	cluster3
RAC1	ARHGEF7	cluster3
RAC1	THY1	cluster3
RAC1	ACTB	cluster3
RAC1	YWHAH	cluster3
RAC1	NAPA	cluster3
RAC1	SNAP25	cluster3
RAC1	NDUFB8	cluster3
RAC1	DPYSL2	cluster3
RAC1	TPT1	cluster3
RAC1	YWHAZ	cluster3
RAC1	SIRPA	cluster3
RAC1	GNG3	cluster3
RAC1	TUBA1B	cluster3
RAC1	HIGD1A	cluster3
RAC1	CALM1	cluster3
RAC1	YWHAB	cluster3
RAC1	CFL1	cluster3
RAC1	DSTN	cluster3
NAP1L1	RAC1	cluster3
RAC1	GLS	cluster3
RAC1	RPS14	cluster3
RPL7	RAP1GAP	cluster3
RPL7	SYNJ1	cluster3
RPL7	DYNLRB1	cluster3
RPL7	GDI1	cluster3
RPL7	ARHGEF7	cluster3
RPL7	THY1	cluster3
RPL7	YWHAH	cluster3
RPL7	NAPA	cluster3
RPL7	SNAP25	cluster3
RPL7	NDUFB8	cluster3
RPL7	DPYSL2	cluster3
RPL7	TPT1	cluster3
RPL7	YWHAZ	cluster3
RPL7	SIRPA	cluster3
RPL7	GNG3	cluster3
RPL7	SCN3A	cluster3
RPL7	HIGD1A	cluster3
RPL7	CALM1	cluster3
RPL7	YWHAB	cluster3
RPL7	DSTN	cluster3
NAP1L1	RPL7	cluster3
RPL7	GLS	cluster3
RPL7	ABI2	cluster3
RPL7	RPS14	cluster3
RPL7	EPHA4	cluster3
RPL7	CACNA1A	cluster3
UBE3A	RPL7	cluster3
RAP1GAP	SYNJ1	cluster3
RAP1GAP	DYNLRB1	cluster3
RAP1GAP	GDI1	cluster3
RAP1GAP	ARHGEF7	cluster3
RAP1GAP	THY1	cluster3
FBXW7	RAP1GAP	cluster3
RAP1GAP	YWHAH	cluster3
RAP1GAP	NAPA	cluster3
RAP1GAP	SNAP25	cluster3
RAP1GAP	NDUFB8	cluster3
RAP1GAP	DPYSL2	cluster3
RAP1GAP	TPT1	cluster3
RAP1GAP	YWHAZ	cluster3
RAP1GAP	SIRPA	cluster3
RAP1GAP	GNG3	cluster3
RAP1GAP	SCN3A	cluster3
RAP1GAP	HIGD1A	cluster3
