from	to	cluster
RTN4	AASDHPPT	cluster1
RTN4	ITFG1	cluster1
RTN4	RAP1GAP	cluster1
RTN4	PPP1CB	cluster1
HSP90AB1	RTN4	cluster1
RTN4	CALM1	cluster1
RTN4	LRPPRC	cluster1
RTN4	GIT2	cluster1
CCT6A	RTN4	cluster1
RTN4	GABARAPL2	cluster1
RTN4	NCAM2	cluster1
RTN4	CACNA1D	cluster1
RAN	NDUFB8	cluster1
SUPT16H	RAN	cluster1
RAN	YWHAB	cluster1
RAN	PLXNA2	cluster1
NAP1L1	RAN	cluster1
RAN	AARS	cluster1
RAN	CACNA1A	cluster1
RAN	AP2M1	cluster1
DNAJA1	RAN	cluster1
RAN	KCTD16	cluster1
RAN	PGK1	cluster1
CHORDC1	RAN	cluster1
RAN	SH3KBP1	cluster1
RAN	VSNL1	cluster1
RAN	GNAS	cluster1
RAN	SARS	cluster1
RAN	OGDHL	cluster1
BFAR	RAN	cluster1
RAN	NRXN1	cluster1
RAN	RPS3	cluster1
RAN	SLC25A3	cluster1
RAN	NDUFA4	cluster1
RAN	LANCL1	cluster1
RAN	RANBP9	cluster1
RNF6	RAN	cluster1
RAN	RPS8	cluster1
RAN	NLGN1	cluster1
RAN	ATP5B	cluster1
RAN	CYCS	cluster1
TCP1	RAN	cluster1
RAN	AASDHPPT	cluster1
RAN	ITFG1	cluster1
RAN	RAP1GAP	cluster1
RAN	PPP1CB	cluster1
RAN	ATP6V1F	cluster1
HSP90AB1	RAN	cluster1
RAN	CALM1	cluster1
RAN	PRDX2	cluster1
RAN	LRPPRC	cluster1
RAN	GIT2	cluster1
CCT6A	RAN	cluster1
RAN	GABARAPL2	cluster1
RAN	NCAM2	cluster1
RAN	CACNA1D	cluster1
DTL	RPS3	cluster1
DTL	EEF1A1	cluster1
DTL	RPS19	cluster1
DTL	RPS8	cluster1
DTL	RPS25	cluster1
SUPT16H	NDUFB8	cluster1
NDUFB8	YWHAB	cluster1
NDUFB8	PLXNA2	cluster1
NAP1L1	NDUFB8	cluster1
NDUFB8	AARS	cluster1
NDUFB8	CACNA1A	cluster1
NDUFB8	AP2M1	cluster1
DNAJA1	NDUFB8	cluster1
NDUFB8	CALM2	cluster1
NDUFB8	KCTD16	cluster1
NDUFB8	PGK1	cluster1
CHORDC1	NDUFB8	cluster1
NDUFB8	SH3KBP1	cluster1
NDUFB8	VSNL1	cluster1
NDUFB8	GNAS	cluster1
NDUFB8	SARS	cluster1
NDUFB8	OGDHL	cluster1
BFAR	NDUFB8	cluster1
NDUFB8	NRXN1	cluster1
NDUFB8	RPS3	cluster1
NDUFB8	SLC25A3	cluster1
NDUFB8	NDUFA4	cluster1
NDUFB8	LANCL1	cluster1
NDUFB8	RANBP9	cluster1
NDUFB8	RPS8	cluster1
NDUFB8	NLGN1	cluster1
NDUFB8	ATP5B	cluster1
NDUFB8	CYCS	cluster1
NDUFB8	AASDHPPT	cluster1
NDUFB8	GDF7	cluster1
NDUFB8	ITFG1	cluster1
NDUFB8	RAP1GAP	cluster1
NDUFB8	PPP1CB	cluster1
NDUFB8	ATP6V1F	cluster1
HSP90AB1	NDUFB8	cluster1
NDUFB8	CALM1	cluster1
NDUFB8	LRPPRC	cluster1
NDUFB8	GIT2	cluster1
HSPB3	NDUFB8	cluster1
NDUFB8	GABARAPL2	cluster1
NDUFB8	NCAM2	cluster1
NDUFB8	CACNA1D	cluster1
SUPT16H	YWHAB	cluster1
SUPT16H	PLXNA2	cluster1
SUPT16H	NAP1L1	cluster1
SUPT16H	AARS	cluster1
SUPT16H	CACNA1A	cluster1
SUPT16H	AP2M1	cluster1
SUPT16H	DNAJA1	cluster1
SUPT16H	KCTD16	cluster1
SUPT16H	PGK1	cluster1
SUPT16H	CHORDC1	cluster1
SUPT16H	SH3KBP1	cluster1
SUPT16H	VSNL1	cluster1
SUPT16H	GNAS	cluster1
SUPT16H	SARS	cluster1
SUPT16H	OGDHL	cluster1
SUPT16H	BFAR	cluster1
SUPT16H	NRXN1	cluster1
SUPT16H	RPS3	cluster1
SUPT16H	SLC25A3	cluster1
SUPT16H	NDUFA4	cluster1
SUPT16H	LANCL1	cluster1
SUPT16H	RANBP9	cluster1
SUPT16H	RPS8	cluster1
SUPT16H	NLGN1	cluster1
SUPT16H	ATP5B	cluster1
SUPT16H	CYCS	cluster1
SUPT16H	AASDHPPT	cluster1
SUPT16H	ITFG1	cluster1
SUPT16H	RAP1GAP	cluster1
SUPT16H	PPP1CB	cluster1
SUPT16H	HSP90AB1	cluster1
SUPT16H	CALM1	cluster1
SUPT16H	LRPPRC	cluster1
SUPT16H	GIT2	cluster1
SUPT16H	CCT6A	cluster1
SUPT16H	GABARAPL2	cluster1
SUPT16H	NCAM2	cluster1
SUPT16H	CACNA1D	cluster1
YWHAB	PLXNA2	cluster1
NAP1L1	YWHAB	cluster1
YWHAB	AARS	cluster1
YWHAB	CACNA1A	cluster1
YWHAB	AP2M1	cluster1
DNAJA1	YWHAB	cluster1
YWHAB	CALM2	cluster1
YWHAB	KCTD16	cluster1
YWHAB	PGK1	cluster1
CHORDC1	YWHAB	cluster1
YWHAB	SH3KBP1	cluster1
YWHAB	VSNL1	cluster1
YWHAB	GNAS	cluster1
YWHAB	SARS	cluster1
YWHAB	OGDHL	cluster1
BFAR	YWHAB	cluster1
YWHAB	NRXN1	cluster1
YWHAB	RPS3	cluster1
YWHAB	SLC25A3	cluster1
YWHAB	NDUFA4	cluster1
YWHAB	LANCL1	cluster1
YWHAB	RANBP9	cluster1
YWHAB	RPS8	cluster1
YWHAB	NLGN1	cluster1
YWHAB	ATP5B	cluster1
YWHAB	CYCS	cluster1
YWHAB	AASDHPPT	cluster1
YWHAB	GDF7	cluster1
YWHAB	ITFG1	cluster1
YWHAB	RAP1GAP	cluster1
YWHAB	PPP1CB	cluster1
YWHAB	ATP6V1F	cluster1
HSP90AB1	YWHAB	cluster1
YWHAB	CALM1	cluster1
YWHAB	LRPPRC	cluster1
YWHAB	GIT2	cluster1
YWHAB	GABARAPL2	cluster1
YWHAB	NCAM2	cluster1
YWHAB	CACNA1D	cluster1
DSG1	PGK1	cluster1
ODF1	DSG1	cluster1
DSG1	IPO5	cluster1
DSG1	PKLR	cluster1
DSG1	HEPACAM2	cluster1
NAP1L1	PLXNA2	cluster1
PLXNA2	CACNA1A	cluster1
PLXNA2	AP2M1	cluster1
DNAJA1	PLXNA2	cluster1
PLXNA2	KCTD16	cluster1
PLXNA2	PGK1	cluster1
CHORDC1	PLXNA2	cluster1
PLXNA2	VSNL1	cluster1
PLXNA2	GNAS	cluster1
PLXNA2	SARS	cluster1
PLXNA2	OGDHL	cluster1
PLXNA2	NRXN1	cluster1
PLXNA2	RPS3	cluster1
PLXNA2	SLC25A3	cluster1
PLXNA2	NDUFA4	cluster1
PLXNA2	RANBP9	cluster1
PLXNA2	RPS8	cluster1
PLXNA2	NLGN1	cluster1
PLXNA2	ATP5B	cluster1
PLXNA2	CYCS	cluster1
PLXNA2	AASDHPPT	cluster1
PLXNA2	ITFG1	cluster1
PLXNA2	RAP1GAP	cluster1
PLXNA2	PPP1CB	cluster1
HSP90AB1	PLXNA2	cluster1
PLXNA2	CALM1	cluster1
PLXNA2	LRPPRC	cluster1
PLXNA2	GABARAPL2	cluster1
PLXNA2	CACNA1D	cluster1
NAP1L1	AARS	cluster1
NAP1L1	CACNA1A	cluster1
NAP1L1	AP2M1	cluster1
NAP1L1	DNAJA1	cluster1
NAP1L1	KCTD16	cluster1
NAP1L1	PGK1	cluster1
NAP1L1	CHORDC1	cluster1
NAP1L1	SH3KBP1	cluster1
NAP1L1	VSNL1	cluster1
NAP1L1	GNAS	cluster1
NAP1L1	SARS	cluster1
NAP1L1	OGDHL	cluster1
NAP1L1	BFAR	cluster1
NAP1L1	NRXN1	cluster1
NAP1L1	RPS3	cluster1
NAP1L1	SLC25A3	cluster1
NAP1L1	NDUFA4	cluster1
NAP1L1	LANCL1	cluster1
NAP1L1	RANBP9	cluster1
NAP1L1	RPS8	cluster1
NAP1L1	NLGN1	cluster1
NAP1L1	ATP5B	cluster1
NAP1L1	CYCS	cluster1
NAP1L1	AASDHPPT	cluster1
NAP1L1	ITFG1	cluster1
NAP1L1	RAP1GAP	cluster1
NAP1L1	PPP1CB	cluster1
NAP1L1	HSP90AB1	cluster1
NAP1L1	CALM1	cluster1
NAP1L1	LRPPRC	cluster1
NAP1L1	GIT2	cluster1
NAP1L1	GABARAPL2	cluster1
NAP1L1	NCAM2	cluster1
NAP1L1	CACNA1D	cluster1
AARS	CACNA1A	cluster1
AARS	AP2M1	cluster1
DNAJA1	AARS	cluster1
AARS	KCTD16	cluster1
AARS	PGK1	cluster1
CHORDC1	AARS	cluster1
AARS	SH3KBP1	cluster1
AARS	VSNL1	cluster1
AARS	GNAS	cluster1
AARS	SARS	cluster1
AARS	OGDHL	cluster1
BFAR	AARS	cluster1
AARS	NRXN1	cluster1
AARS	RPS3	cluster1
AARS	SLC25A3	cluster1
AARS	NDUFA4	cluster1
AARS	LANCL1	cluster1
AARS	RANBP9	cluster1
RNF6	AARS	cluster1
AARS	RPS8	cluster1
AARS	NLGN1	cluster1
AARS	ATP5B	cluster1
AARS	CYCS	cluster1
TCP1	AARS	cluster1
AARS	AASDHPPT	cluster1
AARS	GDF7	cluster1
AARS	ITFG1	cluster1
AARS	RAP1GAP	cluster1
AARS	PPP1CB	cluster1
AARS	ATP6V1F	cluster1
HSP90AB1	AARS	cluster1
AARS	CALM1	cluster1
AARS	PRDX2	cluster1
AARS	LRPPRC	cluster1
AARS	GIT2	cluster1
CCT6A	AARS	cluster1
AARS	GABARAPL2	cluster1
AARS	NCAM2	cluster1
AARS	CACNA1D	cluster1
CACNA1A	AP2M1	cluster1
DNAJA1	CACNA1A	cluster1
CACNA1A	KCTD16	cluster1
CACNA1A	PGK1	cluster1
CHORDC1	CACNA1A	cluster1
CACNA1A	SH3KBP1	cluster1
CACNA1A	VSNL1	cluster1
CACNA1A	GNAS	cluster1
CACNA1A	SARS	cluster1
CACNA1A	OGDHL	cluster1
BFAR	CACNA1A	cluster1
CACNA1A	NRXN1	cluster1
CACNA1A	NFKBIE	cluster1
CACNA1A	RPS3	cluster1
CACNA1A	SLC25A3	cluster1
CACNA1A	NDUFA4	cluster1
CACNA1A	LANCL1	cluster1
CACNA1A	RANBP9	cluster1
CACNA1A	RPS8	cluster1
CACNA1A	NLGN1	cluster1
CACNA1A	ATP5B	cluster1
CACNA1A	CYCS	cluster1
CACNA1A	AASDHPPT	cluster1
CACNA1A	ITFG1	cluster1
CACNA1A	RAP1GAP	cluster1
CACNA1A	PPP1CB	cluster1
HSP90AB1	CACNA1A	cluster1
CACNA1A	CALM1	cluster1
CACNA1A	LRPPRC	cluster1
CACNA1A	GIT2	cluster1
CACNA1A	GABARAPL2	cluster1
CACNA1A	NCAM2	cluster1
CACNA1A	CACNA1D	cluster1
DNAJA1	AP2M1	cluster1
AP2M1	KCTD16	cluster1
AP2M1	PGK1	cluster1
CHORDC1	AP2M1	cluster1
AP2M1	SH3KBP1	cluster1
AP2M1	VSNL1	cluster1
AP2M1	GNAS	cluster1
AP2M1	SARS	cluster1
AP2M1	OGDHL	cluster1
BFAR	AP2M1	cluster1
AP2M1	NRXN1	cluster1
AP2M1	RPS3	cluster1
AP2M1	SLC25A3	cluster1
AP2M1	NDUFA4	cluster1
AP2M1	LANCL1	cluster1
AP2M1	RANBP9	cluster1
AP2M1	RPS8	cluster1
AP2M1	NLGN1	cluster1
AP2M1	ATP5B	cluster1
AP2M1	CYCS	cluster1
TCP1	AP2M1	cluster1
AP2M1	AASDHPPT	cluster1
AP2M1	GDF7	cluster1
AP2M1	ITFG1	cluster1
AP2M1	RAP1GAP	cluster1
AP2M1	PPP1CB	cluster1
AP2M1	ATP6V1F	cluster1
HSP90AB1	AP2M1	cluster1
AP2M1	CALM1	cluster1
AP2M1	PRDX2	cluster1
AP2M1	LRPPRC	cluster1
AP2M1	GIT2	cluster1
CCT6A	AP2M1	cluster1
AP2M1	GABARAPL2	cluster1
AP2M1	NCAM2	cluster1
AP2M1	CACNA1D	cluster1
DNAJA1	KCTD16	cluster1
DNAJA1	PGK1	cluster1
DNAJA1	CHORDC1	cluster1
DNAJA1	SH3KBP1	cluster1
DNAJA1	VSNL1	cluster1
DNAJA1	GNAS	cluster1
DNAJA1	SARS	cluster1
DNAJA1	OGDHL	cluster1
DNAJA1	BFAR	cluster1
DNAJA1	NRXN1	cluster1
DNAJA1	RPS3	cluster1
DNAJA1	SLC25A3	cluster1
DNAJA1	NDUFA4	cluster1
DNAJA1	LANCL1	cluster1
DNAJA1	RANBP9	cluster1
DNAJA1	RPS8	cluster1
DNAJA1	NLGN1	cluster1
DNAJA1	ATP5B	cluster1
DNAJA1	CYCS	cluster1
DNAJA1	AASDHPPT	cluster1
DNAJA1	ITFG1	cluster1
DNAJA1	RAP1GAP	cluster1
DNAJA1	PPP1CB	cluster1
DNAJA1	DAXX	cluster1
DNAJA1	HSP90AB1	cluster1
DNAJA1	CALM1	cluster1
DNAJA1	LRPPRC	cluster1
DNAJA1	GIT2	cluster1
DNAJA1	GABARAPL2	cluster1
DNAJA1	NCAM2	cluster1
DNAJA1	CACNA1D	cluster1
CALM2	SARS	cluster1
CALM2	SLC25A3	cluster1
CALM2	NDUFA4	cluster1
CALM2	CYCS	cluster1
CALM2	GDF7	cluster1
CALM2	ATP6V1F	cluster1
CALM2	LRPPRC	cluster1
KCTD16	PGK1	cluster1
CHORDC1	KCTD16	cluster1
KCTD16	GNAS	cluster1
KCTD16	SARS	cluster1
KCTD16	OGDHL	cluster1
BFAR	KCTD16	cluster1
KCTD16	NRXN1	cluster1
KCTD16	RPS3	cluster1
KCTD16	SLC25A3	cluster1
KCTD16	NDUFA4	cluster1
KCTD16	LANCL1	cluster1
KCTD16	RANBP9	cluster1
KCTD16	RPS8	cluster1
KCTD16	NLGN1	cluster1
KCTD16	ATP5B	cluster1
KCTD16	CYCS	cluster1
KCTD16	AASDHPPT	cluster1
KCTD16	ITFG1	cluster1
KCTD16	RAP1GAP	cluster1
KCTD16	PPP1CB	cluster1
HSP90AB1	KCTD16	cluster1
KCTD16	CALM1	cluster1
KCTD16	LRPPRC	cluster1
KCTD16	GIT2	cluster1
KCTD16	GABARAPL2	cluster1
KCTD16	NCAM2	cluster1
KCTD16	CACNA1D	cluster1
CHORDC1	PGK1	cluster1
PGK1	SH3KBP1	cluster1
PGK1	VSNL1	cluster1
PGK1	GNAS	cluster1
PGK1	SARS	cluster1
PGK1	OGDHL	cluster1
BFAR	PGK1	cluster1
PGK1	NRXN1	cluster1
PGK1	RPS3	cluster1
PGK1	SLC25A3	cluster1
ODF1	PGK1	cluster1
PGK1	NDUFA4	cluster1
PGK1	LANCL1	cluster1
PGK1	RANBP9	cluster1
RNF6	PGK1	cluster1
PGK1	RPS8	cluster1
PGK1	NLGN1	cluster1
PGK1	IPO5	cluster1
PGK1	ATP5B	cluster1
PGK1	CYCS	cluster1
TCP1	PGK1	cluster1
PGK1	AASDHPPT	cluster1
PGK1	ITFG1	cluster1
PGK1	RAP1GAP	cluster1
PGK1	PPP1CB	cluster1
PGK1	ATP6V1F	cluster1
HSP90AB1	PGK1	cluster1
PGK1	CALM1	cluster1
PGK1	PRDX2	cluster1
PGK1	LRPPRC	cluster1
PGK1	GIT2	cluster1
CCT6A	PGK1	cluster1
PGK1	GABARAPL2	cluster1
PGK1	NCAM2	cluster1
PGK1	CACNA1D	cluster1
CHORDC1	SH3KBP1	cluster1
CHORDC1	VSNL1	cluster1
CHORDC1	GNAS	cluster1
CHORDC1	SARS	cluster1
CHORDC1	OGDHL	cluster1
CHORDC1	BFAR	cluster1
CHORDC1	NRXN1	cluster1
CHORDC1	RPS3	cluster1
CHORDC1	SLC25A3	cluster1
CHORDC1	NDUFA4	cluster1
CHORDC1	LANCL1	cluster1
CHORDC1	RANBP9	cluster1
CHORDC1	RPS8	cluster1
CHORDC1	NLGN1	cluster1
CHORDC1	ATP5B	cluster1
CHORDC1	CYCS	cluster1
CHORDC1	AASDHPPT	cluster1
CHORDC1	ITFG1	cluster1
CHORDC1	RAP1GAP	cluster1
CHORDC1	PPP1CB	cluster1
CHORDC1	HSP90AB1	cluster1
CHORDC1	CALM1	cluster1
CHORDC1	LRPPRC	cluster1
CHORDC1	GIT2	cluster1
CHORDC1	GABARAPL2	cluster1
CHORDC1	NCAM2	cluster1
CHORDC1	CACNA1D	cluster1
SH3KBP1	GNAS	cluster1
SH3KBP1	SARS	cluster1
SH3KBP1	OGDHL	cluster1
BFAR	SH3KBP1	cluster1
SH3KBP1	RPS3	cluster1
SH3KBP1	SLC25A3	cluster1
SH3KBP1	NDUFA4	cluster1
SH3KBP1	LANCL1	cluster1
SH3KBP1	RANBP9	cluster1
SH3KBP1	RPS8	cluster1
SH3KBP1	NLGN1	cluster1
SH3KBP1	ATP5B	cluster1
SH3KBP1	CYCS	cluster1
SH3KBP1	AASDHPPT	cluster1
SH3KBP1	ITFG1	cluster1
SH3KBP1	RAP1GAP	cluster1
SH3KBP1	PPP1CB	cluster1
HSP90AB1	SH3KBP1	cluster1
SH3KBP1	CALM1	cluster1
SH3KBP1	LRPPRC	cluster1
SH3KBP1	GABARAPL2	cluster1
SH3KBP1	CACNA1D	cluster1
VSNL1	GNAS	cluster1
VSNL1	SARS	cluster1
VSNL1	OGDHL	cluster1
VSNL1	RPS3	cluster1
VSNL1	SLC25A3	cluster1
VSNL1	NDUFA4	cluster1
VSNL1	LANCL1	cluster1
VSNL1	RANBP9	cluster1
VSNL1	RPS8	cluster1
VSNL1	NLGN1	cluster1
VSNL1	ATP5B	cluster1
VSNL1	CYCS	cluster1
VSNL1	AASDHPPT	cluster1
VSNL1	ITFG1	cluster1
VSNL1	RAP1GAP	cluster1
VSNL1	PPP1CB	cluster1
HSP90AB1	VSNL1	cluster1
VSNL1	CALM1	cluster1
VSNL1	LRPPRC	cluster1
CCT6A	VSNL1	cluster1
VSNL1	GABARAPL2	cluster1
VSNL1	NCAM2	cluster1
VSNL1	CACNA1D	cluster1
GNAS	SARS	cluster1
GNAS	OGDHL	cluster1
BFAR	GNAS	cluster1
GNAS	NRXN1	cluster1
GNAS	RPS3	cluster1
GNAS	SLC25A3	cluster1
GNAS	NDUFA4	cluster1
GNAS	LANCL1	cluster1
GNAS	RANBP9	cluster1
RNF6	GNAS	cluster1
GNAS	RPS8	cluster1
GNAS	NLGN1	cluster1
GNAS	ATP5B	cluster1
GNAS	CYCS	cluster1
GNAS	AASDHPPT	cluster1
GNAS	ITFG1	cluster1
GNAS	RAP1GAP	cluster1
GNAS	PPP1CB	cluster1
GNAS	RPS25	cluster1
GNAS	ATP6V1F	cluster1
HSP90AB1	GNAS	cluster1
GNAS	CALM1	cluster1
GNAS	PRDX2	cluster1
GNAS	LRPPRC	cluster1
GNAS	GIT2	cluster1
CCT6A	GNAS	cluster1
GNAS	GABARAPL2	cluster1
GNAS	NCAM2	cluster1
GNAS	CACNA1D	cluster1
SARS	OGDHL	cluster1
BFAR	SARS	cluster1
SARS	NRXN1	cluster1
SARS	RPS3	cluster1
SARS	SLC25A3	cluster1
SARS	NDUFA4	cluster1
SARS	LANCL1	cluster1
SARS	RANBP9	cluster1
RNF6	SARS	cluster1
SARS	RPS8	cluster1
SARS	NLGN1	cluster1
SARS	IPO5	cluster1
SARS	ATP5B	cluster1
SARS	CYCS	cluster1
TCP1	SARS	cluster1
SARS	AASDHPPT	cluster1
SARS	ITFG1	cluster1
SARS	RAP1GAP	cluster1
SARS	PPP1CB	cluster1
SARS	ATP6V1F	cluster1
HSP90AB1	SARS	cluster1
SARS	CALM1	cluster1
SARS	PRDX2	cluster1
SARS	LRPPRC	cluster1
SARS	GIT2	cluster1
CCT6A	SARS	cluster1
SARS	GABARAPL2	cluster1
SARS	NCAM2	cluster1
SARS	CACNA1D	cluster1
BFAR	OGDHL	cluster1
OGDHL	NRXN1	cluster1
OGDHL	RPS3	cluster1
OGDHL	SLC25A3	cluster1
OGDHL	NDUFA4	cluster1
OGDHL	LANCL1	cluster1
OGDHL	RANBP9	cluster1
OGDHL	RPS8	cluster1
OGDHL	NLGN1	cluster1
OGDHL	ATP5B	cluster1
OGDHL	CYCS	cluster1
OGDHL	AASDHPPT	cluster1
OGDHL	ITFG1	cluster1
OGDHL	RAP1GAP	cluster1
OGDHL	PPP1CB	cluster1
HSP90AB1	OGDHL	cluster1
OGDHL	CALM1	cluster1
OGDHL	LRPPRC	cluster1
OGDHL	GIT2	cluster1
OGDHL	GABARAPL2	cluster1
OGDHL	NCAM2	cluster1
OGDHL	CACNA1D	cluster1
BFAR	NRXN1	cluster1
BFAR	RPS3	cluster1
BFAR	SLC25A3	cluster1
BFAR	NDUFA4	cluster1
BFAR	LANCL1	cluster1
BFAR	RANBP9	cluster1
BFAR	RPS8	cluster1
BFAR	NLGN1	cluster1
BFAR	ATP5B	cluster1
BFAR	CYCS	cluster1
BFAR	AASDHPPT	cluster1
BFAR	ITFG1	cluster1
BFAR	RAP1GAP	cluster1
BFAR	PPP1CB	cluster1
BFAR	HSP90AB1	cluster1
BFAR	CALM1	cluster1
BFAR	LRPPRC	cluster1
BFAR	GIT2	cluster1
BFAR	GABARAPL2	cluster1
BFAR	NCAM2	cluster1
BFAR	CACNA1D	cluster1
NRXN1	RPS3	cluster1
NRXN1	SLC25A3	cluster1
NRXN1	NDUFA4	cluster1
NRXN1	LANCL1	cluster1
NRXN1	RANBP9	cluster1
NRXN1	RPS8	cluster1
NRXN1	NLGN1	cluster1
NRXN1	ATP5B	cluster1
NRXN1	CYCS	cluster1
NRXN1	AASDHPPT	cluster1
NRXN1	ITFG1	cluster1
NRXN1	RAP1GAP	cluster1
NRXN1	PPP1CB	cluster1
HSP90AB1	NRXN1	cluster1
NRXN1	CALM1	cluster1
NRXN1	LRPPRC	cluster1
NRXN1	GABARAPL2	cluster1
NRXN1	NCAM2	cluster1
NRXN1	CACNA1D	cluster1
NFKBIE	GDF7	cluster1
RPS3	SLC25A3	cluster1
RPS3	NDUFA4	cluster1
RPS3	EEF1A1	cluster1
RPS3	LANCL1	cluster1
RPS3	RANBP9	cluster1
RPS3	RPS8	cluster1
RPS3	NLGN1	cluster1
RPS3	ATP5B	cluster1
RPS3	CYCS	cluster1
TCP1	RPS3	cluster1
RPS3	AASDHPPT	cluster1
RPS3	ITFG1	cluster1
RPS3	RAP1GAP	cluster1
RPS3	PPP1CB	cluster1
RPS3	RPS25	cluster1
HSP90AB1	RPS3	cluster1
RPS3	CALM1	cluster1
RPS3	LRPPRC	cluster1
RPS3	GIT2	cluster1
RPS3	GABARAPL2	cluster1
RPS3	NCAM2	cluster1
RPS3	CACNA1D	cluster1
ODF1	SLC25A3	cluster1
SLC25A3	NDUFA4	cluster1
SLC25A3	LANCL1	cluster1
SLC25A3	RANBP9	cluster1
SLC25A3	RPS8	cluster1
SLC25A3	NLGN1	cluster1
SLC25A3	ATP5B	cluster1
SLC25A3	CYCS	cluster1
TCP1	SLC25A3	cluster1
SLC25A3	AASDHPPT	cluster1
SLC25A3	GDF7	cluster1
SLC25A3	ITFG1	cluster1
SLC25A3	RAP1GAP	cluster1
SLC25A3	PPP1CB	cluster1
SLC25A3	ATP6V1F	cluster1
HSP90AB1	SLC25A3	cluster1
SLC25A3	CALM1	cluster1
SLC25A3	PRDX2	cluster1
SLC25A3	LRPPRC	cluster1
SLC25A3	GIT2	cluster1
CCT6A	SLC25A3	cluster1
SLC25A3	GABARAPL2	cluster1
SLC25A3	NCAM2	cluster1
SLC25A3	CACNA1D	cluster1
ODF1	ATP5B	cluster1
ODF1	PKLR	cluster1
ODF1	HEPACAM2	cluster1
ODF1	ITFG1	cluster1
ODF1	CCT6A	cluster1
NDUFA4	LANCL1	cluster1
NDUFA4	RANBP9	cluster1
RNF6	NDUFA4	cluster1
NDUFA4	RPS8	cluster1
NDUFA4	NLGN1	cluster1
NDUFA4	ATP5B	cluster1
NDUFA4	CYCS	cluster1
NDUFA4	AASDHPPT	cluster1
NDUFA4	GDF7	cluster1
NDUFA4	ITFG1	cluster1
NDUFA4	RAP1GAP	cluster1
NDUFA4	PPP1CB	cluster1
NDUFA4	RPS25	cluster1
NDUFA4	ATP6V1F	cluster1
HSP90AB1	NDUFA4	cluster1
NDUFA4	CALM1	cluster1
NDUFA4	PRDX2	cluster1
NDUFA4	LRPPRC	cluster1
NDUFA4	GIT2	cluster1
NDUFA4	GABARAPL2	cluster1
NDUFA4	NCAM2	cluster1
NDUFA4	CACNA1D	cluster1
EEF1A1	RPS19	cluster1
EEF1A1	RPS8	cluster1
EEF1A1	RPS25	cluster1
LANCL1	RANBP9	cluster1
LANCL1	RPS8	cluster1
LANCL1	NLGN1	cluster1
LANCL1	ATP5B	cluster1
LANCL1	CYCS	cluster1
LANCL1	AASDHPPT	cluster1
LANCL1	ITFG1	cluster1
LANCL1	RAP1GAP	cluster1
LANCL1	PPP1CB	cluster1
HSP90AB1	LANCL1	cluster1
LANCL1	CALM1	cluster1
LANCL1	LRPPRC	cluster1
LANCL1	GIT2	cluster1
LANCL1	GABARAPL2	cluster1
LANCL1	NCAM2	cluster1
LANCL1	CACNA1D	cluster1
RANBP9	RPS8	cluster1
RANBP9	NLGN1	cluster1
RANBP9	ATP5B	cluster1
RANBP9	CYCS	cluster1
RANBP9	AASDHPPT	cluster1
RANBP9	ITFG1	cluster1
RANBP9	RAP1GAP	cluster1
RANBP9	PPP1CB	cluster1
HSP90AB1	RANBP9	cluster1
RANBP9	CALM1	cluster1
RANBP9	LRPPRC	cluster1
RANBP9	GIT2	cluster1
CCT6A	RANBP9	cluster1
RANBP9	GABARAPL2	cluster1
RANBP9	NCAM2	cluster1
RANBP9	CACNA1D	cluster1
RNF6	ATP5B	cluster1
RNF6	CYCS	cluster1
RNF6	TCP1	cluster1
RNF6	GDF7	cluster1
RNF6	ITFG1	cluster1
RNF6	PPP1CB	cluster1
RNF6	ATP6V1F	cluster1
RNF6	HSP90AB1	cluster1
RNF6	CCT6A	cluster1
TCP1	RPS19	cluster1
RPS19	RPS25	cluster1
RPS8	NLGN1	cluster1
RPS8	ATP5B	cluster1
RPS8	CYCS	cluster1
TCP1	RPS8	cluster1
RPS8	AASDHPPT	cluster1
RPS8	ITFG1	cluster1
RPS8	RAP1GAP	cluster1
RPS8	PPP1CB	cluster1
RPS8	RPS25	cluster1
HSP90AB1	RPS8	cluster1
RPS8	CALM1	cluster1
RPS8	LRPPRC	cluster1
RPS8	GIT2	cluster1
RPS8	GABARAPL2	cluster1
RPS8	NCAM2	cluster1
RPS8	CACNA1D	cluster1
NLGN1	ATP5B	cluster1
NLGN1	CYCS	cluster1
NLGN1	AASDHPPT	cluster1
NLGN1	ITFG1	cluster1
NLGN1	RAP1GAP	cluster1
NLGN1	PPP1CB	cluster1
HSP90AB1	NLGN1	cluster1
NLGN1	CALM1	cluster1
NLGN1	LRPPRC	cluster1
NLGN1	GIT2	cluster1
NLGN1	GABARAPL2	cluster1
NLGN1	NCAM2	cluster1
NLGN1	CACNA1D	cluster1
IPO5	ITFG1	cluster1
IPO5	PPP1CB	cluster1
IPO5	LRPPRC	cluster1
CCT6A	IPO5	cluster1
ATP5B	CYCS	cluster1
TCP1	ATP5B	cluster1
ATP5B	AASDHPPT	cluster1
ATP5B	GDF7	cluster1
ATP5B	ITFG1	cluster1
ATP5B	RAP1GAP	cluster1
ATP5B	PPP1CB	cluster1
ATP5B	ATP6V1F	cluster1
HSP90AB1	ATP5B	cluster1
ATP5B	CALM1	cluster1
ATP5B	PRDX2	cluster1
ATP5B	LRPPRC	cluster1
ATP5B	GIT2	cluster1
CCT6A	ATP5B	cluster1
