	MP	GABA1	K1	K2	GABA3	GABA2
GDF9	11.328391150442476	6.651185	38.1060375	8.552516666666667	10.328716666666667	8.5808
KCNN4	26.4612037037037	26.4358	3.2266	111.2757	0.0	2.3413
SGK1	84.43101731707321	368.3285645833334	98.43899142857141	103.66644	42.95525	189.6632727272727
IPMK	61.97035454545451	84.24395833333334	35.27788181818182	77.96738181818182	120.76422	151.04536666666667
IKBKG	10.763949295774646	21.7579125	8.683614285714283	3.2087	60.9751	3.788
UST	74.86944303797469	0.0	39.25694166666667	86.78021428571428	57.95885	88.66332941176469
FGG	0.0	0.0	0.0	0.0	0.0	0.0
KRT32	37.98865	0.0	0.0	0.0	0.0	0.0
ELK4	66.13260357142856	171.64477692307693	78.48389583333334	69.33682666666665	71.965725	67.76437222222222
RNF26	36.08836810344829	36.285425	39.562947058823525	12.9469	90.49486666666667	42.63408571428572
IPCEF1	85.17590265957448	0.9298500000000001	253.61900350877195	251.07255357142853	190.16022307692307	183.27160930232557
KLF12	118.36653437013999	112.68184736842103	104.35780545454547	105.76099999999998	134.28920999999997	167.65313571428564
FARS2	35.23655583333334	107.11377142857143	50.94167333333334	89.6245888888889	14.071766666666667	134.82698333333335
RPL3	70.87503913894324	209.58222500000002	86.04836399999998	87.30560333333332	71.356725	122.39580454545454
CPVL	18.03166026490066	0.0	8.436475000000002	17.175766666666664	0.0	0.0
ERP44	103.6849753816794	186.35528387096772	113.79126470588234	110.40789999999997	54.341645454545464	157.28041142857148
FOXI3	0.0	0.0	0.0	0.0	0.0	0.0
RNF128	71.22764545454544	46.87723333333333	112.9277	99.69705	0.0	76.5958
LHX2	16.20365	0.0	0.0	0.0	0.0	14.7145
SUCLG2	47.69298676470586	203.8926	48.42010833333334	52.85885384615384	0.0	4.3229
SPAM1	6.9609125	0.0	1.7469000000000001	0.0	123.7974	0.0
AGMO	24.1816	0.0	0.0	0.0	1.8817	0.0
MFAP3L	113.60118302207133	79.67231764705882	90.8112696969697	119.09050000000002	286.4127	55.869025
GC	6.4396	0.0	0.0	0.0	0.0	0.0
CCDC8	60.871199999999995	1.087	0.0	0.0	0.0	0.0
CCDC91	145.46507094703054	244.26791621621624	137.1922068965517	132.0572117647059	91.2874875	152.03808787878785
CLN3	37.86017252747251	102.3973	60.178815384615376	36.56921818181819	18.293499999999998	21.48497142857143
GPRIN2	40.964673636363635	246.9484	56.926307407407414	71.81736363636364	22.4469	52.650042857142864
AGT	57.58479518072288	4.93855	20.761100000000003	5.7234	1.8817	0.0
NEU3	40.790338235294115	0.0	72.5861	0.0	0.0	0.0
ENPP7	10.288033333333333	0.0	0.0	0.0	0.0	0.0
SLC10A4	54.129756521739125	325.9285690476192	92.69510000000001	41.93405	113.6853	27.771900000000002
CSNK1E	3.3561916666666662	3.998083333333333	4.6086	4.74488	2.60145	3.3377499999999998
LHX5	0.0	0.0	0.0	0.0	16.128500000000003	12.4748
NIPAL4	22.0382	0.8837	2.53985	16.3229	0.0	61.9683
AGK	71.15299122055679	94.29814827586209	60.39846923076924	95.95655500000001	94.91951874999998	109.44193529411764
RHBG	14.101693333333335	2.5193	1.1573	5.6225	0.0	1.52515
KRT80	1.7019	0.0	0.0	0.0	0.0	70.8771
MSR1	24.080650000000002	0.0	2.4039	0.0	3.989	0.0
BPIFB2	0.0	0.0	0.0	0.0	0.0	0.0
LIPH	18.849041463414633	5.4923	5.493639999999999	17.02635	136.14825	14.6728
HCRTR1	13.518	152.1778	0.0	2.9588	35.3707	0.0
METTL17	86.1337439461884	89.83124705882352	125.31037073170731	81.81438095238094	76.50671249999999	113.19694482758621
BROX	109.80437684824902	159.90788387096777	153.82960217391306	110.01370312499996	106.57213333333334	182.55236785714283
BYSL	46.76061600000001	105.52907499999999	88.31133333333332	36.417825	2.9307	65.158
NT5DC1	82.06094056399127	102.56690952380953	109.48004000000003	57.48674444444445	14.911866666666668	96.23114444444444
ADRA1A	393.68751176470585	342.9461380000001	85.3127125	306.60643333333337	129.04059411764706	160.42937352941175
ACTR10	93.26952716535438	338.5935484848484	117.46322340425533	152.2796	137.5252846153846	212.5362279069768
SLC17A2	0.0	0.0	0.0	0.0	0.0	0.0
TERF1	82.13122253756259	144.8708536585366	96.82827454545455	103.67647647058823	114.14302	122.14925799999999
GPR152	0.0	0.0	0.0	0.0	0.0	0.0
IDH1	80.7382378571428	81.95579333333333	78.20344374999998	101.37869032258062	154.1741	78.82242499999997
RGMB	45.97414115226336	233.81321363636368	92.63791612903228	123.3946	35.6992090909091	45.04584347826088
CWC25	70.17660158730166	117.08133333333335	61.11476153846153	80.03817000000001	93.92817777777778	83.17078709677418
PAICS	50.78285336787563	122.455845	38.62526538461538	63.54598666666666	93.17477777777779	138.8898
KRT31	60.24322318501172	27.0335	44.731849999999994	33.3258	238.5588	2.4006
TMPRSS4	0.0	0.0	0.0	0.0	0.0	0.0
SCLY	4.8775329411764705	4.4178999999999995	6.209883333333331	3.5248999999999997	3.4745	5.41225
TTI2	48.53834181818182	61.4443	114.9714125	1.1662	92.3812	135.2168
BCS1L	58.67430447761194	55.21629285714287	63.00068823529412	67.35798333333331	32.579074999999996	71.60338260869567
IHH	0.0	0.0	0.0	0.0	0.0	0.0
EGLN1	84.5213841726619	164.84169999999997	92.09790937500001	85.032496	144.16462666666666	142.5995258064516
SBK1	47.89347272727273	73.88916153846154	26.603866666666665	87.50855	116.02345555555556	107.47278958333334
ELK1	24.134635294117643	4.9925	12.484620000000001	16.15556	7.3496	18.45558
CMPK2	47.24712007575759	54.4679	52.362541666666665	19.387175	52.6233	29.709450000000004
ATP6V1C2	34.90366734693877	20.23688333333333	12.678	43.106812500000004	38.5904	119.57765
ENO1	154.20132115677308	307.36686041666667	129.8975482142857	132.54244285714285	180.9749	194.45724468085115
SH2D4A	57.189902923976526	0.0	71.66867894736842	71.135	0.0	0.0
MARCH4	24.77308803418804	75.44523749999999	5.653616666666667	26.0501	60.55605	28.37711428571429
LMX1B	10.352544444444446	0.0	5.06975	1.2195	0.0	1.1931
RCC1	31.16125151515151	27.11195	25.23734	26.205375	62.72995	36.816833333333335
CDK15	22.036381818181816	0.0	5.8652	0.0	2.9307	0.0
SPATA2L	11.385763235294116	21.272142857142853	13.676940000000002	31.405160000000002	4.114833333333333	24.056687500000002
ZNF174	43.62627211538462	28.0841	50.075866666666656	23.23005	92.45746666666668	39.793755555555556
LRRC42	37.58527672413794	57.86433333333334	54.79573076923077	39.40182222222222	24.5575	232.45935
CHST12	23.96042259414226	20.871519999999997	35.94833571428571	19.21895	22.45228	43.1553
INHBB	41.65201679687501	25.9288	32.66534	53.06820000000001	35.0822	15.8624
NTSR1	484.85855	1.141	0.0	0.0	40.61763333333333	67.91012222222223
F2R	1.5050222222222223	143.8988296296296	1.7171	0.0	46.94423333333333	102.49909999999998
DOK7	45.557063522012584	6.5131	42.72542105263158	63.08413846153847	56.1315	14.5308
KCNJ5	1.9606	0.0	6.5182	0.0	0.0	1.0488
EFCAB3	2.0197666666666665	0.0	0.0	0.0	0.0	44.9861
LOX	58.64656999999998	125.277325	59.211025	54.5933	55.6837	68.12728
GCNT3	13.534600000000001	0.0	0.0	0.0	0.0	0.0
ASS1	40.70448461538462	67.84791111111112	52.270939999999996	53.27745	0.0	75.46100000000001
BMP10	0.0	0.0	0.0	0.0	0.0	0.0
FAM53B	16.557868085106385	0.0	36.221	23.570733333333333	0.0	23.5432
FKBP8	26.646916220735783	26.166584848484856	25.647542222222217	24.28279666666667	30.880357894736836	45.467297826086956
LANCL1	178.90745539215675	396.5888304347827	195.9912982142857	146.44234516129032	181.4519	231.9203810810811
IGSF11	77.98693529411764	108.07599230769232	12.28885	19.07025	0.0	0.0
PRKAR2B	82.6208745398773	451.3202632653063	161.28083225806455	138.986675	133.57316666666665	173.62656
SLC37A4	46.08193225806452	53.222638461538466	61.854368750000006	31.84354	16.616933333333332	60.40566666666666
SAMD7	15.491629411764704	1.2244000000000002	3.1525	2.1417	1.4249	0.0
PIP4K2A	86.94414065708415	137.25003928571428	110.48202307692307	116.53632727272729	80.8388909090909	108.59933333333335
SLC35E1	52.59210647948167	60.130752941176475	54.93847105263158	51.43305	77.26510769230768	74.77686764705882
DNAJA1	76.48854430107528	306.66857948717944	104.01171960784315	65.4034590909091	125.87927692307693	199.98320357142856
UQCRC2	104.61764075471702	301.2702948717949	171.66962653061222	133.4709827586207	190.75226153846157	154.60512666666668
TEKT2	3.88185	43.031200000000005	0.0	0.0	106.1121	0.0
CIR1	65.76657740667979	173.23258378378384	57.675270731707315	80.30408421052631	77.52013846153847	101.49742571428571
LHX9	15.691214285714286	0.0	116.5510375	72.90578333333333	0.0	0.0
GABPB2	49.30270102040817	75.83452222222222	74.85781	3.9898	40.2453	100.96604
NDUFS2	197.40531714285711	233.95585333333332	192.08616610169486	188.3923638888888	258.60745909090906	323.48392115384627
SCRN3	82.4563784482758	143.16294516129037	136.1638902439024	95.96969999999999	138.34772727272727	116.46639259259263
PSMC5	95.5780880294659	193.7433957446808	129.38744883720932	125.46322307692307	246.32104375000003	159.82185833333332
CPA5	20.49285555555555	0.0	1.3999	0.0	0.0	0.0
PLIN2	18.636516666666665	0.0	3.8516	168.3838	52.6233	45.7486
PRAMEF12	0.0	0.0	0.0	0.0	0.0	0.0
GPR151	31.799274999999998	0.0	0.0	0.0	0.0	0.0
ACAA1	212.28631540832046	100.38284705882353	188.78032075471694	185.81366296296295	229.57579166666667	185.56189999999998
TFG	156.55368668831173	187.44732857142859	141.7092315789473	159.3032	219.57505999999998	177.06508055555557
ZNF3	49.883202232142814	94.44803999999999	28.28416153846154	97.14866666666667	51.16878333333333	136.69328000000002
UGCG	98.1146131979695	146.06229722222218	96.6823612244898	154.89370357142857	144.63303125000002	186.3907680851064
VMP1	105.48090599647279	209.1735655172414	129.69901836734695	160.3069375	168.08082727272728	190.5940658536585
SLC16A11	13.886875	30.262	0.0	0.0	33.178599999999996	32.13745
SPAG4	38.6958748603352	117.70799999999998	91.16555714285712	26.32695	93.32803333333334	39.11783333333333
FBXO47	4.2600999999999996	0.0	0.0	0.0	0.0	1.9891
GPRC5C	20.20268775510204	0.0	42.8741	41.34373333333333	1.2703	1.1872
KCNK13	34.021100746268644	0.0	36.027428571428565	36.18246666666667	0.0	0.0
PLIN3	15.431591666666664	8.747950000000001	1.7171	2.7121	0.0	3.0479
COPS4	60.275989276808005	180.89316666666664	82.88620499999996	77.94557272727273	83.83064444444443	83.70521000000001
FAM98B	54.22876396103897	113.87265185185186	60.502741935483876	62.71716666666666	88.627475	109.87572800000004
SLC35G2	95.96615266666673	221.92115833333324	189.60342954545456	163.85194347826086	137.3207	149.46112142857143
SLC2A8	44.07909445783133	72.4002818181818	68.98683095238096	70.74930909090908	89.00366363636364	62.07630769230769
TANK	71.19562578313247	170.02077083333333	80.39044399999997	79.80252352941176	144.8336375	156.88728695652173
FJX1	47.198845980707404	38.65485	45.17581333333332	47.281758333333336	51.817249999999994	102.501225
MAEA	91.83452014388503	63.17295789473684	70.57315135135136	92.24218148148148	128.29840714285714	102.99854848484848
MOCS3	47.00002795698923	81.6685875	79.05330000000001	93.51703333333334	2.80815	145.36514000000003
TASP1	71.5461378082192	111.0837846153846	114.42140869565223	155.78630416666667	161.14443	112.08652903225806
ASL	57.28458069306935	37.79391428571428	50.20871875	101.32582352941176	112.19048000000001	92.70739999999999
RNF130	44.59366676300576	57.227506666666656	49.96810714285714	60.92015	75.354375	56.441860000000005
GPR39	34.230225	0.0	0.0	0.0	0.0	102.54160000000002
ZNF577	46.763496721311455	81.11052222222222	50.51940624999999	57.90523333333334	92.71468	99.29897222222222
ACD	41.528579477611956	75.828775	59.011733333333346	52.33308571428571	126.70831818181817	57.590160000000004
PLA2G15	55.459508598726096	45.96038333333333	83.42512121212123	78.64723181818181	177.91346666666666	58.61007000000001
FBXW4	49.10096614420065	70.9666	58.55688999999999	57.09497368421052	139.82421666666667	114.24550000000002
OTOL1	9.145	0.0	0.0	0.0	0.0	0.0
SERPINH1	23.78661935483871	0.7132	0.0	0.0	141.4827	0.0
GJC1	49.93586464088398	24.408775	69.06399310344828	58.829019047619056	60.2668	92.54055000000001
KCTD16	329.2896061493411	588.4026333333333	212.04455	283.0534909090909	231.52168888888895	219.69523333333336
ISLR	0.0	0.0	0.0	0.0	0.0	0.0
MBD2	61.43079438502676	67.70814999999999	54.731937500000015	71.30243529411764	153.66414999999998	101.65929230769228
ZFP1	71.42911365187712	116.96492	65.93918999999998	160.45940909090908	63.63998	121.23582666666667
KLF15	27.297308749999996	41.8849	51.653525	45.28525	146.5118	1.2906
KRT26	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD33	1.3629	0.0	0.0	16.5858	59.6397	111.1101
ZPLD1	1.8162	0.0	12.2262	0.0	0.0	0.0
MMP12	9.502645454545455	0.0	0.0	79.463	0.0	0.0
AADAT	59.60139468085112	9.49715	89.32709999999999	138.95959999999997	135.7230142857143	130.07753636363634
PHKG2	106.0488117753623	71.85973333333334	106.95244782608698	75.6499448275862	122.00909285714286	139.31112499999998
TSPYL5	63.29838111111109	114.97543703703703	72.2001761904762	69.13440000000001	100.56605714285715	187.95494090909094
ICAM1	9.229840000000001	0.0	0.0	0.0	194.5388	0.0
RRAGC	78.33892500000002	118.12178999999999	67.13671212121211	78.79756818181819	111.10822	113.71152000000004
ARRB1	67.76226086956525	63.12681739130436	60.36776562500001	80.02786500000002	116.29376666666664	110.65501999999998
OPN3	64.85344978902948	44.969260000000006	75.75075348837211	63.93426521739131	17.21248	9.678749999999999
SCG3	80.09221743970318	458.9656137254902	145.73538245614034	146.3674896551724	159.24218636363636	187.30310784313724
RBMS2	41.111882352941194	0.0	35.3269	112.05736666666667	285.9538	90.13687857142857
MMP8	0.0	0.0	0.0	0.0	0.0	0.0
HTR1A	63.84845	0.0	0.0	25.75375	16.731866666666665	27.452766666666665
RANBP3L	20.47284	3.71655	1.0948	0.0	97.20175714285713	146.82061
PYGO1	67.72216250000001	172.58745000000002	170.3435	0.0	90.9232888888889	169.3050275862069
SSBP3	20.848152097902105	43.56612	29.355207142857147	23.04498571428571	74.31364285714287	34.46324
BHMT	13.43195	0.0	0.0	0.0	0.0	1.1881
MPI	49.03565388471183	156.30752500000003	44.31637307692308	48.37968181818181	49.63986363636365	75.95871176470588
POLDIP3	51.535177973568246	79.62289999999999	51.96522631578947	59.959009090909085	226.49697999999998	65.75680526315791
FTCD	39.96128707482993	84.50407500000001	51.222375	54.3836875	28.09312857142857	67.63792666666667
VEGFC	55.73346031128404	0.0	52.440400000000004	158.2019	0.0	181.8524
SPRED3	13.177008536585369	6.675166666666667	11.754153846153846	24.6966875	15.945375	28.842008333333336
SPOCK1	844.2459321937318	1746.8893945454545	833.2833265625003	859.1575971428571	974.113745	496.0471206896552
DOK3	61.56872645739908	146.97293333333332	97.01208888888888	48.41125714285714	54.238733333333336	107.57126000000001
ALX4	7.025600000000001	0.0	0.0	0.0	0.0	0.0
VSIG8	8.726831250000002	8.309125	5.583600000000001	1.325	3.6891499999999997	12.4598
TDO2	57.7710364285714	0.0	52.27715	46.58245	110.5767	126.34405000000001
ZNF322	14.512432934131729	35.02714705882353	14.569694736842106	12.441600000000001	52.892959999999995	33.32501500000001
CYTH1	20.430803636363635	35.36221176470588	16.875047999999996	25.829333333333338	82.67708125	91.42732142857142
SLC35F1	59.26751336898403	470.0609416666667	104.69833749999998	95.90638750000001	246.24242500000005	225.17932083333338
CD5	20.072499999999998	0.0	0.0	0.0	0.0	0.0
IFIT1	67.90940149253733	253.428665	103.072552	99.59641666666664	96.71118750000002	152.57851333333335
NCEH1	130.58041986183082	84.62635499999999	193.487048	180.23751153846155	135.6297	189.12385555555556
CHST1	33.54078602362207	38.997733333333336	39.82768333333332	34.8744	65.13568333333332	46.22843333333333
PPHLN1	108.80868383838383	144.9729918918919	135.9708648148148	111.32641562499998	128.65236875000002	185.40399743589742
PAX2	3.165	0.0	0.0	0.0	0.0	1.7592
CRTAP	43.374202671755754	98.88592222222222	61.27364285714287	42.48406666666667	67.31511	92.27753793103447
SLC52A1	8.46220625	12.3282375	4.769225	4.8191	34.46025714285714	9.958977777777779
GHRHR	0.0	0.0	0.0	0.0	0.0	0.0
CYTH2	47.13385213675217	50.95097	61.45075555555555	93.61913181818183	61.46180714285714	89.68268055555556
SNX6	77.90966289156623	143.616624	95.29569743589744	77.6171761904762	107.82755000000002	108.68975416666662
COL26A1	30.50979599999999	72.19715	49.3045	136.80655000000002	9.64815	48.15336666666667
ZNF446	49.48255528846156	85.79317999999999	42.0731	70.61039000000001	45.46793333333333	55.01599
CSNK2A1	65.52708862385332	113.53381999999996	67.379075	83.70327931034485	147.73688235294117	92.94424054054056
WWOX	26.40905870020965	62.40623428571429	25.907605	48.32042380952381	38.699191666666664	37.72567692307692
SLC17A9	54.93976	3.5867	0.0	44.3815	0.0	123.0954
ST3GAL5	105.93015157545612	142.8908756756757	132.0038711864407	115.69408148148149	124.32407857142857	120.56601914893619
PRMT8	115.54373568965526	122.81131	133.74982941176472	80.97252727272728	27.55695	133.21354000000002
HYAL3	39.47172693877553	1.72075	51.55511111111111	64.39135	0.0	18.618399999999998
FAM20B	68.81794158878505	149.79891785714284	70.70627777777777	82.00220000000002	102.64672727272728	89.7898
TAPBP	66.74745159744401	54.51165405405404	64.7455195652174	65.18528387096775	79.57645	79.54052325581394
POLR1E	36.211416071428566	114.2996	29.815200000000004	30.151	20.0289	19.94315
DAZAP1	32.79428598326359	34.83366363636364	37.889604761904764	71.00461250000001	62.36648	55.54704761904763
NKAP	44.12201629629629	66.82180588235293	78.816536	44.557159999999996	92.96854	71.3501076923077
MAP2K4	118.19028715447159	200.422058974359	150.16679649122807	208.18268000000006	88.70313333333334	122.55573555555557
MEIS1	37.88450250000001	73.087	0.0	73.02895	27.7802	323.03125
PIGM	68.08552268656719	71.01619999999998	70.72787931034485	56.59775714285716	37.24495714285714	116.02083999999998
CCNE1	44.70140511627905	65.61731666666667	76.36333750000001	62.54248333333334	28.275833333333335	80.38593333333331
CCBE1	43.22260809716598	1.6444333333333334	118.59664423076923	133.6503515151515	2.66942	1.96004
MMAA	63.757279518072295	192.7130466666667	63.913992307692304	66.50497777777777	45.86584	123.73377857142857
TRIM14	46.38505714285714	27.73918333333334	36.03625	66.78518	41.30659999999999	119.80912500000002
TOX2	47.33673446969698	122.82931190476194	36.297244444444445	80.95245	76.92417692307693	87.76296875000001
RBM17	103.48619634340236	201.99991025641023	104.05987499999996	131.4684451612903	155.77413529411768	153.82679361702128
CCNE2	20.902104878048785	13.2932	6.5578	32.996985714285714	68.521	91.4606
PHF23	42.90211706349206	54.95637777777778	80.69686190476189	42.57611	101.451825	61.52331666666668
SLC38A8	19.722679999999997	13.002566666666667	32.590133333333334	54.74363999999999	5.8469	17.35528
SNX5	65.23652932692306	145.66696153846152	92.73641904761905	79.728892	181.97002000000003	60.82749999999999
AUP1	127.634368581081	161.20105405405408	155.60433709677417	188.59965135135135	189.97206249999996	161.96799791666666
OMD	51.10173157894738	0.0	123.26079999999999	48.98368000000001	143.6053	22.78924
TXNDC5	9.658774999999999	19.418	11.830666666666666	10.1221	0.0	0.0
ELK3	49.364774999999995	0.0	60.18053333333333	268.2758666666667	54.520849999999996	26.27635
FBXL14	54.24052323232325	74.15304	32.73909999999999	52.69015	2.4019500000000003	103.77805714285714
STK32B	1.7492666666666665	0.0	60.58255	0.0	7.0164	0.0
ADRB2	86.77103333333334	0.7103	163.2349	125.1096	0.0	0.0
FDPS	106.19119795158292	166.1626846153846	79.87849999999999	83.13630588235296	84.17335454545454	182.0851161290323
PDK4	31.7185	59.889199999999995	0.0	0.0	0.0	40.3966
SH2D5	50.210801941747526	141.14678571428573	37.731553846153844	153.19243846153844	169.41082857142857	91.89946
RAD23B	80.7710183471075	109.05705357142857	79.46746279069767	71.88625384615385	58.758500000000005	84.50632432432431
SDE2	61.50603780487806	207.32535555555555	47.52727	113.8200375	211.59123333333332	100.06438571428573
CRNN	0.0	0.0	0.0	0.0	0.0	0.0
PREB	62.5706633187773	60.49028888888889	86.91469545454545	66.4323625	93.52058	90.75317777777776
STAMBP	66.2954962637363	135.32345185185181	81.72235405405405	62.005843750000004	160.50173571428573	114.68159047619048
CAST	194.9937564828613	179.6381684210526	119.03317454545456	134.344128125	120.19342000000002	71.67554827586206
GAL3ST1	31.757373924731187	0.0	29.66232857142857	45.17679999999999	10.5247	0.0
GPR137	28.34633525773195	38.04600833333333	27.607803333333333	19.81985333333333	33.01508888888889	29.68827931034483
TRHR	57.203599999999994	32.9059	57.408500000000004	39.929675	0.0	70.2109
GNB5	98.6910836990595	156.3917755555555	118.5587431034483	143.64545312500005	63.3586619047619	125.03003673469391
TDG	49.06190988142295	77.98123783783784	63.16638235294119	71.39978333333332	39.52461538461538	90.42398048780491
LEF1	66.1202297979798	45.7717	80.46591627906976	84.47927600000001	134.6279235294118	105.18543333333334
POU4F2	1.6542	0.0	0.0	0.0	0.0	0.0
TIA1	225.61285158850225	205.74475531914896	257.44618620689647	210.64568461538465	317.5147099999999	293.7595907407408
WDFY2	75.09573161592499	95.15804444444444	81.34481944444445	130.9469	121.06057142857142	119.85570769230773
RUNX3	2.3052	0.0	0.0	0.0	41.0301	0.0
RMND5A	53.24342257142861	192.31789428571432	53.06787307692308	99.13444615384616	72.96145	93.27167142857145
AJAP1	40.33033054662378	136.56374285714287	53.53390322580645	77.12229333333335	80.24782	102.25456521739133
CNP	34.500646206896555	53.67853333333333	39.68405555555556	29.42385714285714	54.773900000000005	59.63441111111111
HTR3B	4.3052	0.0	0.0	2.1417	0.0	1.3489
DUS1L	55.462152287581695	96.37712499999999	80.80308421052631	69.18255500000001	77.08808823529411	81.71957931034483
FAM217A	8.4278	0.0	0.0	0.0	224.526	0.0
CPA3	0.0	0.0	0.0	0.0	0.0	0.0
TBC1D20	61.798641509433985	51.60122424242423	90.658736	93.77508148148148	79.3528	104.88710303030301
NKD2	22.05775555555556	0.0	137.8955	0.0	3.6242	0.0
LACC1	83.06640823863633	303.20691999999997	94.77228235294119	81.1681411764706	14.0329	1.8102
TMPRSS2	43.14626666666666	0.0	0.0	0.0	0.0	0.0
ABHD3	236.35793518518528	137.9898	116.82614634146343	134.54703157894735	208.91651875000002	219.94641000000001
SS18L1	236.91937584683376	109.749959375	175.35160862068966	192.2316166666666	213.1367238095239	236.67222500000008
TBX6	9.211353846153846	102.5224	0.0	0.0	17.4595	0.0
NSUN5	26.74163237704919	28.311844444444446	29.12296785714285	35.14323684210527	1.6414714285714285	35.376881250000004
HERPUD2	37.998859292035405	161.3753	69.13931851851851	37.97671363636365	34.39683749999999	59.462573076923086
PLA2G7	56.82935298013243	0.0	72.29923125000002	79.1719	89.4685	100.65215
TNFRSF11B	6.442333333333333	0.0	0.0	0.0	0.0	16.0811
TTC23	34.45686885245902	0.0	0.0	74.606925	0.0	61.84044
PCOLCE2	61.06541705426358	0.0	108.53537777777777	129.93429130434785	101.52279999999999	173.17182
ATG4C	49.58175537848607	120.12332857142857	36.891245454545455	84.0496888888889	13.345416666666667	92.95464705882353
GOT1	195.99781010558056	621.2612130434784	215.96002586206902	160.25572121212127	367.46747368421046	328.56872599999997
RTN4RL2	10.772566666666666	3.1055	42.4736	1.0785	0.0	7.1389
SLC35A5	59.23558444444448	152.32151764705884	99.175096	107.69429444444444	107.16364285714285	129.94163333333333
STAC2	43.647709883720935	45.87630000000001	34.095	53.28945	20.06783333333333	51.121199999999995
SEPHS1	50.417603383458655	129.63418636363636	51.830636000000005	53.67241111111112	32.22015	73.50956666666667
RRAGD	64.70598921933085	175.95918260869564	98.99161785714286	91.76553000000001	20.728428571428573	110.0819842105263
RGMA	12.395886046511626	3.0219	14.715236363636365	12.5046625	0.0	6.85675
BRF2	32.66137772020728	37.106875	41.961278260869555	24.95419090909091	76.94253333333333	35.21794
GPR19	64.47377314814821	103.09689999999999	77.85795652173915	172.268475	66.0919142857143	39.4618
KRT40	2.6032	0.0	60.939	0.0	0.0	0.0
NPFFR1	0.0	0.0	0.0	0.0	10.5247	0.0
FAM83A	2.50055	0.0	8.3993	3.19	0.0	0.0
ACADS	29.72459174311926	75.67884000000001	36.298814285714286	50.9143	0.0	24.3211
OPRM1	28.146763636363634	1.9945	122.00534761904765	180.16011538461538	92.98058333333331	34.93037777777777
NAGA	26.866021686746983	86.0055111111111	19.537883333333333	38.5507	0.0	74.58201999999999
SPOPL	75.82021201413423	144.85485925925926	69.88416086956522	103.35767333333335	141.05915555555555	140.53581428571428
COX10	78.24870506912443	97.49295599999999	84.95249411764706	108.00102142857145	90.08284545454546	107.28332413793102
RRP8	57.05553247422681	80.0003052631579	78.05477187499999	63.022552941176464	156.00723	87.1184
POGLUT1	92.44962690217392	116.26397857142855	98.29811621621624	115.86937647058824	217.50102499999997	84.37097333333334
PYGO2	29.374053246753256	93.35895000000001	43.33051764705882	74.84551818181818	103.85014999999999	50.6896
PLIN5	14.849371428571427	0.5998	0.0	0.0	123.7974	1.7539
ALKBH5	56.39277855822557	77.88843225806453	44.205807692307694	54.98830526315788	91.77997777777779	70.40991212121214
IL13RA1	28.80122727272727	104.27104999999999	15.95145	84.08605	1.2703	0.0
SIRT7	59.95474652173915	58.71205555555556	51.501421875	42.2178388888889	54.894225	62.421791304347835
MFSD9	50.499213274336256	106.74466153846154	69.03245000000001	62.0049375	87.51178333333333	126.93703636363635
HGD	9.057575	0.0	11.52995	15.1536	0.0	0.0
ACTR2	237.74450718390767	259.25200188679247	225.7537859375	263.5665055555555	242.25311904761898	206.70625818181819
BSDC1	76.0795072607261	96.85993243243244	55.98612083333334	58.87270714285715	108.54141764705884	65.97129000000001
CYP2C9	2.0751	0.0	0.0	0.0	0.0	0.0
PLEKHA1	130.94058798701298	233.05704888888891	145.7994020408163	107.38657741935485	103.82045714285717	165.5879844444445
SEC62	236.32883270073012	645.2619321428571	271.83636615384614	232.37063947368424	347.8231304347826	422.2967859649121
SP5	0.0	0.0	1.18065	0.0	82.4099	59.2851
MEIOB	12.274563636363638	52.9778	6.7869	12.281500000000001	181.65175	6.3973
INPP5A	82.1201162601626	37.82993333333334	114.19131724137932	129.74043793103445	108.07004	69.62560555555557
OLA1	85.28445971223023	202.6872564102563	89.11123400000001	87.61991481481482	92.28177499999998	122.30747999999998
GDF2	0.0	2.3782	0.0	0.0	0.0	0.0
SERPINI1	168.035717383821	1003.7649211538462	352.7397693548387	417.61848888888875	198.78329230769228	212.5173657142857
ARRDC1	44.111864652567995	74.69964	74.88132631578947	94.58892	32.3383	44.82841428571429
ACADSB	84.67810931558931	122.61505517241378	112.22770222222223	99.81369655172412	200.9205266666667	124.909
WWTR1	47.256912765957445	0.0	66.95393333333334	0.0	0.0	2.68025
TRAF1	28.970857936507944	164.0931	51.53403636363635	35.8274	13.9806	42.748066666666666
RHBDL3	69.12547523364482	31.900383333333338	17.194	69.7432	33.052566666666664	23.7738
PAG1	203.78244204018551	148.64728	218.36257142857139	219.06136875	292.09121666666664	250.087506
NUPL2	85.09488706563715	98.667404	75.95234418604649	85.20765937499999	176.71142857142857	143.3155416666667
NPTN	427.63179595375766	541.3938134615386	568.3392890625001	579.7477057142858	786.0990434782609	638.0392033333333
SLC10A5	47.42776615384616	54.6956	28.9657	243.641	0.0	0.0
BCKDK	43.7398282868526	87.26958235294119	38.77135416666667	51.50106999999999	18.7101	70.36456999999999
SSTR1	32.846090000000004	76.27205	90.2742	0.0	0.0	1.1881
F7	60.015285714285724	51.945949999999996	309.1487	0.0	0.0	44.99564
PNLIPRP2	39.9517	0.0	73.3724	21.243875	0.0	0.0
TSG101	72.06603897849466	145.407216	87.70541071428569	132.52628666666666	112.50447999999999	123.72420833333335
