	MP	GABA1	K1	K2	GABA3	GABA2
ADCY2	88.50876155462178	239.19448444444444	232.21585555555555	138.11169090909087	938.666	25.49397777777778
SLC4A10	253.2347016011643	427.5412290909091	347.29958906250016	460.13532222222227	339.80263199999996	523.506352542373
CEP135	65.66630696864114	102.07233333333333	71.5887909090909	87.21542727272728	48.8013	165.30635000000004
ADNP2	71.939082765531	102.22011200000001	70.20566904761904	68.29242173913043	149.99404285714283	130.23305757575758
PIK3CG	8.05496	0.7345	0.0	0.0	3.5082	3.3058666666666667
INF2	21.53538979591838	0.9514499999999999	2.1108	51.857079999999996	0.0	1.4531
USP8	187.28516199999996	158.75383947368414	200.92286065573774	287.6575766666667	180.54861333333332	234.31079199999996
ANKIB1	110.81367285464086	219.37322	167.0617125	138.1412933333333	310.1100583333333	178.13185
PLEKHG3	43.4755676923077	37.437333333333335	26.441457142857143	79.294975	117.32047499999999	70.23359999999998
CEP164	89.71966946826754	91.25156785714286	99.72317872340426	123.87571333333334	121.98811249999999	128.65129069767437
FILIP1L	13.555364912280703	1.4889	3.14315	54.223040000000005	3.942933333333334	45.469766666666665
SRGAP2	59.547753974121946	62.016085714285715	68.48926428571428	49.06977727272727	101.30987058823528	72.09407428571429
REXO1	17.01240771929825	11.161919999999999	13.871374999999999	27.153460000000003	45.85611666666666	31.37955000000001
CTC1	44.78252646048108	81.82148333333333	66.61447692307692	59.54128181818181	37.388887499999996	46.51972727272727
XPO7	74.43980175054698	112.28898928571432	73.05839117647058	88.35574285714286	99.42802727272728	101.45345000000002
SMG7	69.11760388170056	89.36068125	68.60106097560973	55.369826923076936	47.710931250000016	92.45809767441861
VWA5B1	8.056075	2.971	179.9001	0.0	2.381	0.0
MYO1E	7.4341125	90.97224999999999	20.9668	0.0	0.0	56.16225
LEPR	38.56091751824819	54.96726666666666	155.6841	74.71979999999999	69.81283333333333	110.4056
SMC1B	19.6031125	0.0	4.3793	20.7113	0.0	4.7487
MAP3K9	133.3346926517573	147.34418387096773	106.74477843137252	141.06877407407413	196.1273733333333	107.6217175
MMRN1	54.414	0.0	0.0	0.0	0.0	0.0
UBE3C	77.98042878787881	107.76764333333334	78.19964038461539	82.00485	163.68392500000002	95.08537826086958
SH3PXD2A	188.32740828488375	86.97620882352939	193.5540393442623	198.85351142857144	197.56369090909092	181.16944150943394
PIK3CB	102.01160881410267	123.78993750000002	114.51619166666667	110.29633928571427	172.70399999999995	109.17964687499999
GRIN3A	22.791643750000006	486.406943137255	92.58418571428571	138.0335	134.17734666666666	181.65262666666666
FAM83H	28.77376419753087	1.3025	39.56013333333333	19.384566666666668	0.0	0.0
TSHZ3	83.23553333333331	0.0	90.33524799999999	79.10859	43.8248	131.4946875
KANSL1	86.56040193861072	50.609047058823535	85.63702586206894	101.77226333333333	184.86326666666665	118.63027073170731
SRGAP3	156.84333271604925	215.69880000000003	168.6230125	147.72514	286.3793818181818	316.43298305084755
CDHR2	53.732375	1.14715	3.6934	26.959374999999998	0.0	4.1805
PHF2	41.945476400000025	82.76687142857142	81.15502666666664	54.516792307692306	36.87578333333334	54.61162380952381
ZNF827	101.67929751908387	111.2321347826087	88.85994468085107	73.92156000000001	496.3517	86.24923
ANKS1A	204.73709206586787	179.14058571428572	208.02048793103447	186.76063611111113	89.70558181818183	161.01774594594596
DHX34	42.56516061320755	41.06145333333333	52.166247619047624	88.76883636363635	60.758942857142856	34.051706249999995
CNTN5	232.73516294642872	167.47547804878042	217.34955333333332	248.6267838709678	33.9632	148.93376666666663
CACNA2D4	23.550756	26.5117	136.8145	129.8524	0.0	1.9891
CILP2	11.1119	0.0	86.9908	0.0	0.0	0.0
CCNB3	55.683192857142856	0.0	78.9919	22.2252	83.8055	0.0
SEMA6D	133.00861643356652	256.0092024390244	136.81551739130438	171.32320625	2.44725	174.245375
FAM120C	42.696228712871296	35.948633333333326	25.01084285714286	41.859275000000004	191.03524	56.91175555555555
KIF1C	31.462757337883968	53.07582222222223	23.076014285714287	53.66018095238095	137.12064166666664	47.99289199999999
ADNP	106.54239288389513	196.52887428571424	153.2598	150.99437826086955	199.35027368421052	234.21081860465114
PLCL1	41.36749696969697	89.07124999999999	118.58210000000001	112.612975	101.26707999999999	118.00972222222224
UBE4A	129.0332810490694	194.0635386363636	113.58282244897958	212.0051457142858	123.71470000000001	149.63267250000007
EGF	11.85784	14.917	1.2079	0.0	17.6853	84.4901
MYO1F	2.5788	0.0	0.0	5.8106	70.7414	1.9545
PPFIA4	247.22713231884066	73.32865	191.4548147540984	262.41260540540543	127.44883125	116.72245897435899
COBL	53.24033598130838	172.81224999999998	92.49616249999998	40.61636250000001	28.15445	141.7844
CRIM1	102.88793333333336	233.14167714285716	82.32125277777777	83.58990555555556	127.93825999999999	180.25667272727276
SMC5	101.38569032258071	132.7827916666666	161.39522241379308	136.01901724137932	162.66972222222225	184.1876926829268
PRG4	14.330787301587302	2.454271428571429	14.09411	8.81286	36.71726666666667	10.528
SEL1L3	54.691687234042554	203.31481428571428	83.51590625000001	71.91791666666667	281.73385	189.1788
LRIG3	42.64660000000001	0.0	7.2861	0.0	0.0	0.0
RET	149.35236175040504	15.907	39.947492	32.7442375	62.0207	7.9912166666666655
RTN4	475.81899045584044	888.3259654545457	451.5715140625	431.0583052631579	377.35880800000007	575.2036965517241
FKBP15	65.9440237244898	55.720150000000004	58.53540909090909	70.36683181818181	82.87667499999999	80.26409230769232
VWA3A	34.5329247863248	19.89815	63.11425714285714	38.6497	0.0	42.43555
KCNH3	10.77707619047619	40.814080000000004	23.092728571428573	10.010575	17.81436666666667	81.55933333333334
ANKRD52	40.15709913194446	27.134695454545454	30.297022500000015	105.66086666666666	37.519450000000006	45.47829230769231
PPP2R3A	55.75572070175439	159.6657571428571	71.30347692307693	42.39376111111111	65.93185	76.02789583333333
WDR6	58.66249150943395	30.841863636363634	90.3764	89.98081666666667	107.93310000000001	110.50875652173914
MLLT6	33.387458543417374	41.1766611111111	43.535537931034476	67.85299130434782	95.68762666666665	69.80699032258065
MCF2L	247.80455488505729	103.1769181818182	150.22050655737706	137.82946666666666	303.44543749999997	243.64242037037042
SEMA5A	94.0438	63.1658	69.25746666666667	286.88216	70.3587	43.50716666666667
AP4E1	34.405695890410996	99.98181739130435	38.833240624999995	29.569795238095246	27.912446153846155	36.59383928571429
TRIM24	60.88564631578945	91.32902499999999	53.500083999999994	45.99617142857143	49.86522500000001	120.36518333333333
HDAC4	56.72539805447473	29.615266666666667	78.51921904761905	116.18880909090909	98.4335	104.07466086956522
RTEL1	36.38288048780486	47.104825000000005	30.924400000000006	62.586005882352936	40.01383333333334	26.604383333333335
KCNH7	37.01053703703703	68.25489999999999	41.524856666666665	45.375729411764695	25.5005	77.1368
TBC1D8B	48.18745777777778	123.12198571428571	68.63495	34.1478	0.0	64.91355
AHI1	3091.173906232292	1535.2788053571428	5079.547972307692	4966.587079487179	2769.6107807692315	2867.2665050000005
DAAM1	239.9903465317921	352.21846	320.05852	306.374354054054	274.64910769230767	210.37682499999994
ABL1	42.1605334645669	87.5141	53.0910125	41.9175	52.15115	89.57718666666669
BAG6	48.45736164948455	75.800121875	71.30122432432434	50.77344705882353	79.590625	75.73112
DHX37	13.195894666666666	25.896360000000005	8.604992307692306	17.41012857142857	32.81296666666666	27.612099999999995
RABGAP1	109.64999024390242	185.43492051282053	147.71740000000003	156.3603606060606	200.75205833333328	96.56220810810811
TEX2	72.30538638392851	121.29652999999999	145.3809892857143	69.28631363636363	184.11095	70.13853571428571
TRPA1	0.0	0.7575	0.0	20.955450000000003	0.0	0.0
SLC12A1	48.87490259740261	39.5521	54.207100000000004	16.0364	8.139	0.0
KIAA0355	83.09987619808315	80.93495200000001	59.331018965517245	51.37750714285715	50.915528571428574	81.37126969696973
IQSEC3	103.28652691082802	60.46704500000002	76.12797234042553	104.47670869565216	174.76171	168.1049074074074
BNC2	35.81962000000001	0.0	0.0	1.1056	64.0257	1.8716
SMARCA1	113.39837688073392	148.94915769230772	127.80909615384616	109.5402375	175.94965454545454	145.06403499999993
TBC1D8	53.71932093023257	46.264936363636366	99.20237916666666	83.54341666666667	131.10578	111.65772307692308
SREBF1	83.56372882352937	27.39532142857143	111.29015306122449	92.60311481481482	103.23017142857144	108.59865238095236
COL28A1	53.43942605633801	103.3111	53.65628888888891	34.80048	54.08670000000001	80.38479999999998
EIF2AK3	68.4535544578313	141.98203999999998	73.42361290322579	143.78312666666665	119.03845000000001	86.02987777777778
KDM4A	38.87947075471697	36.0495	48.15366764705882	48.76000500000001	105.01639999999999	53.83884761904762
ARHGAP39	24.525906535947723	42.536835714285715	15.34055625	51.786699999999996	41.907199999999996	26.758713333333336
OGT	257.02766176046134	303.78934615384617	312.0687250000001	330.6877972222222	477.3799374999999	512.9000966101694
UBAP2L	48.60716876227898	56.056280952380945	46.253226829268286	62.9952625	61.606253333333335	75.079324
IPO7	131.12043316412854	204.7615	111.13535102040817	143.17028333333332	227.53084999999996	222.76169523809526
USP28	108.19544767441866	97.40945263157896	57.54592068965517	92.00276666666667	144.7845	93.7108736842105
USP43	30.38278243243243	0.0	35.4028	37.5119875	29.3068	4.7523
SMARCA5	86.48084711033272	223.18077837837836	112.44761698113211	136.7229033333333	151.96971333333335	85.70370888888888
MEGF11	40.034767796610176	151.4218	28.708623529411767	96.46366250000001	55.6323	0.0
EPHB2	40.62876551724138	79.91094210526317	44.719316666666664	114.55324999999999	39.200450000000004	34.55386
ITGAL	8.409741666666667	0.0	7.7529	12.661650000000002	17.6853	0.0
SUPT16H	143.52150415282392	212.65487500000003	168.0127983606557	135.73105	199.49189285714286	156.9390823529412
PHKB	99.33141156069355	58.508212500000006	147.18515306122447	207.64055000000002	82.1285	88.8545620689655
DAAM2	26.917328089887654	0.0	28.195085714285714	21.65579285714285	61.8289	28.327
COL19A1	60.11262764705879	0.0	69.18440769230769	93.69853333333333	176.62282	108.42257500000001
DIAPH2	50.29442380952381	121.30132499999998	23.631199999999996	145.66048	109.04546666666668	60.579600000000006
PDGFRB	40.88380124481329	52.65728	50.25274285714285	20.841625	37.421	47.356
TTF2	89.15996949541295	0.0	84.95130000000002	114.71515333333333	173.1968	170.32139999999995
CCDC136	317.97308335704116	151.77365800000004	715.6698169230767	729.228454054054	541.62835	97.135685
PDE3B	57.62375821917806	57.34444	92.49175333333332	34.200109090909095	108.09922857142858	172.85637500000004
POM121C	59.72938788368337	64.0751222222222	59.228687234042546	73.82191153846155	86.23785294117646	79.09500869565215
ATP9A	142.80034281345573	153.4124727272727	107.18623148148147	91.4969107142857	154.11146956521742	232.2080959183674
SFI1	61.82868615071284	31.9468875	53.376466666666694	67.27267916666666	65.16176	71.56889166666667
PDGFRA	2.0871	172.9266035714286	2.47695	0.0	0.0	37.7693
NOL6	73.45757819548871	110.89100909090908	69.3493275862069	58.60747727272728	32.469873333333325	78.25817499999998
CASR	1.17265	0.0	0.0	0.0	157.67349999999996	76.24897142857142
RBM27	74.85066824457594	93.99352000000006	102.31635600000001	67.18644166666667	156.50016153846155	131.56997741935479
HPS5	64.5977571875	81.14056666666669	88.19852368421054	117.22305	27.36635	130.02462631578948
HERC3	153.115009815951	157.3086394736842	185.71773921568638	127.68259687499999	218.98877000000002	217.20416481481485
PDZRN3	35.6365	101.57794499999999	33.17543333333333	10.89705	108.5314625	99.6656142857143
ZBTB21	98.00813024390247	166.75857714285715	94.791134375	68.96730476190476	103.75108571428572	116.98136799999995
SENP6	181.13594704097133	168.4897340909091	252.79814516129034	207.88859999999997	242.87678695652176	165.98698653846148
PLEKHA5	343.1041484978541	391.16160384615375	585.6950276923079	599.0480184210527	503.7105166666667	364.6925366666667
PEAR1	19.55176842105263	1.3468	1.3574	0.0	5.515019999999999	112.27615
BRPF3	46.616128571428575	111.31160666666668	84.91687142857143	39.376158333333336	205.68742500000002	116.46209090909093
TDRD7	58.42087566539925	115.43912499999999	63.25394	69.46824999999998	171.1194	38.493987499999996
EPHA6	44.819177352941175	80.0054	115.1213196078431	92.81220384615382	71.33125	26.192066666666665
PLCB3	28.701138888888888	70.13335000000001	14.030000000000001	20.6316	15.85275	39.7225
MYBPC2	30.156118181818183	90.877	0.0	0.0	0.0	0.0
GUCY2F	41.103449999999995	0.0	0.0	0.0	3.5082	8.9244
LIFR	167.17992926447587	375.23356078431385	224.429813559322	185.53174545454544	132.53567142857142	141.7106357142857
PAXIP1	38.63122490842488	33.21237142857142	50.74887619047618	34.76271333333334	77.1394142857143	38.47605555555557
SREBF2	64.90404884488447	92.98694615384615	93.25948541666668	75.95308214285714	98.04241363636362	106.27551111111113
NPR2	69.41193988326847	80.68893666666669	90.87836599999999	103.40620833333332	134.77996000000002	115.15675428571429
CNKSR2	108.78245890652569	96.14305789473684	194.5924942307692	132.65313199999997	171.90830555555553	189.96189565217387
DUSP27	1.5124000000000002	0.0	1.0544	0.0	0.0	0.0
PIK3CD	43.64221897810218	12.885079999999999	47.61908947368422	104.48805000000002	41.142375	1.6489999999999998
AMER1	24.97373372093023	0.0	31.749519999999997	18.85135	161.13500000000002	37.20305
PTK2	224.9074723053892	125.03076249999997	319.7389573770492	326.5379352941178	212.65508947368423	237.0188708333333
SMC6	90.80965009746585	110.21100555555556	142.4735955555556	153.44549999999998	196.13916666666665	100.30265862068967
NEMF	311.9689353448276	273.3830428571428	406.6914571428572	417.92407435897445	412.49902916666673	426.80863214285716
INTS3	66.51690445205477	53.646176666666655	116.30346909090908	91.20860000000002	64.68878125	105.52699500000001
MYT1	60.47912478134112	90.37456923076924	83.81785135135136	70.48012173913044	106.88323	80.40339285714285
SMARCC1	60.59599354005163	96.27619999999997	50.616699999999994	91.57595	112.09046923076923	125.16012083333335
RNF31	51.67406436464089	50.451741176470584	58.02456363636363	41.409727777777775	22.363349999999997	43.31305
IPO8	74.86539364548493	193.9912791666667	100.40363043478263	87.20645454545455	141.46685714285715	72.28569285714286
GLI1	10.13429	0.0	0.0	0.0	0.0	0.0
USP25	101.47188467583501	114.65480624999996	85.90875405405403	101.21303999999998	88.19133000000002	83.09294444444444
ZMIZ1	30.9821276923077	130.0374148148148	78.81887692307693	47.3659	170.9731818181818	155.3061185185185
ADCY4	13.209333333333333	0.7834	0.0	0.0	0.0	0.0
SEC24C	88.74771652470183	103.327384	91.85184117647061	68.11231515151515	79.63593684210527	106.71164864864868
UBE3B	63.19879518828447	115.22656000000002	68.21501739130436	56.61026818181818	66.77985000000001	65.99874374999999
PDZD8	104.09706953271024	125.69554827586204	111.67180606060606	106.23165999999999	114.33821250000001	139.313868
ITGA6	28.916788524590167	146.91983333333334	62.34108	81.19005999999999	71.45205	93.12747142857143
TMEM132D	32.768	167.63161749999998	139.7282	0.0	1.9945	252.03786
FMNL2	96.34578241965974	180.60740256410259	132.386831372549	106.57806000000001	270.1092095238095	246.0233166666667
RFC1	75.69886384083044	145.22910952380954	95.34296730769232	146.5011423076923	139.1416947368421	92.44427692307693
UBN1	34.460860714285715	114.29291	57.03160400000001	29.08738235294118	127.22701666666666	57.17546296296295
RANBP17	85.9552778761062	115.13603125	113.08543870967742	157.14488421052636	194.74331818181824	118.81600357142854
CCDC158	54.94867266666667	0.0	53.371839285714294	105.06334666666666	10.5247	300.7615
ANKRD28	112.60813829365075	193.57417241379312	78.32592413793103	147.02176500000002	189.98287272727276	135.03400882352938
