from	to	type
PDIA3	CAP2	chap_syn
PDIA3	CFL1	chap_syn
PDIA3	FARSB	chap_syn
PDIA3	GAD1	chap_syn
PDIA3	PEA15	chap_syn
PDIA3	REPS2	chap_syn
PDIA3	TTC37	chap_syn
PDIA3	USP14	chap_syn
PDIA3	VPS11	chap_syn
PDIA4	ATXN10	chap_syn
PDIA4	BCAS1	chap_syn
PDIA4	DPP10	chap_syn
PDIA4	ME3	chap_syn
PDIA4	NDUFA6	chap_syn
PDIA4	SLC32A1	chap_syn
PDIA5	ANXA5	chap_syn
PDIA5	CYFIP2	chap_syn
PDIA5	FARSB	chap_syn
PDIA5	IDH2	chap_syn
PDIA5	REPS2	chap_syn
PDIA5	RHOA	chap_syn
PDIA5	SLC12A5	chap_syn
PDIA5	TJP1	chap_syn
PDIA5	TPI1	chap_syn
PDIA5	XYLT1	chap_syn
PFDN1	ANKRD24	chap_syn
PFDN1	GIT2	chap_syn
PFDN1	GRIP1	chap_syn
PFDN2	ATP5D	chap_syn
PFDN2	CAPN1	chap_syn
PFDN2	CPNE6	chap_syn
PFDN2	EPB42	chap_syn
PFDN2	EXOC6	chap_syn
PFDN2	GRHPR	chap_syn
PFDN2	HADH	chap_syn
PFDN2	NEO1	chap_syn
PFDN2	PRDX1	chap_syn
PFDN2	SV2C	chap_syn
PFDN2	TOMM20	chap_syn
PFDN2	VAMP1	chap_syn
PFDN4	AGAP1	chap_syn
PFDN4	COL5A3	chap_syn
PFDN4	GRM3	chap_syn
PFDN4	KCNA3	chap_syn
PFDN4	NCAN	chap_syn
PFDN4	PDK3	chap_syn
PFDN4	PPP2R1A	chap_syn
PFDN4	RANBP9	chap_syn
PFDN4	SLC25A31	chap_syn
PFDN4	TTC37	chap_syn
PFDN5	MAP1B	chap_syn
PFDN6	BLVRB	chap_syn
PFDN6	DIP2B	chap_syn
PFDN6	LRRC59	chap_syn
PFDN6	PIP5K1C	chap_syn
PFDN6	PRMT5	chap_syn
PFDN6	WASF2	chap_syn
URI1	ATP6V0D1	chap_syn
URI1	BSN	chap_syn
URI1	FBXO41	chap_syn
URI1	GSTP1	chap_syn
URI1	JUP	chap_syn
URI1	KIF20B	chap_syn
URI1	LIMCH1	chap_syn
URI1	MLF1	chap_syn
URI1	NEO1	chap_syn
URI1	PKP4	chap_syn
URI1	RAB13	chap_syn
URI1	RABEP1	chap_syn
URI1	SERTAD4	chap_syn
URI1	SLC12A2	chap_syn
URI1	STXBP1	chap_syn
URI1	SYNGR4	chap_syn
URI1	TCP11L1	chap_syn
URI1	TRIO	chap_syn
URI1	USP15	chap_syn
URI1	WDR91	chap_syn
VBP1	ARHGAP21	chap_syn
VBP1	GLUD1	chap_syn
VBP1	NRN1	chap_syn
VBP1	PDE4B	chap_syn
VBP1	PDLIM7	chap_syn
PHB	DARS	chap_syn
PHB	FXYD7	chap_syn
PHB	KCNA3	chap_syn
PHB	SPHK2	chap_syn
PHB2	CAND2	chap_syn
PHB2	CRAT	chap_syn
PHB2	CSE1L	chap_syn
PHB2	IDH3G	chap_syn
PHB2	MAP1B	chap_syn
PHB2	MAP2K2	chap_syn
PHB2	NPEPPS	chap_syn
PHB2	OSCP1	chap_syn
PHB2	PPP1CC	chap_syn
PHB2	RPS4X	chap_syn
PHB2	SERTAD4	chap_syn
PHB2	SLC4A4	chap_syn
PHB2	SNX5	chap_syn
PHB2	SNX6	chap_syn
PLOD2	MDH2	chap_syn
PLOD3	AARS	chap_syn
PLOD3	ACTN4	chap_syn
PLOD3	AMPH	chap_syn
PLOD3	DECR1	chap_syn
PLOD3	DSG1	chap_syn
PLOD3	DYNC1I2	chap_syn
PLOD3	MINA	chap_syn
PLOD3	MYH11	chap_syn
PLOD3	OLFM2	chap_syn
PLOD3	PSMD1	chap_syn
PLOD3	SLC32A1	chap_syn
PLOD3	SYNM	chap_syn
PLOD3	VPS16	chap_syn
PLOD3	VPS28	chap_syn
PPIA	ANKRD24	chap_syn
PPIA	B3GAT3	chap_syn
PPIA	GRHPR	chap_syn
PPIA	KCNAB1	chap_syn
PPIA	OLA1	chap_syn
PPIA	SLK	chap_syn
PPIA	SV2C	chap_syn
PPIB	ACTN1	chap_syn
PPIB	AKR1A1	chap_syn
PPIB	BIN1	chap_syn
PPIB	COPA	chap_syn
PPIB	CS	chap_syn
PPIB	LYNX1	chap_syn
PPIB	NOS1	chap_syn
PPIB	PDK3	chap_syn
PPIB	PRDX1	chap_syn
PPIB	SCFD1	chap_syn
PPIB	TRIO	chap_syn
PPIC	ABI1	chap_syn
PPIC	CAD	chap_syn
PPIC	DDAH1	chap_syn
PPIC	DES	chap_syn
PPIC	JUP	chap_syn
PPIC	MLF1	chap_syn
PPIC	MTX2	chap_syn
PPIC	NCKAP1L	chap_syn
PPIC	OPCML	chap_syn
PPIC	SLC1A1	chap_syn
PPIC	USO1	chap_syn
PPIC	WASF2	chap_syn
PPID	ATP6V0A1	chap_syn
PPID	ATP6V1F	chap_syn
PPID	CST3	chap_syn
PPID	DCTN1	chap_syn
PPID	DDAH1	chap_syn
PPID	EXOC6B	chap_syn
PPID	FUS	chap_syn
PPID	KEL	chap_syn
PPID	LY6H	chap_syn
PPID	OGT	chap_syn
PPID	PHYHIP	chap_syn
PPID	PRPS1	chap_syn
PPID	UNC13A	chap_syn
PPID	USO1	chap_syn
PPIH	BCAS1	chap_syn
PPIH	DDX3X	chap_syn
PPIH	DLG3	chap_syn
PPIH	DPP6	chap_syn
PPIH	RTN1	chap_syn
PPIH	SLC32A1	chap_syn
PPIH	SRI	chap_syn
PPIH	TMEM33	chap_syn
PPIL3	AASDHPPT	chap_syn
PPIL3	ACTG1	chap_syn
PPIL3	ACTN1	chap_syn
PPIL3	ACTN2	chap_syn
PPIL3	ATP6V1C1	chap_syn
PPIL3	BIN1	chap_syn
PPIL3	CLASP2	chap_syn
PPIL3	COX5A	chap_syn
PPIL3	FXYD7	chap_syn
PPIL3	LMNB1	chap_syn
PPIL3	NDUFS1	chap_syn
PPIL3	PPFIA3	chap_syn
PPIL3	RAB11B	chap_syn
PPIL3	RPL27	chap_syn
PPIL3	STON2	chap_syn
PPIL3	UBE2V2	chap_syn
PPIL4	ACTN4	chap_syn
PPIL4	AGAP1	chap_syn
PPIL4	AP3B1	chap_syn
PPIL4	COPA	chap_syn
PPIL4	TTC37	chap_syn
PPIL4	USP14	chap_syn
PPIL6	AGK	chap_syn
PPIL6	APOD	chap_syn
PPIL6	ARHGAP21	chap_syn
PPIL6	ATF7IP	chap_syn
PPIL6	CST3	chap_syn
PPIL6	FUS	chap_syn
PPIL6	MAP2K2	chap_syn
PPIL6	PDE4B	chap_syn
PPIL6	PDK1	chap_syn
PPIL6	PPP3CA	chap_syn
PPIL6	PRPS1	chap_syn
PPIL6	PSD	chap_syn
PPIL6	RPS25	chap_syn
PPIL6	SERPINA3	chap_syn
PPIL6	SRPK2	chap_syn
PPIL6	WIPF2	chap_syn
PRDX4	ACOT7	chap_syn
PRDX4	ATP6V0D1	chap_syn
PRDX4	DYNLRB2	chap_syn
PRDX4	G6PD	chap_syn
PRDX4	GRIA1	chap_syn
PRDX4	NCKIPSD	chap_syn
PRDX4	PFKP	chap_syn
PRDX4	RPL36	chap_syn
PRDX4	SOD1	chap_syn
PRDX4	STXBP1	chap_syn
PRDX4	WASF3	chap_syn
PRPF6	GDAP1	chap_syn
PRPF6	PDE11A	chap_syn
PSMG1	ANXA5	chap_syn
PSMG1	CAT	chap_syn
PSMG1	CPEB3	chap_syn
PSMG1	GPRIN1	chap_syn
PSMG1	GRM1	chap_syn
PSMG1	SNAP25	chap_syn
PSMG1	SYBU	chap_syn
PSMG1	TEX9	chap_syn
PTGES3	CKAP4	chap_syn
PTGES3	CLASP1	chap_syn
PTGES3	FH	chap_syn
PTGES3	SLC1A2	chap_syn
PTGES3	SLC27A4	chap_syn
QSOX2	ATP5H	chap_syn
QSOX2	CORO1B	chap_syn
QSOX2	FABP5	chap_syn
QSOX2	FH	chap_syn
QSOX2	MPP2	chap_syn
QSOX2	MPP6	chap_syn
QSOX2	MYL4	chap_syn
QSOX2	NPEPPS	chap_syn
QSOX2	PICK1	chap_syn
QSOX2	PKN1	chap_syn
QSOX2	RGS17	chap_syn
QSOX2	SNRPA1	chap_syn
QSOX2	WDR37	chap_syn
RAPSN	DECR1	chap_syn
RAPSN	GPX4	chap_syn
RAPSN	IRS1	chap_syn
RAPSN	MTX1	chap_syn
RAPSN	NRAS	chap_syn
RPAP3	DPP6	chap_syn
RPAP3	LY6H	chap_syn
RPAP3	MAP2K2	chap_syn
RPAP3	PABPC1	chap_syn
RPAP3	TKT	chap_syn
RUVBL1	ALDH16A1	chap_syn
RUVBL1	ALDH1A1	chap_syn
RUVBL1	AP2A1	chap_syn
RUVBL1	ATP8A2	chap_syn
RUVBL1	BAIAP2	chap_syn
RUVBL1	BEGAIN	chap_syn
RUVBL1	CAMKK1	chap_syn
RUVBL1	CD81	chap_syn
RUVBL1	COX5A	chap_syn
RUVBL1	EPB41	chap_syn
RUVBL1	GABARAPL2	chap_syn
RUVBL1	GABRA4	chap_syn
RUVBL1	GNB2	chap_syn
RUVBL1	HPCAL1	chap_syn
RUVBL1	IDH3B	chap_syn
RUVBL1	KANK2	chap_syn
RUVBL1	KCNA2	chap_syn
RUVBL1	LETM1	chap_syn
RUVBL1	MPP2	chap_syn
RUVBL1	PAPLN	chap_syn
RUVBL1	PCBP2	chap_syn
RUVBL1	RAB8B	chap_syn
RUVBL1	RPLP1	chap_syn
RUVBL1	SNTB2	chap_syn
RUVBL1	TSC22D4	chap_syn
RUVBL2	NDUFA12	chap_syn
RUVBL2	PTPN5	chap_syn
RUVBL2	TUBA4A	chap_syn
SACS	GOT2	chap_syn
SEC63	ABLIM1	chap_syn
SEC63	ACSL4	chap_syn
SEC63	AKT1	chap_syn
SEC63	ARHGEF7	chap_syn
SEC63	ATP1A1	chap_syn
SEC63	ATP6V1G3	chap_syn
SEC63	BRSK1	chap_syn
SEC63	CAMKK1	chap_syn
SEC63	COX5A	chap_syn
SEC63	ENPP6	chap_syn
SEC63	EPB41	chap_syn
SEC63	FMNL1	chap_syn
SEC63	FN3K	chap_syn
SEC63	GABARAPL2	chap_syn
SEC63	GABRA4	chap_syn
SEC63	GRIA4	chap_syn
SEC63	HPCAL1	chap_syn
SEC63	NDUFS6	chap_syn
SEC63	PI4KA	chap_syn
SEC63	PLA2G4A	chap_syn
SEC63	PRKAR2B	chap_syn
SEC63	PSD	chap_syn
SEC63	RAB8B	chap_syn
SEC63	SGIP1	chap_syn
SEC63	SPTAN1	chap_syn
SEC63	SYN2	chap_syn
SEC63	TTYH1	chap_syn
SEC63	VDAC2	chap_syn
SEC63	VPS33A	chap_syn
SERPINH1	ATRX	chap_syn
SERPINH1	CADPS	chap_syn
SERPINH1	CLMN	chap_syn
SERPINH1	CPNE6	chap_syn
SERPINH1	GABRA4	chap_syn
SERPINH1	HPCAL1	chap_syn
SERPINH1	LSAMP	chap_syn
SERPINH1	STON2	chap_syn
SERPINH1	TOMM20	chap_syn
SERPINH1	TTYH1	chap_syn
SGTA	DBNL	chap_syn
SGTA	IPO7	chap_syn
SGTA	NAPB	chap_syn
SGTA	NUMBL	chap_syn
SGTA	PDCD6IP	chap_syn
SGTA	RPL12	chap_syn
SGTA	STX1B	chap_syn
SGTA	TSC22D4	chap_syn
SGTB	DLG3	chap_syn
SGTB	STON2	chap_syn
SIL1	ATP1A1	chap_syn
SIL1	BTBD17	chap_syn
SIL1	CLIP2	chap_syn
SIL1	GPD2	chap_syn
SIL1	GRIP1	chap_syn
SIL1	HADH	chap_syn
SIL1	NLGN2	chap_syn
SIL1	PLA2G4A	chap_syn
SIL1	PSD	chap_syn
SIL1	RPL18A	chap_syn
SIL1	RPS11	chap_syn
SIL1	SPTAN1	chap_syn
SIL1	YWHAB	chap_syn
SRP68	APOO	chap_syn
SRP68	CLIP2	chap_syn
SRP68	LMNB1	chap_syn
SRP68	MTCH2	chap_syn
SRP68	UBE2M	chap_syn
SRP68	VAPB	chap_syn
SRP72	EHD3	chap_syn
SRP72	PGK2	chap_syn
SRP72	PSMC1	chap_syn
SRP72	SLC25A31	chap_syn
SRP72	TRAPPC3	chap_syn
ST13	ALDOC	chap_syn
ST13	ATP5C1	chap_syn
ST13	MECR	chap_syn
ST13	PRUNE2	chap_syn
ST13	RHOG	chap_syn
ST13	SLC17A6	chap_syn
ST13	VAC14	chap_syn
STIP1	AP2B1	chap_syn
STIP1	ATP6V0A1	chap_syn
STIP1	CAP1	chap_syn
STIP1	HCK	chap_syn
STIP1	MAPRE3	chap_syn
STIP1	OLA1	chap_syn
STIP1	PFKM	chap_syn
STIP1	RPL35	chap_syn
STIP1	SFXN5	chap_syn
STIP1	SIPA1L1	chap_syn
STIP1	UQCRC1	chap_syn
STIP1	WNK1	chap_syn
SUGT1	ABI1	chap_syn
SUGT1	ARNT	chap_syn
SUGT1	ATP6V0D1	chap_syn
SUGT1	ATP8A2	chap_syn
SUGT1	CAPZA3	chap_syn
SUGT1	CDC42BPA	chap_syn
SUGT1	CSE1L	chap_syn
SUGT1	DIP2B	chap_syn
SUGT1	EHD1	chap_syn
SUGT1	MLF1	chap_syn
SUGT1	MYO18A	chap_syn
SUGT1	OPCML	chap_syn
SUGT1	RABGAP1L	chap_syn
SUGT1	RPS4X	chap_syn
SUGT1	SLK	chap_syn
SUGT1	STXBP1	chap_syn
SUGT1	WASF2	chap_syn
TCP1	DLGAP3	chap_syn
TCP1	PURA	chap_syn
TCP1	SNX3	chap_syn
TCP1	SPINK5	chap_syn
TCP1	STAT1	chap_syn
TCP1	STX1B	chap_syn
TMX1	AP3B1	chap_syn
TMX1	ARHGAP26	chap_syn
TMX1	CA4	chap_syn
TMX1	CKAP5	chap_syn
TMX1	FARSB	chap_syn
TMX1	GAD1	chap_syn
TMX1	IMPA1	chap_syn
TMX1	MTHFD1L	chap_syn
TMX1	MVP	chap_syn
TMX1	PFN1	chap_syn
TMX1	PGK1	chap_syn
TMX1	TM7SF2	chap_syn
TMX1	USP14	chap_syn
TOMM70A	ACOT7	chap_syn
TOMM70A	SYT3	chap_syn
TOMM70A	TAOK1	chap_syn
TOR1B	ANXA5	chap_syn
TOR1B	EHD1	chap_syn
TOR1B	JUP	chap_syn
TOR1B	KIF2C	chap_syn
TOR1B	MLF1	chap_syn
TOR1B	MYO6	chap_syn
TOR1B	NEO1	chap_syn
TOR1B	RAB3GAP1	chap_syn
TOR1B	SV2C	chap_syn
TOR1B	TJP1	chap_syn
TOR1B	TRIO	chap_syn
TOR1B	USP15	chap_syn
TOR3A	APOD	chap_syn
TOR3A	ATP5C1	chap_syn
TOR3A	COL1A1	chap_syn
TOR3A	CPNE5	chap_syn
TOR3A	GPX1	chap_syn
TOR3A	HDLBP	chap_syn
TOR3A	MLF1	chap_syn
TOR3A	MYO6	chap_syn
TOR3A	PARK7	chap_syn
TOR3A	PLCD1	chap_syn
TOR3A	SLC18A3	chap_syn
TOR3A	TMEM65	chap_syn
TOR3A	VPS53	chap_syn
TRAP1	ACTR1B	chap_syn
TRAP1	COQ10B	chap_syn
TRAP1	CSE1L	chap_syn
TRAP1	LY6H	chap_syn
TRAP1	PABPC1	chap_syn
TRAP1	PTPN5	chap_syn
TRAP1	SNX6	chap_syn
TRAP1	STAT1	chap_syn
TRAP1	TSC22D4	chap_syn
TRAP1	TTYH1	chap_syn
TTC1	ATP6V0D2	chap_syn
TTC1	HADHB	chap_syn
TTC1	PFKP	chap_syn
TTC1	POR	chap_syn
TTC1	SYNGR4	chap_syn
TTC1	SYNPO	chap_syn
TTC1	TCP11L1	chap_syn
TTC1	UBE2V2	chap_syn
TTC26	KIF5B	chap_syn
TTC3	ANXA6	chap_syn
TTC3	ARHGAP21	chap_syn
TTC3	IMPA1	chap_syn
TTC3	MAPK8IP1	chap_syn
TTC3	PEA15	chap_syn
TTC3	STAT1	chap_syn
TTC3	STX1B	chap_syn
TTC36	CDC42BPA	chap_syn
TTC36	CLIP1	chap_syn
TTC36	COL5A3	chap_syn
TTC36	DPP6	chap_syn
TTC36	FXYD7	chap_syn
TTC36	IGSF8	chap_syn
TTC36	LYNX1	chap_syn
TTC36	PSMD10	chap_syn
TTC36	RAB11B	chap_syn
TTC36	RAB5A	chap_syn
TTC36	SCFD1	chap_syn
TTC36	SLC27A1	chap_syn
TTC36	SLK	chap_syn
TTC36	SND1	chap_syn
TTC36	TJP1	chap_syn
TTC36	VPS11	chap_syn
TTC36	VPS28	chap_syn
TXNDC11	AK5	chap_syn
TXNDC11	BLNK	chap_syn
TXNDC11	BSN	chap_syn
TXNDC11	CCDC93	chap_syn
TXNDC11	COX5B	chap_syn
TXNDC11	DLG1	chap_syn
TXNDC11	DOCK2	chap_syn
TXNDC11	NPTX1	chap_syn
TXNDC11	OGDHL	chap_syn
TXNDC11	PHLDB1	chap_syn
TXNDC11	RABEP1	chap_syn
TXNDC11	RAP2C	chap_syn
TXNDC11	RPL18A	chap_syn
TXNDC11	RPL19	chap_syn
TXNDC11	S100A4	chap_syn
TXNDC11	S100B	chap_syn
TXNDC11	SCRIB	chap_syn
TXNDC11	SYNGR4	chap_syn
TXNDC11	TCP11L1	chap_syn
TXNDC11	YES1	chap_syn
TXNDC16	CS	chap_syn
TXNDC16	HCK	chap_syn
TXNDC16	MPP6	chap_syn
TXNDC16	MYL4	chap_syn
TXNDC16	OLA1	chap_syn
TXNDC16	OPCML	chap_syn
TXNDC16	PFKM	chap_syn
TXNDC16	PKP4	chap_syn
TXNDC16	RAB14	chap_syn
TXNDC16	RABEP1	chap_syn
TXNDC16	ROGDI	chap_syn
TXNDC16	RPL18A	chap_syn
TXNRD1	LCK	chap_syn
TXNRD1	MPP3	chap_syn
TXNRD1	PTPRD	chap_syn
TXNRD1	ZNF451	chap_syn
UNC45A	ACACA	chap_syn
UNC45A	FDPS	chap_syn
UNC45A	FRYL	chap_syn
UNC45A	SOS1	chap_syn
UNC45B	ATP5C1	chap_syn
UNC45B	CAD	chap_syn
UNC45B	CAMK2A	chap_syn
UNC45B	DYNLRB2	chap_syn
UNC45B	GNL1	chap_syn
UNC45B	GPR158	chap_syn
UNC45B	MARK2	chap_syn
UNC45B	MLF1	chap_syn
UNC45B	SLC1A1	chap_syn
UNC45B	SNCA	chap_syn
UNC45B	WASF2	chap_syn
VCP	AP3B1	chap_syn
VCP	AVPI1	chap_syn
VCP	CAP2	chap_syn
VCP	CAPZA1	chap_syn
VCP	DYNC1I2	chap_syn
VCP	LYNX1	chap_syn
VCP	MYO1C	chap_syn
VCP	NCAN	chap_syn
VCP	PDK3	chap_syn
VCP	RAB21	chap_syn
VCP	RRM1	chap_syn
VCP	SLC9A3R2	chap_syn
VCP	SPATA2L	chap_syn
VCP	SYNGAP1	chap_syn
VCP	TJP1	chap_syn
VCP	VAPB	chap_syn
VCP	VPS11	chap_syn
VCP	VPS16	chap_syn
XAB2	AKT2	chap_syn
XAB2	ERC1	chap_syn
XAB2	G6PD	chap_syn
XAB2	GNAZ	chap_syn
XAB2	NFKBIE	chap_syn
XAB2	NLGN3	chap_syn
XAB2	NNT	chap_syn
XAB2	RPS7	chap_syn
XAB2	SEC13	chap_syn
XAB2	SLC32A1	chap_syn
XAB2	STX1B	chap_syn
XAB2	VARS	chap_syn
ZC3H7B	CHCHD3	chap_syn
ZC3H7B	DLG1	chap_syn
ZC3H7B	DOCK2	chap_syn
ZC3H7B	FUS	chap_syn
ZC3H7B	GSTP1	chap_syn
ZC3H7B	MYO6	chap_syn
ZC3H7B	PDK1	chap_syn
ZC3H7B	USP15	chap_syn
ZC3H7B	YES1	chap_syn
BAG4	SCN3A	chap_chan
CCT2	KCNA1	chap_chan
CCT3	KCNH2	chap_chan
CRNKL1	GRIN2B	chap_chan
CRYAA	CACNA1H	chap_chan
DNAJA4	GRIN2B	chap_chan
DNAJB11	SCN10A	chap_chan
DNAJC18	KCND3	chap_chan
DNAJC22	CACNA1B	chap_chan
DNAJC25	GRIN2B	chap_chan
DNAJC4	KCNJ12	chap_chan
GRPEL1	SCN10A	chap_chan
GRPEL2	KCNJ12	chap_chan
NUDC	SCN3A	chap_chan
P4HA3	SCN1A	chap_chan
PDCD11	GRIN2B	chap_chan
PDIA3	GRIN2B	chap_chan
PFDN4	GRIN2B	chap_chan
PFDN5	CACNA1B	chap_chan
URI1	KCND3	chap_chan
VBP1	SCN1A	chap_chan
PHB	CACNA1G	chap_chan
PPIA	KCNJ12	chap_chan
PTGES3	KCNA4	chap_chan
QSOX2	CACNA1I	chap_chan
RPAP3	CACNA1A	chap_chan
RUVBL1	SCN3A	chap_chan
RUVBL2	CACNA1I	chap_chan
SERPINH1	CACNA1G	chap_chan
SRP72	GRIN2B	chap_chan
SUGT1	GRIN2B	chap_chan
TRAP1	CACNA1A	chap_chan
TXNDC11	KCNA4	chap_chan
VCP	KCNA4	chap_chan
UBE2N	GPRASP2	ub_syn
UBE2N	NDRG1	ub_syn
UBE2N	SRI	ub_syn
UBE2N	TJAP1	ub_syn
UBE2N	VAT1	ub_syn
UBE2T	ACACA	ub_syn
UBE2T	DYNLL1	ub_syn
UBE2T	ZNF451	ub_syn
PELI1	BIN1	ub_syn
PELI1	CAND1	ub_syn
PELI1	COG3	ub_syn
PELI1	LIME1	ub_syn
PELI1	LIPE	ub_syn
PELI1	RPL9	ub_syn
PELI1	SCFD1	ub_syn
PELI1	SRC	ub_syn
PELI1	UBA52	ub_syn
PELI1	VPS16	ub_syn
PCGF1	ACTR3B	ub_syn
PCGF1	ATP6V1D	ub_syn
PCGF1	CAP1	ub_syn
PCGF1	CHCHD3	ub_syn
PCGF1	CLCN3	ub_syn
PCGF1	ITFG1	ub_syn
PCGF1	KIF5B	ub_syn
PCGF1	MAPRE3	ub_syn
PCGF1	PLCG1	ub_syn
PCGF1	SFXN5	ub_syn
TNFAIP3	ATP6V0D2	ub_syn
TNFAIP3	LYNX1	ub_syn
TNFAIP3	OSCP1	ub_syn
TNFAIP3	ROGDI	ub_syn
NAT10	ARHGEF7	ub_syn
NAT10	EHD4	ub_syn
NAT10	NDUFB10	ub_syn
NAT10	NDUFS6	ub_syn
NAT10	RPL23A	ub_syn
NAT10	SLC25A31	ub_syn
UBE3A	DLGAP4	ub_syn
UBE3A	SAMM50	ub_syn
UBE3A	STRN4	ub_syn
AMFR	DYNLL1	ub_syn
AMFR	NCKAP1	ub_syn
AMFR	NRCAM	ub_syn
AMFR	VPS39	ub_syn
PAXIP1	ACBD5	ub_syn
PAXIP1	APPL2	ub_syn
PAXIP1	CRAT	ub_syn
PAXIP1	GNG7	ub_syn
PAXIP1	GRIA1	ub_syn
PAXIP1	NT5E	ub_syn
PAXIP1	RAB37	ub_syn
PAXIP1	RAB3GAP2	ub_syn
PAXIP1	SERTAD4	ub_syn
PAXIP1	SNX5	ub_syn
TRIM28	B3GAT3	ub_syn
TRIM28	EPB41	ub_syn
TRIM28	FN3K	ub_syn
TRIM28	GABRA4	ub_syn
TRIM28	GRM7	ub_syn
TRIM28	LETM1	ub_syn
TRIM28	LMTK2	ub_syn
TRIM28	NDUFS6	ub_syn
TRIM28	PI4KA	ub_syn
TRIM28	PLA2G4A	ub_syn
TRIM28	PRKAR2B	ub_syn
TRIM28	RPN1	ub_syn
TRIM28	SLC6A17	ub_syn
TRIM28	SLC8A2	ub_syn
TRIM28	SYN2	ub_syn
TRAF7	KIAA0408	ub_syn
TRAF7	PDHB	ub_syn
ANAPC2	MYH11	ub_syn
ANAPC2	SLC32A1	ub_syn
ANAPC2	TXNL1	ub_syn
KLHL42	HADHB	ub_syn
KLHL42	HPCA	ub_syn
KLHL42	NCKAP1L	ub_syn
TRIM38	CSNK1E	ub_syn
TRIM38	FARP1	ub_syn
TRIM38	RPL27	ub_syn
TRIM38	SYN2	ub_syn
WWP1	AAK1	ub_syn
WWP1	ANXA5	ub_syn
WWP1	CMPK1	ub_syn
WWP1	CPNE6	ub_syn
WWP1	EFHD2	ub_syn
WWP1	HADH	ub_syn
WWP1	LIME1	ub_syn
WWP1	NCAN	ub_syn
WWP1	PPP2R1A	ub_syn
WWP1	TEX9	ub_syn
WWP1	TJP1	ub_syn
ERCC8	BSN	ub_syn
ERCC8	CNTFR	ub_syn
ERCC8	MPO	ub_syn
ERCC8	SCRIB	ub_syn
TRIM63	RIMS1	ub_syn
WSB1	FASN	ub_syn
MYLIP	APPL2	ub_syn
MYLIP	ATP6V0D2	ub_syn
MYLIP	CACNB3	ub_syn
MYLIP	CASKIN1	ub_syn
MYLIP	CRAT	ub_syn
MYLIP	GRIA1	ub_syn
MYLIP	MAP1B	ub_syn
MYLIP	NEGR1	ub_syn
MYLIP	NEO1	ub_syn
MYLIP	PFKP	ub_syn
MYLIP	PKP4	ub_syn
MYLIP	POR	ub_syn
MYLIP	RAB3GAP2	ub_syn
MYLIP	RALA	ub_syn
MYLIP	ROGDI	ub_syn
MYLIP	RPL36	ub_syn
MYLIP	S100A4	ub_syn
MYLIP	SERTAD4	ub_syn
MYLIP	SNX5	ub_syn
MYLIP	SNX6	ub_syn
MYLIP	STX16	ub_syn
MYLIP	SYNGR4	ub_syn
MYLIP	SYNPO	ub_syn
MYLIP	TCP11L1	ub_syn
MYLIP	TRIO	ub_syn
MYLIP	USP15	ub_syn
MYLIP	VPS33A	ub_syn
MYLIP	WDR91	ub_syn
RNF123	ATIC	ub_syn
RNF123	ATP6V0D2	ub_syn
RNF123	CDC42BPA	ub_syn
RNF123	HADHA	ub_syn
RNF123	KIF3A	ub_syn
RNF123	MYL6B	ub_syn
RNF123	STX1B	ub_syn
RNF123	SYT3	ub_syn
RNF123	TPP1	ub_syn
KCTD13	ACOT8	ub_syn
KCTD13	ADD2	ub_syn
KCTD13	ARHGEF7	ub_syn
KCTD13	CADPS	ub_syn
KCTD13	NOS1	ub_syn
KCTD13	SV2C	ub_syn
KCTD13	TJP1	ub_syn
KCTD13	TRIO	ub_syn
KCTD13	UBE2V2	ub_syn
KCTD13	WDR91	ub_syn
FBXW11	AP2A1	ub_syn
FBXW11	GRM3	ub_syn
FBXW11	HCK	ub_syn
FBXW11	PRMT5	ub_syn
FBXW11	PTPN5	ub_syn
FBXW11	PTPRS	ub_syn
FBXW11	PURA	ub_syn
FBXW11	SLK	ub_syn
FBXW11	TSC22D4	ub_syn
FBXL15	ANXA11	ub_syn
FBXL15	BIN1	ub_syn
FBXL15	CADPS	ub_syn
FBXL15	COX5A	ub_syn
FBXL15	MTCH2	ub_syn
FBXL15	PCLO	ub_syn
FBXL15	RAB8B	ub_syn
FBXL15	RPN1	ub_syn
FBXL15	TJP1	ub_syn
ZNRF1	PTPN11	ub_syn
FBXO2	ALDH16A1	ub_syn
FBXO2	BLVRB	ub_syn
FBXO2	GRIA1	ub_syn
FBXO2	NCKIPSD	ub_syn
FBXO2	NDUFB10	ub_syn
FBXO2	NEO1	ub_syn
FBXO2	OSCP1	ub_syn
FBXO2	PAPLN	ub_syn
FBXO2	PFKP	ub_syn
FBXO2	PKP4	ub_syn
FBXO2	RPN1	ub_syn
FBXO2	SYNPO	ub_syn
FBXO2	TRIO	ub_syn
FBXO2	VGF	ub_syn
FBXO2	WDR91	ub_syn
TOM1	ABCF3	ub_syn
TOM1	CAD	ub_syn
TOM1	CAPZA3	ub_syn
TOM1	COPS3	ub_syn
TOM1	HK1	ub_syn
TOM1	NRN1	ub_syn
TOM1	PDLIM7	ub_syn
TOM1	PPP3CA	ub_syn
TOM1	PRMT5	ub_syn
TOM1	PTPRS	ub_syn
TOM1	RPL18	ub_syn
TOM1	RPS15	ub_syn
TOM1	SLC1A1	ub_syn
TOM1	USO1	ub_syn
PEX12	FDPS	ub_syn
ING4	CDK5	ub_syn
