from	to	type
RNF13	RPS8	ub_syn
RNF13	SLC32A1	ub_syn
RNF13	SYNE1	ub_syn
RNF13	YWHAE	ub_syn
RBX1	AASDHPPT	ub_syn
RBX1	HSD17B10	ub_syn
RBX1	PCBP2	ub_syn
RBX1	PSMD11	ub_syn
RBX1	RPL9	ub_syn
RBX1	SRPRB	ub_syn
RBX1	YWHAE	ub_syn
MPG	AARS	ub_syn
MPG	ATP2A1	ub_syn
MPG	CPT1A	ub_syn
MPG	MYH11	ub_syn
MPG	OSCP1	ub_syn
MPG	PAPLN	ub_syn
MPG	RIMS1	ub_syn
MPG	RRBP1	ub_syn
MPG	SNCAIP	ub_syn
MPG	SNTB2	ub_syn
KLHL41	APP	ub_syn
KLHL41	ARF5	ub_syn
KLHL41	CFL1	ub_syn
KLHL41	ERC1	ub_syn
KLHL41	ETFDH	ub_syn
KLHL41	MTHFD1L	ub_syn
KLHL41	RAB3C	ub_syn
KLHL41	RANBP9	ub_syn
RNF31	ABCB8	ub_syn
RNF31	ALDH16A1	ub_syn
RNF31	ALDH1A1	ub_syn
RNF31	CAND2	ub_syn
RNF31	EPB41	ub_syn
RNF31	FH	ub_syn
RNF31	GAPDH	ub_syn
RNF31	GRIA4	ub_syn
RNF31	HOMER2	ub_syn
RNF31	IDH3B	ub_syn
RNF31	KCNA2	ub_syn
RNF31	NPEPPS	ub_syn
RNF31	OSCP1	ub_syn
RNF31	PAPLN	ub_syn
RNF31	PDHA1	ub_syn
RNF31	PKN1	ub_syn
RNF31	RAB6A	ub_syn
RNF31	SGIP1	ub_syn
RNF31	SNCAIP	ub_syn
RNF31	STOM	ub_syn
RNF31	VPS33A	ub_syn
MARCH4	ABI1	ub_syn
MARCH4	ATL2	ub_syn
MARCH4	CSE1L	ub_syn
MARCH4	DES	ub_syn
MARCH4	DOCK5	ub_syn
MARCH4	DYNLRB2	ub_syn
MARCH4	GIT1	ub_syn
MARCH4	GPC1	ub_syn
MARCH4	LY6H	ub_syn
MARCH4	MECR	ub_syn
MARCH4	PFKP	ub_syn
MARCH4	RHOG	ub_syn
MARCH4	RTN4	ub_syn
MARCH4	STXBP1	ub_syn
MARCH4	TAOK1	ub_syn
SPSB2	STXBP6	ub_syn
SPSB2	TJAP1	ub_syn
SPSB2	TMEM33	ub_syn
DTX2	CAND1	ub_syn
DTX2	CLIP3	ub_syn
DTX2	COG3	ub_syn
DTX2	EXOC6	ub_syn
DTX2	OLFM2	ub_syn
DTX2	PSMA4	ub_syn
DTX2	REEP5	ub_syn
DTX2	RPS18	ub_syn
DTX2	SRC	ub_syn
DTX2	TACC1	ub_syn
DTX2	TEX9	ub_syn
DCAF4	AP2A2	ub_syn
DCAF4	CORO1B	ub_syn
DCAF4	MECR	ub_syn
DCAF4	MFF	ub_syn
DCAF4	NFKBIE	ub_syn
DCAF4	NNT	ub_syn
DCAF4	PLCB1	ub_syn
DCAF4	SND1	ub_syn
DCAF4	SORBS1	ub_syn
DCAF4	SYNE1	ub_syn
CUL1	G6PD	ub_syn
CUL1	RPL35	ub_syn
FBXO45	ACACA	ub_syn
FBXO45	CSPG5	ub_syn
FBXO45	FGG	ub_syn
FBXO45	FRYL	ub_syn
FBXO45	PTPRD	ub_syn
FBXO45	TPPP	ub_syn
FBXO45	VPS39	ub_syn
RNF5	GAPVD1	ub_syn
RNF5	RPS25	ub_syn
RNF5	STXBP3	ub_syn
NOSIP	TBC1D24	ub_syn
LNX1	AAK1	ub_syn
LNX1	ACO2	ub_syn
LNX1	ADAM11	ub_syn
LNX1	CLIP3	ub_syn
LNX1	COL5A3	ub_syn
LNX1	EHD4	ub_syn
LNX1	EXOC6	ub_syn
LNX1	FARP1	ub_syn
LNX1	GRM1	ub_syn
LNX1	HADH	ub_syn
LNX1	KCNA3	ub_syn
LNX1	LIN7C	ub_syn
LNX1	NCAN	ub_syn
LNX1	PPP2R1A	ub_syn
KEAP1	ADD2	ub_syn
KEAP1	CAPG	ub_syn
KEAP1	CPNE5	ub_syn
KEAP1	ELFN2	ub_syn
KEAP1	LANCL2	ub_syn
KEAP1	NDUFB10	ub_syn
KEAP1	NDUFS6	ub_syn
KEAP1	PFKM	ub_syn
KEAP1	PKP4	ub_syn
KEAP1	RABEP1	ub_syn
KEAP1	ROGDI	ub_syn
KEAP1	SNX5	ub_syn
KEAP1	SNX6	ub_syn
KEAP1	STX16	ub_syn
KEAP1	SV2C	ub_syn
KEAP1	WDR91	ub_syn
SPOP	ELFN2	ub_syn
SPOP	EZR	ub_syn
SPOP	GSTP1	ub_syn
SPOP	RHOG	ub_syn
RNF181	ACBD5	ub_syn
RNF181	ALDOC	ub_syn
RNF181	PADI2	ub_syn
RNF181	PRUNE2	ub_syn
CUL7	ABI1	ub_syn
CUL7	AGPAT5	ub_syn
CUL7	CRYM	ub_syn
CUL7	DIP2B	ub_syn
CUL7	GIT1	ub_syn
CUL7	MYO18A	ub_syn
CUL7	NAP1L4	ub_syn
CUL7	REPS2	ub_syn
CUL7	RHOA	ub_syn
CUL7	RPL27	ub_syn
CUL7	SLC12A5	ub_syn
CUL7	XYLT1	ub_syn
SKP2	ACTA1	ub_syn
SKP2	ACTR2	ub_syn
SKP2	CAND2	ub_syn
SKP2	HCK	ub_syn
DYRK2	CACNB3	ub_syn
DYRK2	ELMO2	ub_syn
DYRK2	UGP2	ub_syn
RNF168	APOO	ub_syn
RNF168	DLAT	ub_syn
RNF168	OLFM2	ub_syn
RNF168	VPS16	ub_syn
RNF168	WDR7	ub_syn
ZFP91	LIN7C	ub_syn
ZFP91	PALM	ub_syn
HECW2	AP3B1	ub_syn
HECW2	ATP6V0D2	ub_syn
HECW2	CDC42BPA	ub_syn
HECW2	CKAP5	ub_syn
HECW2	CLASP1	ub_syn
HECW2	DIP2B	ub_syn
HECW2	FARSB	ub_syn
HECW2	GAD1	ub_syn
HECW2	IMPA1	ub_syn
HECW2	MVP	ub_syn
HECW2	PGK1	ub_syn
HECW2	RAP1GAP	ub_syn
HECW2	REPS2	ub_syn
HECW2	RHOA	ub_syn
HECW2	RPS16	ub_syn
HECW2	RPS4X	ub_syn
HECW2	SPATA2L	ub_syn
HECW2	USP14	ub_syn
HECW2	VPS11	ub_syn
BRAP	DECR1	ub_syn
BRAP	SEC14L2	ub_syn
TRIM11	CTTN	ub_syn
TRIM11	DPP10	ub_syn
TRIM11	UBE2V2	ub_syn
APC	ATP1A1	ub_syn
APC	BSN	ub_syn
APC	CTNNA2	ub_syn
APC	GRM3	ub_syn
APC	SPINK5	ub_syn
APC	SYNJ1	ub_syn
APC	SYT3	ub_syn
APC	TPP1	ub_syn
RNF149	ACTN4	ub_syn
RNF149	MCCC2	ub_syn
RNF149	OLFM2	ub_syn
RNF149	PRR7	ub_syn
RNF149	SNTB1	ub_syn
RNF149	SYNE1	ub_syn
RNF149	VAPB	ub_syn
KLHL18	ABLIM3	ub_syn
KLHL18	AP2A1	ub_syn
KLHL18	ARFGAP3	ub_syn
KLHL18	B3GAT3	ub_syn
KLHL18	BEGAIN	ub_syn
KLHL18	CAMKK1	ub_syn
KLHL18	CRAT	ub_syn
KLHL18	HPCAL1	ub_syn
KLHL18	IGSF8	ub_syn
KLHL18	MYL6B	ub_syn
KLHL18	PAPLN	ub_syn
KLHL18	PARP1	ub_syn
KLHL18	PSD	ub_syn
KLHL18	ST14	ub_syn
KLHL18	TFAM	ub_syn
KLHL18	TSC22D4	ub_syn
TRIP12	ATP6V1F	ub_syn
TRIP12	FAM81A	ub_syn
TRIP12	HDLBP	ub_syn
TRIP12	KPNA1	ub_syn
TRIP12	NBEA	ub_syn
TRIP12	PIP5K1C	ub_syn
TRIP12	SNX4	ub_syn
PDZRN3	ACACA	ub_syn
PDZRN3	BCR	ub_syn
PDZRN3	CSPG5	ub_syn
PDZRN3	DGKZ	ub_syn
PDZRN3	DYNLL1	ub_syn
PDZRN3	HNRNPM	ub_syn
PDZRN3	ICAM5	ub_syn
PDZRN3	MPP7	ub_syn
PDZRN3	NAP1L4	ub_syn
RFWD3	ACSL3	ub_syn
RFWD3	ADAR	ub_syn
RFWD3	CAPG	ub_syn
RFWD3	ENO3	ub_syn
RFWD3	ERLIN1	ub_syn
RNF4	GLUD1	ub_syn
RNF4	MPP2	ub_syn
RNF4	MPP6	ub_syn
RNF4	OLFM2	ub_syn
RNF4	PAPLN	ub_syn
RNF4	PDLIM7	ub_syn
RNF4	PKN1	ub_syn
RNF4	PSMD11	ub_syn
RNF4	RPL12	ub_syn
RNF4	SCFD1	ub_syn
RNF4	SNRPA1	ub_syn
RNF4	STX1B	ub_syn
RNF4	VPS16	ub_syn
RNF4	VPS28	ub_syn
RNF6	ANKRD24	ub_syn
RNF6	BTBD17	ub_syn
RNF6	COQ10B	ub_syn
RNF6	CPT1A	ub_syn
RNF6	DDX3X	ub_syn
RNF6	EEF1B2	ub_syn
RNF6	EIF3C	ub_syn
RNF6	GRIP1	ub_syn
RNF6	IMPA1	ub_syn
RNF6	PDE11A	ub_syn
RNF6	PRNP	ub_syn
RNF6	RPL18A	ub_syn
RNF6	RPL23	ub_syn
RNF6	RPS16	ub_syn
RNF6	STK38L	ub_syn
ANAPC7	ALDH6A1	ub_syn
ANAPC7	APP	ub_syn
ANAPC7	NLGN2	ub_syn
ANAPC7	STK38L	ub_syn
UBR5	AKT2	ub_syn
UBR5	DLG2	ub_syn
UBR5	HRAS	ub_syn
UBR5	KIF3A	ub_syn
UBR5	MYL6B	ub_syn
UBR5	NDRG1	ub_syn
UBR5	PARP1	ub_syn
UBR5	RPS11	ub_syn
UBR5	SLC25A3	ub_syn
UBR5	SLC6A11	ub_syn
UBR5	STX1B	ub_syn
UBR5	TTYH1	ub_syn
CCNF	HIBCH	ub_syn
CCNF	MAP6	ub_syn
CCNF	OSCP1	ub_syn
CCNF	PDE11A	ub_syn
CCNF	PSMD2	ub_syn
DTX4	CAT	ub_syn
DTX4	CNTN1	ub_syn
DTX4	DHX30	ub_syn
DTX4	HSD17B4	ub_syn
DTX4	LGALS8	ub_syn
DTX4	MDH2	ub_syn
DTX4	MYL6	ub_syn
DTX4	SLC17A6	ub_syn
VHL	ACOT7	ub_syn
VHL	CCDC93	ub_syn
VHL	HSD17B10	ub_syn
VHL	PLEK	ub_syn
VHL	VTI1A	ub_syn
MARCH5	ABCB8	ub_syn
MARCH5	ABLIM3	ub_syn
MARCH5	ALDH16A1	ub_syn
MARCH5	ALDH1A1	ub_syn
MARCH5	ARHGEF7	ub_syn
MARCH5	ATP2B4	ub_syn
MARCH5	ATP6V0D2	ub_syn
MARCH5	ATP6V1G3	ub_syn
MARCH5	BCAN	ub_syn
MARCH5	BEGAIN	ub_syn
MARCH5	CAMKK1	ub_syn
MARCH5	CD81	ub_syn
MARCH5	COX5A	ub_syn
MARCH5	CRAT	ub_syn
MARCH5	GABARAPL2	ub_syn
MARCH5	GRIA1	ub_syn
MARCH5	GRIA4	ub_syn
MARCH5	HPCAL1	ub_syn
MARCH5	IDH3B	ub_syn
MARCH5	IGSF8	ub_syn
MARCH5	IPO7	ub_syn
MARCH5	KANK2	ub_syn
MARCH5	LETM1	ub_syn
MARCH5	LIME1	ub_syn
MARCH5	NAPB	ub_syn
MARCH5	OSCP1	ub_syn
MARCH5	PAPLN	ub_syn
MARCH5	RAB37	ub_syn
MARCH5	RAB6A	ub_syn
MARCH5	RAPGEF2	ub_syn
MARCH5	RPLP1	ub_syn
MARCH5	SNTB2	ub_syn
MARCH5	ST14	ub_syn
MARCH5	STX1A	ub_syn
MARCH5	TFAM	ub_syn
ASB3	ACTL6B	ub_syn
ASB3	CAT	ub_syn
ASB3	EEF1A2	ub_syn
ASB3	MDH2	ub_syn
ASB3	PDK3	ub_syn
ASB3	PSMD10	ub_syn
ASB3	RAC2	ub_syn
ASB3	RPL22	ub_syn
ASB3	RPS12	ub_syn
ASB3	VGF	ub_syn
FBXO10	BLNK	ub_syn
FBXO10	GPX1	ub_syn
FBXO10	MLF1	ub_syn
FBXO10	WIPF2	ub_syn
RNF139	ARF5	ub_syn
RNF139	EIF3C	ub_syn
RNF139	PRKRA	ub_syn
KLHL31	DLAT	ub_syn
DTX3	ATP1B2	ub_syn
DTX3	CKAP4	ub_syn
DTX3	FH	ub_syn
DTX3	GAPVD1	ub_syn
DTX3	GRM3	ub_syn
DTX3	RGS17	ub_syn
FBXO8	CPNE5	ub_syn
FBXO8	HORMAD1	ub_syn
FBXO8	SNX27	ub_syn
FBXO8	USP15	ub_syn
UHRF1	CHCHD6	ub_syn
UHRF1	GABARAPL2	ub_syn
RNF180	ACOT7	ub_syn
RNF180	ATRX	ub_syn
RNF180	DLG1	ub_syn
RNF180	DOCK2	ub_syn
RNF180	GNB2	ub_syn
RNF180	KIAA0408	ub_syn
RNF180	S100A4	ub_syn
RNF180	TAOK1	ub_syn
RNF180	TFAM	ub_syn
FBXO3	IDH2	ub_syn
FBXO3	SEC24C	ub_syn
FBXO3	SLC12A5	ub_syn
HECTD1	ABCB8	ub_syn
HECTD1	ACBD5	ub_syn
HECTD1	ALDH16A1	ub_syn
HECTD1	ATP8A2	ub_syn
HECTD1	CSE1L	ub_syn
HECTD1	FABP5	ub_syn
HECTD1	IGSF8	ub_syn
HECTD1	KCNA2	ub_syn
HECTD1	LETM1	ub_syn
HECTD1	MAP2	ub_syn
HECTD1	NCKIPSD	ub_syn
HECTD1	PAPLN	ub_syn
HECTD1	PDHA1	ub_syn
HECTD1	PFKP	ub_syn
HECTD1	RAB6A	ub_syn
HECTD1	RPLP1	ub_syn
HECTD1	SLC4A4	ub_syn
HECTD1	SNCAIP	ub_syn
HECTD1	WDR91	ub_syn
RNF152	CASKIN1	ub_syn
RNF152	DLGAP4	ub_syn
RCHY1	ACTR1B	ub_syn
RCHY1	ALDOC	ub_syn
RCHY1	ARHGEF7	ub_syn
RCHY1	COX5A	ub_syn
RCHY1	DLG3	ub_syn
RCHY1	EIF2AK2	ub_syn
RCHY1	KCNA3	ub_syn
RCHY1	LETM1	ub_syn
RCHY1	PADI2	ub_syn
RCHY1	PPFIA3	ub_syn
RCHY1	RPS8	ub_syn
RCHY1	WDR37	ub_syn
NEDD4L	AGAP1	ub_syn
NEDD4L	CLIP3	ub_syn
NEDD4L	FARP1	ub_syn
NEDD4L	MARCKSL1	ub_syn
NEDD4L	PPP2R1A	ub_syn
NEDD4L	RAB3A	ub_syn
NEDD4L	RANBP9	ub_syn
XIAP	CYCS	ub_syn
XIAP	RRM1	ub_syn
TRIM26	COQ10B	ub_syn
TRIM26	DOCK3	ub_syn
TRIM26	VPS33A	ub_syn
MIB1	EPB41L2	ub_syn
MIB1	SYNE1	ub_syn
MIB1	ZNF451	ub_syn
KLHL6	AGAP1	ub_syn
KLHL6	AP3B1	ub_syn
KLHL6	CDC42BPA	ub_syn
KLHL6	COL5A3	ub_syn
KLHL6	FARSB	ub_syn
KLHL6	GIT1	ub_syn
KLHL6	MVP	ub_syn
KLHL6	NCAN	ub_syn
KLHL6	NFKBIE	ub_syn
KLHL6	PGK1	ub_syn
KLHL6	PRKRA	ub_syn
KLHL6	PSMD1	ub_syn
KLHL6	RANBP9	ub_syn
KLHL6	SORBS1	ub_syn
KLHL6	TM7SF2	ub_syn
KLHL6	VPS11	ub_syn
MDM2	CPEB3	ub_syn
MDM2	NDUFS3	ub_syn
MDM2	PACSIN1	ub_syn
MDM2	RIC8A	ub_syn
MDM2	RTN4	ub_syn
MDM2	SYBU	ub_syn
TRIM65	RPL23A	ub_syn
TRIM65	SLC27A4	ub_syn
TRIM65	SNPH	ub_syn
TRIM65	VPS28	ub_syn
ASB4	ATG16L1	ub_syn
MGRN1	ATP6V0A1	ub_syn
MGRN1	FUS	ub_syn
MGRN1	GPX1	ub_syn
MGRN1	MAPK8IP1	ub_syn
MGRN1	NDRG1	ub_syn
MGRN1	OGT	ub_syn
MGRN1	PDLIM7	ub_syn
MGRN1	PPFIA2	ub_syn
MGRN1	UNC13A	ub_syn
MGRN1	USO1	ub_syn
MGRN1	WNK1	ub_syn
RNF26	CAP2	ub_syn
RNF26	YES1	ub_syn
PPARA	ANKRD24	ub_syn
PPARA	CRMP1	ub_syn
PPARA	GPX4	ub_syn
PPARA	MTX1	ub_syn
PPARA	MYO18A	ub_syn
PPARA	RPL35	ub_syn
UBR1	ATP6V0A1	ub_syn
UBR1	ITFG1	ub_syn
UBR1	MAPRE3	ub_syn
UBR1	PTPRD	ub_syn
UBR1	RPL4	ub_syn
UBR1	STX7	ub_syn
FBXW7	ACTR2	ub_syn
FBXW7	ARNT	ub_syn
FBXW7	CKAP4	ub_syn
FBXW7	COL5A3	ub_syn
FBXW7	DIP2B	ub_syn
FBXW7	DYNLRB2	ub_syn
FBXW7	FMNL1	ub_syn
FBXW7	GRM3	ub_syn
FBXW7	LMTK2	ub_syn
FBXW7	NCKIPSD	ub_syn
FBXW7	PLEK	ub_syn
FBXW7	RPS15	ub_syn
RNF167	ACTG1	ub_syn
RNF167	RAB15	ub_syn
RNF216	IDH3A	ub_syn
FBXW10	APP	ub_syn
FBXW10	BTBD17	ub_syn
FBXW10	ERC1	ub_syn
FBXW10	FARSB	ub_syn
FBXW10	GAD1	ub_syn
FBXW10	GAPDH	ub_syn
FBXW10	USP14	ub_syn
BTRC	ATP1A3	ub_syn
BTRC	HNRNPM	ub_syn
BTRC	MDH2	ub_syn
DTX3L	ABCB8	ub_syn
DTX3L	ACBD5	ub_syn
DTX3L	APPL2	ub_syn
DTX3L	ARHGEF7	ub_syn
DTX3L	DYNLRB2	ub_syn
DTX3L	GRIA1	ub_syn
DTX3L	PRUNE2	ub_syn
DTX3L	RPLP1	ub_syn
DTX3L	VPS33A	ub_syn
CDCA3	EFHD2	ub_syn
CDCA3	EHD4	ub_syn
CDCA3	ENPP6	ub_syn
CDCA3	HADH	ub_syn
CDCA3	PPP2R1A	ub_syn
CDCA3	RIMBP2	ub_syn
CDCA3	RPL27	ub_syn
CDCA3	TOMM20	ub_syn
CDCA3	TTYH1	ub_syn
BIRC6	ACSL3	ub_syn
BIRC6	CRIP2	ub_syn
BIRC6	HDLBP	ub_syn
BIRC6	NDUFB8	ub_syn
BIRC6	PABPC4	ub_syn
BIRC6	TRAPPC9	ub_syn
CHFR	ATP6V1F	ub_syn
CHFR	FAM81A	ub_syn
CHFR	GRIK2	ub_syn
CHFR	HDLBP	ub_syn
CHFR	KPNA1	ub_syn
CHFR	LRRC59	ub_syn
CHFR	WASF2	ub_syn
CHFR	YWHAZ	ub_syn
CNOT4	DPYSL5	ub_syn
IRAK1	ATP6V1D	ub_syn
IRAK1	COL5A3	ub_syn
IRAK1	DIP2B	ub_syn
IRAK1	EPB41	ub_syn
IRAK1	FH	ub_syn
IRAK1	GRM3	ub_syn
IRAK1	HCK	ub_syn
IRAK1	LETM1	ub_syn
IRAK1	LIPE	ub_syn
IRAK1	MPP2	ub_syn
IRAK1	MPP6	ub_syn
IRAK1	NCKIPSD	ub_syn
IRAK1	NPEPPS	ub_syn
IRAK1	OLA1	ub_syn
IRAK1	PFKM	ub_syn
IRAK1	PRMT5	ub_syn
IRAK1	RPL12	ub_syn
IRAK1	RPS15	ub_syn
IRAK1	SEC22B	ub_syn
IRAK1	SGCD	ub_syn
IRAK1	SRC	ub_syn
IRAK1	TSC22D4	ub_syn
BFAR	ABLIM3	ub_syn
BFAR	ACOT7	ub_syn
BFAR	ALDH1L1	ub_syn
BFAR	ATRX	ub_syn
BFAR	CFL2	ub_syn
BFAR	LMTK2	ub_syn
BFAR	PLEK	ub_syn
BFAR	RP2	ub_syn
BFAR	RPS11	ub_syn
BFAR	VAC14	ub_syn
LRSAM1	ADD2	ub_syn
LRSAM1	ASPM	ub_syn
LRSAM1	BASP1	ub_syn
LRSAM1	CTNND2	ub_syn
LRSAM1	FBXO41	ub_syn
LRSAM1	GPX1	ub_syn
LRSAM1	HPCA	ub_syn
LRSAM1	OGT	ub_syn
LRSAM1	RACGAP1	ub_syn
LRSAM1	SRR	ub_syn
LRSAM1	SSR1	ub_syn
LRSAM1	XPO1	ub_syn
RAD18	GSTO1	ub_syn
RAD18	HADHB	ub_syn
RAD18	NAP1L4	ub_syn
RAD18	RHOA	ub_syn
RAD18	SLC32A1	ub_syn
RNF182	ABLIM3	ub_syn
RNF182	ACTA1	ub_syn
RNF182	AP2A1	ub_syn
RNF182	AP2M1	ub_syn
RNF182	ATRX	ub_syn
RNF182	CC2D1A	ub_syn
RNF182	COQ10B	ub_syn
RNF182	CSE1L	ub_syn
RNF182	DIP2B	ub_syn
RNF182	HCK	ub_syn
RNF182	KCNAB1	ub_syn
RNF182	LMTK2	ub_syn
RNF182	LY6H	ub_syn
RNF182	NCKIPSD	ub_syn
RNF182	PGAM1	ub_syn
RNF182	SNX6	ub_syn
RNF182	ST14	ub_syn
RNF182	TSC22D4	ub_syn
RNF182	TTYH1	ub_syn
RNF182	WDR7	ub_syn
SYVN1	ABI2	ub_syn
SYVN1	DAAM2	ub_syn
SYVN1	GNAI1	ub_syn
SYVN1	GNB2	ub_syn
SYVN1	KIAA0408	ub_syn
SYVN1	NCAM2	ub_syn
SYVN1	NDUFA4	ub_syn
SYVN1	PARK7	ub_syn
SYVN1	PTPN23	ub_syn
EP300	GRM3	ub_syn
EP300	KCNA3	ub_syn
EP300	LIPE	ub_syn
EP300	SLC12A2	ub_syn
EP300	TSC22D4	ub_syn
EP300	TTC37	ub_syn
EP300	VPS11	ub_syn
USP21	AGK	ub_syn
USP21	B3GAT3	ub_syn
USP21	BAZ1B	ub_syn
USP21	PLA2G4A	ub_syn
USP21	TTYH1	ub_syn
USP7	BSN	ub_syn
USP7	CCDC93	ub_syn
USP7	PMVK	ub_syn
USP7	SPINK5	ub_syn
TRIM44	ALDH1A1	ub_syn
TRIM44	AP2A1	ub_syn
TRIM44	ATP8A2	ub_syn
TRIM44	CD81	ub_syn
TRIM44	CHCHD6	ub_syn
TRIM44	EPB41	ub_syn
TRIM44	IDH3B	ub_syn
TRIM44	IGSF8	ub_syn
TRIM44	MAPK3	ub_syn
TRIM44	NAPB	ub_syn
TRIM44	OXR1	ub_syn
TRIM44	PAPLN	ub_syn
TRIM44	PDHA1	ub_syn
TRIM44	RAB37	ub_syn
TRIM44	RAB6A	ub_syn
TRIM44	RGS17	ub_syn
TRIM44	RPS7	ub_syn
TRIM44	SNTB2	ub_syn
TRIM44	SNX3	ub_syn
TRIM44	TSC22D4	ub_syn
NAT10	KCNJ12	ub_chan
MYLIP	KCND3	ub_chan
KCTD13	KCND3	ub_chan
FBXO2	KCND3	ub_chan
TOM1	SCN1A	ub_chan
RBCK1	GRIN2B	ub_chan
MSL2	CACNA1C	ub_chan
DZIP3	KCNC1	ub_chan
CISH	KCNH2	ub_chan
F12	CACNA1A	ub_chan
KLHL11	CACNA1B	ub_chan
SHPRH	KCNJ4	ub_chan
RNF128	SCN3A	ub_chan
RNF138	KCNA4	ub_chan
KCTD10	CACNA1A	ub_chan
LNX2	SCN1A	ub_chan
MEX3B	CACNA1A	ub_chan
SOCS1	KCNA4	ub_chan
RNF183	CACNA1C	ub_chan
OSTM1	KCNA4	ub_chan
OSTM1	GRIN2B	ub_chan
FBXL4	SCN10A	ub_chan
TRAF4	SCN1A	ub_chan
FBXO7	CACNA1H	ub_chan
KLHL8	CACNA1G	ub_chan
FBXL7	KCNA4	ub_chan
FBXL7	GRIN2B	ub_chan
RNF31	SCN3A	ub_chan
KEAP1	KCND3	ub_chan
RNF181	KCNJ12	ub_chan
MARCH5	GRIN2B	ub_chan
RCHY1	KCNC1	ub_chan
KLHL6	GRIN2B	ub_chan
UBR1	CACNA1A	ub_chan
FBXW7	KCNA1	ub_chan
EP300	KCNA4	ub_chan
TRIM44	SCN3A	ub_chan
