	LGd	Chrna2	LP	LGv	Chrna3	Chrna1
Zfp606	32.71003965763191	58.94245179856114	33.504176724137935	52.2426	78.16901785714286	55.21489871794873
Zhx2	6.106533972602735	10.629767741935483	6.913765151515151	6.80852	14.155876470588236	11.710534285714285
Nlrp9b	0.0	0.0	0.0	0.0	0.0	0.0
Micall1	20.610348833592543	28.879166666666663	16.38578125	30.37536	31.419514814814814	32.08802906976744
Nyap1	14.94567682926829	19.37745875706215	14.867720769230774	28.9154	25.747769444444447	26.78569595959597
Hspa4l	726.5478930830043	328.24429206349225	489.81088177083325	240.57554	312.8358055555556	402.65609166666667
Ncbp1	57.87776707946329	75.55875668202769	64.58135365853659	83.91139166666667	86.48520681818182	86.0605213114754
Cog3	33.74486534772183	36.08489861111109	31.27533949579832	47.72112222222221	54.09111923076924	29.377998571428577
Gtf3c4	31.023507507082105	48.02500492957749	32.75152432432432	21.9066	61.15614000000001	43.70804210526317
Rnf216	28.52331536748331	48.52967982062777	29.7903096551724	29.873366666666666	35.801911111111124	51.015684347826074
Ttc27	27.711968549422295	42.66196013986015	32.489242	56.362	43.07853448275863	49.270635632183904
Sh2d3c	26.7635596066566	42.5835043478261	29.242810526315797	30.185657142857142	28.88297	31.170025581395347
Capn7	60.89241800847461	58.581891588785055	66.27672654320988	61.945389999999996	85.16141282051281	63.470430327868876
Apobr	13.481547058823532	17.584566666666667	29.4722	0.0	0.0	0.0
Malt1	25.764639230769234	33.7949575	22.63764810126582	82.64474	35.949121428571424	26.21314411764707
Dlg3	79.69972093718843	84.29660692640697	77.11762786885248	66.81978666666666	105.28753999999998	83.6838880597015
Sema4g	46.82125464535471	37.283652244897944	35.436147023809546	0.0	29.74638000000001	56.48643714285718
Pcdhgb5	7.5739160000000005	9.3030625	12.843733333333333	3.9335	12.8384	24.795685714285714
Strip1	43.318273376623395	101.78070222222223	52.74226482758621	90.83152142857146	123.5552574468085	131.118225
Kctd3	33.86609045005489	30.347970414201193	38.54416092715231	38.64914615384615	54.0959	25.19943292682927
Slmap	89.7644435258965	52.084754502369634	72.47052751322752	69.26716153846155	51.008812765957444	44.665485981308414
Arpp21	191.17898543112014	71.06727286821703	212.0094744791667	932.2725466666666	50.76322173913043	47.819628571428574
Lars2	869.6754786561266	550.1631765873016	605.2806860103625	403.29071999999996	242.07386666666662	677.4592595890412
Lrrc8c	32.926756501182005	22.22601927710843	16.45836181818182	50.70603	52.19481666666667	25.42651764705883
Fer	51.155652915766694	76.57430088495576	56.01659012345681	46.36689166666667	80.11639069767443	96.77053129770995
Zfp281	59.385902620545146	53.33341117318436	53.09226545454544	52.144983333333336	72.65877297297297	60.0008440366972
Hif1a	69.2283716297787	126.93852642276413	72.86111257142859	77.93904999999998	150.99939230769232	147.12270303030297
Pde6b	6.854007142857141	17.270766666666663	0.0	0.0	59.312	40.40776666666667
Magee1	164.66279286422213	250.73396892430273	168.30489430051807	143.41870666666668	242.18789999999996	282.5637924657537
Adam15	69.75872222222222	48.08904126213591	76.40970588235292	20.550427272727273	64.21644615384616	51.11555680000002
Arhgap17	16.280642904290435	23.77657500000001	16.781325316455693	16.812966666666664	28.21122777777778	25.871829824561406
Zfp148	146.66831857707513	90.0702753303965	146.85647853403137	156.66245333333333	104.10218260869567	74.51204308943088
Dgkb	15.2780875	100.55878571428569	33.26621320754717	46.91064545454547	58.04936666666666	34.851216666666666
Vcp	187.23483695652166	281.27773253968235	185.14673854166674	133.40936666666667	277.44067358490577	292.0274393103448
E2f8	0.5638	0.3521	0.0	0.0	0.0	0.0
Tmtc2	23.6255243150685	1.5617499999999997	28.192799137931036	47.8696	0.0	0.0
Osbp	38.27720108459866	43.45261727748691	35.90327435897436	34.314781818181814	60.09386818181818	58.939699999999974
Ddx54	30.259040410958875	38.0850390410959	33.29365845070423	26.032083333333333	39.786717857142854	37.55854197530866
Elfn2	14.463788296488943	12.087092307692306	21.276006578947374	13.72401666666667	13.380287500000001	9.628026666666665
Nvl	86.47006650148667	89.41508442622943	92.46448489583338	99.99385714285714	73.54851153846153	84.4301897810219
Dhx15	95.53147410714293	112.91804814814824	83.02888021390373	47.71634615384616	114.35755294117645	111.9170028571429
Ophn1	38.969016225546625	69.8478847533632	40.636583802816894	54.98918333333334	58.84386341463413	62.3912756521739
Rsbn1	16.00382733516484	25.55636646341464	14.694271724137929	24.6818	25.810542857142856	27.656886666666665
Armc3	5.71955	0.0	15.394	0.0	0.0	3.2296
Espn	6.17376	3.5531333333333333	0.0	1.6852	0.0	2.6767
Jakmip2	105.70351754212096	76.43023574468084	95.00257368421052	113.94734666666666	64.71476097560974	74.45711889763778
Pde8a	6.901396000000002	15.036272413793105	13.702079999999999	6.6253	20.84361428571429	19.136452
