	P	GABA1	Pulv	K2	GABA4	GABA3
NUFIP1	100.87419852398526	99.54047999999999	75.25007355371906	58.23203928571429	148.24357500000002	96.41102631578947
FBXL16	0.0	0.0	0.0	0.0	0.0	0.0
DGCR14	0.0	0.0	0.0	0.0	0.0	0.0
CHN1	167.59416896551713	161.66718000000003	169.3229584210526	136.0530150943396	258.32043125	248.49281301775162
GPT	46.881638888888865	43.70525	25.776810810810815	59.378725	21.8675	46.898174999999995
P4HTM	294.8466105960264	361.1086061224489	305.5445166051661	305.0067507042252	355.6782916666666	455.4641819923371
ZIC3	78.91707142857145	0.0	48.333933333333334	33.72931666666667	32.7161	102.578925
IRX3	0.0	0.0	0.0	0.0	0.0	0.0
RDH14	124.67534316239318	289.9064583333333	149.97833274336284	120.39882439024392	110.58891666666666	152.37277323943655
SLC16A1	92.57431990740744	83.19802352941176	82.45720384615382	86.66635185185186	167.663225	73.81880576923078
ESRRG	165.54595612244893	147.1553448275862	76.02496133333334	70.03698461538461	119.64480833333334	82.59834956521742
CTDSPL2	111.38502614840985	128.38213181818176	94.33373113207548	96.2905027027027	124.6628	101.12335166666676
CALCRL	53.29926666666666	200.7965	0.0	0.0	0.0	106.9366846153846
CDT1	0.0	0.0	0.0	0.0	0.0	0.0
LMBR1L	75.24417368421057	135.70377619047625	71.11166774193545	42.275935294117645	152.2793294117647	91.39894026845637
KLF11	99.13886274509805	68.13496	87.40085897435895	60.83403333333333	6.2479	144.3967707317073
SESN1	76.41307154471541	91.5678076923077	94.27327460317463	81.17805111111109	34.243700000000004	84.28535212765954
TRIP6	72.55787252747253	143.90618999999998	68.58574520547943	46.50732666666668	341.8783	94.05231282051282
CHRNA6	3.1236	0.0	0.0	5.5582	0.0	4.0351
PLIN1	56.709076190476175	76.17583333333333	29.315574999999995	32.53478888888889	25.30945	47.338325
SOX10	68.15205925925927	9.8874	79.22931578947369	86.23577272727275	222.5658	38.66699
MEF2A	212.59251607476628	235.18298787878786	290.9347886792454	477.51339285714306	206.72185625	189.93729308510638
POC1B	98.0384709876543	188.61223333333336	76.2748909090909	66.74202999999999	124.47555000000001	77.31390645161291
SELENBP1	57.038174999999995	0.0	18.324242857142856	192.66676666666663	0.0	69.3956
ZNF655	187.76282517006806	226.59768461538462	173.11163048128347	177.81791372549014	250.17138000000003	195.24494910179638
ATG4D	79.91046960000001	169.7962857142857	55.377820370370365	63.244309090909105	7.9337333333333335	95.79297894736843
ILK	151.00555254691685	284.54537575757575	162.95009004524888	144.85157037037035	171.89678500000002	252.67591459227475
EEF1A2	102.45492413223143	75.71505531914895	62.418104850746246	81.10048219178084	70.330924	59.569013779527566
BMP5	4.5913	4.9409	5.577166666666667	14.000374999999998	81.7902	26.0228
IRX1	13.1508	38.509299999999996	21.8218	0.0	0.0	3.9565
FAM83F	8.3567	0.0	0.0	0.0	0.0	0.0
GTF2H4	54.64153253012046	50.241020000000006	52.593784	59.38268333333334	40.13042	95.87504722222224
NPEPL1	0.0	0.0	0.0	0.0	0.0	0.0
DBT	84.42726211604095	158.38501875	87.66419926470586	70.57319756097559	118.74695555555553	105.1352865079365
SUFU	98.2050583333334	154.70495999999997	107.08278660714288	76.33385161290323	75.8536142857143	117.1678709677419
MFSD1	186.94575503597125	275.36363636363626	112.85698804347824	98.23788095238095	134.1295	148.57916923076925
PIGQ	0.0	0.0	0.0	0.0	0.0	0.0
GP2	0.0	0.0	0.0	0.0	0.0	0.0
SLC36A1	114.7904272727273	139.43743636363638	104.92820243902433	114.5207276595745	135.66476666666665	102.62894642857147
OMA1	118.94429482758618	162.365375	97.27710789473686	52.32158823529411	136.42923333333331	86.35292647058822
SERINC1	243.0524179640717	844.342817647059	216.3768381974248	284.37181451612906	595.8213291666669	591.3768860465124
GPR101	57.4948	0.0	0.0	16.766750000000002	0.0	13.2985
NTN5	0.0	0.0	27.28014	0.0	0.0	49.00331818181819
SHMT1	63.04217524752474	204.33885	56.97387037037038	61.843659999999986	288.6782	64.42910500000002
EEF1A1	50.5052545816733	75.64773913043479	43.82386713286715	50.28340652173913	95.95120909090907	81.11740291970804
SLC2A3	53.4853274074074	131.7945	41.61636000000001	32.434676470588236	169.66295000000002	63.1512262295082
TRIM10	13.222569444444446	16.0344	5.607500000000001	5.5595	7.2496	5.870329411764707
SCARB2	194.96553585313188	395.05628055555553	133.79291917098448	149.76035094339628	197.53616250000002	261.75292277227726
CHRM1	0.0	235.15470526315787	0.0	0.0	0.0	149.6592
PRMT3	96.8074762295082	122.69441428571427	67.43898709677417	90.490555	87.87088333333332	79.96212807017544
NONO	162.16595855614983	256.28979999999996	148.54223448275863	149.91088431372546	194.79237857142854	251.54758111888103
WDSUB1	106.74453427835056	231.23213437499996	116.97912282608694	87.50217636363637	180.9913133333333	127.28768611111111
PTGER4	59.28161	28.6156	36.299099999999996	38.4792	0.0	63.60935
CDC20B	0.0	0.0	4.8514	0.0	0.0	0.0
PCCB	86.70482083333334	154.03289999999998	88.57503265306121	71.61014782608694	221.68114999999997	76.79292500000001
RCOR1	92.48429806451614	82.28736153846154	81.63945684210526	59.807462068965506	104.91285	122.12406346153846
ZSCAN21	150.52467590909086	168.37125333333333	196.92668764044942	89.12823333333333	60.560833333333335	146.23697611940295
SVOPL	60.35829999999999	88.9202	30.33693333333333	6.5809	0.0	81.21763333333334
SPINT1	0.0	0.0	0.0	0.0	16.358	122.37554999999999
SERINC3	171.85740748299298	354.80977954545466	155.77020346534647	168.9065529411765	183.37351111111113	195.12704864864872
SNX17	136.14917056962025	211.60146799999998	128.98783416149072	123.30410263157893	70.69625	184.93139391304365
HYAL2	68.51567924528301	9.5581	81.65092173913044	121.02656250000001	147.6055	118.37107307692307
FOXA2	3.4118	0.0	42.4884	0.0	0.0	45.4644
MMP11	82.38890740740742	212.7481	8.453199999999999	121.88995	0.0	164.41805
UFSP2	110.37787920792081	132.75893333333335	127.28278677685945	75.65221714285714	156.1046357142857	180.67644509803924
ABTB1	57.43329251101321	50.797733333333326	68.17412480000003	93.79401142857141	55.15775454545455	50.96700225563909
SLC16A8	72.36478571428572	56.5323	5.511566666666667	0.0	0.0	33.1167
CELF3	29.92315505617979	55.710921875000004	36.51295783783784	35.81272075471697	102.9344125	47.4705524691358
SLC22A14	83.4149	201.04645	65.38826393442622	53.936136	107.1492	83.03034565217389
PSEN1	125.82386679389313	172.19714736842104	109.75761632653064	82.7912714285714	147.68875	157.39863452380953
FAM155A	131.90325853658527	168.83536363636367	166.2215536697248	124.33140199999994	188.24132777777777	204.27100904522618
CPN2	47.1912	0.0	0.0	0.0	32.7161	0.0
TRMT13	81.83596650246305	159.43063636363638	61.12534651162792	53.668048387096796	58.26641428571428	96.52654523809522
NEK3	177.13156398467422	99.71719090909092	138.7975023076922	98.17758125000003	155.79335555555556	152.31276025641031
TRIM34	0.0	0.0	0.0	0.0	0.0	42.8685
FGB	0.0	0.0	4.7046	0.0	0.0	14.2895
TGFB1I1	0.0	0.0	0.0	0.0	0.0	0.0
REC8	75.36599298245613	116.268	11.075641666666664	64.59851111111112	18.11005	44.791221428571426
GABRA5	133.0271485232068	232.26060999999996	120.06939142857148	160.0472	122.55341250000001	156.57129186991872
AMIGO3	35.97367160493826	107.28985	54.948486842105275	29.25831875	62.5157	105.30365599999999
SERPIND1	39.02664583333333	30.686566666666664	30.76841904761905	31.906675	88.6446	25.81077407407408
SLC26A10	32.7442	39.45766666666667	29.405216666666664	0.0	0.0	84.17055714285713
PRPH	11.1074	0.0	0.0	0.0	0.0	0.0
SARS2	107.18734476987449	162.21912500000002	88.29374719999993	100.67534848484848	164.5365285714286	91.7050774647887
BPIFC	61.26848988764045	0.0	115.62203333333329	33.91103636363636	41.44375	46.763417499999996
TMCO6	109.63025567375882	69.91750714285716	94.96346535433071	82.55911388888889	60.207987499999994	74.67407575757575
TFCP2L1	60.38444285714286	0.0	5.8779	27.21125	0.0	11.1903
LETM2	97.86009693251532	187.18953333333332	90.36052000000001	75.52104	148.272	200.77587058823528
TUB	137.07194982578395	244.31830769230768	207.46489234693885	122.75311904761905	178.71244666666664	200.85063897435884
LRRC24	0.0	0.0	0.0	0.0	0.0	0.0
CCDC96	95.75203571428573	0.0	27.67	113.3965	0.0	70.8189
RHOT2	0.0	0.0	0.0	0.0	0.0	0.0
PRSS53	0.0	0.0	0.0	0.0	0.0	0.0
CNDP1	64.342875	286.13575000000003	79.01887500000001	63.34813333333333	0.0	97.20999230769232
TUBE1	118.44586310679611	247.63360909090906	115.5508853211009	117.24671714285715	91.18852000000001	133.05998000000002
GHDC	98.43484029850742	133.9197090909091	117.11560000000003	90.09592258064514	238.32303333333334	150.07619250000005
CYP27B1	81.54195833333331	111.5536	85.92300454545455	101.01872499999999	18.4451	145.8643090909091
IRX4	10.518475	59.5693	17.22005	6.1461	16.358	31.866840000000003
DGAT1	123.59022773722636	167.1719052631579	116.41959206349213	70.541340625	102.84352727272727	130.69849743589748
RARG	76.63014067796612	127.34252222222219	82.30156575342468	56.59008181818182	32.7161	100.90476000000001
ZIC1	88.17394213197974	7.053699999999999	59.78042812500003	73.01249117647063	39.322950000000006	38.845926666666664
LRRC14B	70.93386818181818	0.0	77.84977857142857	13.0954	65.4322	6.7935
SPTLC1	106.36147801047117	100.06677499999999	102.84441666666665	62.51505555555555	113.82303999999999	131.06494848484846
PLAGL1	218.9408759825327	214.5990388888889	170.11775398773	165.4665326923077	221.49051999999998	205.76245785714283
ZNF846	52.351334965034965	132.4766875	51.043531914893634	44.28554999999999	92.95442	100.33538461538465
ZC3H12D	4.3296	0.0	0.0	0.0	0.0	0.0
WT1	0.0	0.0	0.0	0.0	0.0	4.85685
TRIM65	56.72463311688312	79.277225	52.20232716049384	49.00220454545454	62.406875	68.92695128205128
TC2N	5.23205	4.4613	7.438133333333333	0.0	0.0	0.0
STEAP3	65.4334875	13.0578	35.96616999999999	15.885933333333332	121.62695	36.33445
FEZF2	84.55663333333332	47.07775	8.544699999999999	0.0	0.0	36.00573333333333
TFAP2B	5.7861	0.0	5.236633333333334	35.0883	0.0	0.0
SNTG1	14.267775	117.23627142857144	74.131575	99.22582857142858	225.84586	173.72142926829267
PPOX	134.23745368956753	120.56324	132.70218699551566	90.86637755102043	136.90696874999998	167.81167989690715
KCTD8	98.0270813636364	229.3085	102.82841698113205	59.62396666666666	127.43535999999999	118.8838090909091
FBLN5	89.8049	0.0	31.155299999999997	0.0	0.0	42.9784
ZBTB14	70.04184634146341	101.61066	80.7482295774648	77.38963749999999	228.57238	87.7218880952381
PORCN	66.76530000000002	120.38065185185187	67.45206423841057	71.02238750000001	134.18037	109.45618163265311
CHST3	20.876	10.2066	15.1737	0.0	0.0	6.0937
DEF8	0.0	0.0	0.0	0.0	0.0	0.0
TOE1	81.98021999999999	146.62333333333333	76.73701714285713	87.49806666666666	167.84256666666667	97.10659545454546
DHCR7	67.23560943396225	263.23002	104.16673663366336	93.58125	133.78083571428573	218.77665771428573
HIRIP3	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB9	80.17465217391302	205.7804	110.80947142857144	44.270227272727276	140.48385000000002	207.21772173913035
TUBB3	0.0	0.0	0.0	0.0	0.0	0.0
CHST7	164.146	86.6495	0.0	82.3913	0.0	161.328
PSMD12	165.2936213114753	234.183352	191.2687879807691	161.54746428571428	256.45520000000005	195.549604516129
HTR2B	108.03128714285718	207.93377499999997	94.09222941176469	92.35325675675674	121.79157000000001	109.67610657894735
ASIC5	0.0	0.0	0.0	0.0	0.0	20.2384
CCDC181	158.72858360215056	145.27844545454545	153.0612325714286	125.93511860465112	353.34463529411767	209.3308212643678
RXRA	48.96610000000001	130.881925	91.139875	32.6387	0.0	30.303179999999998
STEAP2	143.2762725925925	120.0400631578947	124.25432941176472	131.18123773584907	140.39825000000002	115.33359999999998
KPNA7	4.9886	0.0	167.426	0.0	0.0	5.0046
CDK18	35.262825	88.9564	61.77516000000001	24.04108	102.622775	81.81571818181818
MPP1	178.3850371980676	187.4480769230769	153.2859385620915	159.11771458333337	192.09645	155.90749080459767
DES	0.0	0.0	0.0	0.0	0.0	0.0
PPP2R2D	155.20087105882362	247.46036521739134	132.51816461538465	137.33010508474572	100.81795555555556	142.76881212121214
EFEMP2	169.62565303370795	154.3570769230769	113.06887731092439	197.9056301886793	230.0035789473684	170.63076410256423
MMP19	106.95041764705881	0.0	32.6396	3.9925	0.0	4.3626
MAZ	0.0	0.0	0.0	0.0	0.0	0.0
SUSD4	156.7701303999999	231.57259736842101	220.32569719626179	151.11538863636363	122.65512307692308	161.57598627450986
FOXD2	0.0	0.0	5.8762	0.0	0.0	0.0
FBXO15	92.75840357142856	411.308	74.37603999999999	105.4553375	126.01877499999999	156.6117
RRNAD1	130.84667357357353	145.25684545454544	116.55823941605837	160.37244285714283	282.82323333333335	177.48308354430372
PIGW	62.541980434782616	20.740724999999998	47.699011111111105	38.29555714285714	19.43225	108.39492941176469
CYP2S1	0.0	0.0	0.0	0.0	0.0	0.0
KRT12	16.521566666666665	0.0	13.599733333333333	8.04325	0.0	21.4892
MYOC	153.12245000000001	0.0	44.9144	15.9788	0.0	122.16973333333333
PPP2R2A	106.68534135338349	73.52340000000001	70.34913493975905	52.57477272727273	51.18605	87.91148461538462
GABRA1	466.07819883527424	1041.2212169811323	380.6733319391636	363.51643943661963	411.8561227272727	197.99986704545452
RGS6	36.78053333333333	213.84044999999998	116.6734	264.4899000000001	130.04273333333333	335.9051364806867
SLC39A8	85.08469062499998	0.0	101.23396867469883	37.23164545454546	121.4069	144.66850624999998
TUBA1B	392.96676560934844	344.69692173913046	340.3693425925925	395.51064705882334	307.48449090909094	245.3849288288288
EFEMP1	42.070033333333335	0.0	6.1393	112.4462	16.358	200.957
PCED1A	79.30540216049387	136.48091290322583	85.49686275510204	94.38242264150944	192.47992380952377	131.12571459459465
RRP9	119.88696299559466	175.92789166666668	107.61654034090901	109.06059047619048	222.73148333333333	97.74284999999998
RUFY4	152.9890661971831	0.0	98.07941	0.0	0.0	0.0
PDLIM7	56.237204999999996	46.8398	0.0	0.0	0.0	26.803766666666665
DNPEP	151.38100493827164	205.00726000000003	121.41321937984497	106.30068205128205	261.43442727272725	205.47491948717948
MCRS1	98.74112167832166	191.43680555555557	92.39861704545454	81.41677659574468	102.40911818181817	95.31914021739131
TRIM50	71.26902857142858	5.6679	5.01565	0.0	32.7161	5.103566666666667
RTKN	115.52916666666671	151.61536666666666	69.39300740740741	72.48896923076924	129.377125	72.27347647058822
GPR89A	225.72382366589318	254.86284782608692	201.98264693877556	181.76379534883725	244.64119333333335	252.32717266666666
TMEM175	68.69988212290508	118.44209615384612	74.63062865497074	60.194246428571425	44.85106	87.29674379084969
SLC2A5	158.36650571428575	20.2834	135.99343333333334	82.93747499999999	16.358	105.9977
MAPK15	7.4048	0.0	9.0515	0.0	0.0	4.4839
FBXW2	125.37336020671837	125.18023999999998	119.35081828571428	103.525116	114.07256363636363	151.9246439655173
FOXA1	57.00744531249999	0.0	56.3746875	33.142199999999995	0.0	59.38482499999999
ST7L	136.69568439024388	287.3208583333333	149.81368270270278	153.48521538461543	155.87240000000003	158.73572875816984
TEKT5	0.0	0.0	0.0	0.0	0.0	0.0
THBD	13.1647	273.28506666666664	261.7242	0.0	0.0	128.29777692307692
GPT2	0.0	0.0	0.0	0.0	0.0	0.0
POLD2	88.73541172413793	126.09027333333331	90.50457431192662	94.40132592592593	205.99005	112.0313808823529
DNAAF3	42.332227777777774	156.20894444444446	0.0	0.0	27.3916	139.47162941176472
SNTG2	77.070222631579	0.0	34.392375	81.8224	0.0	0.0
PUS3	118.72988019323668	186.15110769230768	97.28126237623765	96.40778157894738	82.40232	171.62549295774656
ZNF622	94.72385462184872	150.84723333333332	74.54613492063496	100.63590555555557	169.626225	140.47007209302325
GLRA1	107.1557696969697	126.50387142857141	74.1990357142857	143.808775	90.1421	133.31185
DDX25	133.21283522012573	254.44085	98.37780210526316	95.40905294117647	132.365575	152.10984029850746
HNRNPH2	81.8822208333333	37.345800000000004	36.00921351351352	75.212945	138.66603333333333	40.05539999999999
TRMT2B	46.91178879310346	5.27172	32.39338648648648	56.14040833333335	103.44051999999999	80.82562
ICA1	245.52521669724763	239.82394230769236	209.02760042918447	201.06228103448282	217.82731666666663	183.13251436464088
ARHGAP19	117.1937705882353	261.2671	125.6465111111111	71.66112000000001	403.5328	109.98598888888891
BTBD17	97.01264166666665	0.0	19.89785	62.1267	0.0	126.9323853211009
METTL14	102.5718642857143	136.55838	88.96199767441861	64.09294545454544	202.52436000000003	103.60089354838709
ICA1L	124.49310970588226	235.19502999999997	148.3411559241707	156.019945614035	207.22067222222222	167.08952108843533
CDK14	188.415586732673	411.1324744680851	267.8506079681277	277.834352238806	176.59478235294114	224.73891746031748
GABRR2	0.0	0.0	5.8868	0.0	28.51275	72.4914120689655
STK33	167.3938	175.7061	55.791666666666664	0.0	39.62103333333334	108.04935000000003
TUBA4A	144.08460047393376	156.375044	190.7560754310347	142.47203404255316	161.5409230769231	139.38132666666672
CYP4X1	0.0	0.0	0.0	0.0	0.0	0.0
CYP4V2	52.9974734375	81.09515	43.0737090909091	18.29551111111111	96.10238333333332	66.36207804878048
STK32C	78.46756943521592	122.03687272727275	115.44024693877546	112.13980350877193	14.238325000000001	57.407871428571426
POLG2	96.40834758064513	276.934175	63.0634846153846	144.61668750000004	40.21128	132.89524761904755
TUBA3E	19.226838461538463	92.8642	41.54006666666667	27.2012	0.0	6.45585
SPRTN	99.7774211640211	158.01141428571427	78.94187027027027	99.60065789473683	69.19853333333333	104.33770303030302
ZBTB12	7.675019999999999	10.31075	9.592333333333334	23.9682	0.0	46.23276666666667
ETV6	135.1276651026392	60.614200000000004	118.86769999999999	82.12895	188.21130000000002	148.87187809523815
PARP3	78.92218529411763	0.0	92.21551000000001	125.12222857142855	11.6377	87.58170000000001
CDKL2	161.29741041666674	123.5724909090909	154.815631372549	136.84394324324325	238.26660909090907	155.67481764705883
TUBA1C	0.0	0.0	0.0	0.0	0.0	0.0
LRP11	128.60157902735554	123.57148636363637	141.27180872483217	128.3606289473684	228.32213749999997	240.41859423076923
SLC24A5	16.99139689922481	17.840822222222222	14.292829230769236	11.674733333333336	0.0	34.88591999999999
CCDC61	47.50685619047623	56.36749375	42.503857281553415	38.723415384615386	121.1080875	64.07293538461539
RINL	44.91143571428572	45.02965	99.61001999999999	11.0678	4.2658	36.5058
CS	243.91518362235067	263.19513548387096	288.36506734693876	267.7551016949153	290.9172888888889	270.04698695652166
VIM	76.52517317073172	0.0	76.2915	0.0	0.0	25.969166666666666
CABLES2	145.57760224719098	316.119825	156.08935636363623	128.1143333333334	196.58507500000002	157.81148285714292
CHRNA5	85.52426136363638	0.0	73.98469791666666	76.89916666666666	100.15790000000001	105.63634387755106
DCTN4	194.592055737705	298.7487896551724	147.45624728260879	190.33219298245615	152.30323125	226.82500058823544
CAMK4	402.32886778761065	190.30358749999996	253.42110164609056	149.00788135593223	281.2323789473683	409.69914358974347
NR5A1	6.949792307692307	18.4857	10.997	6.889066666666667	0.0	9.000777777777778
TINAG	0.0	0.0	0.0	0.0	0.0	0.0
EED	95.86200000000002	78.38748	92.79744193548386	102.8240564102564	93.83184444444444	109.85753913043476
GABPA	47.05881605839416	65.24044782608694	46.419634848484854	34.06679761904762	13.8158	47.60945399999998
CAP2	135.6791659863946	229.85508181818176	113.87928855721391	135.21159166666664	83.02778749999999	100.91188815789471
CCDC65	50.7111852713178	89.71936666666666	56.839288815789494	65.96530689655172	66.1772	74.37959384615388
EGR2	33.582683333333335	4.78605	42.160799999999995	5.2617	59.78445	15.652416666666667
TOM1	128.23355767543862	220.36809999999994	134.78678279069766	127.94564067796611	75.1316923076923	151.8098048780489
TUBB2B	19.012345454545454	57.06633181818183	15.037830555555555	22.053293333333336	34.987260000000006	33.44957741935484
SOWAHC	63.13844545454545	55.394125	85.73955555555557	44.83376470588235	67.56400000000001	78.18710909090909
MFSD2B	44.311386363636366	6.5916	12.0551	109.78190000000001	0.0	134.1294
IFNLR1	7.332612500000001	5.3448	69.594475	34.432966666666665	0.0	5.565066666666667
NMT2	180.14884748322143	43.721291666666666	110.11071129032263	151.57280298507462	85.12757333333333	78.81648939393939
TCFL5	75.79586339285716	20.97266666666667	46.606735384615384	71.934675	117.98506666666667	89.90746785714285
YARS2	91.06076483516482	193.80320999999998	85.16272000000002	74.51425	125.3729	103.56769318181817
TUBA8	144.8258565217391	129.29828	102.48729743589739	105.38682820512823	177.8474666666667	131.38712672413794
RAD18	109.32653658536583	200.7197	193.0036375	74.34912352941176	262.4098	132.88629523809524
SLC43A3	99.16221428571428	0.0	82.94913333333334	34.60776666666666	6.609	0.0
IDH2	106.87930425531917	96.21165294117647	164.03688340807184	112.65662647058824	89.61845	156.5769523809524
CDS1	212.5853141999998	146.634196	154.6282526011561	161.9781901960785	275.049975	140.67689767441863
WIPF3	68.80498148148149	178.5543	99.6390761904762	171.36806666666666	32.7161	82.858225
RUVBL1	123.69126223776219	138.005525	111.29598358208955	107.90635909090908	124.53881666666666	148.80707777777778
ITPRIPL2	0.0	0.0	0.0	0.0	0.0	0.0
RUVBL2	149.65576136363637	218.9382894736842	159.8914404958678	178.38048823529408	244.743	191.4063577777778
PPP2R2B	106.30441938202243	193.94740370370369	136.63381861702118	132.501725	151.04656315789475	153.69740860215057
EIF3E	134.36838258706476	150.32285000000005	107.27030229885055	84.83890185185186	292.99670000000003	150.12160510948905
ZNF410	166.02232128851543	153.96656923076924	138.73531408450708	122.37246	213.19986	207.84745284552847
ANGPT4	7.625024999999999	0.0	50.45309999999999	48.64295	0.0	6.3673
ZFP2	112.76190381944447	244.26287058823522	124.04277964601762	109.50353170731702	141.01338750000002	196.69149104477617
PNMA3	142.58576881496873	100.14857916666665	102.48303333333325	122.12378367346932	74.29849999999999	113.87578025477708
EDIL3	94.60461117021273	209.4694	104.26649829059822	121.53754166666666	663.7429	74.25933333333332
TACR3	0.0	0.0	0.0	0.0	0.0	0.0
FOXD3	0.0	0.0	0.0	17.5442	0.0	0.0
E2F3	87.05424350649349	47.395399999999995	79.24453095238093	56.51115217391304	161.04420000000002	79.95119374999999
GAS8	0.0	0.0	0.0	0.0	0.0	0.0
CYP2J2	0.0	0.0	0.0	0.0	0.0	0.0
APBB3	128.82107205882357	147.88643333333334	136.47059545454547	103.66083404255322	174.60418461538464	162.72375109489056
AK8	67.11325081967215	87.41733333333333	30.177674999999997	70.37325000000001	59.54445	80.24221666666666
HNRNPH1	191.4691759425494	156.89804615384617	123.93501939655171	220.21675138888887	208.36981904761902	186.07367589285724
GLRA2	51.67934375	0.0	63.65736666666666	31.95055	0.0	0.0
DCAF12L2	135.80449285714286	13.7019	86.21744285714286	45.0252	0.0	239.44743333333335
TRMT5	108.06134811320747	171.83427499999996	100.42821238938049	85.93625185185184	108.2922090909091	133.16261011235957
CORO1A	0.0	0.0	0.0	0.0	0.0	0.0
CSK	45.34562771084337	64.51894705882353	55.76731071428571	65.858075	80.91364444444444	87.51041641791045
ADRB1	20.00551	132.78771333333333	21.605550000000004	44.260555555555555	143.561875	74.78328367346938
USP27X	56.67037341772151	63.33	57.25201428571428	27.468925	321.61584999999997	87.85871666666667
SLC16A4	43.12629924812031	37.417675	33.45076341463414	57.51413	95.49935	56.00853749999999
SPNS3	5.7573	7.0665	5.2459	0.0	0.0	0.0
TFAP2D	5.14632	0.0	8.133700000000001	17.5442	0.0	92.31920000000001
EVX2	17.4039	0.0	0.0	0.0	49.0741	0.0
TUBB	161.8184843495936	214.98701612903224	157.65999670781892	209.57709672131153	232.8845	201.31496058823532
GABRB3	180.27912529002307	284.8917947368421	194.18865327510917	219.24516617647063	434.5852789473685	337.40943582677176
FLI1	26.2486	0.0	32.9741	0.0	0.0	0.0
MMP20	0.0	0.0	0.0	0.0	0.0	0.0
HADHB	118.10764341637015	93.70057333333334	84.92928320000001	71.62659696969696	77.76813333333332	98.63529512195126
TUBB4A	120.77045816733072	174.24082647058825	105.77904090909084	141.22503898305084	125.61790666666666	117.38015322580641
ITPKA	79.07117083333331	116.83973999999998	34.204280000000004	0.0	413.0656	7.012999999999999
DDC	99.27087142857143	0.0	100.357	0.0	0.0	84.4406
CHRNB4	9.135399999999999	5.51295	0.0	0.0	130.8644	46.30413333333333
NFIL3	137.7452317829457	85.00615	148.61628285714286	180.01244999999997	35.47275	113.48439166666665
PRCC	36.130141605839405	57.8218923076923	37.34963943661971	35.98060434782608	108.582325	59.28775205479451
LIPC	56.7968	0.0	0.0	0.0	16.358	38.47415
GCK	68.58379076923077	44.821574999999996	81.7442224489796	65.0631111111111	85.41924	97.49773888888888
HSPBAP1	74.70966147540977	175.28575	43.235920000000014	58.51772857142857	106.86295	119.90872876712329
BLMH	103.05372335025379	139.83618750000002	96.53071290322582	83.70282333333331	190.303875	114.26662400000001
SAAL1	94.6426032520325	198.99066666666667	98.76066086956524	103.46897692307692	97.97031666666668	134.1899287671233
MAP2K5	94.7281181451613	106.5522166666667	63.376888	62.11957222222222	146.64434545454543	112.40244545454544
IRF5	121.85385114942517	170.03238000000002	123.83356818181811	149.23882400000002	90.19703999999999	130.9624829787234
FAM155B	90.71314285714286	280.11095	38.87525	0.0	125.01743333333336	113.56583170731705
RHCG	3.2991	0.0	6.20915	0.0	0.0	11.4462
PPP2R3C	117.92289198813063	89.34895454545455	96.4397696969697	119.22456666666665	69.4149	120.85376395348837
ISM1	72.39417368421051	9.4238	94.5373815384615	77.76898181818181	0.0	159.93320000000003
CALCR	0.0	360.94530000000003	0.0	0.0	0.0	0.0
B4GALNT2	4.444	0.0	0.0	11.38285	0.0	0.0
ADAMTSL5	39.61917777777778	7.700049999999999	13.562774999999998	0.0	27.67155	14.166677777777783
CPQ	46.79464193548385	26.083666666666662	56.23881818181819	54.084761111111106	248.4709	90.10830833333334
SCARB1	86.45301146341468	106.20664838709676	110.35751953488369	89.23186666666669	132.70270000000002	122.02179354838704
IFIT2	121.76080000000002	113.71340000000001	158.68215769230767	155.29732	21.9132	176.90990833333333
VNN1	0.0	0.0	0.0	0.0	0.0	0.0
ALPP	7.354333333333333	0.0	0.0	0.0	0.0	0.0
CDS2	54.58132013422819	46.728714285714304	60.7484811881188	32.08484736842105	156.55366428571423	85.14208448275862
HLX	58.22073000000002	39.6934	86.1275227272727	76.87816666666669	0.0	79.46444285714286
ZNF296	53.6245738095238	105.01466	72.38338333333333	62.12547000000001	238.85096666666666	107.43544444444444
ZSCAN22	95.86071764705878	118.62076666666667	136.2616095238095	56.57624545454544	49.0741	108.98648
CEP57	120.53275299539162	213.34436666666667	136.70314824561405	82.05815833333334	135.56113636363636	138.34445272727268
HTR2C	0.0	499.36	0.0	0.0	0.0	8.0498
SLC29A4	91.68551714285714	277.4625592592593	60.31427435897436	116.41786862745099	0.0	8.383866666666668
CYP11B2	0.0	0.0	4.7143	0.0	0.0	0.0
CHRNE	46.481370731707315	37.745200000000004	14.833966666666665	0.0	0.0	28.52588
HRG	19.8766	0.0	0.0	0.0	0.0	0.0
GLP1R	20.923376923076926	9.5581	42.192499999999995	10.956766666666667	83.65015	159.83768039215687
SPRED1	49.71496363636363	0.0	71.92128888888888	29.610419999999994	8.3699	77.09058918918917
FAF2	112.85949604316549	195.4957125	110.71150645161285	97.45797555555558	119.36526999999998	140.12685688073392
FAM188A	0.0	0.0	0.0	0.0	0.0	0.0
TADA2A	98.75424652173919	43.85043333333333	69.38531304347825	101.87386428571428	117.16180000000003	90.67031463414635
RNF168	82.10792058823532	70.65842500000001	69.72431176470587	137.95870499999998	110.25438	105.10398305084746
POU3F2	48.13432727272727	154.65649999999997	73.48335555555553	53.39295	227.61899999999997	161.27174076433124
CCDC174	204.40949619047595	300.42298000000005	211.80577413793088	169.81886818181812	282.4172722222222	286.69638401826495
