logFC	logCPM	PValue
Unc79	-1.01588528863511	6.71574159878877	7.16656390601499e-05
Ankhd1	0.881097136796529	6.37424117024604	1.44378799026659e-06
Pdzd2	1.23495991029435	7.05863730369752	0.0367022176548461
Cul9	-1.15774335897141	5.91441375506423	9.00375361809636e-06
Ttc28	-1.9077413769419	5.58167309701314	1.18184128118218e-09
Ncor1	0.354336017171973	8.00196465170829	0.208153867816799
Zfhx2	-0.524988759508848	5.96872205117079	0.13994686842786
Ncor2	-1.68093113510425	6.14779839682806	3.4501984504611e-08
Zfyve26	-0.679326321858576	5.61629731085742	0.00540456023555121
Tln2	0.729729699926721	6.78394394780026	0.0330783906492132
Cnot1	9.75067805976273	5.41710748642709	5.50576817948056e-31
Setx	-0.846584564952735	7.11597844719921	1.8538269868202e-05
Prpf8	0.253091764514794	6.88797974807492	0.197882138544028
Hivep2	0.20830278888619	7.43273559093064	0.519145287953011
Pkd1l1	-0.48632597450932	2.9295929633506	0.839031799275965
Tg	-1.10941992812201	3.40378335863586	0.47410231587538
Mast4	-0.219937114436558	6.00812376262637	0.482256762062792
Sptbn1	2.5748524426225	8.66598971528264	9.74853078398481e-09
Bahcc1	0.24438079108439	4.72527468957927	0.620948953219594
Nav2	-1.36929812016012	6.8556335654156	0.000238119872008358
Acacb	-1.50847759871523	4.46554244736724	0.181845327923234
Stab2	0.92457039379399	4.40216329020942	0.377801875178101
Cacna1a	-1.11470783707817	6.45710968896581	0.00535269404732127
Lrrk2	-0.0660698734010232	6.05815162409322	0.893057703321204
Tep1	-3.01606310164702	5.84625526805347	4.05813007114067e-21
Map1b	1.60199733084159	10.6320078492514	0.000412797397937924
Abca2	0.738058661505552	6.30391271016171	0.0723167351581972
Notch3	0.761706027039941	3.56286798976121	0.392025789837933
Polq	-1.87769530257923	5.71894603617609	0.000292142789936405
Cep290	-1.04723266275572	7.02785467585026	3.60648461507393e-07
Ankrd11	10.0646772583986	5.72641891157421	6.50931479548609e-55
Ptpn13	-1.97612887302105	6.06149488520359	0.00169618348116149
Cacna1g	-0.666336152404263	7.45184848850339	0.158882976478494
Sptbn2	0.735636743950077	6.43904957171615	0.00229526574506911
Nav3	0.33968137082537	7.47463730316198	0.181422072117884
Igsf10	0.062289022293904	5.270977314122	0.947699630547042
Helz2	2.64799662019646	5.10389640113416	9.92156638811757e-05
Arid1a	0.226730086947535	6.55402895669032	0.228746411066491
Cacna1b	-1.15421911007515	6.93556877223503	0.000408434667001629
Otogl	-2.69937496421566	3.15737688688307	0.256615840673507
Acaca	-0.792459852631615	5.823663968767	0.000108386989291626
Pcnx	9.50673511548367	5.17869289044792	8.5805010083934e-29
Tex15	2.70593865451424	4.83514395602498	0.0394820810563984
Igf2r	-0.994090281452505	5.44380661403337	0.00309588267898295
Piezo1	7.09856780915463	2.9309514968117	2.26578718779597e-05
Myo18b	-0.404137311101178	4.99577539881053	0.702566989166425
Spg11	-1.44175381100749	6.26980542036035	2.87795829876735e-06
Tpr	0.827423286904443	7.59355694443451	8.03394265022303e-06
Nbas	-0.716528575314485	6.25468484010202	0.00142379534820475
Cacna1e	-0.135390871192795	6.9562784648043	0.768845659033429
Col6a5	-2.84089553329256	1.46339812644972	0.351593812791985
Brwd1	-0.691885687030849	7.91946233298597	0.0172217849714284
Arid1b	-0.484443435370362	6.17879948694503	0.0139902838604794
Pole	1.50792110990252	4.46096288788653	0.0726450580118865
Ros1	-2.56841192270785	1.72273403771189	0.0824454513775246
Myo7a	-1.12732201447914	5.82438893846919	1.7586322118303e-06
Rif1	-0.234877388981869	6.85193297879628	0.441685993989552
Cep250	-1.16896365963856	5.9842402742721	3.66864725571924e-06
Med13l	-1.1105444569877	5.92387430400792	5.97409931939887e-05
Abca4	0.842179720217078	4.50828500211192	0.399930455738148
Abca1	0.576512848445671	5.52993831014502	0.219484863829798
Med12	-0.476810232528988	5.42002666950903	0.0633988095187399
Ptprz1	-0.526745804867552	6.77893169940479	0.466684524231495
Dnajc13	-0.112968870715371	6.19456753472018	0.607354305247911
Bdp1	-3.95522766615031	9.15892938188618	5.51801789085836e-31
Akap6	0.386547406989863	7.90710840625858	0.158996278618241
Sorl1	-1.45085431110768	7.34243598111223	0.00241810122252074
Son	0.0946764591422991	9.1107672735209	0.711796765799957
Cntrl	-0.884380206011326	6.50987930634628	8.1100200851217e-05
Plce1	-2.40693760499486	5.38034372982798	0.0149712331869779
Fasn	0.370313584016498	6.56770587519216	0.223586568317779
Ascc3	-0.615496230344756	6.32773013706406	0.00335126802520429
Cad	-1.6350103500376	6.13188140448423	8.699122100353e-15
Hivep3	-0.0712318499851586	6.41221318974951	0.853968858652548
C2cd3	-1.11422373393258	6.24707065656	4.44792072854637e-07
Med13	-0.0121358002199221	6.17015767416329	0.989246960054885
Snrnp200	-0.156535748933596	6.50376858395301	0.472518346168705
Cacna1h	7.52977008988217	3.30384072193754	0.00076402546759259
Ylpm1	-0.257663087409429	6.99459596864977	0.335158630205763
Wnk1	-1.50589697209435	7.12260878705975	6.9499079687326e-07
F8	-0.823423223828428	6.17209306130729	0.00430287654873375
Prrc2b	0.0299675492023677	6.27811973873833	0.91368073076541
Cacna1c	-0.973214167097738	7.27657106107675	0.0560628443531272
Unc13c	0.118221648017732	8.44524726713786	0.895275054418461
Ptprq	-5.11889802720324	2.86087026128361	0.0130930479641485
Apc2	0.198452270616112	6.06251982657046	0.327339738905996
Cacna1d	-0.540795110624345	7.06141018297464	0.213372012043805
Cspg4	0.464796977493628	4.29986943766792	0.706561637579881
Zfp318	-0.260110640081295	6.36746774047516	0.247621003737334
Spta1	0.303549049063034	2.49981753826027	0.916433797010692
Dock10	-1.50242502033652	5.95619476146596	0.0181604617263484
Dock7	-0.458555431013914	7.03008111469119	0.0791946099459443
Tecta	-4.00999841194257	5.12303420150592	3.14061391921825e-06
Sdk2	-1.39718323876071	4.92437987033658	0.153764916790784
Ints1	-0.861418636061494	6.08581921965652	6.66815101967811e-05
Baz2b	-0.57899201170406	6.87815330514074	0.0730884673130418
Pi4ka	0.199611150623054	7.29217167148989	0.429091060342631
Tnc	5.20416651058716	4.62895235360797	0.0173915070464466
Sdk1	0.59200675017747	4.41983239911825	0.458003849691096
Asxl3	-1.02181523397088	5.84104876889105	0.000591231194273207
Shank1	3.39870358253046	7.03209903207994	1.98755168164026e-33
Dock11	-0.590460392529211	5.98909433340511	0.0799262059687531
Zfp407	-0.994877972201121	6.46808233017309	2.20239474209642e-07
Cic	-0.525972081542471	5.17486888203749	0.0843155403585423
Kntc1	-6.39664258531149	4.80469075230871	2.50104121900799e-16
Sec16a	-0.238842679497426	6.06054375243283	0.347012614412556
Pikfyve	-0.764724178088081	6.56710469223675	0.000106547434292125
Med12l	-0.741895364290655	5.66574425869243	0.0545992372803629
Wnk2	-0.655971706607919	7.0217544390785	0.168999313564254
Dido1	0.227523077822438	6.3040615868275	0.174575778014423
Myo10	-1.33954439093676	4.93756040186454	0.00312948286642113
Golga4	-1.59465633095965	8.02032003113787	1.96736335197372e-12
Dock9	-0.21133798833362	6.71299046066822	0.326885070668003
Cabin1	-1.0818570773291	6.61760812229002	0.000817554068112698
Prrc2a	0.369848306599222	4.30454101499523	0.409389467041503
Dscaml1	-1.8153756096617	5.65167204597177	0.148179058866833
Rttn	-1.17860230848958	6.10593497186588	4.16917291632636e-05
Svil	7.66970837634786	3.4355249350826	9.96373035421319e-07
Sptb	-0.984462164826667	6.09076721876584	3.36844660669196e-06
Kat6b	-0.326764945935358	6.69866457610503	0.218131223535736
Ahctf1	-1.15753933668107	6.42295246095848	4.85983940896086e-11
Myof	0.00747578487066597	4.2896810676754	1
Col6a6	-3.17050709383889	5.07047547447316	0.0191067309789294
Atg2b	-1.11879244045798	6.38926973004378	1.47093472952115e-06
Dock8	1.60222024401021	2.76507640121088	0.388169048927995
Urb1	-0.392602345417385	5.4210556388845	0.181368780699911
Cacna1i	-1.8293758635871	5.85195127370381	0.00148204428430848
Gon4l	8.59991349594959	4.30125157606998	3.6498176672241e-19
Scn2a1	11.5832749204255	7.22986620376144	1.69429987508424e-40
Ncoa6	-1.1895361028689	6.74136287028999	1.83485681967305e-07
Heatr5b	-0.263611967063964	5.86828367920985	0.186988568221098
Frem1	-2.1517902905766	5.53211726651554	0.0293031503176207
Scn1a	0.243326928847773	8.58863804717969	0.647060548990713
Dscam	0.382323670681033	6.55442844455921	0.213905730407699
Pkdrej	-1.64285937040653	4.98711099088609	0.108374687909056
Plxnb1	-0.802911032783775	6.27344448216136	0.156984101854036
Scn8a	0.0207385641133375	8.16249245443353	0.968968021800012
Prr12	1.02207195605658	4.03213338635567	0.0256596298693709
Dysf	-2.62814704359468	6.15627909884141	0.0076223981074868
Polr2a	0.934093994923456	5.68321958398661	0.000429100404997808
Ckap5	0.50254185983842	7.4607920487342	0.00524327183456745
Heatr1	-0.193391619745671	5.84705777209852	0.383559568701353
Spag17	-2.1056362491083	4.51257113278425	0.0479180350686148
Tet1	-0.862209633489495	6.46188943296626	0.000267392880577504
Zdbf2	-0.82084485652871	6.58966530003418	0.00138938024939254
Arhgap32	0.0341159101775262	7.02763614915914	0.922214921823245
Trip12	0.242954435582959	7.24990412469981	0.369105310628648
Kat6a	-0.716350017934323	5.87729112160013	0.00667032299315918
Dock4	0.424384559729393	6.6798447728323	0.333105594714002
Dock6	1.23865217807451	4.67046329850391	0.132062504304775
Ralgapa1	1.19517977608092	7.69124866257955	8.97620660509846e-08
Dock3	-0.699286781497018	7.7298093950865	0.0310456711958678
Scn3a	-0.434520692885059	6.6637153980278	0.161576932008354
Tanc2	0.521289898616501	7.29172982445762	0.0480233507524004
Armcx4	-0.2647253337262	5.87904035967887	0.320657852081323
Nup205	-0.0546833794840257	5.56882668781471	0.833893357592312
Eml5	0.568064389573215	6.39587880602025	0.0128681235321182
Zfc3h1	-1.12894817648	7.01391366766029	2.46065542595699e-10
Chd3	-0.258207177927169	7.26633070468556	0.374701886902279
Adamts9	-0.778162526730363	4.75140157048204	0.68121692887314
Myo18a	0.498744178422106	5.80233297261137	0.0956504552341694
Cit	-0.0181177656586243	9.20285835206565	0.981432097335785
Ptprs	-1.02184634632373	8.51921112168363	0.000198361796811102
Tnrc6a	10.3763873867414	6.0337048350154	5.00040880576887e-43
Otof	1.50923235240664	4.70190649746603	0.328769774079958
Eml6	-1.04307392542495	6.18796594296649	0.00422804505610849
Myh10	-0.0483905858853904	7.46269234776729	0.899654390539506
Helz	-0.275168392663669	6.91902871897289	0.186862132135945
Myh9	-1.21209332685301	4.71273585454937	0.232521235058487
Myh11	5.09339151358083	1.5296950498483	0.0149571270378273
Smchd1	-1.00354367276598	6.68018963305669	3.90014889059725e-08
Scn9a	-0.0883283944914671	4.79220020457058	0.885480777082406
Scn5a	-2.61956537835051	4.14179431948515	0.0415155497737452
F5	-4.80907659407738	4.97826305753764	0.000105386380588907
Chd4	-1.35391560888183	7.14462753494039	0.000450129994472059
Notch4	-0.226584260504628	4.51365946684229	0.770601880509544
Espl1	-1.12379019796362	3.93873516030977	0.505444908837719
Myo7b	-3.22276654056288	1.94579088893414	0.221116287205086
9930021J03Rik	-0.913816791819918	6.90886762000089	0.00375204516882324
Loxhd1	-0.552984499691919	4.63726224578631	0.601609938538416
Lrp4	-1.33212759348482	5.51034073699987	0.0626877341719896
Myh14	-0.57864446478636	5.01852258381326	0.0858025750321674
Myh3	-6.30369895963995	2.52189223010709	0.000402638364617218
Lrrk1	-2.85850411245561	5.12747618726615	0.0568341223697275
Cacna1f	-1.44516928103729	5.01920777803991	0.0899838750459074
Numa1	-0.687617841524093	6.15915254552606	0.00232783572831431
Phf3	-1.75838271062605	7.59944014279761	9.18441042917211e-15
Mpdz	-1.1092400810598	6.45018563419161	0.00128383015882655
Nin	-0.460288386821464	6.99289046738796	0.449529868591473
Plxna4	-0.00893910679011433	5.78525472845607	0.996405561484912
Rlf	-0.915965452235148	6.55414905757948	2.29792610581457e-06
Frem3	1.55766126430953	4.42193168436504	0.182316582705275
Ptprd	-0.124074912818452	8.72726884520302	0.765450204987842
Znfx1	-0.876139415837292	6.28145753877085	3.46640847698188e-05
Heatr5a	-0.81496952611259	5.43723196151692	0.121305990322921
Agrn	0.76952540993384	6.32297246206519	0.00470234954545655
Anapc1	0.524831263838381	6.40218508575325	0.0148499060392384
Plxna2	-0.312528817991893	6.10776896801046	0.302576101986956
Ubr3	0.400352344294753	7.20988085555765	0.110671805162057
Rp1	-4.45545550688812	4.83374532499383	0.0020850967243014
Ccdc88c	-0.416286278035929	5.09393794439576	0.429041460987624
Tet2	-0.727555007854755	6.93098694140207	0.0185923611174914
Hcfc1	0.378958290215545	6.19511630584516	0.365656837365374
Pcm1	0.038526833256258	7.55441667430563	0.898294869040847
Tcf20	-0.988000320625521	6.01211581763708	0.00222190604732556
Mical3	-0.0127822026152679	6.26584160290678	0.98481252311943
Triobp	0.95684794421377	4.45010205968844	0.326839634534577
Trpm6	1.15568885462522	4.60670318418118	0.283458354724651
Plxna1	-1.56965688132206	6.43605743651764	0.000276503822144894
Greb1	-2.43673118555815	4.90953815000519	0.0411845007362735
Kif26b	-1.41794073573062	5.81821431549694	0.000393981268395226
Arhgap21	-1.46589352647876	7.79796470870741	2.96321666470433e-05
Chd5	-2.08157352168487	7.22600582030371	1.93514611879219e-11
Myh7b	-1.97799246691352	6.14962087825801	9.07770956273163e-08
Tdrd6	-3.60784434009333	5.59494798527112	0.00096356276147975
Abca7	-0.993989774708335	5.79945895883799	2.17759387681734e-05
Ptprf	-1.96006445123738	6.73664712325714	1.30954779734695e-05
Greb1l	-1.34948160957956	6.09807358023357	0.000100362278399066
Arhgef17	-0.437955423155837	6.64521690285162	0.18342318002714
Gtf3c1	9.67716190993458	5.34602002086481	3.07493967842734e-40
Dicer1	-1.47532661567895	6.58575066719194	2.20358680977079e-07
Plxnd1	1.34429144519646	4.5168880295571	0.400454451284079
Taf1	0.524656873445632	6.62225353363667	0.076613034749537
Scn10a	2.31560784218293	0.770889043966818	0.614938748362429
Ptprb	-2.16364351979089	5.99202339429381	2.4846592786514e-07
Mcm3ap	-0.762218810720467	6.30595870812615	1.94025400051722e-05
Myh4	-3.97314846027068	3.50362892918397	2.91833440834284e-05
Trpm7	0.309855690404752	6.70823447603588	0.1325049828866
Chd2	-1.55158980923058	7.16685252018864	1.92675801044505e-11
Evpl	-1.27139419581046	4.97806935892119	0.103400473403279
Pcdh15	0.203505211864231	5.90052320363583	0.707877016849655
Acan	-2.70909412092675	4.70043957822652	0.0695565339792886
Trp53bp1	-0.835461131073474	7.2860926926109	0.0012457041003724
Arfgef1	-0.0579688480806756	6.85088783278401	0.844507990889655
Kmt2e	11.4190403541742	7.06764709115645	3.75967864692676e-121
Ttc3	1.97366790786904	10.2247925441855	2.2460207472807e-23
Baz2a	-1.18896344031602	6.50595986139621	3.99574730826425e-06
Dock5	-1.51679392719871	5.51072419116694	0.20947002253859
Nav1	-0.225158533235736	7.64065689294789	0.411334741982867
Prr14l	-1.32748463928523	6.97564433967698	1.97484320722141e-08
Tnrc6b	-1.28367652388945	8.00289686975366	2.72104777783294e-08
Dlg5	-1.2993003697251	6.01235348761099	3.41115097226267e-08
Myh7	7.59496692055166	3.37692247712693	8.66740928550163e-05
Cacna1s	2.79001481405646	3.15066895674975	0.110263531801657
Fancm	-1.20382030822658	6.69054785162743	1.85799678530332e-07
Vwa8	-0.212704060077744	6.32956037822305	0.383549043238671
Btaf1	-0.826649634493317	6.54415305642653	0.000549553812636053
Zfp236	-0.667572353726867	5.78699223878119	0.0014262529941216
Dennd4c	-1.40320398619435	5.65884495980273	1.38583478455488e-05
Tmem131	-0.37895792906049	6.59387741898107	0.338808255694638
Crocc	-1.29454898802557	5.68281333919954	0.000140534889588618
Psme4	0.0304419598867994	6.33704316643381	0.911236493710057
Zswim8	-1.08736120936975	5.8756282323631	0.000604492382059493
Shroom3	-0.741797668783348	4.68558187058412	0.177555523174673
Dock2	2.0373181610065	3.72165706446478	0.380649669713374
Ralgapa2	-1.77999034448078	7.11266613205669	3.7759198816361e-06
Wdr81	-1.37428643182382	5.80595535440986	6.78231338185505e-10
Myo5a	1.21047382924843	8.46857408647983	0.000759760327468034
Sbf2	-0.718333920491487	6.42046634440805	0.000107288236936245
Dennd4a	-0.168482095948095	6.59813443313451	0.411542507334448
Atg2a	-0.105461915498588	5.71805891049339	0.751994002860631
Myh13	-4.52850861896806	2.52441709188742	0.0106097726783027
Nup214	-0.312264816992128	6.03149503550645	0.159660753614296
