logFC	logCPM	PValue
Card11	-2.76278189882318	1.31047762044093	0.430716828901779
Hipk1	0.897593119383053	6.32377773757128	1.04772632414254e-05
Igsf3	-0.127184672340458	6.80674305799286	0.873418835798198
Vwa5b2	-0.833520376616138	5.5975994737849	0.24519312439483
Grid2ip	-0.777892967850036	5.01681844413914	0.326459066414915
Arid5b	0.606957855152466	6.74709879906875	0.038857931175213
Atp2b4	-0.472343971320405	6.25019915675306	0.491682056742719
Pask	-1.93104725032704	5.8732470730012	6.64252546383879e-07
Diap1	-0.993615640904349	5.62152430438593	1.98657234055071e-05
Plcb4	1.87011671024295	8.65686097454242	7.5788393982344e-05
Kcnt1	0.515326326049842	5.79773638808349	0.0894664054335356
Polr3b	-0.7654270976681	5.90030344694227	0.00328334662379394
Xpo4	-0.436205888862317	5.48528813871743	0.0800141603863645
Aff4	0.617102996076216	7.30309816902592	0.00895341520222822
Grin2c	-0.220560072993503	4.64265023314006	0.902234923360909
Itga11	-2.63319332630094	3.44000971752424	0.114321713521835
Itga1	1.35307700507448	3.30496410616157	0.248699297298323
Ltbp3	0.250756233158657	5.55954009289588	0.37900814459073
Zc3h6	-0.586066176588917	5.73027246341749	0.0146342784320188
Sorcs1	-1.00372637655849	6.51364612410621	0.0194389930474819
Atp13a4	-5.28229388066342	5.44958707551438	3.77804304523744e-09
Kcnt2	1.03112801249949	5.73007316848626	0.32257913906807
Zfp804b	-1.75668964853466	6.06186065618034	0.0158255731033473
Arhgap20	0.59310896102452	6.32380085447654	0.0524386239985669
Apaf1	-1.47866333677428	5.61182660108075	0.000548212961037299
Adamts6	-0.916450953242878	5.97540950866501	0.177828582752129
Ccar1	-0.200044037081513	7.62460120093716	0.312203947921625
Myo1b	0.127938415363873	6.5792180746084	0.89216257440802
Pcdh17	-0.309004329156183	6.31814326983851	0.657499310709233
Zbtb40	-1.82462391722383	6.19963609735753	1.78756245967724e-09
Zfpm2	-0.102523202964978	6.59086785458723	0.921238735474723
Kcnh2	-1.09898039324644	5.84697730085037	0.00143865261952472
Prdm10	-0.764782048768348	5.97784861152611	0.00248807653132125
Rbm33	-1.4080499714744	6.94727581809585	1.08096016544455e-08
Upf1	-1.17998840350551	5.26734151888855	0.00264358379367449
Gpr158	1.10073639046801	7.30625147772287	0.000366403364773536
Dhx30	0.553203421445571	6.99450860205968	0.00241366041574327
Nckap1	2.27661039376204	8.02392424607517	5.99191088212162e-11
Chl1	-0.398087178344525	7.11292428158154	0.309450475359266
Slc12a6	-0.0178508538281471	6.48489925991413	0.950129795277026
Ninl	-0.771460325049276	5.72574136795891	0.258776341777218
Atn1	0.0501164199280162	5.10098355456681	0.873783041103582
Adcy6	-1.50344746827612	6.04789056564918	2.97330647749208e-07
Abcb5	-3.79178690138444	1.72998126243109	0.00382189992026072
Adar	-0.142960453993765	7.12507966718328	0.683528763721992
Trim66	-0.0910574108377216	5.93944892985503	0.708252522866239
Ptpn21	-1.39035183908864	5.76420889363979	0.00595616343814401
Rbl2	9.33536590423232	5.01053572929583	3.86242036372093e-34
Ddb1	1.0047409409608	6.85227043752019	3.78373865613521e-05
Cspp1	-0.981113312791936	7.3427112241843	8.44603391290088e-06
Itga2	-1.99944434617088	4.51555313700733	0.00819546785422716
Prdm15	-0.666370570088493	5.84030799657315	0.00685192416255559
Zcchc2	-0.668201014265415	5.52570004757752	0.00826953039330028
Cacna2d2	-1.6004726754877	5.6464579906236	0.0114779029725985
Caskin2	-0.961530359534705	4.5232549208407	0.191204817606163
Zbed4	-2.63327390814752	5.7977478491842	2.77764357982079e-20
Filip1	-1.84065460129957	4.95118149796838	0.0749555966508445
Maml2	-0.242194097043575	4.43900109788748	0.821512877599034
Atp8b4	-9.19228977278899	4.93830924794749	1.52799487424921e-18
Ulk4	-0.97619408071847	5.05535700060368	0.0112362778655675
Pcdh18	1.35439296936903	4.06746909387335	0.433617100184415
Dgkd	-1.85365726783943	7.02016258907737	0.000187192919413026
Stxbp5l	-0.458321913971792	6.73696120340947	0.262147335244026
Lats1	-1.11359280050657	6.10207113641138	4.46830540788532e-05
Plcl2	-0.728139633857648	6.11007555843391	0.0274180583047178
Stag3	0.0712594786830419	5.3614377113147	0.920284964673243
Scap	-0.664566441934753	6.35365504344085	0.00143335103137012
Diap3	-0.712440807663474	5.16854323446036	0.615036208901178
Usp7	10.2462680051929	5.90728547025561	8.53551702289209e-60
Tsc1	-0.702594321926649	6.41190975048078	0.000387047010882635
Camta2	0.218191508591366	6.46142866758782	0.462327490423097
Rc3h1	-0.142934896299448	5.88003092791816	0.657733299014895
Fbln2	-1.88298994864131	4.62013241475794	0.256503298921945
Pard3b	-0.199162252137689	4.7849186516356	0.876149112242144
Ttc17	-0.788845966977002	6.6220089568883	2.28684727107464e-05
Cilp	-1.99774946542374	4.64457145597467	0.2013427962606
Ankfy1	-0.836134680555474	6.10102664890628	1.75909511746459e-05
Xpo6	9.41194889256596	5.08563218358676	1.3626692869077e-32
Inpp5d	0.553920584092762	4.60964897765542	0.715711375138641
Pcdh19	0.601997971460062	5.89183987462581	0.135606490206557
Tjp2	-0.916930466768984	5.3406870387782	0.0546501677354555
Polr1b	-1.06334140650266	6.13523336251759	0.000290361572401996
Mov10l1	-3.77387839524772	4.5016764311435	0.00811090305345631
Dab2ip	0.446906809312863	5.31897834823735	0.195571487848025
Cenpj	-2.23376767407284	6.24070917981005	6.9458995664335e-23
Scaf4	-0.908526361410395	5.70011483672657	0.000355371226462571
Nfx1	0.557660196282688	7.49661727913552	0.00511798951984396
Slc12a5	0.647072787205967	8.39301613702983	0.0431221465136082
Nrd1	10.573750138343	6.23093205902175	2.79695679734296e-93
Ttll4	-0.298191399901978	6.06441937270522	0.239019179676695
Rpap1	-0.034080917306271	5.51113046065884	0.916822298621967
Atp9b	-0.296834690753735	6.23174283170768	0.254117914975603
Tecpr1	0.178690919829893	6.57943983743615	0.463127028771996
Igsf9	0.92965686759348	4.15365855164714	0.403171332455395
Lrpprc	-0.00679702498520383	6.94992522829105	0.987744837897615
Jak2	-0.661332681942377	6.37144985240137	0.0163332544658573
Adamts2	-1.65122098144374	4.97517608284658	0.102097401251679
Bmp2k	-1.53230695877618	5.50533305528155	3.65322073782905e-06
Vcl	-1.68215560222901	6.35124211087672	4.10520993000367e-15
Sgsm1	-0.858680823558617	6.57344719842586	0.00150269365320308
Kif16b	-1.32070006492333	5.86060274093536	4.18464893098139e-06
Ptprj	0.455257893748114	5.22476468382161	0.289469664892556
Lamc2	-0.231872617536648	4.80734524784042	0.825796439738328
Btbd7	-0.850612240296895	6.00776093415228	2.42050097141764e-05
Hephl1	-7.79703199651617	3.688163771724	1.95906630334755e-05
Vwa3b	-2.13910074946089	4.98709354927698	0.048346675747114
Dzip3	0.378241843579067	7.55164105231715	0.107305888348929
Agap2	-1.92499398085035	4.95514451536798	1.0250093719421e-05
Pcdh12	-2.49887857906115	4.97864695068058	0.136205687915509
Adcy3	0.976262385537719	5.13131620569057	0.0179429131732049
Ipo5	0.737749428611133	6.52232598312994	0.0104487145313734
Pde3a	-0.556647153214483	5.42279254469156	0.436350825282742
Slc4a5	-1.6252618706366	4.72211415391348	0.0598085342721757
Cand2	-1.96535433447167	5.76571271712906	3.51867930883645e-06
Maml3	-1.12433551265921	5.49264768856073	9.90611433126925e-05
Prtg	-1.29407760860981	5.01746192419019	0.141524900926936
Rbm20	-2.14775940889581	5.09039804749417	0.000164191956503857
Ncapg2	0.151690250784409	5.27526004182778	0.668975067653968
Man2a2	-0.311885361360178	6.84385363433658	0.185628336951003
Atp13a5	-1.06873990780606	3.80677218810272	0.42207526377498
Myrf	-1.80190226155899	5.01457941308132	0.0275769467787786
Aff1	-1.75055014299817	5.49127012757015	6.510441319057e-07
Tyk2	-0.759796027739263	5.73345790143535	0.000379428832412886
Smc2	-0.0972479093754511	6.05630547684336	0.665009422614557
Ap3d1	0.233012881974514	7.61939740502919	0.338543787620895
Zfp804a	0.978821858641207	6.17116695381379	0.299097928860666
Map3k19	-1.09287089479789	4.1650684083037	0.286289104841014
Usp40	-0.553471131789074	5.9899540625057	0.038260409220118
Mecom	-2.23589246433134	4.71833264786502	0.0986556251989959
Inpp5f	-0.161199533101968	7.56185949772817	0.626908317143785
Hdac5	-0.421809207138992	6.52630092918486	0.124895356429385
Itga10	-2.27957559868513	5.41517743850086	2.44457851410802e-09
Srcin1	-0.816867129077696	6.5207156026987	0.0113940848493128
Nrde2	-0.982886731783418	5.83389031277802	5.44544988472482e-06
Nckap1l	0.261259172777144	4.16255300897978	0.814996385751029
Acly	1.11347886676874	7.39185619037703	0.000159921378556211
Man2a1	-0.792586234135088	5.86420792366978	0.0429749316931767
Tbc1d1	-1.07947691291876	5.71424908499305	3.15438297182176e-05
Alg13	-0.858397594462244	5.80896296328355	0.00258655112663755
Aatk	0.912867856021267	6.13305848790569	0.0133000243000019
Tie1	-7.66563951155328	3.56999378108104	0.00232998691005105
Zeb1	-0.7768380135916	8.12053866928168	0.123831719762204
Srgap1	-0.534639904041268	6.05694749533785	0.40797845204904
Tcerg1	-0.836191082485624	8.11569210602598	0.00404319566338863
Pan2	-1.03088101090733	6.54718718360575	1.85028178460318e-05
Adamts10	-0.181430225994254	5.18258551406825	0.72029589483551
Zfp516	-1.16462510650387	5.68402916658146	2.10121785382381e-06
Cgn	-1.65926751668199	5.26066924980648	0.000927594632471706
Plekha7	-1.19495448784086	5.98585152518374	0.206102904179792
Atp11a	0.144629970024573	5.72516993444988	0.678960867386304
Grip1	-1.0348283897333	5.61039464311863	0.0154486072281906
Plcb2	-3.42790760499173	4.60940256892454	0.00933573140919399
Atp8b3	-1.04643179089878	5.12606851556348	0.259623087399931
Trp53bp2	-1.50152921080604	5.97131868744082	0.00190725251398961
Tek	-3.43601875147869	6.20726182843889	0.000173180771183794
Mybbp1a	1.49669918861507	5.54349011373628	4.973049121276e-07
Btbd11	-0.665313611685091	6.22671411872945	0.39657692333401
Heph	-8.66608284826832	5.62199199388421	3.52283266923127e-11
Cd163	-5.77853746303029	5.39224288941745	6.26938893078718e-07
Mtus1	-0.505708952575022	6.56842832741076	0.109754932876494
Lamb3	-4.80401081024891	5.1803715003311	0.000517311911332929
Atp11c	-0.228089098968887	6.42908233483529	0.659381734924972
Wwc2	-1.61631793136426	5.53924036820164	3.29280398992243e-06
Aebp1	-0.963040539435086	3.71922035619414	0.58534171958651
Cacna2d3	0.757065763063404	6.61620257078111	0.37029590274536
Erc1	-0.845732976411329	6.87175867672711	0.0361172641461265
Pik3ca	0.370828182239855	6.74029645867158	0.153315391677766
Trim33	-0.378852958916282	6.37585290540868	0.065233606352794
Slc4a8	0.0801520110309111	6.40107846495372	0.792016785964948
Tnks2	0.209772315039806	6.62985499392681	0.450536269712114
Mroh5	3.87966896032681	3.96025126384784	0.00344009211671183
Rpgrip1	0.583329597575202	4.12902706544329	0.353609674972587
Secisbp2l	1.64684376248175	7.20274296356188	6.82226959458463e-06
Cacna2d1	0.251609961535319	7.31129512830008	0.822625635258182
Jag2	-1.03013749579714	5.61578014450333	4.49951344685026e-06
Adcy1	1.61869449674628	7.16311373396768	0.00565244945272634
Tdrd1	-0.584835867093796	5.11969201071603	0.612537150051241
Timeless	0.0851931326548181	5.43786676670119	0.907209215719778
Scaf1	0.206377118980353	5.28860167737726	0.565230810687644
Nup133	0.452468101135285	6.0003510196162	0.115938133490203
Zmym1	-0.0796159020853447	6.0892531181993	0.730321536324328
Fam184a	-0.892905422853818	6.26220061455422	0.001286105824656
Supt5	0.798854450382876	6.88397982699056	2.06795975837533e-06
Xpo1	0.607367661717741	6.53165184625141	0.00162290280448125
Itga7	0.778605114509851	4.91733426528958	0.589448354647859
Cngb1	6.88050017843545	2.73037139239176	0.0029002830936355
Otud4	0.0844044198094474	6.36561991381007	0.662132300078674
Syde2	0.245230059279253	4.94976895628188	0.818632789474015
Trappc11	1.24222383605826	6.28633305132467	1.81966131983814e-14
Trpm4	-1.74419901620698	6.08608490895632	2.52966647271941e-09
Nphs1	1.38773951663221	2.73781731041795	0.340943374630273
Alpk1	5.65233098503101	3.65118877973521	0.00297998422098582
Kcnh8	-0.492786416956907	5.66571776007683	0.616065545979783
R3hdm1	0.54348015926846	8.95750627029685	0.332774117059011
Asap1	0.751198339683731	7.0138919148636	0.0320618223697454
Rbm6	0.155908241697063	6.95092351130876	0.492543501577432
Stard13	-1.17023665745423	4.79280988601168	0.236615594732565
Wdhd1	-0.0437180674448062	5.40191475351685	0.902715066580941
Col20a1	-1.08631778568592	5.46052819069155	0.0341741829858606
Trpm8	-2.11440578718018	4.6814404506344	0.0706496171527246
Sorcs2	-0.0425779236564059	5.65307542848904	0.944122470082471
Adcy2	0.45836263877091	6.47335455894959	0.413874202325782
Slc4a10	1.65225121305712	8.89548607380704	1.26935520501545e-05
Cep135	-0.527653433038261	5.9640732812532	0.0276450645856249
Adnp2	-0.0798409605428034	5.75079212689988	0.724032255349768
Pik3cg	-4.28831811207436	2.12872122463214	0.0569443393224294
Inf2	-1.20899562857098	5.13626491984248	0.213676447269218
Usp8	-0.480938574807556	7.00134187674385	0.0150792949264016
Ankib1	-0.742806877464541	6.22873370495386	0.000501204476075699
Plekhg3	-2.62432599087652	5.935671109009	0.00361432323300472
Cep164	-1.94736016969988	6.40475136307003	1.84543851899289e-14
Filip1l	-0.16392820615406	5.5968611004831	0.702559605962416
Srgap2	1.30852062704177	7.39252802792797	0.00472323094935046
Rexo1	0.424425835399942	5.48832407854242	0.203130245167819
Ctc1	-0.259446186769823	6.16090991766991	0.269867276533772
Xpo7	-0.00125393430917284	6.27846469534016	1
Smg7	0.123116422687072	5.7067089751866	0.693753735867686
Vwa5b1	-0.256674150360691	3.84944023914501	0.914118099759204
Myo1e	0.696490608665602	4.70669653729529	0.496274975740779
Lepr	-1.38402012588524	4.02005411442362	0.273050008955205
Smc1b	0.216951499040505	3.57076375507459	0.783830444363983
Map3k9	-1.04474193163048	6.0478638834746	0.0154980286987144
Mmrn1	0	0.639295229414493	1
Ube3c	0.613893207255133	6.33069707086601	0.0220576411281074
Sh3pxd2a	-3.49986147161261	6.81834120901139	1.08163021669853e-34
Pik3cb	-0.678435961053082	6.10698229046072	0.00451030178644837
Grin3a	0.304281614228725	6.41253032433312	0.587137954532722
Fam83h	1.36920416240686	4.05591718906694	0.313992199126046
Tshz3	-0.526867198723525	5.59378765401419	0.291599564905196
Kansl1	0.357805019070024	6.19586133188061	0.0388867384950627
Srgap3	0.342312795480375	7.51479873222549	0.452839796958744
Cdhr2	0.76155097932073	2.9936847687055	0.621484953306416
Phf2	-0.817325251279171	5.5207404741912	0.0166727665978391
Zfp827	-0.65027311721165	6.46573983423805	0.102440016998587
Anks1	-1.16469511023302	6.09885385615146	9.06508258972066e-07
Dhx34	-0.402877574065288	4.89940350869056	0.273203291703019
Cntn5	-1.30091868429925	6.77023014021209	0.0173085167169899
Cacna2d4	-0.445301391599059	5.64633001510626	0.485908444878731
Cilp2	-0.182648629866223	2.5587360733379	0.957498609143838
Ccnb3	-3.73774804109219	4.45579815582405	0.00318030356317608
Sema6d	0.427072427925045	6.3870702605482	0.497354495023396
Fam120c	0.888617498138855	5.63221488833325	0.0111942703129159
Kif1c	-1.55108525441489	5.18385993732303	0.00146313470395603
Adnp	0.0773335657486152	6.72804609424367	0.759920827983538
Plcl1	-0.282127554129122	5.48442925582407	0.583682628769083
Ube4a	-0.364088840891139	6.51711058041608	0.0805836721243059
Egf	2.30633857023734	3.7954603128663	0.119663187024172
Myo1f	-0.683243435763121	3.28278494738553	0.604486259612929
Ppfia4	-2.42637506980877	6.94581987922243	6.23378640775516e-11
Cobl	-0.837063932851319	6.22135020934307	0.367789058197861
Crim1	0.343055941944518	6.07022593424162	0.66828369478084
Smc5	-0.670536345613032	7.25628255080863	0.000289540856436053
Prg4	0.386176046152127	3.84428860847097	0.642217996838432
Sel1l3	1.04397550104809	6.40834520953574	0.019669586618722
Lrig3	-2.06447720022546	3.84728056367656	0.362484636743406
Ret	-0.74500362505676	5.12586469543226	0.67623249100346
Rtn4	0.502719553029855	9.32106035618176	0.0505027811149072
Fkbp15	-1.0515294539696	6.21139199975072	3.59012429066416e-05
Vwa3a	7.01351162594603	2.85883769641168	5.0909400297472e-10
Kcnh3	-2.24718321375158	5.87929595584447	0.021436486177973
Ankrd52	-1.07669247941084	5.15911209283087	0.00133621059295527
Ppp2r3a	-0.1536109171489	6.22960094404638	0.687624782588036
Wdr6	1.02396887549368	7.57633155858767	0.0478233720351266
Mllt6	-0.895804338248056	5.8066749531104	0.00579473927108294
Mcf2l	-2.05416269568421	7.55521110388113	2.61737159206838e-14
Sema5a	1.96435894015281	6.95524803957939	0.0161460592269721
Ap4e1	-0.159950195790557	5.49416951597653	0.522068059561923
Trim24	-0.788164273941526	5.62617615621581	0.0294637021523912
Hdac4	-0.0189783743542251	5.68429619938635	0.96400918534925
Rtel1	-0.584617906895333	5.77430222808141	0.0575202391821713
Kcnh7	0.414571541070424	6.08145068876745	0.392969721055013
Tbc1d8b	-0.921704076928246	5.4119783235334	0.123649244819428
Ahi1	0.315343725967058	8.28514757396853	0.465254653505592
Daam1	-1.09740836030467	6.83018307273252	0.00187528230347753
Abl1	-0.376635577744962	5.52991880548015	0.119152114155104
Bag6	-0.340386676435402	6.20985725614622	0.0931462371969749
Dhx37	-1.024176584007	5.19530231843974	0.00172365951456289
Rabgap1	1.03653207532235	7.08158584701743	6.13166604435149e-08
Tex2	-0.324142037699525	5.61151906902975	0.320336676263511
Trpa1	-3.47307532567812	1.77605863608556	0.25546590843079
Slc12a1	-1.66714550506218	5.13475519897599	0.120255359655194
4931406P16Rik	-1.01976777989531	6.22846519952261	1.97049939884681e-05
Iqsec3	-1.37012048148456	6.75298293163856	5.08564783976425e-06
Bnc2	-2.60067983517902	4.81356086030074	0.10108074340591
Smarca1	-0.426097836197722	6.41288915726999	0.108086627665199
Tbc1d8	-0.507603018363289	5.69612498093363	0.0286111649628851
Srebf1	-1.12131539923471	5.08418932138365	0.00293220328535765
Col28a1	-1.0318348643698	4.46843571424158	0.487426532222474
Eif2ak3	0.0520565353110026	5.58954009254454	0.868933867683211
Kdm4a	-1.58169511955245	5.78672895429817	2.2701414271431e-07
Arhgap39	-0.0318945814772154	4.85102665778722	0.940977833391058
Ogt	1.48754096945464	9.17509994266961	3.5114906315359e-12
Ubap2l	1.49960268991257	6.66114382323607	1.44046046627718e-21
Ipo7	1.46862353846241	6.54277868606261	9.25448877389785e-12
Usp28	-0.202737200724221	6.2695630038279	0.45150214281063
Usp43	-1.06853333595713	4.71349796158272	0.444383910622946
Smarca5	-0.170558731922115	6.56659724977451	0.485707524017106
Megf11	-0.685223891600699	6.04418046274172	0.0169823149057961
Ephb2	-0.918731491663084	5.07700081091762	0.0234546408149811
Itgal	5.33139154366161	1.62425971852552	0.0253294272655659
Supt16	-0.377391396915376	6.94310831577227	0.103044675310171
Phkb	8.86678399958599	4.55691056843844	2.40841432625143e-20
Daam2	-2.75471757559342	4.95410451173081	4.12564656459768e-05
Col19a1	-1.99649860049173	5.11698742633586	0.216971604686769
Diap2	-0.740192878180251	5.71474474212043	0.0334742931314391
Pdgfrb	-3.17543930308359	5.37039589803667	0.00426533611018181
Ttf2	-0.131118156602203	5.57117078483232	0.857366714065447
Ccdc136	1.04346147293498	8.8114014742928	0.188710505027982
Pde3b	-0.55818784122897	5.27208862556645	0.44777234582424
Pom121	-0.97075535177498	5.64127147765295	0.000107898452573625
Atp9a	1.11138982751756	7.51192018719007	4.44979006704429e-09
Sfi1	-0.924556908376043	5.93821613185098	0.000169848228972456
Pdgfra	1.38474603974818	5.61385741405598	0.399357784242762
Nol6	-0.248631272177814	6.10555002707111	0.377242409722382
Casr	-0.20402075783364	4.65292960883902	0.910035029766339
Rbm27	0.151240900889718	6.32591761785902	0.464986231877442
Hps5	-1.21668264938037	6.21916005129993	1.55396867996333e-10
Herc3	0.991178006731538	6.6007657622687	0.0137113419417022
Pdzrn3	0.923278228779692	6.44352080773917	0.0532321941708104
Zbtb21	-0.913268188373837	5.53195609312807	0.00676007365737657
Senp6	-0.740271372261935	6.82391824468769	9.82309251451019e-05
Plekha5	-1.19533161408314	7.51833421440739	0.0379200041901067
Pear1	-3.80357351287327	4.17079450258202	0.0448967397000045
Brpf3	-1.53047392027195	5.59376650430888	4.12906733159256e-08
Tdrd7	0.765971691638795	5.94023471292641	0.029517478558581
Epha6	-0.309277464191763	5.99691542184426	0.492041512004839
Plcb3	-0.427294480959659	4.44440736248749	0.500842337905058
Mybpc2	-1.51245197530549	4.63037378297906	0.0991729193444206
Gucy2f	-1.27533666034514	2.97977644769335	0.549177215481148
Lifr	-2.00230926490847	6.07407404584049	4.10270894338802e-07
Paxip1	-0.366840156680323	5.69440039093662	0.140912550621941
Srebf2	0.0870734540092042	6.63176333212641	0.728410091625582
Npr2	-0.788295444100363	6.39708839828969	5.25883284392247e-05
Cnksr2	0.367300025908045	6.81966588019227	0.454029877812235
Dusp27	0.549347587810859	3.25096009606977	0.812193343467164
Pik3cd	-0.957837904837848	6.03775982809121	0.00831227647716228
Amer1	0.401066182715913	5.527644734472	0.464332629504884
Ptk2	0.164137871410989	6.8923124422347	0.576347263644326
Smc6	0.306597441210055	6.84185022281739	0.0672928639711227
Nemf	-0.012858923319047	8.31808077277447	0.960016714360998
Ints3	-0.784547980892598	6.36202180639083	0.000742068950818451
Myt1	-1.0969797054522	5.74474460451232	0.000117127248548054
Smarcc1	-0.366874912754734	6.35490525428044	0.0754892635967628
Rnf31	-1.83784791598576	6.34878156966299	1.71037069633522e-17
Ipo8	-0.654449576599358	6.05798080430773	0.011814919153373
Gli1	-1.65312972016171	2.93890560483636	0.42608951108479
Usp25	-0.660353996852352	5.83029118303235	0.00588508238282353
Zmiz1	0.192300752044875	6.24178071191669	0.571426306945316
Adcy4	-5.90044882077779	2.24590248345796	0.00500933749455847
Sec24c	-0.14488861054979	6.47328720599154	0.419311175045472
Ube3b	-0.152550494620242	5.76643492947424	0.577136082652783
Pdzd8	0.770278958704811	6.69408217608181	0.106071970533183
Itga6	-0.063398308717374	5.44583037779647	0.928349717728632
Tmem132d	0.132678913294207	5.16278979285783	0.915952767612244
Fmnl2	-1.92172820259778	6.34400915232999	6.69513608744275e-10
Rfc1	0.153668406482371	6.33633087141276	0.354734101275194
Ubn1	9.06174017079189	4.74506629164129	4.2705011667812e-27
Ranbp17	-1.48455110141726	5.86548557429257	4.92655529859451e-07
Ccdc158	-0.995535500038897	3.97137477289486	0.443075908884556
Ankrd28	-0.607084548963545	5.97045992754574	0.0320018246345617
Kdm4b	-0.257176118353898	5.90858614110558	0.24564796106853
Gm13298	3.93164767230007	1.07887507203904	0.0203484630016818
Ptprc	-2.92701960525549	3.59387443690378	0.000703894418695465
Taf4a	0.550615146534347	4.75823102657522	0.265294628946633
Boc	-0.318003922121789	4.91632006941148	0.796086617784904
Sec24a	-0.576361695634699	5.47339248430903	0.0423820693586266
Ppp1r13b	0.247536020355307	6.29759093128682	0.446546272006796
Anln	-1.31352970698487	4.68933529164862	0.23837482210051
Nfatc3	8.21988642694087	3.93987180147961	1.17568114480616e-10
Ccdc150	-4.08964014310262	4.64635823892445	0.00315846751303274
Phf8	0.433830504247838	5.75021761209789	0.179782766885604
Tmc3	-0.267438548714439	3.5603260879183	0.890488575165681
Atxn2l	9.81869251112788	5.48423990191399	1.72514313910058e-58
Ogdh	2.26777563053457	6.93006295994081	3.65246752362864e-16
Mcm9	-1.80927598418705	5.63097643159168	1.19199936748171e-06
Pld1	-1.07472402836047	4.57866035596916	0.340047616601541
Ipo9	-0.589829445074071	7.77690655226372	0.00959124593853117
Caprin2	-2.68141709768349	7.13185807855231	6.51614508388336e-27
Nnt	-0.882794285680083	6.04801241353252	0.00108652569514327
Npr1	1.69717181996561	3.04209600657618	0.0998101683066289
Msh3	-0.546839817950416	5.90017550967826	0.033617045527233
Ubap2	-0.384993439895448	6.13681501520806	0.220266089717513
Herc4	-0.0932837424127745	6.22978389937534	0.589588242780287
Atp4a	0.462825454484828	3.70475216707496	0.783691425914594
Kif5a	0.489293633221943	7.8430790380939	0.170192924244783
Fmnl1	1.89734004395317	6.18497463903752	0.0144320070104181
Ino80d	-0.570637431453866	6.02765669046541	0.0239402408631847
Unc13d	-1.27889363058261	4.44154366503228	0.341947057798551
Pum2	0.380868057929739	6.52834922966061	0.128404081116779
Irs4	0	0.639295229414493	1
Zfp451	-0.352636526952026	6.61453478994145	0.0332143910640398
Epha5	-0.534202914423521	6.3719086876057	0.108665184244465
Otoa	6.26444870687994	2.23589720151859	0.0128056238380558
Spag5	-1.81664104409133	6.57022668849748	5.40855086313015e-10
Specc1l	0.785620963346437	5.20101088889296	0.407245612123628
Adamtsl4	-2.20216915904457	5.31037048382181	0.00104412940404636
Mllt10	9.3378100572152	5.01401183728056	4.88954096207418e-31
Trpm5	-4.68986022991474	2.45760274394232	0.0490610538275909
Uba1	1.63388151889391	8.02561744792098	1.18919089548036e-11
Tmem132b	-1.37595412435673	6.93748093329178	0.0151917902675818
Dagla	0.262852495982467	5.8656187237228	0.531651251513909
Sap130	-0.849181306804613	5.9308862952812	0.0171828058930378
Mybpc1	-1.57944925185233	5.4570879745104	0.27192541016213
Bmpr2	-0.14089054519906	7.34252201179722	0.598014078139609
Zfr	2.05991179446796	8.45862204516635	4.75122167089377e-26
Dgki	-1.44305727922028	7.23942325447168	0.0044355235710605
Dlgap2	-0.403014929294534	5.801846982461	0.647305861657513
Dhx16	-0.523220834228402	5.78015719253151	0.0632254567683264
Ercc5	-0.397691893194772	6.24388916458296	0.046757311518458
Gucy2c	-2.14081760398564	5.91682824935295	0.130003581100873
Nol8	-0.865639879263643	6.65650232052485	6.27837607472964e-05
Itga5	-1.59512427943616	4.89517687624602	0.00982615956959338
Pcdh10	0.445555265683966	6.44423809914434	0.322105911785986
Larp1	-0.47068584495696	6.88254606981176	0.0469620614495787
Clec16a	10.8205072689903	6.47245169533039	4.4883882850776e-81
Lats2	-0.323474096708166	5.66313518373597	0.66980257930566
Zbtb11	0.329666860227326	6.54323887048289	0.129600022156624
Amot	-0.749124906079878	5.33509658014493	0.142102880929877
Sema6a	0.381949063809843	6.39094209314861	0.317808822274312
Tert	1.18264903058769	4.06035694073736	0.433727128715546
Llgl1	-0.515788866223362	5.52579263259575	0.03848833872217
Ddx46	-0.940280195929666	7.65749256174258	0.000345073557786694
Itgav	0.00672895476261134	5.88817382804721	0.995543818878727
Tmem132e	-0.198669390699486	5.58830872817537	0.673474042408691
Fhdc1	0.858431492491267	4.41796330315258	0.46840192243545
Sema5b	-1.60133700971409	5.35781729419291	0.0231212771372222
Sec31b	-3.88764655824356	6.2439993621157	4.75356167182744e-17
Helq	-1.86958986612914	6.72289834057102	4.92575167248856e-18
Sltm	-0.477838285505845	7.49418947930177	0.0284192784138801
Mbtps1	9.37401219794195	5.04913203686159	6.61830209338972e-35
Catsperg1	-1.11959398002007	5.08903798046472	0.300279119537123
Sugp2	-2.1942759313881	7.75670413003883	3.21820582745921e-20
U2surp	0.257922787378166	7.86678596025095	0.223195336586971
Uba6	0.0474824441001147	6.13460099310958	0.8070152089686
Ide	0.617279493541177	6.14604865784944	0.0117151293791908
Dis3l	-0.183589936130079	6.08306461450837	0.469389845136156
Kdm4c	-0.243525305506483	6.48186247042665	0.268540101261016
Tll1	0.312796801325818	4.07624410433677	0.836387298159077
Cntn2	-2.00132899852221	6.9022479426305	0.0053458550549981
Adcy7	8.26576352280677	3.98395672056621	1.18081917014694e-14
Slc4a4	-0.311706885261137	5.63927982759778	0.541489057717175
Fam214a	-0.945219083946992	6.7363569747834	0.003343967340082
Mib1	-0.655407371963527	6.46183844721086	0.00738485046258648
