	Inh_L6_LAMP5_C1QL2	Exc_L3_5_LINC00507_SLN	Inh_L1_SST_CXCL14	Inh_L1_2_VIP_PPAPDC1A	Exc_L6_FEZF2_CPZ	Exc_L4_5_RORB_HNRNPA1P46	Exc_L6_THEMIS_C6orf48	Inh_L3_5_SST_MAFB	Exc_L4_5_RORB_LCN15	Inh_L1_VIP_TNFAIP8L3	Exc_L5_6_FEZF2_CYP26B1	Exc_L6_THEMIS_EGR3	Inh_L4_6_SST_MTHFD2P6	Exc_L5_6_RORB_LINC00320	Oligo_L4_6_MOBP_COL18A1	Inh_L1_VIP_PCDH20	K1	Inh_L1_2_PAX6_SCGN	Exc_L6_FEZF2_FAM95C	Inh_L5_6_SST_TH	Exc_L4_5_RORB_RPL31P31	Exc_L6_FEZF2_TBCC	Astro_L1_FGFR3_FOS	Exc_L4_5_RORB_AIM2	Inh_L3_4_PVALB_HOMER3	Exc_L5_6_THEMIS_GPR21	VLMC_L1_3_CYP1B1	Exc_L2_4_RORB_GRIK1	Exc_L5_6_THEMIS_IL7R	Inh_L3_VIP_CBLN1	Exc_L4_6_RORB_HPCA	Exc_L4_RORB_CACNG5	Exc_L3_4_RORB_FOLH1B	Inh_L1_6_PVALB_SCUBE3	Inh_L5_6_LAMP5_SFTA3	Inh_L1_6_VIP_RCN1	Exc_L5_6_FEZF2_RSAD2	Exc_L3_5_THEMIS_UBE2F	Exc_L2_3_LINC00507_RPL9P17	Exc_L3_5_FEZF2_ONECUT1	Astro_L1_6_FGFR3_ETNPPL	MP	Inh_L5_PVALB_CNTNAP3P2	Exc_L6_FEZF2_VWA2	Inh_L1_6_LAMP5_CA13	Inh_L1_3_VIP_SSTR1	Inh_L5_6_SST_ISOC1	Exc_L3_THEMIS_PLA2G7	Inh_L1_3_VIP_ZNF322P1	Inh_L2_4_VIP_LGI2	Exc_L5_6_THEMIS_THTPA	Inh_L1_4_LAMP5_DUSP4	Exc_L6_THEMIS_LINC00343	GABA3	Inh_L1_6_VIP_RGS16	Exc_L6_FEZF2_P4HA3	Inh_L1_4_VIP_CHRNA2	Inh_L1_3_PAX6_NABP1	Inh_L1_3_VIP_CCDC184	Inh_L1_VIP_SOX11	Exc_L3_LINC00507_CTXN3	Exc_L3_5_THEMIS_ELOF1	Inh_L6_LHX6_GLP1R	Inh_L1_LAMP5_GGT8P	GABA2	Inh_L5_6_SST_KLHL14	Oligo_L4_6_OPALIN	Exc_L5_FEZF2_SCN7A	Inh_L5_6_PVALB_STON2	Exc_L4_RORB_BHLHE22	Inh_L1_2_VIP_RPL41P3	Exc_L5_6_THEMIS_TMEM233	Inh_L2_4_PVALB_C8orf4	Exc_L6_FEZF2_ETV4	K2	Inh_L1_LAMP5_NDNF	Exc_L5_6_FEZF2_MYBPHL	Inh_L2_5_VIP_TOX2	Exc_L6_FEZF2_SLITRK6	Inh_L4_5_PVALB_TRIM67	Exc_L4_5_RORB_LINC01474	Exc_L3_5_RORB_HSPB3	Inh_L6_SST_NPY	Inh_L1_2_PVALB_TAC1	Exc_L5_6_FEZF2_CABP7	Inh_L2_4_VIP_DSEL	Exc_L3_4_RORB_RPS3P6	Exc_L5_RORB_SNHG7	Inh_L1_3_VIP_GGH	Micro_L1_6_C1QC	Inh_L1_PAX6_GRIP2	Inh_L1_6_VIP_PENK	Exc_L3_5_RORB_CD24	Exc_L3_4_RORB_PRSS12	Inh_L2_4_SST_AHR	Exc_L3_RORB_CARTPT	Exc_L3_4_RORB_SEMA6D	Astro	Inh_L1_3_PVALB_WFDC2	Astro_L1_FGFR3_MT1G	Micro	Peri_L1_6_MUSTN1	Exc_L4_5_RORB_ASCL1	Exc_L5_6_FEZF2_ANKRD20A1	Inh_L2_6_VIP_VIP	Inh_L3_6_PVALB_MFI2	Inh_L1_VIP_PRSS8	Exc_L4_RORB_CCDC168	Inh_L1_ADARB2_ADAM33	OPC	OPC_L1_6_MYT1	Exc_L6_FEZF2_TBC1D26	Exc_L3_LINC00507_PSRC1	Exc_L5_FEZF2_MORN2	Inh_L3_6_VIP_KCTD13	Endo_L2_5_CLDN5	Inh_L1_3_VIP_ACHE	Oligo	Inh_L5_6_PVALB_FAM150B	Exc_L3_5_FEZF2_DCN	Inh_L1_PAX6_CA4	Exc_L6_FEZF2_KRT17	Exc_L5_RORB_LINC01202	Inh_L6_LAMP5_ANKRD20A11P	Exc_L3_5_RORB_CMAHP	Inh_L1_5_VIP_KCNJ2	Exc_L5_FEZF2_DYRK2	Inh_L1_ADARB2_DISP2	GABA1	Exc_L5_6_THEMIS_OR1J1
FBXL12	22.5082	37.9316	51.3783	16.9022	52.9312	30.6729	32.3553	54.2172	40.5446	57.4189	67.861	33.949	56.193999999999996	42.141000000000005	51.8464	28.4931	42.977	48.042	32.5858	41.1552	45.1839	29.1718	50.1789	67.2267	46.8088	41.5405	0.0	37.1284	38.0795	51.9785	24.9234	48.5468	46.5217	40.6507	47.4961	52.2088	62.3737	27.7433	36.9823	82.3935	53.227	46.6425	37.2119	46.8997	46.4507	87.6476	41.0988	40.5771	41.9042	20.5844	41.617	36.6129	38.6405	40.071999999999996	68.9721	44.2219	32.5942	51.1272	86.8528	66.1077	34.6997	31.5756	67.6253	49.3485	50.838	73.8291	45.2724	55.2562	56.1543	56.1924	35.442	37.3539	41.0668	48.24100000000001	39.3907	55.7797	50.5838	40.1647	49.5078	50.2316	42.5786	41.9441	75.1527	12.6829	27.6976	40.1294	32.3882	33.5509	54.0444	85.2214	61.1692	58.4131	86.2159	38.4995	33.3091	53.3667	48.1136	70.6844	33.973	47.327	107.9025	121.8358	67.8889	39.2863	60.1082	58.2521	101.3536	30.2645	47.3211	133.8702	56.9015	55.5495	35.2434	36.0677	57.9815	54.0474	27.1461	44.275	54.4715	27.7204	20.8195	32.8105	33.8139	69.1619	32.6274	51.5628	38.1724	9.4315	25.3855	70.6802
FBXL14	37.0728	25.9655	34.588	118.8745	43.9328	31.7364	20.4545	67.12899999999999	29.8492	71.7186	29.1611	35.258	47.8354	63.8753	45.9247	14.050999999999998	25.0058	57.9834	36.9689	75.6961	29.6409	23.6864	4.6644	69.8095	44.3863	34.1963	0.0	40.3463	34.9093	14.8451	26.4736	50.7642	29.9752	51.1422	51.9674	50.6626	26.5703	43.1651	38.3407	0.0	67.0419	45.8171	48.1583	27.2499	59.0337	20.85	91.44	30.9464	50.273999999999994	26.5839	50.8324	59.9863	36.9156	1.3656	19.1785	163.0346	155.9004	72.4918	37.9176	13.4434	31.8822	19.6783	45.2963	70.3453	64.9084	15.7598	68.9197	50.4209	59.8601	38.8642	45.5997	45.9418	44.8839	35.1802	39.6689	55.8842	39.0564	62.6803	45.8707	86.2678	49.4381	74.0321	7.9421	116.2071	74.5964	44.5576	74.8226	30.4272	38.8417	69.6322	103.5709	56.8912	76.76100000000001	37.5703	46.1394	33.2514	52.615	0.0	63.6697	38.3963	0.4168	0.0	57.8631	29.078000000000003	65.8509	171.0666	66.6006	32.1618	68.7122	0.0	45.6903	40.986999999999995	27.5685	33.1179	149.5712	0.0	98.2737	63.4225	120.9435	13.1135	22.1543	39.3549	46.3827	0.0	40.2846	38.5746	22.406	158.6982	43.8357	4.665
FBXL15	43.8145	42.7671	47.8726	42.1808	34.7595	34.4303	37.3065	38.3013	35.961	53.8597	40.3331	37.565	47.2652	34.4695	54.8755	42.6763	42.3494	41.6681	34.0986	33.4	36.7586	37.5413	33.8482	37.6062	45.4477	38.9427	112.1793	39.5918	41.9862	35.016999999999996	30.4279	33.4835	37.0078	45.4155	42.5486	30.0712	41.7575	30.7238	39.561	46.8756	36.9707	39.5469	40.2071	38.5308	37.3297	54.0139	55.5558	46.8468	42.4852	54.0655	46.2205	38.9135	35.7456	36.334	57.2	45.6118	47.0728	37.0014	50.3557	51.4694	44.4946	38.9395	53.1968	36.0806	34.4357	32.7982	49.4063	45.4363	43.1282	35.2569	39.0449	33.4182	47.8358	41.282	36.6163	43.0236	32.3035	50.7389	33.4264	56.785	36.5358	37.8363	31.4002	27.2512	29.5436	36.1272	39.7173	39.6132	40.3075	84.0165	36.1885	32.813	36.711999999999996	39.3147	41.352	34.4981	39.8615	12.9932	42.1493	42.4895	80.9836	50.9957	44.1203	33.0939	46.5	43.9624	47.7635	45.9645	45.8362	9.6995	45.5064	31.445	37.4328	38.235	42.4924	44.9008	46.2431	36.2866	34.025	29.4168	53.07	29.9568	40.4679	41.3061	41.6763	39.1285	44.5202	73.0075	24.569000000000003	51.6643
FBXL17	35.3071	58.9642	89.0235	45.5443	84.2963	78.7744	55.4973	71.3841	70.6913	118.3098	93.0054	74.8646	76.1721	59.3311	33.1395	63.2467	88.0507	74.5821	66.1651	78.9638	74.2303	64.3068	46.0801	97.1126	80.0233	75.5882	95.7391	69.4076	73.9987	87.5276	64.0575	67.6695	76.7202	84.0167	62.818999999999996	73.318	131.9664	70.2637	67.8991	107.2138	91.7015	64.7567	96.0742	82.7476	55.419	66.9225	97.9182	72.1848	71.5975	55.8619	58.7821	73.8501	65.4493	72.0463	48.4262	107.3982	80.8928	60.5447	80.4923	50.6526	68.1675	89.4827	114.1835	48.5153	69.8642	91.7809	65.3299	57.9006	75.5313	73.7661	53.9476	93.5834	72.4574	62.6648	77.3249	68.7699	62.1033	71.0767	64.3935	55.383	76.8638	85.9368	102.865	82.5175	72.4093	69.382	78.1004	66.1236	75.7178	108.5961	76.1854	63.0205	74.5969	78.5112	62.1596	71.747	70.4751	53.0573	72.4235	73.1549	153.2679	99.7066	81.8436	71.7581	74.3632	137.3755	77.0519	72.807	81.8889	5.7642	70.8726	61.8028	61.6712	66.2041	98.7923	21.9153	105.8525	50.8758	82.5317	72.2943	90.7591	64.6522	75.1829	45.4763	83.5587	83.3507	65.7869	101.0714	92.6012	78.8483
FBXL18	7.4339	21.7257	13.6313	74.9677	22.4828	12.0466	18.0472	15.883	21.7686	20.6667	24.3104	18.2104	16.7145	26.1232	15.8743	10.1074	16.2443	6.3419	16.3251	21.004	19.5369	18.7251	3.5546	22.0238	14.7954	17.9196	0.8022	17.8875	16.2373	14.4991	11.1862	19.2954	21.8856	14.6953	23.7756	18.4013	43.8575	19.1387	20.6097	12.0727	22.3186	15.7666	14.5556	21.2365	23.6314	11.6841	14.7711	20.2676	15.5654	9.6305	25.7369	14.6631	19.7332	18.8772	11.8533	20.5978	19.4089	10.446	23.743000000000002	8.8411	21.0051	30.0225	8.7989	30.115	29.851	25.7445	15.3522	32.2264	16.2025	14.4017	8.0475	22.4437	16.9029	20.1038	16.1748	14.47	20.3078	11.9382	19.8883	11.6394	16.9619	23.6869	24.4027	13.5417	23.1007	20.6448	14.2378	17.6037	22.2487	6.8046	17.5529	9.584	20.9147	16.6635	11.216	21.8987	25.5618	21.8791	18.144000000000002	7.0722	0.4722	0.0	23.1393	19.5379	13.6771	22.4754	11.0612	19.2125	12.9562	0.413	15.3384	17.413	21.4873	20.1195	29.4994	4.588	20.6921	13.5363	38.8849	16.6176	23.3354	14.2869	19.9786	0.0	19.9979	9.4385	9.5205	11.0268	16.5768	24.1645
FBXL19	8.219	10.3251	6.7802	15.6828	9.4186	5.7477	4.6514	7.6341	7.7113	3.6996	10.3271	5.1085	6.7756	6.5829	8.2166	1.9662	4.2165	3.0614	8.5202	11.09	8.0263	5.3122	10.8638	3.8128	6.3208	8.8398	3.1187	6.8425	8.1924	6.5123	6.3538	5.6198	7.4311	2.6591	7.9852	16.1528	19.2947	4.8647	7.9079999999999995	12.7598	7.8381	5.4573	10.5464	8.6054	7.6756	6.1441	4.7172	6.2694	6.5787	4.3946	15.7432	5.6901	6.5378	7.5902	8.613999999999999	4.3592	7.7903	2.8836	6.8871	4.2908	10.6358	5.5401	4.9412	6.7357	4.7044	5.4701	8.8108	2.4093	9.0215	5.172999999999999	3.7275	5.8968	10.5596	7.3725	4.4465	6.9456	7.402	5.8502	9.742	8.3086	6.2929	5.8066	2.3971	4.5216	8.6658	2.0593	19.3822	6.3457	15.0032	5.1522	4.2996	2.7019	7.853	7.8734	5.4606	8.5241	7.6716	11.6817	5.5787	2.5057	0.0	0.0	3.6623	8.4414	9.649	3.0712	6.5513	7.4298	9.3245	0.7191	10.6896	10.5143	6.5707	4.12	12.3446	26.3293	7.5541	2.3204	16.7687	2.4679	8.0813	6.1351	6.5096	4.0682	6.5352	8.0673	4.4357	1.5383	5.8913	7.4016
FBXL2	107.7197	129.3051	113.9296	90.848	100.5287	102.1046	160.3107	101.288	111.7856	114.1919	171.3747	113.6107	89.0201	109.3389	83.9684	119.5674	111.684	104.7565	97.382	143.9648	100.5599	166.648	109.1631	140.19299999999998	107.7204	141.4886	0.0	94.8788	108.9624	119.883	103.2777	90.167	107.8994	141.0021	100.9528	115.2832	124.4662	117.10600000000001	103.1585	97.4501	42.2077	59.20399999999999	108.3362	72.2732	114.2547	111.0558	138.8668	69.3757	104.8041	111.5767	134.6889	103.39399999999999	113.6094	63.8805	109.0205	87.4113	129.4381	108.9038	55.59	134.3841	95.8455	118.54700000000001	130.4471	108.1687	59.724	96.7585	89.7815	70.5001	92.9769	91.189	148.5062	116.7009	108.0872	91.9106	113.9664	125.6442	132.8105	116.949	158.601	128.3558	118.4922	140.0294	158.4815	120.6798	121.1376	133.0442	89.4952	110.6267	132.2642	102.7565	169.3609	132.6754	148.6199	121.7231	101.6024	124.036	117.1487	32.2725	78.1662	59.2535	0.0	0.0	113.6898	98.9749	118.7891	145.9195	121.3162	106.7418	118.1319	51.1453	99.6625	163.5554	136.3512	130.3587	105.0398	16.1735	119.9064	109.0871	125.764	99.7302	128.2439	134.0036	137.8718	207.8865	109.7326	107.4952	140.6277	146.2415	54.0842	111.7042
FBXL22	33.0796	21.3187	29.6985	193.7641	26.4663	21.1716	17.5151	21.0821	22.3052	47.0647	37.1305	20.9149	32.1063	29.5885	11.9812	26.9119	13.3016	21.6742	27.3845	21.5763	28.8422	23.8764	16.5475	27.4332	32.3978	26.1301	0.0	25.1713	32.9281	24.6434	19.68	27.8981	19.4337	32.4358	34.8864	30.3726	37.7797	11.949000000000002	27.1412	24.3796	31.4851	21.2327	28.3648	25.3047	26.5043	22.6189	29.4525	28.2584	25.4776	13.7025	19.7442	32.5158	23.9756	10.4239	30.2727	1.8375	31.401	27.0744	25.3524	47.8245	24.4197	20.366	12.2263	37.5576	18.7791	30.5663	15.2264	15.3778	32.1133	28.4571	25.9822	32.3998	28.2623	31.0008	26.808000000000003	25.8924	40.0484	44.703	18.3138	41.3366	24.1054	24.2595	20.7668	9.2875	65.0165	34.0539	20.7237	19.1182	56.8708	0.518	0.0	34.4824	41.1169	25.6348	21.2956	18.9326	28.6507	11.0726	19.9199	33.8411	0.0	261.1338	12.4489	31.605999999999998	17.5031	70.347	31.8378	34.8798	30.6148	0.3248	20.0262	24.2319	21.4633	17.635	20.7906	0.3205	29.8297	3.286	21.3723	13.5199	22.2299	20.6728	24.201	0.0	32.0311	28.1227	39.3286	53.4071	25.91	23.7583
FBXL3	139.4741	94.5643	61.9549	54.04600000000001	81.6708	74.9393	82.3839	84.3373	79.988	107.62899999999999	70.2314	90.8238	74.5535	98.4238	163.1384	119.1267	90.8694	137.9961	66.0254	126.2952	87.6883	79.3613	136.4409	156.7191	79.9316	85.8456	0.0	84.9616	88.8259	93.3084	96.3006	113.7948	76.9648	95.6599	84.3514	73.8705	96.9312	90.15299999999999	82.8334	86.5357	84.6945	64.0511	105.4929	62.6845	67.9206	92.3853	128.5746	66.6441	108.8067	111.649	67.2394	86.6111	82.6323	86.2728	72.1397	91.4133	119.6616	44.3231	119.2258	102.8963	69.6015	66.0933	48.3577	142.2975	83.3171	120.31200000000001	112.5844	57.7172	73.47800000000001	96.9665	76.4831	82.6939	94.3999	70.4186	69.0497	82.25399999999999	100.4462	104.6059	118.6782	79.4648	85.0056	116.6691	90.2641	179.4055	124.5579	79.7055	87.3659	89.6296	122.4269	83.1145	126.0833	125.197	107.9961	78.4724	105.2271	77.2135	102.2536	30.3909	116.56	153.8996	176.7064	209.1736	115.236	65.0191	98.7629	65.6889	82.5451	81.5109	98.0457	474.3845	121.7787	101.0648	94.1816	97.9504	123.1645	78.4637	139.7075	90.626	91.1858	102.3059	103.1479	94.71600000000001	80.921	114.4783	87.3284	62.6481	76.3518	158.5997	84.5372	106.78
FBXL4	86.6572	74.8202	47.922	56.8619	67.0809	85.7243	74.3368	75.2773	65.8427	116.662	74.725	74.0459	70.8798	62.9028	56.1447	107.2593	51.3815	58.3749	64.5888	84.0677	59.6583	47.1095	57.0174	112.008	89.025	65.1972	0.0	61.9268	74.0876	72.2473	66.291	63.1549	52.248999999999995	108.6518	79.5731	72.9771	54.2925	64.3262	66.1529	47.0489	77.7383	54.583999999999996	72.9191	57.9516	76.2886	47.4935	77.9846	47.7177	72.0511	90.2716	27.4315	83.1867	59.9396	32.3439	101.6032	46.8122	67.8747	68.9185	201.0053	288.2822	47.1737	64.594	90.9644	115.5996	69.6984	72.8948	66.6403	45.5883	59.1406	68.5684	62.8146	86.4295	64.5709	59.0143	63.3443	51.598	75.0823	81.4816	74.9053	36.0715	68.1428	68.6318	111.8453	55.1993	94.2941	96.3002	60.7284	62.4197	73.2807	101.0397	25.1079	80.4783	82.5218	60.165	83.4666	61.9222	84.6994	14.8636	88.8072	158.5543	0.7236	0.3132	52.8002	54.401	62.5061	60.842	62.1479	41.758	101.9652	143.1234	79.4577	25.8097	73.8021	42.8041	49.9419	63.1574	68.3862	104.9714	76.3412	16.3341	87.632	62.5079	59.4022	35.2581	73.3372	68.9535	62.6065	68.5355	136.3286	84.3757
FBXL5	149.332	126.4725	103.7353	156.6693	115.7846	132.0168	97.2155	120.6771	112.6272	174.9716	129.4445	123.0537	111.53200000000001	123.0108	100.772	120.8368	120.6605	178.3036	112.7048	122.5283	137.9408	130.373	29.2908	120.8401	141.2974	118.6357	621.9632	126.8593	128.3384	108.4003	139.0763	129.7454	126.8351	154.7557	116.3365	181.3965	122.8797	127.9251	113.4348	128.9698	101.1618	150.0041	141.2921	129.4695	130.1659	119.8069	106.2271	161.7667	121.9421	126.4817	112.0762	127.7525	113.831	108.0899	147.0642	108.2698	122.0984	139.9357	165.5307	153.7507	138.5774	143.7947	144.732	171.06799999999998	129.8233	108.7593	117.0079	129.1841	154.2355	108.0291	116.9173	123.48700000000001	145.7868	117.2098	161.3313	113.0035	124.5015	146.5399	106.3964	145.1776	116.4723	134.5243	131.0018	104.1439	150.7863	141.4628	107.6378	117.9756	122.1192	72.8553	109.8765	86.131	110.4967	111.0587	148.562	119.6855	125.1441	34.7889	161.3805	103.8687	370.7257	93.7175	153.1083	127.8161	131.9274	125.9276	114.5237	119.5837	119.4313	47.3593	92.9515	102.4619	117.1815	151.1373	142.9265	115.0743	141.1722	138.5963	120.2963	183.9593	144.7514	118.6602	145.5308	87.038	116.4363	101.3571	127.5709	89.4443	138.8948	123.095
FBXL7	90.6151	0.0	0.506	0.0	0.0	0.0	0.0	32.8039	10.0933	70.7079	0.0	37.6964	58.1653	3.4577	85.7692	79.4402	34.9641	57.3044	49.3506	0.0	4.4082	0.9374	35.2742	0.0	0.6223	128.5296	0.0	10.3118	70.5008	0.0	0.0	1.1426	8.7479	0.0	77.9749	27.5836	0.0	0.0	45.7563	0.0	95.3194	8.073	0.9041	0.6615	59.3518	29.0541	36.5068	0.0	54.9995	2.2186	0.0	82.2964	53.278999999999996	0.0	19.7825	0.0	0.0	106.8948	237.6648	0.0	0.0	0.0	0.0	75.5285	20.7889	46.5269	118.3547	0.9172	66.1656	33.364000000000004	0.0	0.0	41.7126	0.0	0.0	90.6425	0.6321	110.2597	0.0	55.0379	18.2681	0.7842	12.1892	0.0	0.0	0.0	1.2005	21.5129	0.0	0.1759	18.4399	0.0	0.0	102.6416	0.0	68.07	45.0035	53.7336	0.0	90.0019	0.3654	44.7907	0.0	0.0	24.5709	0.0	86.3485	2.0539	32.3764	17.0326	100.4263	0.0	9.616	133.2886	35.3398	0.4879	0.0	108.2012	0.0	18.6744	74.1932	1.147	0.0	0.0	10.7739	0.0	0.0	0.0	72.5443	0.0
FBXO10	50.4734	33.7841	28.7248	53.5161	21.4919	26.6177	22.3517	28.4489	26.0662	25.5809	25.1855	26.0783	32.5247	24.0884	27.3898	7.6283	41.7451	35.5221	26.0546	5.7374	23.515	11.6945	28.8135	12.8533	24.3498	25.4158	0.0	25.3422	23.9822	37.6782	23.0259	20.296	22.0342	30.2519	19.2032	67.7725	10.4229	19.2785	28.3326	24.353	27.2126	20.7827	27.1035	28.721	20.6111	19.5851	10.2376	39.457	38.647	30.2967	29.6235	27.7258	20.7878	11.6848	33.3189	164.6127	41.6218	20.1751	22.4695	32.657	24.6107	17.9601	25.9174	17.9053	33.9204	12.7958	34.0694	21.9756	24.3698	21.3978	13.6244	25.8932	27.4084	22.4313	27.7331	36.0666	22.7313	27.0568	17.2463	20.288	25.5138	30.3999	14.799000000000001	16.8085	23.0224	43.6175	23.5036	18.0392	41.58	39.0952	24.0011	52.2574	18.3002	23.6878	19.1353	21.1197	19.8868	4.7567	21.4593	33.2728	0.0	5.8836	21.2007	32.3861	24.1261	22.2132	39.9648	22.8917	19.9066	79.6368	54.3926	29.5571	29.8029	22.5781	39.2461	0.0	33.6148	7.2771	37.7512	13.2402	23.3158	22.3745	45.3469	0.0	31.3651	28.7966	50.9061	47.3273	14.5215	20.4889
FBXO11	129.7446	148.757	129.1166	157.3575	104.5187	115.9699	121.1805	114.5992	122.9637	108.2334	127.1429	139.486	122.4595	141.2607	101.7897	164.4585	136.4214	147.6215	128.3537	155.8573	129.157	123.5256	72.6305	146.1823	113.3765	124.7215	0.2543	140.9322	109.4933	143.9362	149.8616	121.9899	150.4176	143.0179	117.5192	122.2054	107.7014	122.3695	131.9932	122.1505	111.4246	117.0604	114.3442	118.3369	106.1451	130.5509	100.3159	106.2687	142.3553	57.3352	139.02700000000002	140.5506	138.082	76.7379	112.2293	152.2919	126.6766	119.4146	171.7353	126.3993	154.4939	137.0379	111.3713	118.3942	126.8013	136.2096	93.5003	105.4862	119.6942	141.7875	110.8142	130.0469	109.6453	114.6148	145.9832	92.1502	115.1319	129.9341	150.3876	142.8255	128.2509	130.129	107.8299	274.2782	114.135	102.6538	134.1588	133.5881	100.0249	129.8029	118.7603	138.092	142.7067	127.8228	116.211	127.7012	126.0357	61.6597	137.7528	167.5759	194.3515	36.145	137.7154	127.6186	112.3585	165.06	114.5939	122.6259	135.5226	55.7743	108.882	96.8136	130.44799999999998	147.9088	131.3804	121.9794	124.0549	97.0621	140.1438	129.4185	139.0535	137.27100000000002	123.8571	92.8423	119.949	122.2649	160.3174	99.7754	168.7501	167.9833
FBXO15	74.4925	17.4794	49.6878	0.0	54.2422	66.5387	56.0871	51.4258	54.9763	18.7386	71.014	51.1653	62.4954	34.1918	48.8936	68.7964	49.4282	18.7932	60.0283	24.6702	69.6835	62.7807	102.3877	62.4152	51.5761	42.4022	0.0	60.0019	60.9548	107.7278	42.2848	69.0361	42.9126	57.6433	93.616	14.0411	143.7688	39.9614	55.6224	116.2241	112.0315	66.0358	78.0888	45.2363	81.2385	66.9365	47.7146	34.8337	79.0536	113.1994	88.4997	66.3594	44.8585	0.0	79.2366	27.4887	109.6932	1.1053	30.3708	0.0	46.8904	25.7216	195.3101	11.4649	60.0978	62.8546	88.6407	31.8506	55.4882	69.6255	69.2333	27.5272	60.3985	60.549	42.3891	63.8634	49.6222	45.4236	82.5483	69.2259	79.3966	38.7646	72.0858	180.3652	48.8275	0.0	157.0541	46.4969	60.628	34.1614	0.0	83.4934	47.2992	46.6332	141.9641	53.8257	37.291	0.0	61.7177	189.6868	0.2308	0.0	134.6143	34.0506	66.9361	95.8454	17.5027	49.6219	61.7049	0.0	78.4478	15.5397	36.2616	49.7718	283.0885	0.0	52.0526	40.1283	98.1469	31.023000000000003	116.831	48.7954	63.0982	0.0	71.9227	93.4519	104.1523	8.7557	72.8186	82.1477
FBXO2	90.1515	49.3635	66.5502	109.7289	42.5099	45.0649	53.2529	57.5632	49.7369	79.4567	56.5342	59.0988	56.4762	45.3589	114.8304	63.257	59.141999999999996	70.6374	42.9115	47.7225	44.0435	30.7215	128.5206	61.3491	56.0387	60.5484	0.0	51.675	56.9111	65.3294	51.3391	63.6648	46.3557	53.3067	50.4571	61.8656	71.1348	70.4086	46.9396	71.9328	80.6492	72.3053	56.9404	42.5692	63.6359	42.6254	59.558	58.7456	45.4325	45.8027	76.2013	54.6275	49.3909	53.2807	78.0931	81.382	38.0762	49.8943	66.0751	74.4934	55.894	58.2537	67.1022	73.9008	51.8413	42.5972	68.3592	70.729	52.0443	52.6764	69.0358	43.1298	51.3953	45.4608	45.0846	50.103	58.6114	74.848	36.6622	84.3747	52.5717	39.3729	60.7502	42.665	59.3089	42.6152	58.6059	50.3372	62.4092	143.7277	44.9727	86.3167	56.3898	56.7259	47.5407	46.6305	55.6904	90.7613	52.5919	106.9481	58.6824	0.0	61.3009	46.8441	38.4591	79.6801	59.7386	58.3219	46.522	24.5376	62.7182	47.648999999999994	40.324	49.8872	63.4177	0.0	66.5232	58.4865	61.1934	48.3397	63.0003	34.634	41.7138	106.6023	57.5933	42.9866	71.3155	50.498000000000005	64.0934	45.1284
FBXO21	102.7299	69.4383	82.8865	104.9141	89.9675	81.1285	83.0783	79.6173	80.3102	80.8921	60.9274	99.5488	69.9294	89.12299999999999	86.8848	103.5599	89.9976	153.4606	87.0202	124.6056	87.0272	94.1494	92.264	95.1252	89.2928	102.1158	232.6932	93.1834	108.5731	82.7622	105.0198	104.1097	84.1453	82.8077	100.2747	78.1373	92.8893	77.8311	91.2658	77.0385	79.2862	74.3719	88.5196	99.4576	108.1513	74.3797	104.426	97.427	86.5762	102.0026	83.4908	89.1633	89.1566	65.4952	81.9557	77.6098	114.7357	113.6485	104.8449	52.3583	112.1274	95.9275	128.9365	105.8829	84.5414	93.3357	85.6236	65.5563	81.5042	102.1326	118.2122	96.6737	85.9987	89.5832	90.1949	83.7759	82.34899999999999	82.7624	86.7892	73.8346	91.3695	73.6565	84.9378	177.0625	76.9612	57.0682	118.6165	80.203	116.7575	87.3979	74.4439	105.2416	81.1694	88.7919	91.2796	85.3974	79.6216	67.8878	93.8515	73.3723	137.9717	119.0387	131.1121	78.5057	88.9564	89.0012	65.8043	107.4969	75.3885	121.7374	84.2456	81.462	80.4407	81.2249	102.32600000000001	129.3597	77.7798	104.3682	71.4085	95.3931	77.54	81.848	83.4654	15.8703	86.6391	111.0307	63.4488	96.2386	140.735	87.9933
