uniprot	unigene	gene	index	order
SMS2_MOUSE	Sgms2	Sgms2	40240	0
SO2A1_MOUSE	Slco2a1	Slco2a1	40802	0
SOAT1_MOUSE	Soat1	Soat1	41171	0
SPNS2_MOUSE	Spns2	Spns2	41379	0
SPNS1_MOUSE	Spns1	Spns1	41378	0
SIA7E_MOUSE	St6galnac5	St6galnac5	41569	0
SOX10_MOUSE	Sox10	Sox10	41208	0
SH3R3_MOUSE	Sh3rf3	Sh3rf3	40288	0
SIR7_MOUSE	Sirt7	Sirt7	40369	0
SFTPA_MOUSE	Sftpa1	Sftpa1	40220	0
SMCO4_MOUSE	Smco4	Smco4	40884	0
SLAF7_MOUSE	Slamf7	Slamf7	40414	0
SGCE_MOUSE	Sgce	Sgce	40232	0
SH2B2_MOUSE	Sh2b2	Sh2b2	40254	0
SMAP2_MOUSE	Smap2	Smap2	40857	0
SRGP3_MOUSE	Srgap3	Srgap3	41464	0
STN1_MOUSE	Obfc1	Obfc1	35090	1
SMO_MOUSE	Smo	Smo	40920	0
ST1C1_MOUSE	Sult1c1	Sult1c1	41731	0
SSR4_MOUSE	Sstr4	Sstr4	41535	0
SSR3_MOUSE	Sstr3	Sstr3	41534	0
STRBP_MOUSE	Strbp	Strbp	41679	0
SYAM_MOUSE	Aars2	Aars2	2254	0
SUOX_MOUSE	Suox	Suox	41756	0
TSN12_MOUSE	Tspan12	Tspan12	43505	0
MFRN2_MOUSE	Slc25a28	Slc25a28	40543	0
MIEN1_MOUSE	Mien1	Mien1	32461	0
MK07_MOUSE	Mapk7	Mapk7	32111	0
MED26_MOUSE	Med26	Med26	32297	0
MPP4_MOUSE	Mpp4	Mpp4	33832	0
MO2R2_MOUSE	Cd200r2	Cd200r2	4798	1
MTA3_MOUSE	Mta3	Mta3	34051	0
MYPN_MOUSE	Mypn	Mypn	34287	0
MYOZ2_MOUSE	Myoz2	Myoz2	34285	0
NDF4_MOUSE	Neurod4	Neurod4	34571	0
MYCB2_MOUSE	Mycbp2	Mycbp2	34204	0
NAB1_MOUSE	Nab1	Nab1	34332	0
NACAD_MOUSE	Nacad	Nacad	34337	0
NLR9B_MOUSE	Nlrp9b	Nlrp9b	34715	0
NEUR3_MOUSE	Neu3	Neu3	34562	0
NHRF1_MOUSE	Slc9a3r1	Slc9a3r1	40785	0
NP1L5_MOUSE	Nap1l5	Nap1l5	34372	0
NTPCR_MOUSE	Ntpcr	Ntpcr	34961	0
PIWL1_MOUSE	Piwil1	Piwil1	37383	0
NSUN5_MOUSE	Nsun5	Nsun5	34935	0
PR15A_MOUSE	Ppp1r15a	Ppp1r15a	37788	0
NUA4L_MOUSE	Ndufa4l2	Ndufa4l2	34476	0
NUCB2_MOUSE	Nucb2	Nucb2	34975	0
NSMA3_MOUSE	Smpd4	Smpd4	40933	0
OL149_MOUSE	Olfr149	Olfr149	35668	0
OMGP_MOUSE	Omg	Omg	36578	0
NUP50_MOUSE	Nup50	Nup50	35025	0
PERF_MOUSE	Prf1	Prf1	37923	0
PGP_MOUSE	Pgp	Pgp	37205	0
PHIP_MOUSE	Phip	Phip	37249	0
PEA15_MOUSE	Pea15a	Pea15a	37104	1
PEAR1_MOUSE	Pear1	Pear1	37108	0
PLGT2_MOUSE	Kdelc1	Kdelc1	25555	2
PRRX1_MOUSE	Prrx1	Prrx1	38096	0
RUVB1_MOUSE	Ruvbl1	Ruvbl1	39702	0
SNR25_MOUSE	Snrnp25	Snrnp25	41112	0
SNX27_MOUSE	Snx27	Snx27	41158	0
SNX3_MOUSE	Snx3	Snx3	41160	0
SIA10_MOUSE	St3gal6	St3gal6	41561	0
SOCS4_MOUSE	Socs4	Socs4	41177	0
SGMR2_MOUSE	Tmem97	Tmem97	42752	0
SKA2_MOUSE	Ska2	Ska2	40381	0
SGPL1_MOUSE	Sgpl1	Sgpl1	40244	0
SLAI2_MOUSE	Slain2	Slain2	40411	0
SMK3B_MOUSE	Smok3b	Smok3b	40926	0
SMIM3_MOUSE	Smim3	Smim3	40910	0
TRM2A_MOUSE	Trmt2a	Trmt2a	43390	0
SHTAP_MOUSE	Nsun4	Nsun4	34934	0
STYK1_MOUSE	Styk1	Styk1	41712	0
SRC8_MOUSE	Cttn	Cttn	6002	0
SSF1_MOUSE	Ppan	Ppan	37716	0
SPTCS_MOUSE	Spg11	Spg11	41333	0
SSBP_MOUSE	Ssbp1	Ssbp1	41511	0
SVS3A_MOUSE	Svs3a	Svs3a	41795	0
SPRE_MOUSE	Spr	Spr	41396	0
SPRR4_MOUSE	Sprr4	Sprr4	41418	0
SRTD4_MOUSE	Sertad4	Sertad4	40171	0
SYPM_MOUSE	Pars2	Pars2	36838	0
SYTL4_MOUSE	Sytl4	Sytl4	41872	0
SYNC_MOUSE	Nars	Nars	34381	1
TAA8A_MOUSE	Taar8a	Taar8a	41891	0
T11L2_MOUSE	Tcp11l2	Tcp11l2	42142	0
TBCC_MOUSE	Tbcc	Tbcc	42049	0
TACD2_MOUSE	Tacstd2	Tacstd2	41908	0
T132C_MOUSE	Tmem132c	Tmem132c	42539	0
TBB2A_MOUSE	Tubb2a	Tubb2a	43629	0
TGFA1_MOUSE	Tgfbrap1	Tgfbrap1	42307	0
TGDS_MOUSE	Tgds	Tgds	42296	0
TAF5L_MOUSE	Taf5l	Taf5l	41928	0
TGFB3_MOUSE	Tgfb3	Tgfb3	42301	0
TEANC_MOUSE	Tceanc	Tceanc	42102	0
TMM65_MOUSE	Tmem65	Tmem65	42724	0
TREX1_MOUSE	Trex1	Trex1	43281	0
TMPS3_MOUSE	Tmprss3	Tmprss3	42777	0
TMCO2_MOUSE	Tmco2	Tmco2	42489	0
TRM44_MOUSE	Trmt44	Trmt44	43392	0
TPD54_MOUSE	Tpd52l2	Tpd52l2	42928	0
TRI62_MOUSE	Trim62	Trim62	43353	0
TNR11_MOUSE	Tnfrsf11a	Tnfrsf11a	42810	0
TRAK1_MOUSE	Trak1	Trak1	43055	0
TNR1A_MOUSE	Tnfrsf1a	Tnfrsf1a	42819	0
TM11A_MOUSE	Tmprss11a	Tmprss11a	42766	0
TM223_MOUSE	Tmem223	Tmem223	42640	0
TWF1_MOUSE	Twf1	Twf1	43666	0
TS1R1_MOUSE	Tas1r1	Tas1r1	41964	0
TTYH3_MOUSE	Ttyh3	Ttyh3	43617	0
PRP31_MOUSE	Prpf31	Prpf31	38043	0
PRS52_MOUSE	Prss52	Prss52	38130	0
PSA5_MOUSE	Psma5	Psma5	38174	0
PTN22_MOUSE	Ptpn22	Ptpn22	38306	0
PTPA_MOUSE	Ppp2r4	Ppp2r4	37838	1
PSMD1_MOUSE	Psmd1	Psmd1	38201	0
PRD15_MOUSE	Prdm15	Prdm15	37897	0
QCR6_MOUSE	Uqcrh	Uqcrh	43931	0
RISC_MOUSE	Scpep1	Scpep1	39946	0
RL26_MOUSE	Rpl26	Rpl26	39289	0
S35E4_MOUSE	Slc35e4	Slc35e4	40642	0
RUXG_MOUSE	Snrpg	Snrpg	41130	0
SCO1_MOUSE	Sco1	Sco1	39939	0
SELPL_MOUSE	Selplg	Selplg	40039	0
SNTB2_MOUSE	Sntb2	Sntb2	41134	0
SPAT2_MOUSE	Spata2	Spata2	41273	0
SPART_MOUSE	Spg20	Spg20	41334	2
SIA7F_MOUSE	St6galnac6	St6galnac6	41570	0
SIA4C_MOUSE	St3gal4	St3gal4	41559	0
SMYD4_MOUSE	Smyd4	Smyd4	40956	0
SIAS_MOUSE	Nans	Nans	34367	0
SPI2_MOUSE	Serpini2	Serpini2	40167	0
SOSB1_MOUSE	Nabp2	Nabp2	34335	0
SHKB1_MOUSE	Shkbp1	Shkbp1	40317	0
SFXN3_MOUSE	Sfxn3	Sfxn3	40226	0
SPIT4_MOUSE	Spint4	Spint4	41372	0
SIM2_MOUSE	Sim2	Sim2	40352	0
SMD2_MOUSE	Snrpd2	Snrpd2	41126	0
SHQ1_MOUSE	Shq1	Shq1	40324	0
ST1A1_MOUSE	Sult1a1	Sult1a1	41729	0
SSRB_MOUSE	Ssr2	Ssr2	41526	0
STRP2_MOUSE	Strip2	Strip2	41682	0
SRBD1_MOUSE	Srbd1	Srbd1	41449	0
STAR6_MOUSE	Stard6	Stard6	41603	0
TUTLA_MOUSE	Igsf9	Igsf9	25010	0
STK36_MOUSE	Stk36	Stk36	41648	0
STK40_MOUSE	Stk40	Stk40	41653	0
SVS5_MOUSE	Svs5	Svs5	41798	0
SWAHB_MOUSE	Sowahb	Sowahb	41204	0
SUGP2_MOUSE	Sugp2	Sugp2	41725	0
SRTM1_MOUSE	Sertm1	Sertm1	40172	0
SPSY_MOUSE	Sms	Sms	40940	0
SPT16_MOUSE	Spata16	Spata16	41269	0
SRSF7_MOUSE	Srsf7	Srsf7	41502	0
SUMF1_MOUSE	Sumf1	Sumf1	41747	0
TIM16_MOUSE	Pam16	Pam16	36779	0
TDH_MOUSE	Tdh	Tdh	42173	0
THOC6_MOUSE	Thoc6	Thoc6	42353	0
TFDP1_MOUSE	Tfdp1	Tfdp1	42279	0
TBX20_MOUSE	Tbx20	Tbx20	42074	0
TEKT4_MOUSE	Tekt4	Tekt4	42213	0
TI17A_MOUSE	Timm17a	Timm17a	42392	0
TBX5_MOUSE	Tbx5	Tbx5	42081	0
TMM74_MOUSE	Tmem74	Tmem74	42731	0
TR1L1_MOUSE	Tram1l1	Tram1l1	43058	0
TMCC1_MOUSE	Tmcc1	Tmcc1	42485	0
TNIP1_MOUSE	Tnip1	Tnip1	42843	0
TMED4_MOUSE	Tmed4	Tmed4	42500	0
TM242_MOUSE	Tmem242	Tmem242	42656	0
TRPV6_MOUSE	Trpv6	Trpv6	43465	0
USE1_MOUSE	Use1	Use1	43944	0
VAS1_MOUSE	Atp6ap1	Atp6ap1	3526	0
WDR61_MOUSE	Wdr61	Wdr61	44870	0
PP12C_MOUSE	Ppp1r12c	Ppp1r12c	37781	0
PR40A_MOUSE	Prpf40a	Prpf40a	38048	0
PRRT4_MOUSE	Prrt4	Prrt4	38095	0
PLAC1_MOUSE	Plac1	Plac1	37439	0
PSIP1_MOUSE	Psip1	Psip1	38168	0
PYR1_MOUSE	Cad	Cad	4348	0
RBY1B_MOUSE	Gm3376	Gm3376	17448	1
PXL2A_MOUSE	Fam213a	Fam213a	7915	1
RCBT1_MOUSE	Rcbtb1	Rcbtb1	38721	0
RABL6_MOUSE	Rabl6	Rabl6	38505	0
RB39A_MOUSE	Rab39	Rab39	38464	1
RASD1_MOUSE	Rasd1	Rasd1	38598	0
RASF1_MOUSE	Rassf1	Rassf1	38617	0
RIPR2_MOUSE	Fam65b	Fam65b	7972	1
RFX3_MOUSE	Rfx3	Rfx3	38826	0
RL32P_MOUSE	Rpl32-ps	Rpl32-ps	39355	0
RN148_MOUSE	Rnf148	Rnf148	39058	0
RNF34_MOUSE	Rnf34	Rnf34	39102	0
TM175_MOUSE	Tmem175	Tmem175	42583	0
STAC_MOUSE	Stac	Stac	41582	0
STRN_MOUSE	Strn	Strn	41683	0
TTC1_MOUSE	Ttc1	Ttc1	43552	0
TUR8_MOUSE	Trap1a	Trap1a	43062	0
UMPS_MOUSE	Umps	Umps	43884	0
UB2D3_MOUSE	Ube2d3	Ube2d3	43745	0
UB2G2_MOUSE	Ube2g2	Ube2g2	43753	0
UCHL5_MOUSE	Uchl5	Uchl5	43824	0
UBAC2_MOUSE	Ubac2	Ubac2	43726	0
TXNL1_MOUSE	Txnl1	Txnl1	43689	0
UBS3A_MOUSE	Ubash3a	Ubash3a	43733	0
UFC1_MOUSE	Ufc1	Ufc1	43837	0
UBP2L_MOUSE	Ubap2l	Ubap2l	43732	0
TXD15_MOUSE	Txndc15	Txndc15	43681	0
VDR_MOUSE	Vdr	Vdr	44076	0
VATF_MOUSE	Atp6v1f	Atp6v1f	3548	0
VA0D2_MOUSE	Atp6v0d2	Atp6v0d2	3537	0
VWA1_MOUSE	Vwa1	Vwa1	44785	0
WDR75_MOUSE	Wdr75	Wdr75	44880	0
XKR6_MOUSE	Xkr6	Xkr6	44994	0
VPS36_MOUSE	Vps36	Vps36	44745	0
WDR20_MOUSE	Wdr20	Wdr20	44837	0
VPS52_MOUSE	Vps52	Vps52	44756	0
WDR55_MOUSE	Wdr55	Wdr55	44865	0
PGFRA_MOUSE	Pdgfra	Pdgfra	37052	0
PGK2_MOUSE	Pgk2	Pgk2	37194	0
P2RX6_MOUSE	P2rx6	P2rx6	36707	0
PO2F3_MOUSE	Pou2f3	Pou2f3	37700	0
PLIN3_MOUSE	Plin3	Plin3	37518	0
PIEZ1_MOUSE	Piezo1	Piezo1	37294	0
PRVA_MOUSE	Pvalb	Pvalb	38358	0
PLB1_MOUSE	Plb1	Plb1	37450	0
RNT2A_MOUSE	Rnaset2a	Rnaset2a	39025	0
RNS11_MOUSE	Rnase11	Rnase11	39011	0
RNAS6_MOUSE	Rnase6	Rnase6	39017	0
RNFT1_MOUSE	Rnft1	Rnft1	39114	0
RNAS4_MOUSE	Rnase4	Rnase4	39016	0
RPH3L_MOUSE	Rph3al	Rph3al	39188	0
RPP21_MOUSE	Rpp21	Rpp21	39438	0
RRP1B_MOUSE	Rrp1b	Rrp1b	39630	0
RS13_MOUSE	Rps13	Rps13	39484	0
SHC2_MOUSE	Shc2	Shc2	40299	0
SPIN4_MOUSE	Spin4	Spin4	41355	0
SMIM4_MOUSE	Smim4	Smim4	40911	0
STP1_MOUSE	Tnp1	Tnp1	42863	0
SRB4D_MOUSE	Ssc4d	Ssc4d	41515	0
STRN4_MOUSE	Strn4	Strn4	41685	0
SPTB2_MOUSE	Sptbn1	Sptbn1	41434	0
STX12_MOUSE	Stx12	Stx12	41690	0
STK25_MOUSE	Stk25	Stk25	41639	0
SV2A_MOUSE	Sv2a	Sv2a	41781	0
SPPL3_MOUSE	Sppl3	Sppl3	41395	0
SPR2G_MOUSE	Sprr2g	Sprr2g	41412	0
SPRL1_MOUSE	Sparcl1	Sparcl1	41265	0
SPT21_MOUSE	Spata21	Spata21	41275	0
STML1_MOUSE	Stoml1	Stoml1	41663	0
SPT19_MOUSE	Spata19	Spata19	41272	0
SRSF2_MOUSE	Srsf2	Srsf2	41497	0
SPR2A_MOUSE	Sprr2a1	Sprr2a1	41404	0
SUMF2_MOUSE	Sumf2	Sumf2	41748	0
TRPA1_MOUSE	Trpa1	Trpa1	43439	0
SYHM_MOUSE	Hars2	Hars2	23912	0
SYNE1_MOUSE	Syne1	Syne1	41830	0
SYT17_MOUSE	Syt17	Syt17	41860	0
SYT10_MOUSE	Syt10	Syt10	41853	0
TBD_MOUSE	Tubd1	Tubd1	43641	0
T120B_MOUSE	Tmem120b	Tmem120b	42526	0
TBB5_MOUSE	Tubb5	Tubb5	43639	0
TDIF2_MOUSE	Dnttip2	Dnttip2	6885	0
TF3B_MOUSE	Brf1	Brf1	4077	0
TMM69_MOUSE	Tmem69	Tmem69	42727	0
TR109_MOUSE	Tas2r109	Tas2r109	41974	0
TREX2_MOUSE	Trex2	Trex2	43282	0
TRCG1_MOUSE	Trcg1	Trcg1	43259	0
TRI33_MOUSE	Trim33	Trim33	43324	0
TNR19_MOUSE	Tnfrsf19	Tnfrsf19	42818	0
TRM1_MOUSE	Trmt1	Trmt1	43379	0
TM203_MOUSE	Tmem203	Tmem203	42620	0
TM163_MOUSE	Tmem163	Tmem163	42570	0
TNFA_MOUSE	Tnf	Tnf	42800	0
TOX3_MOUSE	Tox3	Tox3	42918	0
TMX4_MOUSE	Tmx4	Tmx4	42798	0
TPA_MOUSE	Plat	Plat	37447	0
TM215_MOUSE	Tmem215	Tmem215	42632	0
TM270_MOUSE	Wbscr28	Wbscr28	44823	1
TMA16_MOUSE	Tma16	Tma16	42470	0
TOP2B_MOUSE	Top2b	Top2b	42901	0
TSP2_MOUSE	Thbs2	Thbs2	42335	0
TTF1_MOUSE	Ttf1	Ttf1	43592	0
TX19A_MOUSE	Tex19.1	Tex19.1	42248	0
ULK1_MOUSE	Ulk1	Ulk1	43876	0
UB2Q2_MOUSE	Ube2q2	Ube2q2	43768	0
VATG2_MOUSE	Atp6v1g2	Atp6v1g2	3550	0
V1R44_MOUSE	Vmn1r44	Vmn1r44	44396	0
KLHL7_MOUSE	Klhl7	Klhl7	25723	0
KCNQ1_MOUSE	Kcnq1	Kcnq1	25517	0
MLKL_MOUSE	Mlkl	Mlkl	33711	0
MPPA_MOUSE	Pmpca	Pmpca	37570	0
MFD4A_MOUSE	Mfsd4	Mfsd4	32407	1
MOGT1_MOUSE	Mogat1	Mogat1	33785	0
OOSP1_MOUSE	Oosp1	Oosp1	36590	0
NUDC1_MOUSE	Nudcd1	Nudcd1	34979	0
OCEL1_MOUSE	Ocel1	Ocel1	35104	0
PAR3_MOUSE	F2rl2	F2rl2	7721	0
PCP4_MOUSE	Pcp4	Pcp4	36985	0
P5CS_MOUSE	Aldh18a1	Aldh18a1	2772	0
P85A_MOUSE	Pik3r1	Pik3r1	37333	0
PCCA_MOUSE	Pcca	Pcca	36880	0
P4HA1_MOUSE	P4ha1	P4ha1	36721	0
PEO1_MOUSE	Peo1	Peo1	37126	1
OXLD1_MOUSE	Oxld1	Oxld1	36695	0
PNMT_MOUSE	Pnmt	Pnmt	37589	0
PP6R2_MOUSE	Ppp6r2	Ppp6r2	37857	0
PNPO_MOUSE	Pnpo	Pnpo	37602	0
PK1L1_MOUSE	Pkd1l1	Pkd1l1	37389	0
PRP6_MOUSE	Prpf6	Prpf6	38051	0
PRSS8_MOUSE	Prss8	Prss8	38137	0
S28A2_MOUSE	Slc28a2	Slc28a2	40589	0
RTKN_MOUSE	Rtkn	Rtkn	39671	0
RTL1_MOUSE	Rtl1	Rtl1	39673	0
S1PR1_MOUSE	S1pr1	S1pr1	39741	0
S22AI_MOUSE	Slc22a18	Slc22a18	40497	0
S22AK_MOUSE	Slc22a20	Slc22a20	40500	0
S23A1_MOUSE	Slc23a1	Slc23a1	40515	0
RUFY2_MOUSE	Rufy2	Rufy2	39689	0
S2536_MOUSE	Slc25a36	Slc25a36	40552	0
RUN3B_MOUSE	Rundc3b	Rundc3b	39694	0
S2542_MOUSE	Slc25a42	Slc25a42	40559	0
RT26_MOUSE	Mrps26	Mrps26	33970	0
RUFY1_MOUSE	Rufy1	Rufy1	39688	0
RT35_MOUSE	Mrps35	Mrps35	33977	0
S39A6_MOUSE	Slc39a6	Slc39a6	40684	0
SACA3_MOUSE	Spaca3	Spaca3	41245	0
RT07_MOUSE	Mrps7	Mrps7	33983	0
SACS_MOUSE	Sacs	Sacs	39754	0
RT09_MOUSE	Mrps9	Mrps9	33984	0
S46A3_MOUSE	Slc46a3	Slc46a3	40708	0
SAM15_MOUSE	Samd15	Samd15	39768	0
S47A1_MOUSE	Slc47a1	Slc47a1	40709	0
SC5A3_MOUSE	Slc5a3	Slc5a3	40733	0
SCAM3_MOUSE	Scamp3	Scamp3	39831	0
SCAP_MOUSE	Scap	Scap	39835	0
SERF1_MOUSE	Serf1	Serf1	40090	0
SERC2_MOUSE	Serinc2	Serinc2	40095	0
SOMA_MOUSE	Gh	Gh	8782	1
SPDYA_MOUSE	Spdya	Spdya	41308	0
SND1_MOUSE	Snd1	Snd1	40976	0
SPAT4_MOUSE	Spata4	Spata4	41288	0
SI1L1_MOUSE	Sipa1l1	Sipa1l1	40357	0
SNPH_MOUSE	Snph	Snph	41109	0
SLUR1_MOUSE	Slurp1	Slurp1	40840	0
SL9A3_MOUSE	Slc9a3	Slc9a3	40784	0
SPA12_MOUSE	Serpina12	Serpina12	40103	0
SNAI2_MOUSE	Snai2	Snai2	40959	0
SH3L3_MOUSE	Sh3bgrl3	Sh3bgrl3	40269	0
SHIP2_MOUSE	Inppl1	Inppl1	25165	0
SHLB1_MOUSE	Sh3glb1	Sh3glb1	40281	0
SH321_MOUSE	Sh3d21	Sh3d21	40276	0
SMK2B_MOUSE	Smok2b	Smok2b	40924	0
SH2B3_MOUSE	Sh2b3	Sh2b3	40255	0
TNR6A_MOUSE	Tnrc6a	Tnrc6a	42870	0
SUCR1_MOUSE	Sucnr1	Sucnr1	41719	0
SSR2_MOUSE	Sstr2	Sstr2	41533	0
TTBK2_MOUSE	Ttbk2	Ttbk2	43551	0
TTC3_MOUSE	Ttc3	Ttc3	43570	0
TRNT1_MOUSE	Trnt1	Trnt1	43422	0
UB2J2_MOUSE	Ube2j2	Ube2j2	43757	0
UB2E1_MOUSE	Ube2e1	Ube2e1	43748	0
MFF_MOUSE	Mff	Mff	32392	0
MFHA1_MOUSE	Mfhas1	Mfhas1	32394	0
OST4_MOUSE	Ost4	Ost4	36652	0
OLF1_MOUSE	Olfr1	Olfr1	35146	0
PAXI_MOUSE	Pxn	Pxn	38375	0
P5I11_MOUSE	Trp53i11	Trp53i11	43431	0
OX2R_MOUSE	Hcrtr2	Hcrtr2	23960	0
PH11A_MOUSE	Phf11a	Phf11a	37226	0
PLXA1_MOUSE	Plxna1	Plxna1	37546	0
PP16B_MOUSE	Ppp1r16b	Ppp1r16b	37791	0
PR40B_MOUSE	Prpf40b	Prpf40b	38049	0
PR7B1_MOUSE	Prl7b1	Prl7b1	37991	0
PROF1_MOUSE	Pfn1	Pfn1	37170	0
PLCE1_MOUSE	Plce1	Plce1	37460	0
PSB10_MOUSE	Psmb10	Psmb10	38179	0
PRAX_MOUSE	Prx	Prx	38142	0
PRDX6_MOUSE	Prdx6	Prdx6	37912	0
PTX4_MOUSE	Ptx4	Ptx4	38345	0
PTER_MOUSE	Pter	Pter	38251	0
PUR4_MOUSE	Pfas	Pfas	37157	0
PUF60_MOUSE	Puf60	Puf60	38346	0
PUM2_MOUSE	Pum2	Pum2	38348	0
RL15_MOUSE	Rpl15	Rpl15	39216	0
RL31_MOUSE	Rpl31	Rpl31	39329	0
RPC10_MOUSE	Polr3k	Polr3k	37668	0
RM46_MOUSE	Mrpl46	Mrpl46	33941	0
RRFM_MOUSE	Mrrf	Mrrf	33985	0
RSP14_MOUSE	Rsph14	Rsph14	39650	0
RSRP1_MOUSE	Rsrp1	Rsrp1	39663	0
RWDD1_MOUSE	Rwdd1	Rwdd1	39704	0
SNX1_MOUSE	Snx1	Snx1	41141	0
SPAT1_MOUSE	Spata1	Spata1	41267	0
SNX12_MOUSE	Snx12	Snx12	41144	0
SPDLY_MOUSE	Spdl1	Spdl1	41307	0
SO4A1_MOUSE	Slco4a1	Slco4a1	40805	0
SOX8_MOUSE	Sox8	Sox8	41228	0
SPA3A_MOUSE	Serpina3a	Serpina3a	40110	0
SMYD1_MOUSE	Smyd1	Smyd1	40953	0
SHSA6_MOUSE	Shisa6	Shisa6	40313	0
SGMR1_MOUSE	Sigmar1	Sigmar1	40345	0
SHSA8_MOUSE	Shisa8	Shisa8	40315	0
SLX4_MOUSE	Slx4	Slx4	40843	0
SMR3A_MOUSE	Smr3a	Smr3a	40939	0
STXB1_MOUSE	Stxbp1	Stxbp1	41704	0
STP2_MOUSE	Tnp2	Tnp2	42864	0
UN13B_MOUSE	Unc13b	Unc13b	43888	0
UBAC1_MOUSE	Ubac1	Ubac1	43725	0
VASH1_MOUSE	Vash1	Vash1	44050	0
UT2_MOUSE	Slc14a2	Slc14a2	40444	0
VP9D1_MOUSE	Vps9d1	Vps9d1	44761	0
WFDC3_MOUSE	Wfdc3	Wfdc3	44913	0
PHAR4_MOUSE	Phactr4	Phactr4	37216	0
PLVAP_MOUSE	Plvap	Plvap	37543	0
PSA7_MOUSE	Psma7	Psma7	38176	0
PSA3_MOUSE	Psma3	Psma3	38172	0
PR8A9_MOUSE	Prl8a9	Prl8a9	37998	0
PYY_MOUSE	Pyy	Pyy	38393	0
PUS3_MOUSE	Pus3	Pus3	38354	0
RDH14_MOUSE	Rdh14	Rdh14	38744	0
RAD1_MOUSE	Rad1	Rad1	38510	0
PWP3A_MOUSE	Mum1	Mum1	34136	1
RBX2_MOUSE	Rnf7	Rnf7	39112	0
RC3H1_MOUSE	Rc3h1	Rc3h1	38716	0
RBCC1_MOUSE	Rb1cc1	Rb1cc1	38632	0
RASLC_MOUSE	Rasl12	Rasl12	38615	0
RAD_MOUSE	Rrad	Rrad	39612	0
RAB37_MOUSE	Rab37	Rab37	38462	0
RAB34_MOUSE	Rab34	Rab34	38459	0
RGS22_MOUSE	Rgs22	Rgs22	38858	0
REEP3_MOUSE	Reep3	Reep3	38763	0
RHAG_MOUSE	Rhag	Rhag	38869	0
RHG26_MOUSE	Arhgap26	Arhgap26	3201	0
RFIP1_MOUSE	Rab11fip1	Rab11fip1	38425	0
RF1ML_MOUSE	Mtrf1l	Mtrf1l	34107	0
RFESD_MOUSE	Rfesd	Rfesd	38812	0
RFOX2_MOUSE	Rbfox2	Rbfox2	38645	0
RL18A_MOUSE	Rpl18a	Rpl18a	39236	0
RIR2_MOUSE	Rrm2	Rrm2	39623	0
RLA2_MOUSE	Rplp2	Rplp2	39433	0
RNBP6_MOUSE	Ranbp6	Ranbp6	38561	0
RNF12_MOUSE	Rlim	Rlim	38985	0
RN19A_MOUSE	Rnf19a	Rnf19a	39079	0
RNH2A_MOUSE	Rnaseh2a	Rnaseh2a	39020	0
RN170_MOUSE	Rnf170	Rnf170	39070	0
RPA49_MOUSE	Polr1e	Polr1e	37645	0
RPC3_MOUSE	Polr3c	Polr3c	37661	0
TXND3_MOUSE	Nme8	Nme8	34728	0
VATB1_MOUSE	Atp6v1b1	Atp6v1b1	3541	0
V1R48_MOUSE	Vmn1r48	Vmn1r48	44400	0
V1R45_MOUSE	Vmn1r45	Vmn1r45	44397	0
V1BR_MOUSE	Avpr1b	Avpr1b	3599	0
VTA1_MOUSE	Vta1	Vta1	44780	0
VNN1_MOUSE	Vnn1	Vnn1	44723	0
VTM2L_MOUSE	Vstm2l	Vstm2l	44775	0
VTI1B_MOUSE	Vti1b	Vti1b	44783	0
WSB1_MOUSE	Wsb1	Wsb1	44966	0
WIPF1_MOUSE	Wipf1	Wipf1	44928	0
VPP4_MOUSE	Atp6v0a4	Atp6v0a4	3531	0
WN10B_MOUSE	Wnt10b	Wnt10b	44944	0
XPOT_MOUSE	Xpot	Xpot	45027	0
WDR72_MOUSE	Wdr72	Wdr72	44877	0
WDHD1_MOUSE	Wdhd1	Wdhd1	44828	0
WFDC2_MOUSE	Wfdc2	Wfdc2	44911	0
WFS1_MOUSE	Wfs1	Wfs1	44921	0
MTCH2_MOUSE	Mtch2	Mtch2	34057	0
MTNB_MOUSE	Apip	Apip	3090	0
PBLD2_MOUSE	Pbld2	Pbld2	36865	0
NAL12_MOUSE	Nlrp12	Nlrp12	34697	0
NAKD2_MOUSE	Nadk2	Nadk2	34341	0
MYC_MOUSE	Myc	Myc	34202	0
MXRA8_MOUSE	Mxra8	Mxra8	34190	0
NLE1_MOUSE	Nle1	Nle1	34686	0
NINJ1_MOUSE	Ninj1	Ninj1	34640	0
NFAC4_MOUSE	Nfatc4	Nfatc4	34586	0
NIM1_MOUSE	Nim1k	Nim1k	34638	0
NMNA3_MOUSE	Nmnat3	Nmnat3	34733	0
NFRKB_MOUSE	Nfrkb	Nfrkb	34604	0
NENF_MOUSE	Nenf	Nenf	34552	0
NOMO1_MOUSE	Nomo1	Nomo1	34768	0
NGN1_MOUSE	Neurog1	Neurog1	34573	0
NELFB_MOUSE	Nelfb	Nelfb	34545	0
NOCT_MOUSE	Ccr4	Ccr4	4758	1
NTR2_MOUSE	Ntsr2	Ntsr2	34967	0
NUAK1_MOUSE	Nuak1	Nuak1	34968	0
NR2F6_MOUSE	Nr2f6	Nr2f6	34870	0
OOSP3_MOUSE	Oosp3	Oosp3	36592	0
PDLI7_MOUSE	Pdlim7	Pdlim7	37075	0
PHLP1_MOUSE	Phlpp1	Phlpp1	37261	0
PSMD6_MOUSE	Psmd6	Psmd6	38211	0
