uniprot	unigene	gene	index	order
Q9D1G7_MOUSE	Lce1l	Lce1l	31474	0
Q3UYI1_MOUSE	P2rx5	P2rx5	36706	0
Q05A45_MOUSE	Olfr725	Olfr725	36284	0
Q9Z1R9_MOUSE	Prss1	Prss1	38099	0
B2RXZ2_MOUSE	Cyp2a22	Cyp2a22	6112	0
Q8VF62_MOUSE	Olfr877	Olfr877	36442	0
Q7TR05_MOUSE	Olfr1216	Olfr1216	35374	0
Q6W9L1_MOUSE	H2-M2	H2-M2	23844	0
A2ATK9_MOUSE	Fam171a1	Fam171a1	7855	0
Q8VH12_MOUSE	Olfr570	Olfr570	36118	0
Q9R1G6_MOUSE	Klra10	Klra10	25765	0
Q7TMN8_MOUSE	Zfp420	Zfp420	45359	0
Q8VFM1_MOUSE	Olfr1100	Olfr1100	35252	0
Q8R273_MOUSE	Vmn1r203	Vmn1r203	44334	0
Q8VGW1_MOUSE	Olfr649	Olfr649	36202	0
Q6QX36_MOUSE	B430306N03Rik	B430306N03Rik	3674	0
Q7TRU4_MOUSE	Olfr517	Olfr517	36060	0
Q8VGL5_MOUSE	Olfr525	Olfr525	36069	0
Q6YI28_MOUSE	2210407C18Rik	2210407C18Rik	644	1
Q7TRT9_MOUSE	Olfr527	Olfr527	36070	0
B7ZP21_MOUSE	Cmtm1	Cmtm1	5496	0
Q505F4_MOUSE	Zfp280b	Zfp280b	45292	0
Q8VFZ6_MOUSE	Olfr514	Olfr514	36057	0
Q99PB1_MOUSE	1700020D05Rik	1700020D05Rik	237	1
Q8VCN3_MOUSE	Ugt2b37	Ugt2b37	43863	0
Q7TRN4_MOUSE	Olfr698	Olfr698	36256	0
Q792Y8_MOUSE	Gm10334	Gm10334	9030	0
Q8VGM1_MOUSE	Olfr45	Olfr45	35985	0
Q99N18_MOUSE	Cyp4f15	Cyp4f15	6211	0
A2RTS7_MOUSE	Morn1	Morn1	33799	0
B9EJP6_MOUSE	Lce1f	Lce1f	31468	0
D3YTX5_MOUSE	Gm4177	Gm4177	20023	1
A9YVJ5_MOUSE	Gbp11	Gbp11	8677	0
Q7TR87_MOUSE	Olfr1031	Olfr1031	35181	0
J3QPY3_MOUSE	Gm6432	Gm6432	21381	1
Q9D542_MOUSE	4930470P17Rik	4930470P17Rik	1146	0
B1AUV7_MOUSE	Gm12789	Gm12789	9903	0
Q80Y37_MOUSE	Hsfy2	Hsfy2	24376	0
Q8VFC1_MOUSE	Olfr130	Olfr130	35467	0
E9PYW5_MOUSE	Vmn1r174	Vmn1r174	44304	0
Q8BJX2_MOUSE	6820408C15Rik	6820408C15Rik	1763	0
Q8VFZ5_MOUSE	Olfr516	Olfr516	36059	0
A7VMS2_MOUSE	Gm11127	Gm11127	9205	0
Q9WU94_MOUSE	Olfr545	Olfr545	36090	0
A0A1W2P7S8_MOUSE	Gm32717	Gm32717	16612	0
E9PWI5_MOUSE	Olfr543	Olfr543	36088	0
Q920P2_MOUSE	Olfr73	Olfr73	36289	0
A2AQH1_MOUSE	Cerkl	Cerkl	5119	0
Q8C7J6_MOUSE	Kctd12b	Kctd12b	25537	0
Q8VG21_MOUSE	Olfr1195	Olfr1195	35353	0
Q3ZAS0_MOUSE	Slc9a2	Slc9a2	40783	0
Q3TEE9_MOUSE	Osgin2	Osgin2	36647	0
Q8BJ45_MOUSE	Zfp52	Zfp52	45397	0
A6NAT8_MOUSE	Gm3317	Gm3317	16976	0
Q3UWX6_MOUSE	E330034G19Rik	E330034G19Rik	7154	0
Q7TRZ4_MOUSE	Olfr320	Olfr320	35861	0
Q9EPT1_MOUSE	Vmn1r63	Vmn1r63	44417	0
A0A1L1SRZ8_MOUSE	Olfr896-ps1	Olfr896-ps1	36461	0
Q7TRE5_MOUSE	Olfr875	Olfr875	36440	0
E9PWV2_MOUSE	Olfr218	Olfr218	35773	0
Q8CEJ8_MOUSE	Fhod3	Fhod3	8259	1
Q7TRE1_MOUSE	Olfr884	Olfr884	36449	0
Q3V0X0_MOUSE	Btg1-ps2	Btg1-ps2	4129	2
Q9CY99_MOUSE	Zfp623	Zfp623	45446	0
Q5FWD4_MOUSE	Gm20816	Gm20816	13442	0
Q5SQ27_MOUSE	Sec14l3	Sec14l3	40000	0
Q8C940_MOUSE	A730049H05Rik	A730049H05Rik	2067	0
Q8C9M8_MOUSE	Zfp446	Zfp446	45371	0
B3F5L4_MOUSE	5830411N06Rik	5830411N06Rik	1699	1
A2AF28_MOUSE	Slc25a53	Slc25a53	40569	0
Q32P14_MOUSE	Gm13051	Gm13051	10015	1
G3X9F6_MOUSE	Sh3tc1	Sh3tc1	40289	0
J3QNB7_MOUSE	Fam181a	Fam181a	7871	0
Q5R1I9_MOUSE	Trav2	Trav2	43131	0
Q1AN92_MOUSE	Gm5150	Gm5150	20491	0
Q6NSU2_MOUSE	2810408A11Rik	2810408A11Rik	827	0
Q3UL53_MOUSE	Crxos	Crxos	5845	0
A6NAS4_MOUSE	Gm10406	Gm10406	9056	0
Q3V2D6_MOUSE	Krtap1-4	Krtap1-4	25878	0
Q9JLQ4_MOUSE	Plagl1	Plagl1	37445	0
Q3URQ4_MOUSE	C78339	C78339	4279	1
E9Q6R7_MOUSE	Utrn	Utrn	44024	0
Q8VEZ4_MOUSE	Olfr1495	Olfr1495	35674	0
B2RXA8_MOUSE	Gabrr3	Gabrr3	8585	0
L7N259_MOUSE	Dcpp3	Dcpp3	6448	0
Q9D195_MOUSE	Lce1g	Lce1g	31469	0
Q7TRD9_MOUSE	Olfr890	Olfr890	36455	0
Q8VGN2_MOUSE	Olfr1262	Olfr1262	35425	0
Q9CQ77_MOUSE	1700129C05Rik	1700129C05Rik	552	0
Q4TU90_MOUSE	Rhox3a	Rhox3a	38917	0
K9J7G2_MOUSE	Gm6164	Gm6164	21219	1
Q8VFX5_MOUSE	Olfr1451	Olfr1451	35626	0
Q504P9_MOUSE	Rhox4e	Rhox4e	38931	0
Q85ZW8_MOUSE	H2-M10.4	H2-M10.4	23840	0
Q32ME0_MOUSE	Kcnh6	Kcnh6	25470	0
Q8BHX0_MOUSE	4933402J07Rik	4933402J07Rik	1515	0
A2AK42_MOUSE	Gm13697	Gm13697	10321	0
A2ART4_MOUSE	Gm11007	Gm11007	9199	1
Q8BM26_MOUSE	9530003J23Rik	9530003J23Rik	1891	0
Q8VFV1_MOUSE	Olfr1424	Olfr1424	35599	0
A2BHP6_MOUSE	Olfr74	Olfr74	36300	0
Q7TNL9_MOUSE	Chchd10	Chchd10	5199	0
Q80VE5_MOUSE	Tbc1d22b	Tbc1d22b	42031	0
Q8VGK3_MOUSE	Olfr348	Olfr348	35888	0
Q8VG12_MOUSE	Olfr1316	Olfr1316	35485	0
Q9Z0I6_MOUSE	Slfn2	Slfn2	40814	0
Q2TJJ8_MOUSE	Klra9	Klra9	25777	0
A0A1L1SQJ6_MOUSE	Olfr1245	Olfr1245	35406	0
Q80T54_MOUSE	Pgr15l	Pgr15l	37209	0
Q8VGN6_MOUSE	Olfr1258	Olfr1258	35420	0
Q91VB1_MOUSE	Cma2	Cma2	5481	0
A0A140T8J9_MOUSE	Olfr709-ps1	Olfr709-ps1	36267	0
Q8VGE7_MOUSE	Olfr1301	Olfr1301	35469	0
Q4KL05_MOUSE	Gm10488	Gm10488	9086	0
A0A087WR49_MOUSE	Scgb2b11	Scgb2b11	39882	0
Q3T9V6_MOUSE	Gm36079	Gm36079	19213	0
Q3TQZ4_MOUSE	Gm2016	Gm2016	13268	1
Q7M766_MOUSE	Gm5346	Gm5346	20635	3
Q8VFW1_MOUSE	Olfr1467	Olfr1467	35643	0
Q3UW22_MOUSE	Defb48	Defb48	6597	0
A0A075B626_MOUSE	Trav12n-2	Trav12n-2	43094	0
A2AT78_MOUSE	Olfr1247	Olfr1247	35408	0
Q8VG38_MOUSE	Olfr1110	Olfr1110	35263	0
E9Q0Z1_MOUSE	Olfr750	Olfr750	36312	0
Q7TRQ1_MOUSE	Olfr645	Olfr645	36198	0
Q8VGA9_MOUSE	Olfr156	Olfr156	35713	0
Q8VFP6_MOUSE	Olfr355	Olfr355	35895	0
Q7TRL9_MOUSE	Olfr745	Olfr745	36306	0
D3YXI8_MOUSE	Gm10376	Gm10376	9050	0
Q8R274_MOUSE	Vmn1r210	Vmn1r210	44342	0
Q3UKP4_MOUSE	Ceacam12	Ceacam12	5021	0
Q91XZ7_MOUSE	Pcdhb3	Pcdhb3	36926	0
Q9EPF8_MOUSE	Olfr706	Olfr706	36265	0
Q9D9S4_MOUSE	Ctag2	Ctag2	5935	0
Q9DA81_MOUSE	1700018C11Rik	1700018C11Rik	216	1
Q8VF55_MOUSE	Olfr1420	Olfr1420	35595	0
O54718_MOUSE	Irs3	Irs3	25252	0
Q8VGA6_MOUSE	Olfr1090	Olfr1090	35240	0
Q8VFE4_MOUSE	Olfr99	Olfr99	36560	0
Q7TQT8_MOUSE	Olfr263	Olfr263	35802	0
Q8R2D0_MOUSE	Vmn1r23	Vmn1r23	44363	0
Q8VH11_MOUSE	Olfr577	Olfr577	36125	0
Q7TR04_MOUSE	Olfr1219	Olfr1219	35377	0
Q9D3Z8_MOUSE	4933425L06Rik	4933425L06Rik	1581	1
Q4KL04_MOUSE	Gm5168	Gm5168	20501	0
Q7TR57_MOUSE	Olfr1106	Olfr1106	35258	0
A8R0W3_MOUSE	Esp31	Esp31	7613	0
Q9D548_MOUSE	Zcchc13	Zcchc13	45170	0
Q3ULJ8_MOUSE	Gm4981	Gm4981	20382	0
Q9CZP3_MOUSE	Zfp655	Zfp655	45464	0
Q8JZK6_MOUSE	Trim61	Trim61	43352	0
Q8VFN3_MOUSE	Olfr970	Olfr970	36540	0
Q7TR43_MOUSE	Olfr1134	Olfr1134	35288	0
A2RTT5_MOUSE	Vmn1r232	Vmn1r232	44366	0
O70619_MOUSE	Tcstv1	Tcstv1	42157	0
Q3UZ24_MOUSE	Apol7e	Apol7e	3127	0
Q7TRA0_MOUSE	Olfr996	Olfr996	36567	0
Q2PMX6_MOUSE	Dmrtc1b	Dmrtc1b	6776	0
Q8BVD2_MOUSE	Cyp2d12	Cyp2d12	6146	0
Q7TQT2_MOUSE	Olfr1383	Olfr1383	35556	0
Q9D3X4_MOUSE	4933428G20Rik	4933428G20Rik	1590	0
Q9R2A2_MOUSE	Magea2	Magea2	31984	0
Q8VGK8_MOUSE	Olfr339	Olfr339	35879	0
Q6IE28_MOUSE	Gm4758	Gm4758	20212	2
Q8R379_MOUSE	Gimap7	Gimap7	8801	0
A0A140T8K4_MOUSE	Olfr175-ps1	Olfr175-ps1	35732	1
Q7TRZ7_MOUSE	Olfr314	Olfr314	35854	0
Q8VF28_MOUSE	Olfr593	Olfr593	36143	0
Q9D4F3_MOUSE	4932442L08Rik	4932442L08Rik	1499	1
Q7TRI1_MOUSE	Olfr787	Olfr787	36352	0
Q8VGP6_MOUSE	Olfr447	Olfr447	35982	0
Q78EE2_MOUSE	Gm21292	Gm21292	13627	0
A2RSG8_MOUSE	Adam34	Adam34	2511	0
Q7TRH9_MOUSE	Olfr792	Olfr792	36357	0
Q14BQ3_MOUSE	4930502E18Rik	4930502E18Rik	1193	1
Q7TRU9_MOUSE	Olfr487	Olfr487	36026	0
Q8C7D3_MOUSE	Pabpc5	Pabpc5	36734	0
Q8VFK5_MOUSE	Olfr1033	Olfr1033	35183	0
Q6T340_MOUSE	Magea3	Magea3	31985	0
A2AT96_MOUSE	Olfr1109	Olfr1109	35261	0
A0A087WNP0_MOUSE	4931428L18Rik	4931428L18Rik	1470	0
Q810N3_MOUSE	BC049730	BC049730	3780	1
A0A077KA19_MOUSE	Gm17783	Gm17783	11628	0
Q5FWA1_MOUSE	Gm3763	Gm3763	19894	1
A0A140LHU2_MOUSE	Olfr1493-ps1	Olfr1493-ps1	35672	0
E9Q848_MOUSE	Olfr370	Olfr370	35910	0
Q80ZT2_MOUSE	Gm9758	Gm9758	23289	0
Q91XY5_MOUSE	Pcdhga3	Pcdhga3	36938	0
Q9D420_MOUSE	4933421I07Rik	4933421I07Rik	1574	0
A8DUK4_MOUSE	Hbb-bs	Hbb-bs	23937	0
Q8BHV4_MOUSE	Gm6377	Gm6377	21352	0
Q8BIQ6_MOUSE	Zfp947	Zfp947	45589	0
L7MU51_MOUSE	Olfr1249	Olfr1249	35410	0
B2RVL9_MOUSE	Gm765	Gm765	22091	1
Q9EQB6_MOUSE	Olfr954	Olfr954	36522	0
B2RXA7_MOUSE	Cyp26c1	Cyp26c1	6107	0
A2APA5_MOUSE	Fam209	Fam209	7906	0
Q3TTD8_MOUSE	Gm20737	Gm20737	13385	0
V9GXQ3_MOUSE	Rgs21	Rgs21	38857	0
Q9D8U0_MOUSE	Ifrd2	Ifrd2	24558	0
Q8VFE2_MOUSE	Olfr95	Olfr95	36517	0
E9Q3G0_MOUSE	Zscan4b	Zscan4b	45715	0
Q8VGC2_MOUSE	Olfr770	Olfr770	36334	0
Q9JKY7_MOUSE	Cyp2d22	Cyp2d22	6148	0
Q8BML3_MOUSE	Glt28d2	Glt28d2	8887	0
Q4KL66_MOUSE	Psg28	Psg28	38166	0
A0A1L1SVB5_MOUSE	Olfr1293-ps	Olfr1293-ps	35459	0
Q9D9H5_MOUSE	1700069L16Rik	1700069L16Rik	432	0
F8VQ70_MOUSE	Scaper	Scaper	39836	0
Q8K3N3_MOUSE	Vmn1r189	Vmn1r189	44317	0
Q3ULL6_MOUSE	Upf3b	Upf3b	43912	0
L7N1Y4_MOUSE	Olfr603	Olfr603	36155	0
B2RR88_MOUSE	Zfp964	Zfp964	45605	0
Q8C634_MOUSE	4922502D21Rik	4922502D21Rik	978	1
Q5R1I3_MOUSE	Trav7-2	Trav7-2	43178	0
Q149I8_MOUSE	1700007B14Rik	1700007B14Rik	136	1
Q7TR34_MOUSE	Olfr1152	Olfr1152	35308	0
K7N662_MOUSE	Olfr707	Olfr707	36266	0
Q3UVL3_MOUSE	Zfp872	Zfp872	45559	0
J3QMM8_MOUSE	Gm16429	Gm16429	11389	1
Q9DAC6_MOUSE	1700013G24Rik	1700013G24Rik	186	0
Q9WV19_MOUSE	Cyp2g1	Cyp2g1	6165	0
Q3U4L8_MOUSE	Zfp51	Zfp51	45390	0
A0A0M6L0J6_MOUSE	Prl3d3	Prl3d3	37985	0
Q149L0_MOUSE	Dhrs2	Dhrs2	6671	0
A2AQX6_MOUSE	Gm14151	Gm14151	10504	0
Q3V3W4_MOUSE	Zbtb2	Zbtb2	45111	0
Q7TNS5_MOUSE	B630019K06Rik	B630019K06Rik	3689	0
A0A2I3BPU7_MOUSE	Olfr55	Olfr55	36095	0
Q8VEU0_MOUSE	Olfr780	Olfr780	36345	0
Q91XX9_MOUSE	Pcdhga9	Pcdhga9	36944	0
F6WYW0_MOUSE	Scgb1b19	Scgb1b19	39867	0
K7N693_MOUSE	Gm3043	Gm3043	14914	0
Q8VFH7_MOUSE	Olfr800	Olfr800	36366	0
Q810Y9_MOUSE	Pramel6	Pramel6	37883	0
Q8VFC4_MOUSE	Olfr1411	Olfr1411	35585	0
Q8VFN6_MOUSE	Olfr986	Olfr986	36556	0
B7ZWJ5_MOUSE	Tmem45a2	Tmem45a2	42699	0
Q3V2J1_MOUSE	6430531B16Rik	6430531B16Rik	1744	1
Q91WH2_MOUSE	Ugt2b38	Ugt2b38	43864	0
Q5NCC8_MOUSE	Olfr322	Olfr322	35862	0
Q8VG95_MOUSE	Olfr134	Olfr134	35510	0
Q91X36_MOUSE	Sult5a1	Sult5a1	41745	0
Q3V0S8_MOUSE	1700012B07Rik	1700012B07Rik	173	0
Q8CFU0_MOUSE	Tmem198b	Tmem198b	42612	0
E9Q3K2_MOUSE	Olfr31	Olfr31	35849	0
Q9QZ20_MOUSE	Olfr157	Olfr157	35714	0
Q7TRP3_MOUSE	Olfr670	Olfr670	36226	0
Q32M27_MOUSE	Klk9	Klk9	25762	0
Q5U452_MOUSE	2810408M09Rik	2810408M09Rik	830	1
Q8C6Y9_MOUSE	Gm5105	Gm5105	20455	0
Q8R254_MOUSE	Vmn1r70	Vmn1r70	44425	0
Q5FWB5_MOUSE	Gm20747	Gm20747	13395	1
Q8CFJ5_MOUSE	Gm4763	Gm4763	20216	2
Q0VEP0_MOUSE	Olfr1507	Olfr1507	35688	0
Q8VGM0_MOUSE	Olfr541	Olfr541	36086	0
Q9CQD0_MOUSE	Rpl39l	Rpl39l	39392	0
Q9JLI2_MOUSE	Col5a3	Col5a3	5624	0
Q8R280_MOUSE	Vmn1r199	Vmn1r199	44328	0
Q7TRX4_MOUSE	Olfr23	Olfr23	35783	0
Q8VFR3_MOUSE	Olfr1155	Olfr1155	35311	0
A2CEK7_MOUSE	Mup14	Mup14	34157	0
Q8VF30_MOUSE	Olfr461	Olfr461	35998	0
Q8HWA3_MOUSE	Ulbp1	Ulbp1	43875	0
Q8C8K6_MOUSE	Atxn7l2	Atxn7l2	3582	0
Q0VG34_MOUSE	4930480E11Rik	4930480E11Rik	1165	0
Q7TR74_MOUSE	Olfr1058	Olfr1058	35210	0
Q7TRJ6_MOUSE	Olfr118	Olfr118	35338	0
Q7TR20_MOUSE	Olfr1178	Olfr1178	35336	0
Q8BV16_MOUSE	Zfp398	Zfp398	45349	0
Q6UAH0_MOUSE	Olfr94	Olfr94	36506	0
A5H0M4_MOUSE	Poteg	Poteg	37695	0
Q31615_MOUSE	H2-T22	H2-T22	23862	0
G5E8G1_MOUSE	Vmn1r12	Vmn1r12	44260	0
Q8BFX2_MOUSE	Zfp438	Zfp438	45367	0
Q7TR90_MOUSE	Olfr1026	Olfr1026	35175	0
E9Q985_MOUSE	Olfr978	Olfr978	36547	0
E9QAH2_MOUSE	Zfp605	Zfp605	45433	0
B2RT41_MOUSE	Zfc3h1	Zfc3h1	45225	0
Q0VBH3_MOUSE	Olfr629	Olfr629	36180	0
Q8BIS1_MOUSE	Zfp9	Zfp9	45565	0
L7MTU6_MOUSE	Ifnab	Ifnab	24544	0
A1E5L0_MOUSE	Cytl1	Cytl1	6244	0
H3BLP0_MOUSE	Vmn1r25	Vmn1r25	44375	0
Q9D5F6_MOUSE	4930447A16Rik	4930447A16Rik	1092	0
E9Q518_MOUSE	Olfr520	Olfr520	36064	0
A0A0U1RQ01_MOUSE	Olfr721-ps1	Olfr721-ps1	36280	0
Q7TRH8_MOUSE	Olfr798	Olfr798	36363	0
D3Z3L3_MOUSE	Trim12c	Trim12c	43301	0
Q3V0X2_MOUSE	4930428D18Rik	4930428D18Rik	1041	1
B2RT89_MOUSE	Slc22a28	Slc22a28	40506	0
Q8VG01_MOUSE	Olfr599	Olfr599	36149	0
Q8VGX1_MOUSE	Olfr829	Olfr829	36395	0
Q9EQW4_MOUSE	Cyp3a44	Cyp3a44	6188	0
Q9ERL0_MOUSE	Mllt1	Mllt1	33712	0
Q497M0_MOUSE	Samt2	Samt2	39780	0
Q8CE24_MOUSE	Pramef8	Pramef8	37877	1
A0A087WPA9_MOUSE	Scgb2b18	Scgb2b18	39889	0
Q8VFH8_MOUSE	Olfr786	Olfr786	36351	0
F8VQG7_MOUSE	N4bp2	N4bp2	34303	0
B1B0N6_MOUSE	Scgb1b24	Scgb1b24	39870	0
Q8K4C9_MOUSE	Vmn1r192	Vmn1r192	44321	0
Q6VSS7_MOUSE	Rhox8	Rhox8	38939	0
Q91Y04_MOUSE	Pcdhb15	Pcdhb15	36917	0
K9J7D1_MOUSE	Gm6351	Gm6351	21336	0
A2RTN7_MOUSE	Olfr727	Olfr727	36286	0
Q62460_MOUSE	Gm20865	Gm20865	13465	0
Q9R0K4_MOUSE	Olfr1508	Olfr1508	35689	0
Q7TRV8_MOUSE	Olfr452	Olfr452	35988	0
Q5R1D2_MOUSE	Trav15-1-dv6-1	Trav15-1-dv6-1	43117	0
Q673W2_MOUSE	Kir3dl2	Kir3dl2	25645	0
A6NAS7_MOUSE	Gm3373	Gm3373	17421	0
Q9D3I0_MOUSE	5530400C23Rik	5530400C23Rik	1674	0
Q8VGP1_MOUSE	Olfr1256	Olfr1256	35418	0
Q8VGS2_MOUSE	Olfr1048	Olfr1048	35199	0
Q8VFJ1_MOUSE	Olfr862	Olfr862	36427	0
B1B1D3_MOUSE	Zfp40	Zfp40	45350	0
B2RS76_MOUSE	Cpb1	Cpb1	5727	0
Q8K168_MOUSE	1700001C19Rik	1700001C19Rik	103	0
J3QPK8_MOUSE	Gm21118	Gm21118	13583	0
Q8VGC7_MOUSE	Olfr1008	Olfr1008	35156	0
Q8VES9_MOUSE	Olfr448	Olfr448	35983	0
B7ZWJ3_MOUSE	Gm8765	Gm8765	22738	0
Q7TRM0_MOUSE	Olfr744	Olfr744	36305	0
O08643_MOUSE	Gzmm	Gzmm	23815	0
A0A1Y7VKT9_MOUSE	Gm16381	Gm16381	11363	1
Q7TQY2_MOUSE	Olfr1286	Olfr1286	35451	0
F6R3P9_MOUSE	Prl3d2	Prl3d2	37984	0
Q8K5B9_MOUSE	Tgif2lx2	Tgif2lx2	42311	0
D3YUU5_MOUSE	Lce1j	Lce1j	31472	0
E9PWK2_MOUSE	Vmn1r224	Vmn1r224	44357	0
A2ACT7_MOUSE	Col9a3	Col9a3	5636	0
A6ZI46_MOUSE	Aldoart1	Aldoart1	2792	0
E9PVD9_MOUSE	Slco5a1	Slco5a1	40807	0
Q4VAD2_MOUSE	Gm13103	Gm13103	10030	1
Q7TRU6_MOUSE	Olfr506	Olfr506	36048	0
A2CG29_MOUSE	Btnl4	Btnl4	4140	0
Q5NCD3_MOUSE	Olfr328	Olfr328	35867	0
Q9D139_MOUSE	Lce1e	Lce1e	31467	0
Q7TRV1_MOUSE	Olfr479	Olfr479	36017	0
Q91W93_MOUSE	Krtap4-16	Krtap4-16	25912	0
Q8VFN4_MOUSE	Olfr968	Olfr968	36537	0
Q91XZ6_MOUSE	Pcdhb4	Pcdhb4	36927	0
Q8VGY4_MOUSE	Olfr615	Olfr615	36166	0
A1L1B4_MOUSE	Olfr282	Olfr282	35819	0
Q8VGV0_MOUSE	Olfr679	Olfr679	36235	0
Q8C6P5_MOUSE	E230019M04Rik	E230019M04Rik	7130	1
Q8VGQ3_MOUSE	Olfr202	Olfr202	35761	0
Q8VGC5_MOUSE	Olfr772	Olfr772	36336	0
O08806_MOUSE	Serpinb9e	Serpinb9e	40154	0
A2AFK4_MOUSE	Mtg2	Mtg2	34074	0
Q7TR63_MOUSE	Olfr1087	Olfr1087	35236	0
Q3UT76_MOUSE	Zfp957	Zfp957	45599	0
Q8VEU1_MOUSE	Olfr801	Olfr801	36367	0
F6U3N7_MOUSE	Gm21977	Gm21977	13771	0
Q9D140_MOUSE	Klk5	Klk5	25758	0
Q3UT86_MOUSE	Gm5891	Gm5891	21031	0
B2RY53_MOUSE	Gm6133	Gm6133	21200	0
A2CG22_MOUSE	Btnl6	Btnl6	4142	0
Q85ZW6_MOUSE	H2-M10.3	H2-M10.3	23839	0
Q6UKZ0_MOUSE	Serpinb3d	Serpinb3d	40141	0
Q8VGA0_MOUSE	Olfr272	Olfr272	35810	0
Q7TQS8_MOUSE	Olfr1396	Olfr1396	35570	0
Q3UUY3_MOUSE	Krtap4-1	Krtap4-1	25910	0
Q8VGS7_MOUSE	Olfr1054	Olfr1054	35206	0
Q7TQW8_MOUSE	Olfr1313	Olfr1313	35482	0
B2RW27_MOUSE	1700018F24Rik	1700018F24Rik	217	0
E9PZY4_MOUSE	Gm4307	Gm4307	20070	0
Q7TRG4_MOUSE	Olfr843	Olfr843	36409	0
Q80Z09_MOUSE	Vmn2r81	Vmn2r81	44701	0
Q9D410_MOUSE	Dmrtc1c1	Dmrtc1c1	6777	0
Q8VGW2_MOUSE	Olfr646	Olfr646	36199	0
Q7TR72_MOUSE	Olfr1061	Olfr1061	35213	0
Q5GAN1_MOUSE	Ang5	Ang5	2910	0
B7ZMQ6_MOUSE	Siglech	Siglech	40344	0
Q8VGC4_MOUSE	Olfr768	Olfr768	36331	0
K7N6T9_MOUSE	Vmn1r175	Vmn1r175	44305	0
B2RUK9_MOUSE	Zfp456	Zfp456	45376	0
Q8VF78_MOUSE	Olfr919	Olfr919	36483	0
Q3U0X6_MOUSE	Zfp217	Zfp217	45273	0
Q7TR75_MOUSE	Olfr1057	Olfr1057	35209	0
Q8BIG3_MOUSE	Gm9789	Gm9789	23304	0
Q9D9G7_MOUSE	1700074P13Rik	1700074P13Rik	442	0
K9J725_MOUSE	Olfr237-ps1	Olfr237-ps1	35786	1
Q7TQY1_MOUSE	Olfr1287	Olfr1287	35452	0
Q8VGT3_MOUSE	Olfr380	Olfr380	35921	0
L7MU53_MOUSE	Olfr1221	Olfr1221	35380	0
Q3UNZ2_MOUSE	Gm853	Gm853	22616	1
Q3UT53_MOUSE	BB287469	BB287469	3709	1
B2RVW2_MOUSE	Clrn2	Clrn2	5465	0
Q91XX0_MOUSE	Pcdhgc4	Pcdhgc4	36953	0
Q80ZP0_MOUSE	4930503B20Rik	4930503B20Rik	1195	0
A2BIN1_MOUSE	Mup10	Mup10	34153	0
B2RQT2_MOUSE	Vmn1r5	Vmn1r5	44402	0
E9PWZ2_MOUSE	Scgb1b20	Scgb1b20	39869	0
Q6IMH7_MOUSE	Adam6b	Adam6b	2516	0
O70517_MOUSE	Gm20767	Gm20767	13415	0
Q3U0A6_MOUSE	Hbq1b	Hbq1b	23943	0
Q5NCD0_MOUSE	Olfr323	Olfr323	35863	0
Q8R258_MOUSE	Vmn1r193	Vmn1r193	44322	0
Q8VG72_MOUSE	Olfr136	Olfr136	35532	0
Q80ZS7_MOUSE	BC048507	BC048507	3767	0
Q8R279_MOUSE	Vmn1r214	Vmn1r214	44346	0
Q91XY6_MOUSE	Pcdhga2	Pcdhga2	36937	0
Q91XX4_MOUSE	Pcdhgb6	Pcdhgb6	36949	0
Q9DAC5_MOUSE	1700013H16Rik	1700013H16Rik	187	0
K7N6B3_MOUSE	Olfr618	Olfr618	36169	0
Q000W5_MOUSE	Gbp10	Gbp10	8676	0
E5D8G1_MOUSE	Galntl6	Galntl6	8624	0
Q7TS17_MOUSE	Olfr285	Olfr285	35822	0
Q8VF79_MOUSE	Olfr382	Olfr382	35923	0
Q8R2D6_MOUSE	Vmn1r24	Vmn1r24	44374	0
Q8VFP4_MOUSE	Olfr357	Olfr357	35897	0
Q8VG19_MOUSE	Olfr648	Olfr648	36201	0
Q8VGU7_MOUSE	Olfr57	Olfr57	36117	0
J3QNB2_MOUSE	9330182O14Rik	9330182O14Rik	1863	0
Q8VGL4_MOUSE	Olfr60	Olfr60	36151	0
Q80X98_MOUSE	Dhx38	Dhx38	6689	0
A6ZI47_MOUSE	Aldoart2	Aldoart2	2793	0
Q8VGR5_MOUSE	Olfr394	Olfr394	35935	0
Q7TS38_MOUSE	Olfr201	Olfr201	35760	0
Q810S6_MOUSE	Gm14484	Gm14484	10641	1
E9Q4G0_MOUSE	Olfr420	Olfr420	35959	0
Q5SW48_MOUSE	Olfr464	Olfr464	36001	0
Q7TRP7_MOUSE	Olfr657	Olfr657	36211	0
Q91Y15_MOUSE	Pcdha5	Pcdha5	36902	0
E9Q328_MOUSE	5430401F13Rik	5430401F13Rik	1653	0
Q5NCD7_MOUSE	Olfr318	Olfr318	35858	0
Q99M20_MOUSE	Klk10	Klk10	25727	0
Q14AJ9_MOUSE	Olfr125	Olfr125	35411	0
A8R0U9_MOUSE	Esp16	Esp16	7608	0
Q5I0W6_MOUSE	Mettl7a2	Mettl7a2	32376	0
L7N1X3_MOUSE	Olfr209	Olfr209	35766	0
Q8VFA2_MOUSE	Olfr165	Olfr165	35722	0
Q3ULK5_MOUSE	Gm6086	Gm6086	21175	2
Q8VGH1_MOUSE	Olfr1377	Olfr1377	35549	0
F6ZUS0_MOUSE	Olfr199	Olfr199	35756	0
