uniprot	unigene	gene	index	order
F7BZ03_MACMU	CCRL2	CCRL2	2686	0
F7GX04_MACMU	ZSCAN5A	ZSCAN5A	18261	0
F7F1G9_MACMU	ZBTB5	ZBTB5	17590	0
F6ZFR3_MACMU	PPIH	PPIH	12145	0
H9EU76_MACMU	MAP4K3	MAP4K3	9068	0
F6VCJ0_MACMU	GNL2	GNL2	6368	0
I2CYQ1_MACMU	ZNF444	ZNF444	17949	0
F6VBU4_MACMU	APEX2	APEX2	771	0
F6X2J2_MACMU	SHARPIN	SHARPIN	14098	0
F7G7Y2_MACMU	DLK2	DLK2	4340	0
I2CTD8_MACMU	RIOK3	RIOK3	13211	0
H9FQC2_MACMU	ZNF565	ZNF565	18024	0
F7BM66_MACMU	RPLP2	RPLP2	13440	0
I0FSJ2_MACMU	FKBP7	FKBP7	5741	0
A0A5F7ZSQ0_MACMU	ZNF345	ZNF345	17896	0
F6UDG5_MACMU	CBLN4	CBLN4	2437	0
I0FPF3_MACMU	DPY19L3	DPY19L3	4521	0
G7N8Z4_MACMU	GLB1L	GLB1L	6258	0
G7MZ17_MACMU	C14orf142	C14orf142	1729	1
H9ESN0_MACMU	ARL15	ARL15	945	0
H9EVH1_MACMU	SYT3	SYT3	15393	0
A0A1D5RF54_MACMU	SF3B14	SF3B14	14000	1
A0A1D5QYW7_MACMU	FXN	FXN	5946	0
H9FYL5_MACMU	MRPS6	MRPS6	9690	0
A0A1D5R1U0_MACMU	PINLYP	PINLYP	11752	0
G7NFZ6_MACMU	ZDHHC21	ZDHHC21	17655	0
H9FU32_MACMU	ARAF	ARAF	838	0
F7G1K3_MACMU	RABGAP1L	RABGAP1L	12796	0
G7N2Q1_MACMU	FAM110A	FAM110A	5219	0
H9EME6_MACMU	TCF12	TCF12	15607	0
H9ET08_MACMU	PXK	PXK	12680	0
F6THH3_MACMU	SPA17	SPA17	14853	0
G7NJG7_MACMU	RNF219	RNF219	13315	1
F7F5R8_MACMU	TNFSF11	TNFSF11	16280	0
F6RQF6_MACMU	CLDN3	CLDN3	3236	0
F6SAK2_MACMU	KIF3C	KIF3C	8109	0
F7CQI1_MACMU	BACE1	BACE1	1311	0
F7GNU0_MACMU	AURKA	AURKA	1249	0
F6SZV8_MACMU	ZNF174	ZNF174	17792	0
H9EPW8_MACMU	CCNL1	CCNL1	2666	0
F7GI34_MACMU	IFRD2	IFRD2	7374	0
H9EMR3_MACMU	STAG2	STAG2	15145	0
F6UD15_MACMU	TAOK2	TAOK2	15470	0
A0A1D5QSZ2_MACMU	FBXO3	FBXO3	5566	0
F7FGJ0_MACMU	MTIF3	MTIF3	9788	0
F6WE11_MACMU	C5orf44	C5orf44	2091	1
A0A1D5QQW9_MACMU	CSTF3	CSTF3	3752	0
A0A5F7ZTA1_MACMU	ATF5	ATF5	1105	0
F6PRH2_MACMU	SERINC1	SERINC1	13926	0
F6T427_MACMU	COPZ2	COPZ2	3509	0
F6T6Z8_MACMU	PPFIA2	PPFIA2	12131	0
F7DM33_MACMU	ELMO1	ELMO1	4860	0
A0A1D5QKN1_MACMU	THTPA	THTPA	15824	0
G7MLG3_MACMU	VPS41	VPS41	17229	0
F6Z305_MACMU	THUMPD1	THUMPD1	15825	0
G7MM22_MACMU	DNAJC2	DNAJC2	4418	0
F6Y462_MACMU	TBRG1	TBRG1	15568	0
F7EJX4_MACMU	PRMT2	PRMT2	12354	0
H9FQL9_MACMU	DGKB	DGKB	4244	0
F7VJL8_MACMU	TNP1	TNP1	16311	0
F7A8P7_MACMU	CLN8	CLN8	3296	0
A0A5F8ACF3_MACMU	CBLB	CBLB	2431	0
F6WTV4_MACMU	SLC20A2	SLC20A2	14274	0
F7FCP3_MACMU	SPOCK3	SPOCK3	14965	0
F7HNS9_MACMU	RNF182	RNF182	13299	0
F7HFW2_MACMU	TCF21	TCF21	15611	0
G7N235_MACMU	POLR3A	POLR3A	12053	0
H9G180_MACMU	EIF3I	EIF3I	4814	0
F6UYK5_MACMU	PTTG1	PTTG1	12649	0
F7HRM5_MACMU	TK2	TK2	15880	0
F6WNT8_MACMU	MON2	MON2	9535	0
F6SRT7_MACMU	TBX6	TBX6	15582	0
F7F8M4_MACMU	ADCK3	ADCK3	289	1
F7GN18_MACMU	GLI3	GLI3	6269	0
F7GQ60_MACMU	ALKBH8	ALKBH8	533	0
F7H4J1_MACMU	BLVRA	BLVRA	1477	0
F7D3T7_MACMU	OSTF1	OSTF1	11097	0
F7FPM2_MACMU	TESPA1	TESPA1	15696	0
F6PW20_MACMU	P2RY12	P2RY12	11150	0
F7HQ90_MACMU	HMGCS1	HMGCS1	7043	0
F6WT57_MACMU	PAPLN	PAPLN	11236	0
H9FX83_MACMU	PRMT8	PRMT8	12359	0
F7A0P8_MACMU	DAB1	DAB1	3989	0
H9Z7D8_MACMU	ARIH1	ARIH1	934	0
F6W2L0_MACMU	HELZ2	HELZ2	6872	0
F7AUB4_MACMU	CREB1	CREB1	3625	0
G7MWT2_MACMU	METTL3	METTL3	9328	0
A0MJX7_MACMU	CCL5	CCL5	2639	0
F6Z1X9_MACMU	H1FX	H1FX	6747	0
F6TQ53_MACMU	RPLP1	RPLP1	13439	0
I2CWU4_MACMU	GAPDH	GAPDH	6061	0
F7GZA4_MACMU	OMG	OMG	10751	0
H9ESM2_MACMU	CAPN7	CAPN7	2360	0
F7DY27_MACMU	INA	INA	7546	0
F6VY10_MACMU	DTD2	DTD2	4568	0
F7AFG5_MACMU	EMX1	EMX1	4912	0
F7EGH1_MACMU	TMEM60	TMEM60	16168	0
G7NGR4_MACMU	ACOX1	ACOX1	157	0
G7NGL5_MACMU	RPL38	RPL38	13425	0
H9ZAH2_MACMU	SNRK	SNRK	14725	0
I0FRY0_MACMU	PPP1R12A	PPP1R12A	12172	0
G7MYM3_MACMU	PTGR2	PTGR2	12582	0
F6Z045_MACMU	FAM206A	FAM206A	5355	1
F7H6M3_MACMU	ARHGAP15	ARHGAP15	866	0
F6ZBR7_MACMU	SLC35F1	SLC35F1	14426	0
F7H9F2_MACMU	UCP2	UCP2	16930	0
G7NP67_MACMU	ZNF213	ZNF213	17813	0
F6YCC3_MACMU	ATL2	ATL2	1131	0
F6W686_MACMU	TMEM126A	TMEM126A	15986	0
F6WVB2_MACMU	LAMC1	LAMC1	8410	0
F7F5U5_MACMU	TMEM115	TMEM115	15977	0
F7GUR6_MACMU	ZGPAT	ZGPAT	17722	0
G7NER4_MACMU	RPL35	RPL35	13417	0
F7E701_MACMU	CNTRL	CNTRL	3409	0
F7C4B0_MACMU	ABI1	ABI1	92	0
F6R7Y6_MACMU	FERMT1	FERMT1	5643	0
F7CI77_MACMU	CLCN6	CLCN6	3217	0
F7D7G2_MACMU	KIAA0391	KIAA0391	8003	1
H9Z9Q7_MACMU	CLEC1A	CLEC1A	3254	0
H9FY38_MACMU	RNF2	RNF2	13306	0
F7HNR9_MACMU	BZW2	BZW2	1618	0
H9EQ33_MACMU	SLC23A2	SLC23A2	14296	0
A0A1D5RCI2_MACMU	PCNX	PCNX	11402	1
F7GR74_MACMU	MAN1B1	MAN1B1	9017	0
F7GD14_MACMU	RTN4RL2	RTN4RL2	13570	0
H9ES04_MACMU	EXOC2	EXOC2	5124	0
H9FUL4_MACMU	MLLT6	MLLT6	9462	0
F7DR39_MACMU	TET2	TET2	15698	0
I2CW27_MACMU	EIF3J	EIF3J	4815	0
F6WCH6_MACMU	MMADHC	MMADHC	9473	0
F7D8D4_MACMU	HDX	HDX	6849	0
A0A5F7ZY32_MACMU	ECSIT	ECSIT	4688	0
F6UEF5_MACMU	HNRNPF	HNRNPF	7076	0
F7FWX5_MACMU	MED13L	MED13L	9244	0
F6XJL9_MACMU	PSMB2	PSMB2	12499	0
F6UJ43_MACMU	NOL3	NOL3	10398	0
F7EHS8_MACMU	SYNGR2	SYNGR2	15366	0
G7MF13_MACMU	RGS13	RGS13	13126	0
F6U372_MACMU	PLAC8	PLAC8	11836	0
F6Z6I1_MACMU	RAB9A	RAB9A	12789	0
H9YV07_MACMU	PPP1R14B	PPP1R14B	12178	0
F6UHI1_MACMU	FBLN2	FBLN2	5525	0
I2CTU3_MACMU	RTN4IP1	RTN4IP1	13567	0
I0FKS3_MACMU	TOMM7	TOMM7	16340	0
H9EVJ4_MACMU	FAM45A	FAM45A	5410	0
G7MMA3_MACMU	SND1	SND1	14719	0
A0A1D5Q2M0_MACMU	DNAJC3	DNAJC3	4426	0
G7MKK4_MACMU	PDIA5	PDIA5	11483	0
H9Z3V3_MACMU	S100A16	S100A16	13615	0
F7GC70_MACMU	INVS	INVS	7604	0
I0FTL1_MACMU	SLC12A9	SLC12A9	14223	0
F6T893_MACMU	RRS1	RRS1	13529	0
F6PLE2_MACMU	YKT6	YKT6	17521	0
F6V4X1_MACMU	HERC2	HERC2	6882	0
F6SGW3_MACMU	SFRP1	SFRP1	14011	0
I2CUB0_MACMU	NR1D1	NR1D1	10494	0
A0A5K1VB63_MACMU	ELF2	ELF2	4848	0
H9EPM1_MACMU	GSK3B	GSK3B	6650	0
I2CUK0_MACMU	CEBPB	CEBPB	2939	0
F7DBX8_MACMU	XPOT	XPOT	17483	0
F7EX32_MACMU	FSCN1	FSCN1	5897	0
I0FI98_MACMU	SLC12A6	SLC12A6	14220	0
I0FUR4_MACMU	HSP90B1	HSP90B1	7217	0
F7ECP8_MACMU	GLT8D1	GLT8D1	6299	0
F7HDE5_MACMU	SCYL2	SCYL2	13794	0
F7H3Z6_MACMU	FEN1	FEN1	5638	0
A0A1D5R6U4_MACMU	SSPN	SSPN	15091	0
F7CKL5_MACMU	PITHD1	PITHD1	11767	0
H9FSJ4_MACMU	BAMBI	BAMBI	1332	0
F7HU85_MACMU	GNL3L	GNL3L	6370	0
F7AA78_MACMU	LETM2	LETM2	8533	0
F7FJK0_MACMU	CHST8	CHST8	3156	0
H9EPR2_MACMU	TRAPPC4	TRAPPC4	16446	0
F7CPT5_MACMU	LASP1	LASP1	8439	0
H9FPI2_MACMU	CBX3	CBX3	2445	0
A0A1D5Q518_MACMU	ZMPSTE24	ZMPSTE24	17749	0
F6YFX0_MACMU	CYSTM1	CYSTM1	3978	0
F7FAD3_MACMU	LRRC73	LRRC73	8799	1
H9ELV2_MACMU	SRSF2	SRSF2	15068	0
F7B0D0_MACMU	ITM2B	ITM2B	7736	0
G7MP64_MACMU	PPIL1	PPIL1	12146	0
H9FUJ6_MACMU	MEF2A	MEF2A	9269	0
H9YX93_MACMU	RAD23B	RAD23B	12814	0
H9G0J7_MACMU	MAGT1	MAGT1	8987	0
G7N1B7_MACMU	ACADSB	ACADSB	120	0
G7MW13_MACMU	MCTP2	MCTP2	9213	0
H9EUZ6_MACMU	OPRL1	OPRL1	10772	0
F6RAD9_MACMU	GPRASP2	GPRASP2	6548	0
F6V7I4_MACMU	GLT8D2	GLT8D2	6300	0
F7GWS8_MACMU	H2AFY2	H2AFY2	6753	0
I0FSA2_MACMU	CHCHD2	CHCHD2	3064	0
H9EUN0_MACMU	VAT1L	VAT1L	17152	0
F6WJ17_MACMU	TM2D2	TM2D2	15912	0
H9ESF0_MACMU	NPRL3	NPRL3	10477	0
I0FS42_MACMU	CLDN11	CLDN11	3222	0
F7B4M6_MACMU	BRMS1L	BRMS1L	1556	0
F6YBW8_MACMU	GPN2	GPN2	6450	0
F6YVP3_MACMU	FBN1	FBN1	5528	0
F7H4T8_MACMU	BMPR1A	BMPR1A	1495	0
F7D870_MACMU	DUSP9	DUSP9	4614	0
F7BG44_MACMU	TIMM10	TIMM10	15851	0
H9ZES5_MACMU	TRADD	TRADD	16419	0
F6SP59_MACMU	RNF146	RNF146	13283	0
F7ANB7_MACMU	MAD2L1	MAD2L1	8935	0
F6ZPV5_MACMU	C11orf52	C11orf52	1666	0
B0F4M8_MACMU	TRIM22	TRIM22	16481	0
H9FPN9_MACMU	CATSPER2	CATSPER2	2418	0
A7XYI9_MACMU	SOBP	SOBP	14786	0
F7CX36_MACMU	MBOAT7	MBOAT7	9171	0
F7HP33_MACMU	SIGLEC1	SIGLEC1	14139	0
A0A1D5R8J4_MACMU	RNF152	RNF152	13288	0
F7G3K1_MACMU	DKK1	DKK1	4319	0
G7NPA9_MACMU	AKTIP	AKTIP	484	0
F7HLR2_MACMU	ZNF24	ZNF24	17835	0
F7EJQ3_MACMU	DNAJB6	DNAJB6	4403	0
F7HQP4_MACMU	HHIP	HHIP	6917	0
F7FDL6_MACMU	SMG6	SMG6	14653	0
H9Z017_MACMU	ING2	ING2	7552	0
F6V1F0_MACMU	P2RY1	P2RY1	11147	0
F7D5Q7_MACMU	TRMT61A	TRMT61A	16564	0
F7H5E5_MACMU	NUB1	NUB1	10601	0
G7MDT1_MACMU	JTB	JTB	7792	0
A0A5F7ZMZ6_MACMU	CRBN	CRBN	3622	0
G7MX20_MACMU	DAD1	DAD1	3997	0
A0A1D5QXA8_MACMU	AHSA1	AHSA1	420	0
H9ENS3_MACMU	LYRM5	LYRM5	8906	1
H9EM17_MACMU	DSTN	DSTN	4565	0
G7NNK0_MACMU	PAPL	PAPL	11235	1
I0FUB7_MACMU	SLC1A5	SLC1A5	14270	0
F7F2U3_MACMU	SLC25A12	SLC25A12	14307	0
F7H8C8_MACMU	RPIA	RPIA	13385	0
G7MYZ6_MACMU	KCNK13	KCNK13	7893	0
F7HPT5_MACMU	KDSR	KDSR	7973	0
F7HEJ1_MACMU	TMCC1	TMCC1	15940	0
F7CNG6_MACMU	SUGP2	SUGP2	15275	0
F7GG25_MACMU	IFI16	IFI16	7329	0
F6QST9_MACMU	CACNG2	CACNG2	2279	0
F7GNY9_MACMU	TBRG4	TBRG4	15569	0
F6TLS6_MACMU	KIAA0355	KIAA0355	8001	1
F7HFX4_MACMU	CDC42EP1	CDC42EP1	2813	0
F7HTC8_MACMU	PFDN5	PFDN5	11571	0
H9EMC4_MACMU	ATXN7L3B	ATXN7L3B	1245	0
F7HJK8_MACMU	GAL3ST4	GAL3ST4	6025	0
G7NQQ5_MACMU	SF3B3	SF3B3	14002	0
I2CXB4_MACMU	CDV3	CDV3	2921	0
F7E1G3_MACMU	ZNF706	ZNF706	18130	0
I0FP80_MACMU	C1orf122	C1orf122	1903	1
F7DRW6_MACMU	B3GNT3	B3GNT3	1287	0
F7HCL7_MACMU	CDC123	CDC123	2793	0
I0FHT3_MACMU	BTF3	BTF3	1591	0
F7AMV1_MACMU	CRTC2	CRTC2	3671	0
F7GFK0_MACMU	TOB1	TOB1	16325	0
F6VU61_MACMU	RNF20	RNF20	13307	0
H9FYK5_MACMU	AIDA	AIDA	425	0
A0A1D5QJ66_MACMU	MAP3K3	MAP3K3	9058	0
A0A5F7ZSU6_MACMU	FGF6	FGF6	5683	0
F7CS61_MACMU	RHOD	RHOD	13169	0
F7G5F0_MACMU	TP53INP2	TP53INP2	16370	0
F7HU67_MACMU	ATP2B4	ATP2B4	1166	0
F6TWV9_MACMU	SERPINB7	SERPINB7	13953	0
F6ZG96_MACMU	LHB	LHB	8560	0
F7EZL0_MACMU	MUL1	MUL1	9845	0
F7E663_MACMU	KANK2	KANK2	7801	0
F7B742_MACMU	MAP3K14	MAP3K14	9054	0
F6Z9G3_MACMU	RASL10B	RASL10B	12908	0
H9Z0I0_MACMU	MBD6	MBD6	9160	0
G7MXF5_MACMU	EAPP	EAPP	4661	0
H9ZDW3_MACMU	THAP7	THAP7	15789	0
A0A1D5R8K0_MACMU	FAM134C	FAM134C	5258	1
A0A5F8AKA9_MACMU	AK4	AK4	445	0
A0A1D5QG07_MACMU	USP14	USP14	17049	0
H9EUX4_MACMU	POLR3K	POLR3K	12062	0
F7G6N7_MACMU	EDDM3B	EDDM3B	4698	0
F7GQI3_MACMU	TEKT2	TEKT2	15676	0
I0FU44_MACMU	SDHD	SDHD	13814	0
H9FR75_MACMU	USP12	USP12	17047	0
G7MYI9_MACMU	KIAA0247	KIAA0247	7997	1
F6XQC8_MACMU	MAP3K10	MAP3K10	9050	0
F6RHX1_MACMU	MXD4	MXD4	9863	0
F7GLY0_MACMU	FABP4	FABP4	5184	0
A0A1D5QRR4_MACMU	DNAJC8	DNAJC8	4434	0
F7D6E4_MACMU	ZNF622	ZNF622	18072	0
F7AZH6_MACMU	TNFAIP8L2	TNFAIP8L2	16256	0
H9ZAH4_MACMU	TMEM214	TMEM214	16088	0
F7C4M8_MACMU	FAM69A	FAM69A	5440	1
F7F4F6_MACMU	UFL1	UFL1	16935	0
F6U3Z7_MACMU	OCIAD1	OCIAD1	10705	0
H9G2M7_MACMU	FAM20B	FAM20B	5362	0
F7GUY0_MACMU	PQLC1	PQLC1	12247	1
H9FTY1_MACMU	IFIT1	IFIT1	7339	0
H9FU12_MACMU	ZBTB41	ZBTB41	17581	0
F6TSB3_MACMU	CHMP5	CHMP5	3107	0
F7H6Z3_MACMU	DTWD2	DTWD2	4575	0
A0A1D5QYN2_MACMU	GSR	GSR	6655	0
F7DXU8_MACMU	KLHDC5	KLHDC5	8161	1
F6RSZ2_MACMU	THOC2	THOC2	15809	0
F6RDJ9_MACMU	MECR	MECR	9237	0
H9FWN6_MACMU	PPP2R5C	PPP2R5C	12222	0
F6WA72_MACMU	TSPO	TSPO	16651	0
F7GG48_MACMU	MRPS11	MRPS11	9665	0
F7FYD2_MACMU	IBTK	IBTK	7292	0
A0A1D5Q7N2_MACMU	MCM3	MCM3	9197	0
F6U494_MACMU	GID8	GID8	6204	0
F6V7A9_MACMU	OAF	OAF	10690	0
F7E3C0_MACMU	FUNDC1	FUNDC1	5929	0
G7NIL2_MACMU	PTRF	PTRF	12644	1
A0A1D5QU10_MACMU	FAF2	FAF2	5195	0
F7HPU4_MACMU	FAM53A	FAM53A	5425	0
H9FX01_MACMU	ASUN	ASUN	1088	1
F7FCR0_MACMU	OSGEP	OSGEP	11087	0
F7BEN4_MACMU	FLRT2	FLRT2	5763	0
G7MI83_MACMU	TXLNA	TXLNA	16784	0
H9YXU3_MACMU	SIRT2	SIRT2	14169	0
F7HJV5_MACMU	MRTO4	MRTO4	9695	0
F7DXM4_MACMU	ANKRA2	ANKRA2	635	0
F7FTK2_MACMU	TMED3	TMED3	15952	0
H9YVU9_MACMU	TMCO1	TMCO1	15943	0
F7GTT4_MACMU	ID4	ID4	7308	0
F7BU81_MACMU	WASL	WASL	17287	0
F7AAJ6_MACMU	TMEM55A	TMEM55A	16161	1
F7GJL4_MACMU	SLC22A8	SLC22A8	14293	0
G7NC47_MACMU	RBM14	RBM14	12949	0
H9FPW6_MACMU	CHMP4B	CHMP4B	3105	0
F6XGD3_MACMU	CD4	CD4	2753	0
F7H6I5_MACMU	STRBP	STRBP	15229	0
I0FLS7_MACMU	GTF2A1	GTF2A1	6678	0
F7HBG1_MACMU	MRPS33	MRPS33	9685	0
F6RQA5_MACMU	PRIM2	PRIM2	12308	0
G7N4X4_MACMU	SLA2	SLA2	14197	0
G7MXF7_MACMU	CFL2	CFL2	3042	0
H9EW35_MACMU	NAMPT	NAMPT	10016	0
H9FNA3_MACMU	BPNT1	BPNT1	1531	0
H9FVQ3_MACMU	CPSF3	CPSF3	3596	0
G7NDI3_MACMU	SYT13	SYT13	15387	0
G7N7I2_MACMU	XRCC6BP1	XRCC6BP1	17491	1
F6W9L4_MACMU	GPR26	GPR26	6510	0
A0A1D5RD30_MACMU	ZNF248	ZNF248	17836	0
H9G0A9_MACMU	ARPC5L	ARPC5L	995	0
I2CY71_MACMU	MRPL54	MRPL54	9661	0
G7NI58_MACMU	WSCD1	WSCD1	17441	0
F7CRJ7_MACMU	C6orf1	C6orf1	2106	1
G7NH88_MACMU	C17orf89	C17orf89	1823	1
H9G1E4_MACMU	CCNA1	CCNA1	2644	0
H9ELW3_MACMU	DYNLL2	DYNLL2	4633	0
G7NLR6_MACMU	SPIB	SPIB	14934	1
H9FVG5_MACMU	POMP	POMP	12069	0
G7NFY4_MACMU	RRAGA	RRAGA	13507	0
H9EQR2_MACMU	NUTF2	NUTF2	10668	0
A0A1D5RGT7_MACMU	DEPDC1B	DEPDC1B	4217	0
A0A1D5QDX4_MACMU	HAUS2	HAUS2	6789	0
G7NCT4_MACMU	METTL12	METTL12	9312	1
G7NGZ0_MACMU	MFSD11	MFSD11	9355	0
F7HH58_MACMU	MAP4K4	MAP4K4	9069	0
A0A5F7Z9N3_MACMU	RPL4	RPL4	13429	0
H9YWZ7_MACMU	SERPINB8	SERPINB8	13954	0
F6RN87_MACMU	IMMP2L	IMMP2L	7535	0
F7HFR4_MACMU	WDR25	WDR25	17316	0
F7FA72_MACMU	BHLHB9	BHLHB9	1443	0
F6URI0_MACMU	ARL4D	ARL4D	953	0
H9FYE8_MACMU	SRSF6	SRSF6	15072	0
H9Z687_MACMU	ERCC2	ERCC2	5027	0
H9EPG6_MACMU	RRAS	RRAS	13511	0
F7A9N0_MACMU	RPL19	RPL19	13399	0
F7CT11_MACMU	GPANK1	GPANK1	6418	0
I2CTW2_MACMU	AGAP2	AGAP2	370	0
F6SRR3_MACMU	VILL	VILL	17185	0
F7HSR0_MACMU	SPOPL	SPOPL	14969	0
F6WPD0_MACMU	ZNF658	ZNF658	18092	0
I0FI24_MACMU	PVRL2	PVRL2	12670	1
F7HF07_MACMU	IGFBP4	IGFBP4	7402	0
F6U8T1_MACMU	EXO5	EXO5	5122	0
I0FNI6_MACMU	ARFGEF1	ARFGEF1	853	0
F7GGQ1_MACMU	UBP1	UBP1	16894	0
H9FVU5_MACMU	PIK3CA	PIK3CA	11732	0
I0FH47_MACMU	IGFBP3	IGFBP3	7401	0
A0A1D5RCC8_MACMU	PCYT1B	PCYT1B	11423	0
F7FCU0_MACMU	ARL6IP5	ARL6IP5	960	0
F7BG13_MACMU	HNRNPH2	HNRNPH2	7078	1
I2CTQ6_MACMU	GFRA2	GFRA2	6177	0
G7MX16_MACMU	MFAP1	MFAP1	9340	0
F6YRW1_MACMU	LRRC32	LRRC32	8763	0
H9ENW2_MACMU	SPCS3	SPCS3	14910	0
F7F2R0_MACMU	DLX1	DLX1	4345	0
A0A5F8AH05_MACMU	ZNF696	ZNF696	18119	0
G7MRR5_MACMU	GRM4	GRM4	6625	0
F7CX22_MACMU	SLIT1	SLIT1	14593	0
A0A5F8ADF5_MACMU	THRAP3	THRAP3	15817	0
A0A1D5R2Q3_MACMU	GPR35	GPR35	6517	0
G7NB00_MACMU	DARS	DARS	4014	1
F7HQX2_MACMU	SLC16A1	SLC16A1	14236	0
H9G004_MACMU	WLS	WLS	17410	0
G7MF30_MACMU	C1orf21	C1orf21	1924	1
A0A5F8AMV1_MACMU	TMX4	TMX4	16247	0
F6TBT9_MACMU	UBQLN2	UBQLN2	16896	0
H9YVE0_MACMU	ST3GAL2	ST3GAL2	15117	0
F7GK32_MACMU	DUSP7	DUSP7	4612	0
F7B998_MACMU	WBP5	WBP5	17294	1
H9ER46_MACMU	SLC1A1	SLC1A1	14266	0
G7N9Q3_MACMU	SUPT7L	SUPT7L	15309	0
F7G489_MACMU	SLC22A17	SLC22A17	14281	0
F7FJJ0_MACMU	EGR1	EGR1	4766	0
H9ETU6_MACMU	EIF2B1	EIF2B1	4794	0
H9FUI2_MACMU	MBNL1	MBNL1	9165	0
H9ZEG3_MACMU	FAM126A	FAM126A	5242	0
F7EEJ1_MACMU	FXYD7	FXYD7	5956	0
F7CAM5_MACMU	GLUL	GLUL	6309	0
F6YUG7_MACMU	FADS3	FADS3	5192	0
F6UBC5_MACMU	RRNAD1	RRNAD1	13520	0
F7CXQ6_MACMU	CBLN2	CBLN2	2435	0
F7DJM1_MACMU	SEC22B	SEC22B	13837	0
F7FC21_MACMU	ADO	ADO	327	0
F7E420_MACMU	NDUFB7	NDUFB7	10156	0
Q2WGM0_MACMU	TACR3	TACR3	15426	1
G7NQC4_MACMU	LUC7L	LUC7L	8862	0
F6RIC1_MACMU	ZBTB14	ZBTB14	17561	0
G7NAJ1_MACMU	C2orf68	C2orf68	2018	1
F7DSQ6_MACMU	TRNT1	TRNT1	16569	0
F6TCS8_MACMU	ANAPC16	ANAPC16	599	0
A0A5K1U617_MACMU	TGM2	TGM2	15770	0
F6TTN4_MACMU	TRIM46	TRIM46	16508	0
F7H9V8_MACMU	CYB561D2	CYB561D2	3901	0
F7FD59_MACMU	RHOBTB1	RHOBTB1	13165	0
F6PS82_MACMU	CDC42EP3	CDC42EP3	2815	0
A0A1D5RHS7_MACMU	MAD2L1BP	MAD2L1BP	8936	0
F7GT25_MACMU	TESK1	TESK1	15694	0
F7GL33_MACMU	IMP3	IMP3	7537	0
I2CTP6_MACMU	RPA1	RPA1	13369	0
E1AWN5_MACMU	PIWIL1	PIWIL1	11777	0
F6PY41_MACMU	OBFC1	OBFC1	10698	1
B0LAJ2_MACMU	PDCD1	PDCD1	11427	0
F7GLN3_MACMU	TNFAIP6	TNFAIP6	16253	0
G7MF91_MACMU	MPC2	MPC2	9556	0
A0A1D5QA66_MACMU	CDCA7	CDCA7	2829	0
I0FSB9_MACMU	RASL12	RASL12	12911	0
A0A1D5RFS9_MACMU	MLF2	MLF2	9448	0
G7NAE8_MACMU	PCGF1	PCGF1	11385	0
G7NP13_MACMU	ZNF606	ZNF606	18058	0
H9ZBZ0_MACMU	SCPEP1	SCPEP1	13779	0
F7E8A5_MACMU	SLC32A1	SLC32A1	14403	0
G7NPN5_MACMU	ZC3H7A	ZC3H7A	17615	0
G7MHT7_MACMU	CYR61	CYR61	3974	1
I2CVY8_MACMU	SELENBP1	SELENBP1	13861	0
G7N0W4_MACMU	COX15	COX15	3533	0
F6PNE3_MACMU	GRPEL1	GRPEL1	6632	0
G7MQW9_MACMU	WASF1	WASF1	17284	0
F7HRR1_MACMU	SEC22C	SEC22C	13838	0
F7CTP1_MACMU	GNB3	GNB3	6351	0
H9YWM8_MACMU	TRAK2	TRAK2	16433	0
F6PJJ4_MACMU	RAB33B	RAB33B	12755	0
G7N8E8_MACMU	DFNB59	DFNB59	4235	1
F6YJK8_MACMU	TMTC4	TMTC4	16241	0
F6ZIZ9_MACMU	GNB4	GNB4	6352	0
A0A1D5R536_MACMU	KTN1	KTN1	8378	0
F7BXG0_MACMU	MYT1L	MYT1L	9966	0
F6YII0_MACMU	ZNF385D	ZNF385D	17916	0
F7HPG4_MACMU	GADD45A	GADD45A	6014	0
G7MJR8_MACMU	TMEM108	TMEM108	15971	0
F6ZR60_MACMU	PDE12	PDE12	11444	0
H9FYR3_MACMU	PLEKHA3	PLEKHA3	11877	0
F7HNZ0_MACMU	RPS5	RPS5	13483	0
H9Z3S0_MACMU	PSMC3	PSMC3	12509	0
F7GZS4_MACMU	AMPH	AMPH	587	0
G7NT32_MACMU	RP2	RP2	13367	0
F7DAF2_MACMU	CCNK	CCNK	2665	0
H9FZM1_MACMU	USP7	USP7	17111	0
G7NSD9_MACMU	CHM	CHM	3098	0
A0A1D5RFQ8_MACMU	HOMER3	HOMER3	7092	0
G7MUR4_MACMU	FAM169A	FAM169A	5297	0
I0FUJ9_MACMU	STIM1	STIM1	15182	0
Q865E1_MACMU	HRH3	HRH3	7169	0
F6T7I7_MACMU	PRUNE	PRUNE	12470	1
H9FWA2_MACMU	RHBDL2	RHBDL2	13153	0
F6TXG0_MACMU	C2CD2L	C2CD2L	1994	0
F7FDH0_MACMU	C1orf51	C1orf51	1937	1
H9G2E9_MACMU	ZSCAN12	ZSCAN12	18246	0
H9ERR5_MACMU	PLCL1	PLCL1	11860	0
H9FX47_MACMU	ASH1L	ASH1L	1061	0
G7NJF3_MACMU	KLF12	KLF12	8142	0
H9YVF4_MACMU	TMEM19	TMEM19	16062	0
F6S545_MACMU	ADNP2	ADNP2	326	0
F7H259_MACMU	SLC25A24	SLC25A24	14320	0
F7F982_MACMU	NR1H2	NR1H2	10496	0
H9FSW5_MACMU	AATF	AATF	27	0
