	Inh_L6_LAMP5_C1QL2	Exc_L3_5_LINC00507_SLN	Inh_L1_SST_CXCL14	Inh_L1_2_VIP_PPAPDC1A	Exc_L6_FEZF2_CPZ	Exc_L4_5_RORB_HNRNPA1P46	Exc_L6_THEMIS_C6orf48	Inh_L3_5_SST_MAFB	Exc_L4_5_RORB_LCN15	Inh_L1_VIP_TNFAIP8L3	Exc_L5_6_FEZF2_CYP26B1	Exc_L6_THEMIS_EGR3	Inh_L4_6_SST_MTHFD2P6	Exc_L5_6_RORB_LINC00320	Oligo_L4_6_MOBP_COL18A1	Inh_L1_VIP_PCDH20	K1	Inh_L1_2_PAX6_SCGN	Exc_L6_FEZF2_FAM95C	Inh_L5_6_SST_TH	Exc_L4_5_RORB_RPL31P31	Exc_L6_FEZF2_TBCC	Astro_L1_FGFR3_FOS	Exc_L4_5_RORB_AIM2	Inh_L3_4_PVALB_HOMER3	Exc_L5_6_THEMIS_GPR21	VLMC_L1_3_CYP1B1	Exc_L2_4_RORB_GRIK1	Exc_L5_6_THEMIS_IL7R	Inh_L3_VIP_CBLN1	Exc_L4_6_RORB_HPCA	Exc_L4_RORB_CACNG5	Exc_L3_4_RORB_FOLH1B	Inh_L1_6_PVALB_SCUBE3	Inh_L5_6_LAMP5_SFTA3	Inh_L1_6_VIP_RCN1	Exc_L5_6_FEZF2_RSAD2	Exc_L3_5_THEMIS_UBE2F	Exc_L2_3_LINC00507_RPL9P17	Exc_L3_5_FEZF2_ONECUT1	Astro_L1_6_FGFR3_ETNPPL	MP	Inh_L5_PVALB_CNTNAP3P2	Exc_L6_FEZF2_VWA2	Inh_L1_6_LAMP5_CA13	Inh_L1_3_VIP_SSTR1	Inh_L5_6_SST_ISOC1	Exc_L3_THEMIS_PLA2G7	Inh_L1_3_VIP_ZNF322P1	Inh_L2_4_VIP_LGI2	Exc_L5_6_THEMIS_THTPA	Inh_L1_4_LAMP5_DUSP4	Exc_L6_THEMIS_LINC00343	GABA3	Inh_L1_6_VIP_RGS16	Exc_L6_FEZF2_P4HA3	Inh_L1_4_VIP_CHRNA2	Inh_L1_3_PAX6_NABP1	Inh_L1_3_VIP_CCDC184	Inh_L1_VIP_SOX11	Exc_L3_LINC00507_CTXN3	Exc_L3_5_THEMIS_ELOF1	Inh_L6_LHX6_GLP1R	Inh_L1_LAMP5_GGT8P	GABA2	Inh_L5_6_SST_KLHL14	Oligo_L4_6_OPALIN	Exc_L5_FEZF2_SCN7A	Inh_L5_6_PVALB_STON2	Exc_L4_RORB_BHLHE22	Inh_L1_2_VIP_RPL41P3	Exc_L5_6_THEMIS_TMEM233	Inh_L2_4_PVALB_C8orf4	Exc_L6_FEZF2_ETV4	K2	Inh_L1_LAMP5_NDNF	Exc_L5_6_FEZF2_MYBPHL	Inh_L2_5_VIP_TOX2	Exc_L6_FEZF2_SLITRK6	Inh_L4_5_PVALB_TRIM67	Exc_L4_5_RORB_LINC01474	Exc_L3_5_RORB_HSPB3	Inh_L6_SST_NPY	Inh_L1_2_PVALB_TAC1	Exc_L5_6_FEZF2_CABP7	Inh_L2_4_VIP_DSEL	Exc_L3_4_RORB_RPS3P6	Exc_L5_RORB_SNHG7	Inh_L1_3_VIP_GGH	Micro_L1_6_C1QC	Inh_L1_PAX6_GRIP2	Inh_L1_6_VIP_PENK	Exc_L3_5_RORB_CD24	Exc_L3_4_RORB_PRSS12	Inh_L2_4_SST_AHR	Exc_L3_RORB_CARTPT	Exc_L3_4_RORB_SEMA6D	Astro	Inh_L1_3_PVALB_WFDC2	Astro_L1_FGFR3_MT1G	Micro	Peri_L1_6_MUSTN1	Exc_L4_5_RORB_ASCL1	Exc_L5_6_FEZF2_ANKRD20A1	Inh_L2_6_VIP_VIP	Inh_L3_6_PVALB_MFI2	Inh_L1_VIP_PRSS8	Exc_L4_RORB_CCDC168	Inh_L1_ADARB2_ADAM33	OPC	OPC_L1_6_MYT1	Exc_L6_FEZF2_TBC1D26	Exc_L3_LINC00507_PSRC1	Exc_L5_FEZF2_MORN2	Inh_L3_6_VIP_KCTD13	Endo_L2_5_CLDN5	Inh_L1_3_VIP_ACHE	Oligo	Inh_L5_6_PVALB_FAM150B	Exc_L3_5_FEZF2_DCN	Inh_L1_PAX6_CA4	Exc_L6_FEZF2_KRT17	Exc_L5_RORB_LINC01202	Inh_L6_LAMP5_ANKRD20A11P	Exc_L3_5_RORB_CMAHP	Inh_L1_5_VIP_KCNJ2	Exc_L5_FEZF2_DYRK2	Inh_L1_ADARB2_DISP2	GABA1	Exc_L5_6_THEMIS_OR1J1
GLUL	70.0545	41.0017	53.7062	45.7563	54.1489	102.9616	72.3042	91.8409	30.177	96.0633	82.7227	42.6551	80.1495	38.6792	224.7218	69.7049	85.7197	114.6094	72.2908	93.9695	25.9975	27.0217	197.9999	107.0079	103.2316	65.0357	203.4105	41.7896	67.5943	88.1501	52.5542	50.868	18.7455	102.0271	91.8224	78.7556	60.1516	38.0633	64.7677	5.945	606.7495	55.948	85.7993	54.7386	123.5346	75.1152	34.1442	31.7554	127.0823	131.5169	53.5743	82.9313	56.9713	198.1599	81.1902	36.0624	99.0994	208.0789	96.4706	87.3267	39.3982	57.0522	70.4278	71.0742	100.4486	73.5756	223.4968	39.0963	91.6664	52.4465	62.4224	57.4679	88.9084	37.8103	95.1961	73.6352	53.3622	59.7297	5.6879	107.7917	35.6813	36.6104	148.3136	68.538	100.8723	74.6858	47.7592	21.4235	73.9676	64.5114	117.3292	52.9571	118.4953	28.1366	105.3914	25.2724	25.9035	293.6112	81.7021	542.2919	201.4126	187.8481	75.9208	56.5291	107.4166	101.5163	76.0064	53.0317	69.4712	163.9297	55.9545	47.4504	29.3733	57.1067	68.5486	175.7718	79.6657	421.5137	130.7542	30.3086	120.8428	37.2283	28.0882	271.5712	53.7061	42.9698	77.0621	1.0325	77.2498	44.8091
GNA11	29.8522	24.4086	35.2603	31.1237	30.9341	31.1901	19.2915	33.6819	30.6525	19.4715	27.6289	28.6616	33.2131	38.8493	37.4136	37.685	34.1089	58.7144	34.1469	32.7797	30.7903	30.2357	10.3173	29.1754	33.1222	29.1056	197.4909	28.8216	32.613	43.6582	24.4856	36.4581	33.3882	28.9016	27.3179	29.6323	36.2359	22.3804	30.0716	34.4457	34.8921	29.8433	35.8537	30.0326	36.3923	43.0082	31.2283	41.6744	32.6054	42.1299	43.2805	32.2528	27.4999	37.2168	37.0492	19.7609	37.1892	40.9176	34.6562	29.2296	30.4028	29.2684	33.5137	29.4886	38.8673	53.1971	40.8816	40.207	36.5178	29.2167	49.4953	32.0032	29.7827	31.5847	35.1011	29.0852	30.1763	40.6205	23.6174	27.9895	33.2438	23.4951	12.529000000000002	15.978	19.4936	25.25	32.938	23.9792	41.0917	62.0479	78.5081	13.6106	21.4132	31.6661	42.5438	25.7202	26.9193	37.343	30.8162	24.956	0.0	76.1516	27.526	23.3833	31.5819	26.2938	29.1928	29.2822	24.585	0.9467	33.7875	38.1369	26.5328	26.5561	36.5179	19.8773	37.7252	31.756	36.5521	45.6266	41.7516	26.6378	24.9744	40.6469	32.3954	39.3553	24.1024	69.9764	21.9114	27.8339
GNA12	55.9386	52.8989	49.6873	49.7005	44.7634	25.9577	47.8675	35.8682	39.1336	50.0386	50.2735	25.2497	30.48	29.2632	73.6984	40.2092	41.5959	117.1916	41.54600000000001	40.9417	40.0827	48.2013	38.9453	26.7701	32.508	41.652	9.8607	34.7059	36.1042	56.6972	23.6545	47.1468	34.6352	54.8495	54.2163	32.0496	27.6992	28.8542	40.7613	11.0989	62.7467	36.0467	40.1205	36.7141	38.1567	37.771	50.5793	38.3748	45.2253	51.3554	77.1121	34.0751	34.353	36.8155	37.0948	101.1545	52.066	44.8607	138.3447	81.2541	41.3481	39.7044	30.0806	26.8938	23.9489	38.0532	58.7392	15.0229	34.7331	46.4022	66.1819	39.5924	37.7082	39.9736	34.858000000000004	43.6812	30.3897	42.9572	36.4847	0.0	57.3699	35.4106	64.3399	40.0581	58.7551	18.7615	58.5346	40.4618	42.644	24.7422	68.8469	47.586000000000006	33.2128	34.4526	48.4551	41.818999999999996	28.7997	58.0912	24.2194	71.9478	0.0	36.6568	69.3728	36.6947	48.5167	30.8469	44.6968	48.3041	66.4638	42.0968	63.8994	33.2189	36.231	56.3463	100.3542	362.2564	88.7939	48.1197	82.4689	31.6058	58.1868	32.2163	38.0256	93.8218	40.4342	53.8496	31.5194	68.4461	54.4263	52.7965
GNA13	67.171	72.4809	132.2371	130.0369	111.867	77.4771	83.6857	104.8324	80.8897	125.7972	76.2476	65.3986	93.3665	58.94	135.8087	123.0406	97.7106	107.1767	82.0066	71.6957	72.7868	58.534	106.5168	58.2711	106.0154	86.3089	0.0	78.0823	109.065	95.5776	102.7554	69.9945	75.4949	84.2509	93.52600000000001	62.6334	81.6891	67.7487	83.2169	64.8665	89.1365	87.3191	76.1444	69.042	105.5539	76.7806	90.5389	63.4647	97.1424	180.3535	108.4344	90.7412	79.35	54.3615	48.5059	55.3771	78.2036	125.3367	94.3968	154.8395	63.7643	95.0617	100.4576	107.9321	62.7655	79.6128	136.3266	57.9497	89.5249	90.9864	108.6292	64.175	89.762	84.9786	61.1992	71.8867	75.2331	93.1928	90.6128	181.8416	88.1913	81.6578	99.1498	130.0742	114.4112	169.1205	63.8789	79.3909	92.5016	173.2489	36.5256	55.5036	124.8082	74.1621	79.3117	79.6995	82.4519	121.2514	114.3103	99.0634	124.7883	97.5305	87.8269	71.4051	90.605	136.1984	84.447	95.2743	112.5152	216.4021	118.1049	110.4916	74.2373	51.2137	75.6354	185.99900000000002	101.3841	128.7696	100.0313	82.1291	100.2355	95.161	90.8461	141.7816	91.2476	107.3638	89.1256	124.6676	98.7626	132.7971
GNA14	0.0	0.0	29.7144	0.0	11.607999999999999	56.4448	55.1681	64.4125	66.1762	0.0	19.3008	72.1366	0.7357	65.5656	368.0285	0.0	0.0	0.0	47.0951	0.0	74.4439	36.0821	21.2205	100.17200000000001	0.5888	61.7027	0.0	70.8091	11.7335	0.0	90.0499	21.9286	58.0221	2.1772	74.5721	0.0	0.0	68.992	74.8297	69.6705	71.9093	49.8518	45.1224	30.9918	0.609	0.0	160.2791	100.3541	20.1984	1.5117	83.7301	35.4035	46.9576	275.9613	0.8909999999999999	0.0	0.0	0.0	0.0	0.0	81.3961	81.3854	0.0	0.0	54.1607	2.5721	43.4652	45.9409	17.2269	57.48	0.0	52.7573	18.5577	59.9642	0.0	0.8449	64.4455	1.7101	0.4306	0.0	85.6926	73.3059	0.0	0.0	54.4104	0.0	51.2759	72.2719	0.4596	18.4272	0.0	0.0	109.0841	69.6879	0.0	52.6357	88.061	0.0	24.2626	49.1428	0.0	0.0	19.8723	34.144	0.0	57.35	0.0	73.23899999999999	41.3933	0.0	64.8285	0.0	63.3443	36.8008	0.4433	0.0	1.1157	160.2531	1.4758	19.739	97.7764	34.0864	64.8584	0.0	100.5434	72.1125	48.3084	0.0	121.4603	31.5215
GNAI1	196.5339	127.3726	136.3823	111.655	127.3979	110.1146	118.4283	78.7073	98.1897	191.09	145.9506	116.8143	78.1714	86.5618	130.3604	185.7589	44.0278	154.8	103.4807	97.0235	107.0017	144.8979	0.5246	183.3599	118.2101	104.9086	0.0	104.5979	96.9488	116.7404	113.6493	101.8382	77.0614	85.09700000000001	131.0145	189.1111	102.4402	83.2602	97.6761	66.2577	70.9523	40.698	104.5753	74.0778	107.1015	151.3778	103.9402	78.2918	117.6431	141.5543	88.3438	163.4051	100.4826	159.7242	116.0125	70.8432	156.0486	97.8581	118.4482	203.6334	82.2217	113.2184	121.7012	126.7784	52.7211	94.8736	164.2774	117.2478	103.0918	102.0233	169.7288	97.9021	103.6903	98.7379	53.0258	139.7903	98.9012	93.631	133.5445	125.39	94.84200000000001	99.0789	162.9922	77.1241	67.5064	94.2065	90.8389	101.9305	127.3416	26.9717	161.8579	130.4553	97.1748	87.1713	112.16	76.8699	105.02600000000001	27.4897	122.4785	60.8425	0.0	71.7021	90.7933	91.0769	108.9724	91.5942	191.1842	104.181	150.1653	34.1642	104.2081	115.3565	88.1765	67.7436	138.2976	36.9912	103.5536	181.5681	107.4429	106.2538	149.4	94.17	97.4391	222.0469	100.757	138.3088	94.0367	241.4508	220.6752	91.4064
GNAI2	56.5917	37.2569	29.5706	71.3177	26.7438	50.1524	39.9793	43.0084	31.175	28.0894	60.5915	33.91	41.8848	43.8504	65.8239	35.0704	24.3509	51.6372	40.0323	50.5265	33.1927	38.9537	48.8126	36.8046	49.3405	38.8801	40.9545	32.0325	42.1091	50.5199	36.6495	33.2821	28.772	26.3291	37.071	33.5377	34.7412	33.4776	34.4794	39.7082	38.9169	25.6192	38.4791	23.9975	40.5241	30.92	42.8434	48.388000000000005	37.9684	32.3554	36.5606	40.0333	33.4994	23.7214	33.5974	68.307	28.0399	44.824	78.0957	55.4568	30.4372	43.4286	36.5312	31.9568	49.0076	31.5666	52.1879	28.128	30.1492	25.1567	41.6889	35.4194	38.0258	29.9102	20.9359	41.1567	32.7533	45.9695	38.3032	55.0562	33.4491	32.5311	37.3825	35.3552	36.9154	42.8738	36.3707	31.2716	47.8259	44.4387	33.3704	105.0846	39.8685	31.6769	48.7805	32.6968	28.226	56.1602	29.9235	35.5333	65.8527	13.6938	36.9166	33.2965	34.7542	46.8885	31.7243	39.0175	40.6801	84.0206	62.3203	26.9296	33.861999999999995	40.2667	36.9176	79.0864	29.5764	47.8542	34.6009	46.4978	43.6089	34.703	34.8901	58.8581	47.7113	28.4222	18.7849	24.8915	43.2915	25.531999999999996
GNAI3	157.9888	103.0475	119.3137	69.4372	85.2081	108.6007	68.7214	112.0445	83.5668	108.9332	82.1236	81.3528	127.4361	110.3079	99.4461	81.398	128.65200000000002	74.1235	83.1929	103.8754	87.6279	90.4072	75.3434	87.1372	116.8887	77.8088	98.4564	84.046	93.1232	84.4129	74.2175	94.6236	110.1452	102.2561	103.786	113.4097	91.2561	87.0806	78.4434	242.3987	82.8066	103.9713	120.1741	84.7204	96.5954	114.59200000000001	123.7348	117.7894	83.6653	114.9682	84.8763	105.2918	78.7062	58.425	104.4911	98.9604	106.3238	106.6086	99.85799999999999	159.5023	91.6137	90.8917	127.846	132.0119	112.1492	130.5474	110.292	105.8945	111.9497	77.1184	107.4007	72.6526	118.9758	81.8573	118.6991	111.7682	108.2953	78.0548	82.5462	136.1011	88.4879	84.3238	131.106	225.0965	79.0096	111.0748	100.5151	82.0204	80.6121	116.6914	124.9127	160.7557	72.6437	94.4561	116.0423	78.7338	87.5743	27.3473	108.8301	75.4086	0.0	397.9356	111.2132	96.0974	99.395	134.3848	141.6261	78.817	138.0181	15.533	151.7153	104.0512	70.0128	69.4079	53.6325	253.593	118.0087	120.719	113.6758	101.7176	110.351	83.7423	87.35799999999999	1.0755	78.1949	62.3538	137.105	88.6654	109.895	77.6244
GNAL	110.6279	32.2649	84.2248	104.5988	98.8341	25.2782	86.6725	27.885	23.7261	65.2623	33.7728	52.7759	51.2465	22.386999999999997	54.9203	121.0265	115.1395	115.2583	118.3827	52.1821	36.3216	67.8782	0.4345	16.5758	125.0434	67.6794	0.0	72.1659	40.2971	106.8862	27.073	30.3659	82.6499	91.8385	91.5827	79.012	53.722	33.3805	104.0017	128.8172	44.0315	155.1695	91.3667	80.8218	85.7721	46.0807	82.3508	87.7542	99.0571	83.9444	63.1501	87.8944	57.6058	121.8801	93.777	110.7666	43.828	65.2296	99.3011	160.9009	135.3165	64.4146	89.1507	81.167	140.3459	33.0638	26.3972	65.0107	97.1174	30.6874	85.1814	61.4681	108.2486	47.1547	93.3149	91.6355	16.6133	98.5816	76.6134	115.522	21.3927	21.8136	60.9908	118.3047	52.1268	68.9129	121.4516	30.4235	105.9762	37.0032	101.7444	92.6738	17.4656	41.6853	70.4184	39.3799	20.2324	98.0521	97.5208	45.9599	309.4089	35.3602	27.9796	82.6801	78.5786	134.9284	93.2314	39.0225	97.333	22.6446	74.4237	44.3416	78.369	33.6907	98.6945	0.1773	98.9378	79.6258	81.2297	16.271	65.2985	35.4179	23.8151	299.1574	13.1417	81.7569	60.4823	133.3062	116.4057	31.185
GNAO1	102.6759	51.7613	61.7879	65.057	82.5418	69.7173	187.6599	73.0574	73.1228	122.1583	70.6882	88.26700000000001	76.9067	75.6505	45.974	67.0225	76.32	103.5622	86.8055	72.1573	82.2179	103.7696	33.8688	73.4996	51.0362	170.0834	0.0	66.0624	182.2626	63.5725	99.1714	78.9808	65.5797	76.1945	76.0546	105.6244	87.8924	87.7813	61.3416	67.435	42.486999999999995	95.0634	50.2022	85.8753	77.2514	79.6275	80.8158	58.1202	63.5211	72.22399999999999	184.1868	71.0139	76.3278	142.8609	57.3119	69.7397	78.5577	96.5853	61.6815	103.9416	65.0637	71.0504	58.2641	75.2496	143.414	90.0734	69.6241	70.7466	62.7418	74.0057	87.0179	66.3615	55.7206	76.8464	83.6557	67.5592	75.1389	71.5756	108.8631	68.8736	64.472	67.6468	97.2744	74.5731	81.722	47.8927	86.5624	69.7328	70.6033	24.9389	51.8271	83.7113	68.3457	71.4167	61.5005	61.2912	71.8395	28.0904	58.8962	34.1102	79.2989	63.1439	63.4926	73.5269	67.9845	77.6474	56.9913	78.0852	56.7731	43.0057	38.3599	82.9523	61.9418	77.1646	72.0529	88.2959	69.865	48.7642	52.0356	58.7571	71.3117	63.7864	76.685	159.6502	74.9905	56.9939	108.9841	78.3246	113.2084	73.7109
GNAQ	101.7822	169.8169	83.3894	128.1654	150.3059	171.9771	175.27700000000002	111.3933	153.2219	111.3334	145.5932	182.7092	97.6579	150.3531	110.8945	135.8028	122.5622	125.4774	165.8637	125.3562	155.0411	211.3106	80.796	217.4968	103.9136	131.7789	656.6560000000001	155.8732	122.3995	114.861	177.4562	143.8493	181.2486	150.0543	110.5397	95.7488	112.0958	153.3913	143.67	163.69899999999998	114.1169	125.0576	95.0668	145.4737	96.7411	102.2834	104.1617	133.686	96.0191	92.425	90.2957	102.3106	161.7097	144.0036	131.5904	126.07700000000001	92.7119	115.4568	154.6614	148.9653	143.5316	137.5021	80.2816	166.3555	157.9416	107.8005	116.3276	171.8614	101.9266	157.0002	106.4566	133.7443	110.4836	148.9403	153.2147	103.2591	138.5318	110.6097	187.2685	108.3103	143.0104	134.7902	131.8489	111.1965	161.0428	125.963	124.9501	192.477	125.5834	146.9344	148.9473	69.8476	148.035	138.6499	130.5975	160.2868	138.6147	127.9477	140.9681	107.4396	135.7563	170.2673	139.7055	158.4461	110.3837	118.9962	81.4966	153.8846	102.443	139.2273	91.086	148.8927	160.1504	188.1259	137.9341	134.227	128.917	118.209	106.8664	181.6092	99.9847	156.6568	139.7602	125.7565	127.6045	123.8108	175.5648	132.1705	95.1663	131.3815
GNAS	398.3849	183.2893	222.5474	371.3082	276.7536	300.0553	216.6218	335.4591	213.3877	669.5534	223.6852	666.5085	448.944	264.5582	92.0631	380.1377	393.0003	472.8414	210.3468	668.0197	426.1455	549.3254	113.6555	241.6148	287.8881	294.2387	45.037	290.3613	285.7663	307.7469	695.9954	275.2091	174.7872	288.4049	309.32	478.912	411.0664	344.6662	181.3334	192.4745	102.8056	633.9891	296.9362	362.7382	319.9005	414.6865	666.6623	334.2236	295.7772	425.6685	269.2728	290.9142	264.9135	547.065	522.9056	204.0006	467.3515	429.5917	486.5115	554.6169	329.1318	461.9898	415.7732	247.2636	510.3595	533.8418	113.1622	231.53	431.0409	358.9937	533.3788	238.993	321.3033	277.1627	487.3961	292.7603	238.882	451.026	390.0323	430.3171	298.1088	203.9173	426.7927	341.2255	244.5616	444.2362	336.4206	227.8197	462.4283	103.46	361.9127	376.9176	249.8492	275.6039	351.9398	143.9036	188.5891	224.4469	366.0849	115.5904	172.3506	128.5109	246.3403	245.7319	532.992	359.7741	408.0523	343.3785	307.6457	318.89799999999997	89.4275	274.4187	151.0272	163.0255	483.3716	144.8612	385.9684	208.2093	392.3223	267.0722	364.0436	261.3895	275.5256	597.0344	300.3948	336.95099999999996	308.5352	221.571	758.1552	366.9725
GNAZ	28.0254	35.8027	33.0949	46.6464	43.0502	32.4538	39.1424	25.0841	35.1901	25.5895	46.9269	35.4006	29.0663	45.9245	42.6168	30.1291	34.7766	27.9288	39.9787	29.3105	33.5849	33.7327	37.7828	58.7055	41.7547	33.8083	0.0	32.3006	34.3108	31.5353	31.6603	32.0547	36.1226	41.5917	31.9019	22.4171	31.9487	26.3041	32.6629	38.4218	29.3931	30.8727	33.4048	38.4299	29.4345	31.0552	34.9766	31.6218	38.3244	31.2517	33.7879	28.0638	35.726	19.1189	44.4657	81.8215	29.5766	29.3215	39.9321	34.7943	28.6512	41.672	27.9333	41.2365	27.865	34.2734	29.0728	32.9058	35.4095	30.2163	32.4084	34.1717	35.6537	35.0098	38.8466	23.2029	37.1919	29.4216	37.6073	30.6552	35.1337	31.9334	29.1595	25.5381	35.3423	27.0263	29.4197	31.142	37.4959	37.196	37.6131	33.0155	45.2398	36.0074	37.0108	37.7813	35.4816	7.1722	33.6656	34.0009	3.4623	3.645	41.3712	32.9645	33.1104	32.0871	45.2036	38.3996	36.9108	19.669	24.8182	57.9381	35.5697	28.8116	33.461	0.371	37.8332	23.645	34.4765	32.6724	32.8463	36.1387	40.332	65.21600000000001	38.8478	28.4012	30.0445	22.974	29.6964	36.626
GNB1	105.6616	73.308	71.8527	122.8658	93.9574	84.7877	88.2649	78.7453	84.8532	140.2265	93.6094	112.7442	80.4283	93.0983	76.1898	93.8471	127.4364	124.8599	81.1917	96.2837	101.6091	93.0509	62.2705	115.6909	75.4623	94.0167	226.1045	87.5859	94.5306	98.3262	114.2954	88.1793	87.8682	83.5806	86.4683	54.1742	103.335	100.741	74.28699999999999	89.0947	56.0702	165.328	86.0782	78.8156	82.3218	100.4244	95.6904	57.7948	88.6104	109.8618	125.6674	89.4578	82.7592	115.8322	112.4362	111.1491	98.6434	99.1809	86.3977	144.0072	75.7161	78.3664	79.4345	91.5777	103.9755	82.4536	68.3773	81.4621	79.447	107.4234	85.6443	68.0777	82.2902	91.8825	88.4524	82.9771	89.54700000000001	91.2477	97.4469	83.7322	82.6676	81.1019	71.6321	80.9013	106.2415	95.2228	84.5201	88.5561	81.9052	71.1578	87.2623	97.4875	87.9856	88.6455	87.4092	83.1813	88.9046	98.6849	81.3193	49.5842	100.7838	127.3704	91.1814	83.9149	76.4563	73.1795	93.0595	96.8464	81.5141	113.3728	78.8669	61.8387	74.7484	66.1467	125.0138	100.1149	77.7945	93.8439	78.5692	79.3217	95.4544	76.1777	78.1788	104.3233	91.3375	75.3523	111.01	69.9553	138.5318	90.3964
GNB2	20.2328	15.7388	14.323	15.2418	14.8868	14.6052	16.1924	18.1628	15.3146	12.5646	19.1376	16.1675	16.0478	17.4871	10.9928	16.6425	13.9401	16.3808	17.4147	14.1364	14.1418	14.9489	14.1123	16.4913	14.203	16.4615	4.1707	15.8813	18.325	23.6546	13.9739	16.4482	14.0479	12.6662	15.9372	28.3991	26.0269	12.4626	15.3403	18.3755	16.4893	15.4501	17.3636	13.7559	14.8077	14.1928	16.4523	13.4303	15.5175	12.4932	18.7722	12.6524	15.1117	18.3201	11.7267	31.9643	15.5548	17.0092	14.4571	5.2787	13.5801	16.9976	21.753	12.6715	13.1228	15.3695	16.4056	14.5469	18.487000000000002	15.7889	13.9037	15.850999999999999	13.6116	16.1059	13.0047	16.7043	15.7642	14.9713	13.2469	27.9183	15.9221	15.2206	14.5315	16.3558	14.5516	18.0564	10.3329	14.1821	11.6063	24.646	18.6945	19.0671	18.5074	15.5475	22.5835	17.6967	16.395	16.7683	13.3052	17.8496	41.6211	27.5508	18.6006	16.3848	17.5442	14.5959	15.7558	14.9108	15.7507	43.9995	21.2123	19.4702	15.5288	18.3156	23.1187	10.6124	20.8627	10.5468	25.9086	18.5833	11.744000000000002	14.1638	16.6224	12.7392	19.1399	14.3588	21.8078	14.37	12.2687	17.8507
GNB2L1	118.1678	73.8071	102.1186	92.125	78.1312	81.7295	86.6505	78.9106	83.3073	126.1249	104.9127	101.0597	82.3807	80.3748	67.3187	86.1083	93.5354	117.9801	72.2391	83.6207	85.1569	95.3256	107.9957	121.4259	78.0375	85.1891	341.73900000000003	85.48299999999999	84.9084	95.1283	96.6463	85.6471	67.0918	124.2324	87.0054	87.7205	102.7337	91.4137	66.8916	53.7913	60.6145	64.884	86.2819	85.8196	86.9628	114.2313	88.3446	90.8595	81.3283	114.8745	70.7756	90.3492	79.3324	54.9268	106.0748	40.1291	86.0828	123.1514	103.02799999999999	118.6549	89.3501	108.6673	67.2965	73.574	92.7855	77.3168	82.0049	61.9887	75.4363	97.0112	105.8644	88.34200000000001	86.5923	84.1761	70.5768	76.8868	86.7781	95.0944	95.1236	83.2971	82.6079	83.4974	106.6252	42.7854	130.8416	105.6257	103.9239	80.3102	110.1043	74.6586	93.1943	129.8846	86.7342	76.9079	111.5478	68.72800000000001	89.4311	38.3641	81.7118	61.4569	114.12100000000001	125.42299999999999	89.2177	81.2428	85.3453	63.777	97.4317	105.6174	89.54	71.9047	71.1925	76.3818	67.13600000000001	63.835	82.8759	48.2454	99.0714	81.0213	87.2195	83.2427	106.1364	79.4951	74.8334	86.648	97.678	68.5757	89.3915	104.9689	126.4313	81.5242
GNB4	75.2206	67.5117	63.2185	33.361999999999995	66.89399999999999	44.0819	184.5963	75.5972	64.5597	89.5178	74.1807	74.814	75.7941	54.3932	54.2705	40.3535	44.3002	53.5161	61.905	83.1166	48.4295	92.9723	211.0247	29.268	49.8162	144.8523	29.6816	33.9408	140.1154	24.3051	59.4499	40.2282	38.7611	97.8432	67.9624	122.5806	26.5471	69.3068	39.641	67.0842	61.153	24.3501	72.5988	41.4017	73.1334	95.0021	95.8371	17.1914	41.861000000000004	63.9691	131.1838	77.3569	64.0778	31.5752	86.3475	98.4706	83.6874	70.7697	72.0342	96.6568	30.3988	43.668	104.9435	78.8795	69.0321	52.4201	39.9323	51.7612	62.3319	36.5626	66.627	87.1132	52.2784	82.8252	65.2561	83.1754	44.743	30.5801	135.8894	44.873000000000005	31.3217	72.3907	91.6419	33.3183	52.3212	37.0581	26.6035	71.7233	34.7613	131.6001	94.1973	75.8123	90.2751	38.4868	76.3251	46.3556	51.8593	18.6423	52.9693	62.2267	232.795	145.0724	49.3034	66.0467	56.0503	53.6631	71.2162	65.4101	66.2571	10.4543	60.2316	84.0153	71.1558	103.9127	36.3361	94.7826	46.3585	41.0225	89.1543	45.3544	78.5703	120.4019	52.8426	212.2586	58.3134	54.4411	81.0978	28.409000000000002	104.3546	92.5326
