	Inh_L6_LAMP5_C1QL2	Exc_L3_5_LINC00507_SLN	Inh_L1_SST_CXCL14	Inh_L1_2_VIP_PPAPDC1A	Exc_L6_FEZF2_CPZ	Exc_L4_5_RORB_HNRNPA1P46	Exc_L6_THEMIS_C6orf48	Inh_L3_5_SST_MAFB	Exc_L4_5_RORB_LCN15	Inh_L1_VIP_TNFAIP8L3	Exc_L5_6_FEZF2_CYP26B1	Exc_L6_THEMIS_EGR3	Inh_L4_6_SST_MTHFD2P6	Exc_L5_6_RORB_LINC00320	Oligo_L4_6_MOBP_COL18A1	Inh_L1_VIP_PCDH20	K1	Inh_L1_2_PAX6_SCGN	Exc_L6_FEZF2_FAM95C	Inh_L5_6_SST_TH	Exc_L4_5_RORB_RPL31P31	Exc_L6_FEZF2_TBCC	Astro_L1_FGFR3_FOS	Exc_L4_5_RORB_AIM2	Inh_L3_4_PVALB_HOMER3	Exc_L5_6_THEMIS_GPR21	VLMC_L1_3_CYP1B1	Exc_L2_4_RORB_GRIK1	Exc_L5_6_THEMIS_IL7R	Inh_L3_VIP_CBLN1	Exc_L4_6_RORB_HPCA	Exc_L4_RORB_CACNG5	Exc_L3_4_RORB_FOLH1B	Inh_L1_6_PVALB_SCUBE3	Inh_L5_6_LAMP5_SFTA3	Inh_L1_6_VIP_RCN1	Exc_L5_6_FEZF2_RSAD2	Exc_L3_5_THEMIS_UBE2F	Exc_L2_3_LINC00507_RPL9P17	Exc_L3_5_FEZF2_ONECUT1	Astro_L1_6_FGFR3_ETNPPL	MP	Inh_L5_PVALB_CNTNAP3P2	Exc_L6_FEZF2_VWA2	Inh_L1_6_LAMP5_CA13	Inh_L1_3_VIP_SSTR1	Inh_L5_6_SST_ISOC1	Exc_L3_THEMIS_PLA2G7	Inh_L1_3_VIP_ZNF322P1	Inh_L2_4_VIP_LGI2	Exc_L5_6_THEMIS_THTPA	Inh_L1_4_LAMP5_DUSP4	Exc_L6_THEMIS_LINC00343	GABA3	Inh_L1_6_VIP_RGS16	Exc_L6_FEZF2_P4HA3	Inh_L1_4_VIP_CHRNA2	Inh_L1_3_PAX6_NABP1	Inh_L1_3_VIP_CCDC184	Inh_L1_VIP_SOX11	Exc_L3_LINC00507_CTXN3	Exc_L3_5_THEMIS_ELOF1	Inh_L6_LHX6_GLP1R	Inh_L1_LAMP5_GGT8P	GABA2	Inh_L5_6_SST_KLHL14	Oligo_L4_6_OPALIN	Exc_L5_FEZF2_SCN7A	Inh_L5_6_PVALB_STON2	Exc_L4_RORB_BHLHE22	Inh_L1_2_VIP_RPL41P3	Exc_L5_6_THEMIS_TMEM233	Inh_L2_4_PVALB_C8orf4	Exc_L6_FEZF2_ETV4	K2	Inh_L1_LAMP5_NDNF	Exc_L5_6_FEZF2_MYBPHL	Inh_L2_5_VIP_TOX2	Exc_L6_FEZF2_SLITRK6	Inh_L4_5_PVALB_TRIM67	Exc_L4_5_RORB_LINC01474	Exc_L3_5_RORB_HSPB3	Inh_L6_SST_NPY	Inh_L1_2_PVALB_TAC1	Exc_L5_6_FEZF2_CABP7	Inh_L2_4_VIP_DSEL	Exc_L3_4_RORB_RPS3P6	Exc_L5_RORB_SNHG7	Inh_L1_3_VIP_GGH	Micro_L1_6_C1QC	Inh_L1_PAX6_GRIP2	Inh_L1_6_VIP_PENK	Exc_L3_5_RORB_CD24	Exc_L3_4_RORB_PRSS12	Inh_L2_4_SST_AHR	Exc_L3_RORB_CARTPT	Exc_L3_4_RORB_SEMA6D	Astro	Inh_L1_3_PVALB_WFDC2	Astro_L1_FGFR3_MT1G	Micro	Peri_L1_6_MUSTN1	Exc_L4_5_RORB_ASCL1	Exc_L5_6_FEZF2_ANKRD20A1	Inh_L2_6_VIP_VIP	Inh_L3_6_PVALB_MFI2	Inh_L1_VIP_PRSS8	Exc_L4_RORB_CCDC168	Inh_L1_ADARB2_ADAM33	OPC	OPC_L1_6_MYT1	Exc_L6_FEZF2_TBC1D26	Exc_L3_LINC00507_PSRC1	Exc_L5_FEZF2_MORN2	Inh_L3_6_VIP_KCTD13	Endo_L2_5_CLDN5	Inh_L1_3_VIP_ACHE	Oligo	Inh_L5_6_PVALB_FAM150B	Exc_L3_5_FEZF2_DCN	Inh_L1_PAX6_CA4	Exc_L6_FEZF2_KRT17	Exc_L5_RORB_LINC01202	Inh_L6_LAMP5_ANKRD20A11P	Exc_L3_5_RORB_CMAHP	Inh_L1_5_VIP_KCNJ2	Exc_L5_FEZF2_DYRK2	Inh_L1_ADARB2_DISP2	GABA1	Exc_L5_6_THEMIS_OR1J1
HSPA6	0.0	3.6458	70.6075	0.0	0.0	20.4226	0.0	102.1045	5.9017	0.0	0.0	23.3443	15.3274	0.0	1.1682	5.6567	0.0	0.0	0.0	176.3623	22.4435	0.0	0.4782	0.0	0.0	0.5142	0.0	11.7795	0.0	0.0	0.5433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3111	0.0	0.3768	1.2221	0.0	0.0	30.0752	0.0	0.0	0.0	159.7895	0.0	2.5046	30.2086	1.1114	0.0	0.0	0.0	91.83200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.2683	0.0	8.4666	0.0	25.7687	4.2352	0.0	0.0	32.0983	0.0	0.0	0.4065	52.8563	4.3664	0.0	0.0	35.8671	0.0	0.0	0.0	0.0	30.9084	0.0	0.0	0.0	78.6304	0.0	0.0	0.0	0.0	1.1784	0.0	0.0	0.0	8.9627	0.0	0.0	0.0	0.0	25.4267	39.2597	0.0	0.0	0.0	50.4387	0.0	21.0386	0.0	18.0241	0.0	25.8025	0.0	32.8285	0.0	0.0	0.0	0.0	0.0	2.7027	0.0	0.4692	0.0	0.0	0.0	0.867	0.0
HSPA8	466.0651	321.9542	364.2775	491.8388	293.9098	328.76300000000003	201.5936	246.7155	302.0115	465.7234	405.27	613.1798	262.0125	180.4766	210.5756	629.2785	398.5671	996.6966	203.2906	558.2409	402.4203	627.1857	156.5825	314.3178	426.5488	263.8473	60.2107	401.5899	238.2537	290.4882	597.2755	247.7001	168.2303	504.6172	392.5386	544.5182	529.3062	597.4894	258.3596	187.4652	177.3225	186.5543	357.2978	243.3462	473.2787	497.0107	504.8215	407.9341	389.3056	515.3202	195.3862	567.5818	352.2401	120.6262	494.711	393.1934	552.3773	645.5426	624.9274	536.4534	395.5986	572.6977	575.7095	274.3136	227.6783	415.644	175.9178	352.5163	296.2314	322.52299999999997	691.3243	341.8116	476.0002	355.3233	259.2929	448.829	298.3064	385.0751	431.6973	256.4619	289.6605	289.5212	306.3287	383.4289	451.3515	302.9866	407.3537	364.7207	437.08099999999996	149.7096	365.8126	480.2982	345.1934	369.8897	304.5851	173.0611	222.99099999999999	118.5885	494.2168	204.8886	377.5911	253.7367	322.4437	200.6173	391.9889	614.0254	511.7569	486.4214	321.62	120.801	185.9551	332.6124	263.5598	523.1162	428.7801	295.7399	522.4292	160.94299999999998	366.8388	461.8872	547.5112	446.5417	298.4088	568.5808	347.9302	341.3068	470.0582	435.2407	675.9173	352.0441
HSPA9	129.1986	97.6571	112.2412	149.3779	98.0994	109.525	98.98299999999999	111.9391	102.89	103.5734	120.208	138.8996	116.0021	116.1562	112.6448	114.1315	139.8433	105.3428	104.4799	171.4576	130.381	147.6229	64.1936	142.7573	144.8053	100.3657	175.2532	115.4826	121.3729	123.887	159.0988	119.7503	88.0099	148.4054	124.3133	192.137	168.1451	133.987	100.8046	102.9458	93.5865	133.2117	130.1426	114.8533	113.8274	134.2695	139.5709	124.5492	108.042	123.0396	92.8369	133.132	120.1485	89.1921	134.8467	86.1749	101.5762	140.5032	174.5358	116.6922	133.9263	140.7346	157.0091	81.2257	127.8898	141.1433	114.3148	154.2223	136.0698	122.99	141.1076	110.0351	143.8442	113.8425	116.1876	133.7405	104.2384	106.1199	123.9742	142.0787	106.5375	101.3176	89.3607	125.0736	133.3165	96.6023	162.2494	127.5716	129.5947	84.7864	101.0813	139.4154	117.344	106.3352	128.0584	85.2107	94.9925	98.15899999999999	139.7365	86.9017	91.5538	117.6456	122.8515	108.6139	134.1791	157.5691	138.743	130.9761	126.1606	50.2606	96.5847	130.9597	101.4314	143.5534	153.5633	72.6449	98.2617	87.8838	136.0397	143.4493	158.655	109.2127	128.363	213.1027	117.0712	101.2737	137.7198	104.33	167.1991	152.4591
HSPB1	32.2915	19.7061	18.2506	12.8826	18.3041	18.2811	18.6722	29.7325	17.0751	31.9105	11.571	17.4187	19.8753	18.0736	20.2204	19.0995	20.4738	17.0147	15.8677	21.2638	15.7798	17.1432	64.8367	30.0586	30.932	17.6439	48.0314	21.9848	19.2511	27.1932	19.3116	31.4177	18.61	30.0662	18.6757	20.2714	30.8567	20.8983	20.775	10.5754	41.114	36.1748	19.3342	16.7907	18.1465	27.34	23.8987	26.8218	23.4957	34.4425	24.5984	23.6343	18.3281	11.5846	24.6495	17.687	21.096	30.8346	31.7217	13.5811	22.6868	31.581	32.3036	33.7991	18.3988	20.5376	17.0715	23.8415	11.2182	29.1438	28.4737	19.0558	22.2823	14.9012	26.8271	20.4819	15.2368	24.71	17.9772	20.1974	20.5336	24.4391	23.1205	0.0	0.0	4.9985	29.5166	16.238	26.0584	29.7358	31.4346	30.6196	24.9696	25.272	81.5892	19.1788	24.6895	89.5805	22.2957	86.7686	230.1164	135.4074	24.4698	16.8302	22.7495	39.0552	26.8811	27.441999999999997	23.3386	9.7921	24.2792	15.5492	20.304000000000002	20.5782	20.5862	249.4025	13.3177	24.6132	33.6789	25.2113	23.448	14.4037	18.6423	11.5852	20.9987	21.8909	16.0516	40.7835	26.3378	22.3689
HSPB11	75.8577	42.5281	61.5241	33.2541	59.0262	52.8214	47.0532	55.065	44.4395	36.4896	61.3139	56.7597	69.6449	39.5055	57.3596	37.2232	24.7967	47.5299	46.9658	59.7202	52.2712	69.5638	83.5868	58.857	63.4169	44.4523	216.2214	50.1546	51.6994	46.2047	53.0851	80.105	31.8271	59.0076	62.7397	57.0389	62.8591	43.989	39.2676	34.3412	45.7435	33.6167	41.0948	46.7738	46.6548	38.8786	60.0238	32.0599	64.0453	57.1867	62.4656	60.6828	46.7125	75.2614	58.9156	75.1864	42.2341	40.5627	69.02600000000001	93.7788	43.7843	54.2152	76.4921	94.7749	36.6803	54.0358	64.4639	32.3394	40.8487	72.869	33.3884	51.3493	47.5828	52.4785	27.9	48.9846	53.9403	53.9428	49.0036	70.1111	48.4238	49.7152	35.8715	28.0517	42.0983	39.3123	49.9105	43.36	40.9987	79.2577	39.83	40.2285	55.1751	47.8528	53.4774	40.0429	40.6857	36.7745	48.3787	47.5235	48.6547	99.8279	69.1565	44.1562	47.3207	85.7353	47.451	52.9411	48.7198	26.445999999999998	44.0543	64.8687	38.73	33.5571	44.408	86.182	35.6077	35.0517	44.2117	41.6655	51.4092	58.4867	39.6663	86.2683	57.5264	48.0289	72.7221	41.6036	79.8027	53.9499
HSPB2	39.6999	9.2516	38.455	0.0	28.2599	63.7045	70.5071	64.8834	38.7264	4.7555	40.2472	38.7957	42.8511	38.955999999999996	61.4439	82.2221	37.2821	0.0	39.2331	39.428000000000004	36.443000000000005	31.686999999999998	31.4707	49.7903	60.6487	37.5607	0.0	41.3046	42.379	66.2844	39.4225	48.4074	35.9325	40.61	55.1475	19.7104	39.9617	44.4197	38.5586	30.9486	72.4488	33.4167	55.1062	42.7054	54.9994	61.4152	48.3349	25.2476	28.6266	0.0	54.956	57.398	32.8466	0.0	42.5432	46.6058	253.6168	16.5576	1.9807	0.0	37.8313	37.3964	50.0148	84.4389	49.5872	27.7463	77.574	22.2322	39.3448	51.5422	52.1695	39.0574	46.7568	37.2496	21.4277	47.1431	41.9133	46.0437	35.5772	65.0057	37.4976	29.9216	26.5935	85.2884	32.6135	60.6954	52.9591	29.2813	26.4169	0.1447	69.6573	0.4469	79.7419	47.0289	64.717	60.8918	47.1844	12.9183	43.1604	0.0	0.0	122.2577	59.7665	41.3872	42.2144	63.4788	38.6936	52.7249	54.3758	0.0	46.6452	39.3976	52.2587	27.7531	47.6135	0.0	49.4649	55.5241	59.4221	31.0591	45.6144	44.0777	42.6062	0.0	65.2747	67.4965	39.4067	0.0	36.8236	12.9765
HSPB3	0.0	100.6992	0.3883	52.2017	53.6441	20.1797	94.3741	32.2548	85.4093	79.9846	0.0	61.8191	94.9838	95.91799999999999	132.0979	104.12299999999999	75.3151	0.0	38.2029	88.8865	66.71	36.6647	0.0	122.0383	84.4247	100.7834	0.0	83.4439	96.1116	72.881	77.1131	56.626999999999995	96.6467	118.8013	0.6116	93.7481	0.0	87.8952	76.036	127.3489	0.5396	1.3772	133.1701	76.2455	57.8155	116.9514	112.5103	65.5647	87.4998	129.0984	46.9986	22.6845	66.5854	0.0	125.52	0.935	113.3284	78.9467	128.8275	33.3335	69.589	94.1978	119.8605	0.4825	138.335	1.7078	73.6789	96.1782	138.6928	81.3895	73.5802	64.3094	99.3222	24.1844	0.0	12.2647	12.2549	95.92	0.6045	99.1174	76.4923	122.0039	0.0	154.9636	105.0347	123.2993	86.3063	71.1406	73.5036	0.1269	0.3778	111.2543	104.3278	107.3785	82.7573	113.2663	113.5748	0.0	107.4841	0.0	0.0	0.0	124.3924	42.4861	77.1799	37.6704	47.4572	82.1171	73.7679	0.0	0.2664	0.0	106.2934	55.3902	49.5379	128.5366	79.0754	0.413	138.1098	90.6976	0.5683	0.9095	95.1474	0.0	107.7527	29.4688	0.0	65.3572	0.0	104.863
HSPB6	0.8691	0.0	20.2506	4.6824	0.0	27.5747	0.0	40.0259	16.4122	20.811999999999998	0.0	15.1591	0.5904	57.4002	5.407	32.4341	0.0	0.0	15.0684	5.9318	20.0087	6.8811	11.0654	28.528000000000002	25.7869	26.6247	0.0	20.1074	16.8899	17.057000000000002	25.9155	26.0032	17.0403	0.0	0.4385	15.6261	0.0	21.9642	18.9509	0.0	20.1847	14.5646	2.0753	12.6115	0.0	31.4485	0.0	30.886	39.4279	25.1906	0.0	14.199000000000002	16.7492	0.0	28.2378	48.8752	27.551	16.7953	40.7612	0.0	21.0662	22.9149	1.2689	0.0	0.0	0.7574	24.5337	11.1672	3.0115	21.5503	14.8909	24.8597	23.918000000000003	0.0	0.0	11.1245	0.5113	25.8672	0.0	32.4205	20.3801	25.0893	0.0	0.7287	0.0	26.7038	25.8278	11.2978	35.2111	0.4875	0.0	6.7079	29.7119	17.5884	0.0	14.6223	3.1143	3.5151	0.0	23.7304	0.0	0.0	19.2075	30.0811	24.879	0.0	20.1146	23.1514	35.2278	45.4991	8.8948	0.0	18.1547	13.5367	17.22	0.0	35.1318	19.0551	15.6868	36.8332	28.1485	4.4633	22.8404	0.0	14.7888	0.6222	0.0	9.7013	1.7494	30.7187
HSPB7	0.0	0.0	0.3864	0.0	4.6414	0.0	0.0	0.4248	0.0	0.0	0.0	0.0	0.0	0.0	6.9159	0.0	25.9232	0.0	1.3028	0.0	0.6466	0.0	0.0	0.0	0.0	0.0	0.0	42.131	0.0	0.0	0.0	25.3117	0.0	0.0	0.0	23.8052	0.0	0.0	19.4696	0.0	4.6926	17.8863	10.9496	0.0	0.0	14.1356	0.0	0.0	6.7082	34.896	0.0	4.7861	2.3297	0.0	10.1903	0.0	14.5517	3.1379	236.8851	0.0	0.0	4.9006	0.0	0.0	0.0	0.0	19.715	0.0	0.0	15.6888	0.0	0.0	81.8393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9662	0.7138	0.0	0.0	0.0	0.0	19.1433	0.0	0.0	0.1946	0.0	0.0	36.5106	1.2086	0.0	0.0	8.4543	0.0	0.0	0.0	0.0	119.5114	12.35	0.0	44.4275	0.0	0.0	13.312000000000001	0.0	0.0	1.483	0.0	0.0	0.0	0.0	0.0	1.5332	8.8506	146.0097	0.0	0.4989	1.1076	0.0	0.0	30.2521	0.0	0.0	0.0	0.0	0.0
HSPB8	80.3376	114.6026	118.4983	101.8423	87.3399	86.3226	176.7189	128.8408	80.2597	49.3595	77.9326	66.4087	92.1214	80.3434	47.5363	108.535	69.8135	164.2774	79.9414	97.0716	76.3327	61.2768	165.8605	99.0853	96.51700000000001	41.7888	0.0	83.0393	59.8353	73.1758	93.0398	59.5234	72.6032	77.2489	74.03	116.9552	70.1298	84.4302	77.6583	96.2349	98.1961	91.1088	103.7658	84.5266	71.2646	102.9879	74.7496	81.7905	86.4531	114.2383	148.2057	70.777	77.2787	121.0417	86.3126	273.2195	117.9607	79.8694	84.7853	269.9471	87.8267	85.5833	94.3301	100.9823	56.1098	54.9268	48.7528	54.2649	107.7458	77.9079	64.7936	78.7892	77.8785	74.2269	90.76	98.3023	77.0365	87.611	38.2123	140.2223	91.3309	90.7526	90.9073	0.0	9.9529	142.4062	99.179	66.3208	90.7858	69.1314	123.8773	92.9263	73.1031	84.0786	92.1128	84.3789	75.8807	326.715	64.6589	123.4737	210.8061	200.1832	78.3558	96.4073	111.5549	40.1695	132.9531	92.0691	123.9192	7.2059	61.3988	100.4728	86.2999	58.4272	112.353	0.0	102.5925	84.5676	134.5977	58.7055	112.9162	72.3028	61.8535	78.6115	89.0772	83.4387	41.3705	2.0748	122.3696	100.2503
HSPB9	0.0	0.0	23.0627	0.0	0.0	15.8266	0.0	31.0465	0.9756	0.0	0.0	36.7815	1.0134	0.0	0.0	0.0	0.0	0.0	30.345	11.7516	7.5712	0.0	0.0	0.0	32.8893	29.1699	0.0	15.6228	41.0577	0.0	104.3383	72.9527	0.0	0.0	0.0	0.0	0.0	0.0	23.0586	0.0	183.4044	2.2640000000000002	0.0	47.8229	37.0189	0.0	0.0	0.0	14.2967	0.0	0.0	34.3375	11.6167	21.3076	0.0	0.0	0.6351	0.0	0.0	0.0	0.0	0.0	36.6337	0.0	0.0	0.0	0.4395	0.0	34.1612	18.5335	0.0	23.5494	1.2634	0.0	0.0	35.1327	37.0503	0.0	0.7415	0.0	16.6087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1496	0.0	0.0	50.193000000000005	1.2873	13.5665	11.2097	44.0021	15.1247	1.929	0.0	0.0	0.0	0.0	12.9838	0.0	0.0	0.0	13.594000000000001	5.7517	0.0	0.0	0.0	43.2431	37.0808	0.0	0.0	0.0	23.8184	0.0	28.3269	0.0	60.9286	1.1344	0.0	0.0	49.8886	0.0	0.0	56.2302	20.2294
HSPBAP1	100.2478	27.2481	56.0731	42.2179	51.0143	70.6729	69.8553	78.7815	54.6296	115.4695	82.4785	61.5117	59.7596	60.698	68.6969	71.8874	34.57	55.2779	56.7171	91.0254	46.195	38.6615	63.633	39.446999999999996	70.8447	51.7061	0.0	53.236999999999995	53.6783	28.601	51.3431	60.1433	53.8657	52.424	82.0267	59.7569	47.2813	47.1434	53.9156	75.6579	67.5961	46.9387	51.3566	51.809	73.0917	47.38399999999999	63.3209	64.7612	75.2122	73.4495	90.1284	83.6247	47.8655	86.794	77.1766	182.0843	169.4161	80.1895	86.2265	48.6589	67.3068	52.033	76.0237	86.101	61.2087	33.5053	84.4678	34.2245	50.6534	57.03	23.6683	65.9327	59.0681	72.1007	29.0372	57.641999999999996	43.5556	65.5753	52.62	46.7615	65.9837	49.6186	66.0479	45.6701	65.9502	61.4662	65.9553	40.0906	66.9748	105.6633	118.1152	38.900999999999996	33.7316	56.2853	91.7894	55.6127	54.3126	97.3465	84.0597	94.1305	286.2335	248.1108	80.8871	55.9578	72.7817	50.0589	76.1575	92.4199	57.5778	20.6717	85.54899999999999	60.1204	55.5615	34.0871	49.9034	131.3481	44.3618	68.1811	50.187	72.5055	76.3177	47.4788	36.6309	72.6313	58.3419	61.1662	45.4928	83.6155	45.7607	35.8389
HSPBP1	33.445	32.4349	60.0914	59.158	39.6793	46.958	36.2715	49.3779	38.844	46.4884	34.0728	45.1375	38.22	41.8549	42.449	48.8293	29.7088	51.6815	38.1626	41.166000000000004	37.6874	39.8108	3.1672	45.7537	53.7244	39.6831	483.1757	39.9378	38.8918	30.8176	36.3581	45.7412	31.092	55.6569	41.5267	19.2681	46.8748	42.0117	38.7389	24.0605	31.2335	28.4852	45.0585	26.8238	49.2751	41.8158	50.9453	34.1563	43.6368	40.426	43.6899	45.6111	36.6496	61.9429	46.6715	39.013000000000005	56.531000000000006	34.5397	46.2923	35.0861	36.35	35.7778	56.4644	23.9645	31.8155	18.5938	50.1419	28.8863	35.6768	41.9313	34.1853	34.5222	54.9218	33.9727	48.0221	50.2443	33.6383	52.8591	34.7868	67.1248	41.1832	40.4518	74.8372	77.5414	72.6152	61.0695	42.1524	30.9756	42.1454	49.7141	89.5699	64.4455	49.5701	41.5671	72.3435	30.9352	38.8111	4.7755	49.1541	121.5222	28.2896	187.50900000000001	51.9799	30.9045	26.4659	52.9358	37.3989	44.1982	54.3409	44.4336	71.635	25.6852	41.06399999999999	34.0168	50.6073	26.9577	38.246	29.2859	49.5576	38.2024	37.8465	33.1255	51.8547	0.0	44.3881	49.9581	48.0868	18.4611	49.0102	42.4432
HSPD1	97.3938	154.6301	100.6574	101.8676	112.5736	92.2855	111.9254	87.0278	88.8718	114.4685	98.76700000000001	113.0088	103.24700000000001	86.5742	94.4625	105.6835	161.0945	165.2777	79.1263	120.8941	99.8125	132.0968	144.4951	120.978	151.7108	93.387	710.6584	104.8735	80.6774	104.5178	120.7514	105.915	96.6827	127.93700000000001	112.2058	146.1374	130.2334	112.1406	89.7249	122.9123	102.3139	147.1784	136.8904	96.9746	126.0529	118.9722	122.4106	154.4872	99.5084	107.9297	80.8502	103.616	92.8075	105.272	110.3319	69.6666	124.3783	199.5424	79.0699	124.4126	110.5517	124.4096	127.1011	92.0772	164.5681	150.7269	96.2791	138.8447	124.6333	107.4483	129.63	98.5576	153.4298	100.3884	110.7735	115.2107	109.1827	95.1605	115.3518	131.4184	97.3652	80.6562	112.9982	96.4753	204.5175	108.9047	96.9747	97.6264	126.2161	87.581	103.37100000000001	84.0782	103.3206	101.4381	97.3332	81.8188	93.3365	69.0809	138.457	90.7218	76.1031	254.9225	103.9012	94.1449	107.5979	150.8251	96.3915	107.0808	108.5824	101.6371	113.1731	94.9011	90.2151	123.0641	93.8166	88.6104	115.2678	108.4792	139.3042	93.3442	117.3794	106.0967	95.5148	130.688	107.1222	103.3217	123.3878	93.3894	119.3325	95.146
HSPE1	71.3447	39.6341	65.0205	71.3617	52.0776	59.8749	41.9596	64.405	53.6727	60.4845	50.3824	71.1666	58.1905	46.6456	68.008	60.7591	47.8546	50.3347	40.7797	57.4238	68.1217	63.1318	62.7783	67.9499	88.3983	46.8813	0.0	57.507	52.2171	52.8464	75.1343	66.4341	46.4609	56.1879	58.6121	73.0504	43.0806	80.0913	44.4252	59.7755	52.8721	55.1298	65.7692	56.0173	59.9087	62.5411	66.104	52.0062	52.6341	59.8661	36.9933	61.3324	47.7326	49.5978	77.6406	47.5215	70.5766	67.329	56.4084	80.4425	65.4071	80.1144	72.4429	55.8315	67.8982	59.1903	64.494	71.0505	66.8779	65.0649	75.7926	46.6526	66.5477	48.713	57.9407	56.185	54.2304	51.0351	65.1237	71.6025	54.4699	40.3564	48.1246	79.7002	63.3953	58.0048	54.6378	50.4812	57.8409	58.9296	76.9701	48.2305	53.768	53.9394	75.4552	49.7858	43.3566	42.0378	61.3905	84.0797	69.0775	96.41799999999999	63.9078	51.1057	60.0474	80.317	70.0375	59.6519	64.8131	91.265	53.4823	50.9324	40.326	52.9865	62.8492	46.9641	57.0193	71.5298	70.2539	62.1132	77.2652	46.5477	55.6184	81.7242	49.6541	45.5569	60.3489	64.4381	99.6746	67.6906
HSPH1	204.9851	362.7543	153.0775	187.55	262.1991	231.3503	305.9663	161.6374	269.6834	227.9248	175.3743	394.7173	185.4171	274.8813	90.6032	197.2538	377.2003	257.6353	280.4123	295.2093	262.9967	329.7288	67.9762	221.8173	160.9714	316.0735	0.0	336.348	282.0498	140.227	344.4998	372.4431	302.5587	196.4598	154.5064	175.9035	157.7981	300.6096	317.26599999999996	367.8265	99.6667	228.6909	169.2715	265.5764	160.203	186.7433	247.8659	356.4035	147.085	203.3249	217.7804	163.6701	361.8085	227.9292	186.1217	279.6558	186.2299	183.9182	202.9299	203.7988	354.3142	389.0366	235.7465	201.7025	271.754	243.6533	114.0831	362.9235	168.9379	389.1873	193.0118	309.6071	181.5807	265.2948	447.95099999999996	182.5909	168.3144	208.3521	313.3211	172.8869	280.7261	349.82099999999997	318.7766	179.4695	178.2808	229.3688	320.7795	321.251	152.87	131.7999	174.0579	168.7184	295.21299999999997	275.0627	172.0037	329.2879	280.4954	83.8188	204.4134	82.8453	175.9347	89.6548	369.7231	289.3562	168.7705	193.3678	149.1569	380.3346	131.8625	261.1873	103.8479	293.4794	380.9715	468.2302	272.3114	244.4239	168.8791	130.0344	131.5948	443.18800000000005	161.7311	371.0604	290.8506	170.1396	283.3729	173.2862	216.1299	239.5542	240.2294	263.8769
HYOU1	29.1957	26.9761	20.7149	11.6588	25.3905	18.0618	19.7442	22.8117	19.7135	35.1992	25.9995	23.6314	24.3646	17.4297	29.7154	36.2748	15.7386	18.8385	23.1187	22.934	20.5029	20.5748	52.2775	24.2284	26.261	21.1509	2.342	23.3693	32.5575	29.8055	25.1193	21.4238	18.8214	23.6292	24.5639	31.5715	17.9083	20.9733	22.5766	15.3266	21.1015	24.919	24.0101	24.5573	30.0792	28.1717	22.8576	23.7306	24.7383	20.311	19.2152	26.4863	20.6298	23.0207	21.4114	23.1786	26.5015	21.7061	51.0233	24.2142	20.2328	22.6955	22.958000000000002	17.3964	31.0607	29.5527	30.4162	17.7006	24.4977	24.1037	19.8074	27.4005	21.009	23.2828	19.0016	25.6583	22.7257	30.3083	22.5207	36.3143	22.5739	17.1839	23.0947	26.0447	18.7069	22.014	28.118000000000002	19.6088	26.622	32.1409	30.2098	43.2659	21.7537	21.2113	28.2758	17.8467	21.7077	17.0625	28.3621	26.3031	37.1525	23.2812	24.3711	29.5259	38.131	18.2572	27.0711	23.5866	25.8046	44.8742	29.6208	18.6498	23.9507	18.9306	38.2566	46.2679	34.3492	22.9154	26.807	25.0123	25.2551	21.5428	24.5811	34.7548	24.6006	23.6183	16.7868	38.2889	30.9951	28.7664
IPO4	0.0	24.2028	130.9027	20.8472	27.8267	32.2987	41.6734	56.3747	45.0502	74.0706	59.5996	49.1528	34.6282	50.2081	49.0758	0.0	40.1172	2.5754	46.1439	24.8455	46.1276	63.2554	41.57	0.0	50.3545	41.3897	0.0	49.1408	85.3459	68.3636	75.9902	45.4378	64.4094	77.5708	43.7215	8.435	0.0	51.8383	49.6801	0.0	82.2183	30.1148	49.6152	39.4146	21.5782	100.323	89.0114	84.9664	70.4943	47.0052	70.9712	51.428999999999995	45.1187	0.0	22.0786	50.497	8.6384	35.4134	0.0	72.9739	59.1321	52.941	51.2589	14.6559	32.1227	90.2974	87.31	69.4474	102.8371	44.9986	71.7139	40.9289	51.739	43.1324	35.2097	53.1025	67.4179	65.6773	24.709	0.0	50.2875	47.1439	113.4097	0.0	29.4173	41.0016	23.5755	51.04	135.0172	34.3128	0.0	33.0507	71.5479	43.4339	70.9569	36.7628	45.0393	0.0	75.9969	24.3538	66.708	0.0	28.397	65.6583	63.4687	34.5688	31.559	61.0065	125.4972	0.8221	106.3521	47.7406	25.408	37.1253	22.8781	506.9469	27.0599	133.3296	126.6126	26.1684	43.0029	44.8789	42.7302	0.0	67.359	57.0396	0.0	3.1093	19.0841	11.325999999999999
